gene_name	gene_id	chr	start	end	gene_length	length_quintile	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_n_peaks	is_mecp2_up	is_neuronal	is_synapse	k119ub_decile	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	atac_fdr	k27ac_fdr	k27me3_fdr	k119ub_fdr	atac_remodeled	k27ac_remodeled	k27me3_remodeled	k119ub_remodeled	neuronal_group	synapse_group
Gm35315	ENSMUSG00000109771.1	chr5	110076135	110094420	18285	3	6.28652277244509e-05	-0.199707251716161	0.341794984393557	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm35339	ENSMUSG00000109179.2	chr15	76354431	76365201	10770	2	-0.00191410813363116	-0.372772288447872	0.0845482491337207	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3543	ENSMUSG00000093945.1	chr14	41977872	41983325	5453	1	0.00359822112874542	-0.218635568923688	0.775356597561094	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3550	ENSMUSG00000078240.2	chr18	34736358	34738014	1656	1	-0.00448572308873876	-1.05565518049606	0.133120541627228	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm35549	ENSMUSG00000107504.3	chr9	122822775	122844035	21260	3	0.000412348192945711	-0.166368959659288	0.410769954544804	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0397055827054734	NA	NA	NA	0.87708685645486	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Gm3558	ENSMUSG00000079364.3	chr14	7545150	7568566	23416	3	0.00185084639002581	-0.0709912985574132	0.868549300668254	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3573	ENSMUSG00000091792.1	chr14	42185390	42190791	5401	1	0.00173819571419947	-0.206772667234602	0.778782956066971	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3594	ENSMUSG00000095360.7	chr14	6435795	6444611	8816	2	-0.00111541151238189	0.000691272797772668	0.999202670391364	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm36028	ENSMUSG00000108763.1	chr16	37850912	37861146	10234	2	-0.00146128389362449	-0.27287314699651	0.144246902452601	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3604	ENSMUSG00000094942.7	chr13	62368327	62383177	14850	3	0.000377464494864567	-0.249858531355195	0.365206248286757	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.568091333536227	NA	NA	NA	0.0448750914799178	NA	NA	NA	TRUE	NA	NA	NA	Neither	Neither
Gm36176	ENSMUSG00000112653.1	chr10	77846802	77847303	501	1	-0.00108074237103141	-0.780181993426431	0.526680154032861	FALSE	Hypomethylated	-0.10251136	0.633049201	1	FALSE	FALSE	FALSE	7	0.437406390558429	NA	NA	0.275240213	0.0634408037398161	NA	NA	0.038365034	FALSE	NA	NA	TRUE	Neither	Neither
Gm36210	ENSMUSG00000110221.1	chr7	4898449	4906516	8067	2	0.00133942942781435	-0.220977937224243	0.449036959028508	FALSE	Hypomethylated	-0.08885765	0.685371045	1	FALSE	FALSE	FALSE	NA	0.0634599101889288	NA	NA	NA	0.775148622539401	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Gm36245	ENSMUSG00000116079.1	chr15	77599257	77602854	3597	1	0.00209084649538193	0.152307217425858	0.802114001037713	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3629	ENSMUSG00000093898.2	chr14	6583958	6590613	6655	2	-0.000267624914576381	-0.208265090560061	0.812687152580593	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3633	ENSMUSG00000095113.1	chr14	42636466	42641917	5451	1	0.00132196338002732	-0.758544147276772	0.233846717783395	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3636	ENSMUSG00000091754.8	chr14	6735684	6742332	6648	2	-0.00182234698446733	-0.42012334075454	0.566585636712252	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.198315433790298	NA	NA	NA	0.443065612485308	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Gm36368	ENSMUSG00000110576.2	chr18	62566409	62579152	12743	2	-0.00199400386426112	-0.451967776768134	0.0668527885629271	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm364	ENSMUSG00000079584.2	chrX	57409153	57488767	79614	5	4.34531820156167e-07	-0.202767762635332	0.0897078193144972	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3642	ENSMUSG00000096685.7	chr14	6832230	6840311	8081	2	0.000394640624199761	0.32774946663257	0.481227639773902	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3646	ENSMUSG00000091937.3	chr1	39804147	39805332	1185	1	-0.0046598382448729	-0.0902152458911278	0.888727803286397	FALSE	Hypomethylated	0.044551749	0.860406184	1	FALSE	FALSE	FALSE	10	-0.500563945011267	NA	NA	0.81467544	0.0857683433630568	NA	NA	6.46e-08	FALSE	NA	NA	TRUE	Neither	Neither
Gm3667	ENSMUSG00000090691.3	chr14	6868501	6889962	21461	3	0.00143024881948497	-0.242927445360005	0.481792417326429	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3676	ENSMUSG00000079269.2	chr14	41641178	41646487	5309	1	-0.00106499446002399	-0.940579851209326	0.316580086481684	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3685	ENSMUSG00000094021.7	chr14	7036534	7044970	8436	2	-0.000733959386824136	-0.0879751715853353	0.923476900100161	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm36864	ENSMUSG00000108622.2	chr7	44236176	44243191	7015	2	-0.000977985921848333	-0.320239128003148	0.27707639966187	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3696	ENSMUSG00000092167.8	chr14	7083207	7100621	17414	3	-0.000873071095725863	-0.345152881505535	0.41300838080668	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm37013	ENSMUSG00000102836.1	chr18	36969915	37833296	863381	5	0.000718089112073031	-0.159793635745389	0.000314370467299999	TRUE	Hypomethylated	-0.046231123	0.858537049	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm37240	ENSMUSG00000102805.5	chr3	84496425	85887518	1391093	5	0.00325173328080819	0.0637066630489409	0.00946352873183208	TRUE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3727	ENSMUSG00000096183.7	chr14	7255888	7264714	8826	2	0.00655989837469651	0.486967651375482	0.555664734394762	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm37388	ENSMUSG00000103125.1	chr18	36975940	37833296	857356	5	0.000727755031985853	-0.157453398145986	0.000332887858978886	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm37389	ENSMUSG00000103124.1	chr3	10179851	10197262	17411	3	0.000669030662834837	-0.0789404653145208	0.685925588132652	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3739	ENSMUSG00000091472.2	chr14	7293647	7315049	21402	3	0.000516364660208633	-0.238952362877595	0.331488016820297	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3752	ENSMUSG00000091617.8	chr14	7466361	7483762	17401	3	0.000543272567048817	-0.467663277129007	0.457202085429329	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3755	ENSMUSG00000091227.1	chr14	7440923	7450917	9994	2	-0.011517391536052	-1.50106878994135	0.0018259963080257	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3776	ENSMUSG00000111709.1	chr9	78257128	78269166	12038	2	0.00331740356267745	0.222086714283084	0.589364606790966	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm37797	ENSMUSG00000110628.1	chr18	44116262	44119567	3305	1	0.00252002888574802	0.0353198665222175	0.960579507174389	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm37988	ENSMUSG00000104217.1	chr1	4807891	4886770	78879	5	0.00123690690211185	-0.104281715042172	0.244277648514559	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38100	ENSMUSG00000104158.2	chr1	175920328	175922225	1897	1	-0.00322832667140745	-0.339677324990028	0.571470234569366	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38119	ENSMUSG00000103084.1	chr3	92737650	92739096	1446	1	0.00389826701362682	-0.0659340480364836	0.922086105958569	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm382	ENSMUSG00000062791.4	chrX	127039971	127063986	24015	3	0.00118304943559799	-0.121331119863109	0.608958685567674	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38303	ENSMUSG00000103392.1	chr3	10321711	10335681	13970	3	-0.00169714380075745	-0.343462459514304	0.0680882933180454	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3839	ENSMUSG00000097148.2	chr14	11280734	11356726	75992	5	0.000665249241427036	-0.143778350753585	0.141577394092685	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38392	ENSMUSG00000103766.5	chr3	88243379	88287210	43831	4	-0.00169520066219599	-0.300685252979138	0.00341627134339714	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38393	ENSMUSG00000000948.16	chr7	59974148	60005064	30916	4	0.00146033722928919	-0.129008836013875	0.491926567363633	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38394	ENSMUSG00000094410.8	chr1	133619939	133661318	41379	4	0.00165578075369877	-0.00246925870467284	0.98905825056448	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38431	ENSMUSG00000111497.1	chr9	21067513	21091997	24484	3	0.00177074691080987	-0.0321948856793526	0.861027880428732	FALSE	Hypomethylated	-0.010251181	0.976800936	1	FALSE	FALSE	FALSE	NA	0.0622807522905386	0.224478980469071	NA	NA	0.723981999641218	0.244358432361094	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Gm3854	ENSMUSG00000109398.2	chr7	6343758	6355956	12198	2	-0.00149727848962394	-0.329261873954678	0.104764983091453	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38655	ENSMUSG00000114245.1	chr17	25172896	25175471	2575	1	0.00239329168025985	0.208240141358927	0.739778503979592	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm38999	ENSMUSG00000118553.1	chr7	43427685	43428832	1147	1	-0.000564418931232304	-0.336916675335557	0.772445347900105	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm39115	ENSMUSG00000110091.1	chr7	142135335	142136034	699	1	0.0190520820531236	0.444876894626787	0.469548783577704	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm3952	ENSMUSG00000102141.1	chr8	128745962	128798694	52732	4	0.00112998477086077	-0.145757952807191	0.328141997624552	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm39566	ENSMUSG00000109737.1	chr11	69810964	69815298	4334	1	-0.00410103592041142	-0.672898145970764	0.103160537737471	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm39653	ENSMUSG00000115378.1	chr1	63615967	63620819	4852	1	0.00222916242017672	0.0244516274261138	0.963449556473652	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4027	ENSMUSG00000092019.4	chr12	87618868	87622955	4087	1	-0.00246947557453233	-0.769689822695873	0.51904330962887	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm40460	ENSMUSG00000110324.1	chr7	142240343	142241078	735	1	-0.00891167404226171	-0.773539119787594	0.3753033093501	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4070	ENSMUSG00000078606.8	chr7	105895138	105953967	58829	4	0.000171428829095873	-0.40646523365216	0.542131857095176	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4125	ENSMUSG00000117495.2	chr17	33467849	33468686	837	1	0.00203753632298282	0.15939958579695	0.896372938883981	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4131	ENSMUSG00000100486.7	chr14	62463413	62566921	103508	5	0.00322998114057209	0.107855595050656	0.0766162410675778	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4181	ENSMUSG00000091296.2	chr14	51630272	51635666	5394	1	-0.000158047618883555	-0.127067736421569	0.79491427361015	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42372	ENSMUSG00000108348.2	chr7	16983085	16988152	5067	1	0.00631553178934564	0.275584371040001	0.364616151117125	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42416	ENSMUSG00000103458.1	chr18	36952740	37840200	887460	5	0.000719726537729953	-0.158532923943214	0.000272662489331257	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42417	ENSMUSG00000109510.1	chr1	36530192	36539429	9237	2	0.00315271067025637	0.182927270743509	0.334736955236633	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42420	ENSMUSG00000107071.1	chr6	39585752	39596595	10843	2	-0.00095575192253307	-0.561399213215986	0.0469859430715646	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42421	ENSMUSG00000104633.1	chr5	143928174	143937309	9135	2	0.000768857733213587	-0.172158452197203	0.540379349112769	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42517	ENSMUSG00000105867.2	chr5	108366072	108367922	1850	1	-0.00166459692529274	-0.320905794968054	0.64440153145249	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42669	ENSMUSG00000106631.2	chr5	107507620	107580596	72976	5	0.000929442525669877	-0.0500790973255324	0.634576452129372	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42674	ENSMUSG00000105518.1	chr3	90601903	90605885	3982	1	0.00122014828343491	-0.238527397966631	0.603394474768454	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42688	ENSMUSG00000079511.8	chr6	83101616	83109939	8323	2	0.00415110557180216	0.0760992611071085	0.811336505193418	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42715	ENSMUSG00000107023.2	chr7	127519583	127567054	47471	4	0.00126678675438784	-0.130187565546541	0.277856617278636	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42742	ENSMUSG00000107068.1	chr7	127015050	127021097	6047	2	-5.54620119688105e-05	-0.190859269763712	0.565131366643808	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42791	ENSMUSG00000106892.1	chr5	148893774	148995147	101373	5	0.00114499918821739	-0.0385571022419149	0.589297582447008	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42878	ENSMUSG00000105340.5	chr5	121518612	121545482	26870	4	0.00097612281916074	-0.0544882294138008	0.777070864819672	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42906	ENSMUSG00000107011.1	chr5	151063545	151428163	364618	5	0.000746598865727307	-0.122905133309741	0.0088950962567733	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm42957	ENSMUSG00000106447.1	chr3	96635473	96653101	17628	3	-0.00122379288838726	-0.355238014811561	0.0449191889678966	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4297	ENSMUSG00000081218.1	chrX	24552249	24574895	22646	3	0.000473200141020804	-0.28275220419622	0.291247179216534	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.0684910893390931	NA	NA	NA	0.799263408668332	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Gm43064	ENSMUSG00000105053.1	chr3	103809572	103838648	29076	4	0.0105573356717771	0.452771104413339	0.000138346725329412	TRUE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43191	ENSMUSG00000105103.1	chr3	116641901	116681260	39359	4	-0.000258677785209292	-0.256185551955934	0.0491561011077048	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43302	ENSMUSG00000079362.5	chr5	105214906	105293695	78789	5	0.000924146116602489	-0.048076586515421	0.65507696002626	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43517	ENSMUSG00000089922.2	chr12	49385173	49394127	8954	2	-0.00107684581792273	-0.353949721823552	0.282635808888946	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43518	ENSMUSG00000105875.1	chr5	123927417	123938388	10971	2	0.000728038153513706	-0.199260130298786	0.419638191274978	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43552	ENSMUSG00000105835.1	chr5	65427426	65492833	65407	5	-0.000421268414508992	-0.21450405169941	0.0189419021101076	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4356	ENSMUSG00000117145.1	chr17	28726082	28726700	618	1	-0.00119489481956417	-0.359465083032243	0.711377261212393	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43638	ENSMUSG00000107180.1	chr5	87460239	87486806	26567	4	0.000779114993766525	-0.221107363091526	0.183368906389692	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43720	ENSMUSG00000106247.1	chr5	138264951	138279958	15007	3	0.000256664383076255	-0.361476628757607	0.0627828329485187	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43738	ENSMUSG00000105204.1	chr3	89081938	89101099	19161	3	0.000210693678830618	-0.039186729738748	0.861639921695985	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm43951	ENSMUSG00000107877.2	chr11	72154096	72207026	52930	4	2.84496329568396e-05	-0.206682063874048	0.0337965695220073	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44	ENSMUSG00000091497.1	chrX	90892141	90893134	993	1	-0.00227822244367204	-0.961834184168854	0.550170653288367	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4450	ENSMUSG00000090817.7	chr3	98445674	98457126	11452	2	-0.00480271337330447	-0.960863925170979	0.0316045381795363	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44501	ENSMUSG00000090897.2	chr17	40561506	40579549	18043	3	0.0019548610124291	-0.0354030502370122	0.889009765993858	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44502	ENSMUSG00000116461.1	chr15	89416404	89429696	13292	3	0.000600042644123255	-0.194727941194988	0.44918100495047	FALSE	Hypomethylated	-0.201207593	0.315227103	1	FALSE	FALSE	FALSE	6	NA	NA	NA	0.196493929	NA	NA	NA	0.258964245	NA	NA	NA	FALSE	Neither	Neither
Gm44503	ENSMUSG00000089865.2	chr9	72958851	73016319	57468	4	1.56978100084217e-05	-0.142897268918559	0.149444014554291	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44511	ENSMUSG00000107872.2	chr6	128780284	128826315	46031	4	1.03173393230585e-05	-0.165306530543523	0.169140392119509	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44579	ENSMUSG00000108748.1	chr15	98186016	98220977	34961	4	-0.00107711578064374	-0.22864428343548	0.136194554751639	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
