gene_name	chr	in_mecp2_no_mch	k119ub_signal_gain
Dusp3	chr11	FALSE	TRUE
Ubl3	chr5	FALSE	TRUE
Tmem209	chr6	FALSE	TRUE
Chrd	chr16	FALSE	FALSE
Zfand2a	chr5	FALSE	FALSE
Rab4a	chr8	FALSE	FALSE
Ubap1	chr4	FALSE	FALSE
Adam11	chr11	FALSE	FALSE
Serpinb1a	chr13	FALSE	FALSE
Mettl24	chr10	FALSE	TRUE
Ccdc162	chr10	FALSE	TRUE
Bpifa5	chr2	FALSE	FALSE
Aamp	chr1	FALSE	TRUE
Sst	chr16	FALSE	FALSE
Bhlhe41	chr6	FALSE	TRUE
Gp1bb	chr16	FALSE	TRUE
Vmn2r9	chr5	FALSE	FALSE
Ddc	chr11	FALSE	TRUE
Klhl15	chrX	FALSE	FALSE
Rhbdd2	chr5	FALSE	TRUE
Ankrd66	chr17	FALSE	TRUE
Pnoc	chr14	FALSE	TRUE
Psmg2	chr18	FALSE	TRUE
Fbxl14	chr6	FALSE	TRUE
Naxd	chr8	FALSE	FALSE
1700008P02Rik	chr3	FALSE	FALSE
Cntnap5b	chr1	FALSE	FALSE
Ociad1	chr5	FALSE	FALSE
Cacnb1	chr11	FALSE	TRUE
Hr	chr14	FALSE	TRUE
Kctd18	chr1	FALSE	TRUE
Nipa2	chr7	FALSE	TRUE
Ccr3	chr9	FALSE	FALSE
Als2cl	chr9	FALSE	FALSE
Tbx1	chr16	FALSE	FALSE
Rilpl2	chr5	FALSE	FALSE
Arhgap32	chr9	FALSE	FALSE
Hook2	chr8	FALSE	TRUE
Tmprss2	chr16	FALSE	TRUE
Aldh8a1	chr10	FALSE	FALSE
Amy2a5	chr3	FALSE	FALSE
Tead2	chr7	FALSE	FALSE
Fam90a1a	chr8	FALSE	FALSE
Me3	chr7	FALSE	TRUE
B3gat3	chr19	FALSE	TRUE
Cd37	chr7	FALSE	TRUE
Gpr4	chr7	FALSE	FALSE
Dhrs4	chr14	FALSE	TRUE
Tmf1	chr6	FALSE	TRUE
Pgam5	chr5	FALSE	FALSE
Mesd	chr7	FALSE	TRUE
Mybpc1	chr10	FALSE	TRUE
Snx30	chr4	FALSE	TRUE
Dph5	chr3	FALSE	TRUE
Cthrc1	chr15	FALSE	TRUE
Rabl3	chr16	FALSE	TRUE
Trim13	chr14	FALSE	TRUE
Tgm6	chr2	FALSE	TRUE
Setd4	chr16	FALSE	TRUE
Coq7	chr7	FALSE	TRUE
Zcrb1	chr15	FALSE	FALSE
Adamts1	chr16	FALSE	TRUE
Jak3	chr8	FALSE	TRUE
Mterf3	chr13	FALSE	TRUE
Tspyl5	chr15	FALSE	TRUE
Peg3	chr7	FALSE	TRUE
Syap1	chrX	FALSE	TRUE
Mup17	chr4	FALSE	FALSE
Sema5a	chr15	FALSE	TRUE
Lime1	chr2	FALSE	FALSE
Adap2	chr11	FALSE	FALSE
Ldc1	chr4	FALSE	FALSE
Ear2	chr14	FALSE	FALSE
Plk3	chr4	FALSE	TRUE
Cd79b	chr11	FALSE	FALSE
Flrt1	chr19	FALSE	FALSE
Pdcd11	chr19	FALSE	FALSE
Cnih2	chr19	FALSE	FALSE
Iah1	chr12	FALSE	TRUE
Prph	chr15	FALSE	FALSE
T2	chr17	FALSE	TRUE
Pkp2	chr16	FALSE	TRUE
Pah	chr10	FALSE	FALSE
Cabyr	chr18	FALSE	TRUE
Mc2r	chr18	FALSE	FALSE
Veph1	chr3	FALSE	FALSE
Vps4a	chr8	FALSE	FALSE
Tmx3	chr18	FALSE	FALSE
Rcc2	chr4	FALSE	TRUE
Tbx20	chr9	FALSE	FALSE
Cpsf2	chr12	FALSE	FALSE
Myf5	chr10	FALSE	FALSE
Celf3	chr3	FALSE	FALSE
Rbmxl2	chr7	FALSE	FALSE
Pnliprp1	chr19	FALSE	FALSE
Utp15	chr13	FALSE	TRUE
Washc3	chr10	FALSE	FALSE
Pabpn1l	chr8	FALSE	FALSE
Tmem74	chr15	FALSE	TRUE
Tifab	chr13	FALSE	FALSE
Tdrd9	chr12	FALSE	FALSE
Tex9	chr9	FALSE	FALSE
Oas1a	chr5	FALSE	FALSE
Hspbp1	chr7	FALSE	TRUE
Rab3il1	chr19	FALSE	TRUE
H1f2	chr13	FALSE	TRUE
Ccr4	chr9	FALSE	FALSE
Chrna1	chr2	FALSE	TRUE
Cfap157	chr2	FALSE	TRUE
Ptx4	chr17	FALSE	FALSE
Krtap3-3	chr11	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Fn3k	chr11	FALSE	TRUE
Eif3m	chr2	FALSE	TRUE
Radil	chr5	FALSE	TRUE
Hinfp	chr9	FALSE	FALSE
Mfsd8	chr3	FALSE	TRUE
Crygs	chr16	FALSE	TRUE
Seh1l	chr18	FALSE	FALSE
Ffar2	chr7	FALSE	FALSE
Napepld	chr5	FALSE	TRUE
Parp10	chr15	FALSE	TRUE
Zfand5	chr19	FALSE	TRUE
1700025C18Rik	chr2	FALSE	TRUE
Ngp	chr9	FALSE	FALSE
Klk1b21	chr7	FALSE	FALSE
Map2k3	chr11	FALSE	FALSE
Bad	chr19	FALSE	TRUE
Krtap9-3	chr11	FALSE	FALSE
Vps39	chr2	FALSE	FALSE
Il16	chr7	TRUE	TRUE
Lsm4	chr8	FALSE	TRUE
Mitf	chr6	FALSE	TRUE
Dlat	chr9	FALSE	FALSE
Pcdhb6	chr18	FALSE	FALSE
Ciart	chr3	FALSE	TRUE
Serpinb7	chr1	FALSE	FALSE
Eif1a	chr18	FALSE	TRUE
Tigit	chr16	FALSE	TRUE
Pgm2l1	chr7	FALSE	FALSE
Kif7	chr7	FALSE	FALSE
Cep19	chr16	FALSE	TRUE
Prrt1	chr17	FALSE	FALSE
Fzd2	chr11	FALSE	FALSE
Ebi3	chr17	FALSE	TRUE
C1d	chr11	FALSE	TRUE
Plcxd1	chr5	FALSE	TRUE
Pdk4	chr6	FALSE	FALSE
Snx4	chr16	FALSE	FALSE
Lynx1	chr15	FALSE	FALSE
Cartpt	chr13	FALSE	FALSE
Kbtbd13	chr9	FALSE	FALSE
Rnft1	chr11	FALSE	TRUE
Arl3	chr19	FALSE	TRUE
Mrpl23	chr7	FALSE	TRUE
Try10	chr6	FALSE	FALSE
Fxyd5	chr7	FALSE	FALSE
Mgl2	chr11	FALSE	FALSE
Cox7c	chr13	FALSE	TRUE
Stx3	chr19	FALSE	FALSE
Rnf4	chr5	FALSE	FALSE
Smg7	chr1	FALSE	FALSE
Krtap21-1	chr16	FALSE	TRUE
Cylc2	chr4	FALSE	TRUE
Fscb	chr12	FALSE	TRUE
Clca1	chr3	FALSE	FALSE
Ptprcap	chr19	FALSE	FALSE
Ap1s2	chrX	FALSE	TRUE
Muc4	chr16	FALSE	FALSE
Gnb3	chr6	FALSE	TRUE
Prpf4b	chr13	FALSE	FALSE
Dhx8	chr11	FALSE	FALSE
Zfp37	chr4	FALSE	TRUE
Zmat4	chr8	FALSE	FALSE
Cldn2	chrX	FALSE	TRUE
Chtf8	chr8	FALSE	FALSE
Grin2c	chr11	FALSE	FALSE
4930595D18Rik	chr12	FALSE	TRUE
Vill	chr9	FALSE	TRUE
Ap3m1	chr14	FALSE	TRUE
Hspa13	chr16	FALSE	TRUE
Gm14496	chr2	FALSE	FALSE
Lsm12	chr11	FALSE	FALSE
Gmcl1	chr6	FALSE	FALSE
Naga	chr15	FALSE	TRUE
Ceacam15	chr7	FALSE	FALSE
Cdx1	chr18	FALSE	FALSE
Scly	chr1	FALSE	FALSE
Tmem26	chr10	FALSE	FALSE
Rpp21	chr17	FALSE	TRUE
0610010K14Rik	chr11	FALSE	TRUE
C1s2	chr6	FALSE	FALSE
Srrt	chr5	FALSE	FALSE
Gas1	chr13	FALSE	FALSE
Emc10	chr7	FALSE	FALSE
Kcna3	chr3	FALSE	FALSE
Rprml	chr11	FALSE	FALSE
Gpr75	chr11	FALSE	FALSE
Irf2bp2	chr8	FALSE	TRUE
Tnnt3	chr7	FALSE	FALSE
Amt	chr9	FALSE	FALSE
Ppm1a	chr12	FALSE	TRUE
Gmpr2	chr14	FALSE	TRUE
Rex1bd	chr8	FALSE	TRUE
Carhsp1	chr16	FALSE	FALSE
Taar3	chr10	FALSE	TRUE
Bud31	chr5	FALSE	FALSE
Colec10	chr15	FALSE	FALSE
Rnf186	chr4	FALSE	TRUE
Cnnm4	chr1	FALSE	TRUE
Mkrn1	chr6	FALSE	FALSE
Abcc1	chr16	FALSE	FALSE
Wnk4	chr11	FALSE	FALSE
Ntn3	chr17	FALSE	TRUE
Spag5	chr11	FALSE	TRUE
Nrarp	chr2	FALSE	FALSE
Lrrc71	chr3	FALSE	FALSE
Cox18	chr5	FALSE	TRUE
Emc7	chr2	FALSE	FALSE
Tnfrsf13c	chr15	FALSE	TRUE
Ppp1r14bl	chr1	FALSE	TRUE
Aste1	chr9	FALSE	FALSE
Ankrd1	chr19	FALSE	FALSE
Rpl13a	chr7	FALSE	TRUE
Tmem147	chr7	FALSE	TRUE
Car15	chr16	FALSE	FALSE
Ndufs5	chr4	FALSE	FALSE
Tmem168	chr6	FALSE	TRUE
Nrbp2	chr15	FALSE	FALSE
Cd55	chr1	FALSE	TRUE
Lamtor4	chr5	FALSE	TRUE
Gm13271	chr4	FALSE	TRUE
Vps36	chr8	FALSE	FALSE
Gm35549	chr9	FALSE	FALSE
Sval2	chr6	FALSE	FALSE
Acot9	chrX	FALSE	FALSE
Adam26a	chr8	FALSE	FALSE
Lyzl1	chr18	FALSE	FALSE
Moxd2	chr6	FALSE	FALSE
Pex7	chr10	FALSE	TRUE
Adgb	chr10	FALSE	TRUE
Cryba1	chr11	FALSE	FALSE
Fam187a	chr11	FALSE	FALSE
Fcor	chr8	FALSE	TRUE
Sepsecs	chr5	FALSE	TRUE
Tbx2	chr11	FALSE	FALSE
Zc3h10	chr10	FALSE	TRUE
H2bc3	chr13	FALSE	TRUE
Ip6k2	chr9	FALSE	FALSE
Wfikkn2	chr11	FALSE	TRUE
Hcn3	chr3	FALSE	TRUE
Rp1l1	chr14	FALSE	FALSE
Zkscan1	chr5	FALSE	FALSE
Pin1rt1	chr2	FALSE	TRUE
Msr1	chr8	FALSE	FALSE
Il7r	chr15	FALSE	TRUE
Slc12a7	chr13	FALSE	TRUE
Fli1	chr9	FALSE	TRUE
Akr1a1	chr4	FALSE	FALSE
Slc29a4	chr5	FALSE	FALSE
Prdm14	chr1	FALSE	FALSE
Dram1	chr10	FALSE	TRUE
Cp	chr3	FALSE	TRUE
Cyp4f15	chr17	FALSE	FALSE
Zfp109	chr7	FALSE	TRUE
Rmnd1	chr10	FALSE	FALSE
Smim41	chr15	FALSE	FALSE
Rnf14	chr18	FALSE	TRUE
Fbxo32	chr15	FALSE	TRUE
Heatr9	chr11	FALSE	FALSE
Pcdhb2	chr18	FALSE	FALSE
Leprot	chr4	FALSE	TRUE
Gjc2	chr11	FALSE	FALSE
Bicc1	chr10	FALSE	TRUE
Reps1	chr10	FALSE	TRUE
Khdc3	chr9	FALSE	TRUE
Ptger1	chr8	FALSE	FALSE
Lhfpl5	chr17	FALSE	FALSE
Sqor	chr2	FALSE	TRUE
Pou4f3	chr18	FALSE	TRUE
Mypop	chr7	FALSE	TRUE
Ehbp1l1	chr19	FALSE	TRUE
Taok1	chr11	FALSE	FALSE
Irf4	chr13	FALSE	FALSE
Wnt6	chr1	FALSE	FALSE
Slc35c2	chr2	FALSE	TRUE
Azi2	chr9	FALSE	FALSE
Slc5a9	chr4	FALSE	FALSE
Cpz	chr5	FALSE	FALSE
Haus3	chr5	FALSE	TRUE
Hsd17b3	chr13	FALSE	TRUE
Shfl	chr9	FALSE	FALSE
Ggt7	chr2	FALSE	TRUE
Polr2e	chr10	FALSE	TRUE
Ddt	chr10	FALSE	TRUE
Krt39	chr11	FALSE	FALSE
Lhx9	chr1	FALSE	FALSE
Pcdhb12	chr18	FALSE	TRUE
Psmb7	chr2	FALSE	FALSE
Bsg	chr10	FALSE	FALSE
Ccdc92	chr5	FALSE	FALSE
Tra2a	chr6	FALSE	TRUE
Atxn2l	chr7	FALSE	FALSE
Zbtb32	chr7	FALSE	TRUE
1700001J03Rik	chr5	FALSE	FALSE
Art1	chr7	FALSE	TRUE
Itih3	chr14	FALSE	FALSE
4930519G04Rik	chr5	FALSE	FALSE
Mindy1	chr3	FALSE	TRUE
Pask	chr1	FALSE	FALSE
Cytl1	chr5	FALSE	FALSE
Taar2	chr10	FALSE	TRUE
Ctsl	chr13	FALSE	TRUE
Tspoap1	chr11	FALSE	TRUE
Gpx4	chr10	FALSE	TRUE
Cd8a	chr6	FALSE	TRUE
Kcnk4	chr19	FALSE	TRUE
Dek	chr13	FALSE	FALSE
Camsap3	chr8	FALSE	FALSE
Etv4	chr11	FALSE	FALSE
1700019A02Rik	chr1	FALSE	TRUE
Cxcl10	chr5	FALSE	TRUE
Cyp2w1	chr5	FALSE	TRUE
Meis3	chr7	FALSE	FALSE
Elmo2	chr2	FALSE	TRUE
Pde6b	chr5	FALSE	FALSE
Nub1	chr5	FALSE	FALSE
Tmem59	chr4	FALSE	FALSE
Iba57	chr11	FALSE	TRUE
Mgp	chr6	FALSE	FALSE
Metap1	chr3	FALSE	TRUE
Proca1	chr11	FALSE	FALSE
Nop9	chr14	FALSE	TRUE
Bpifa1	chr2	FALSE	FALSE
Rexo1	chr10	FALSE	FALSE
Tha1	chr11	FALSE	TRUE
Rplp2	chr7	FALSE	TRUE
Aldh3a1	chr11	FALSE	TRUE
Klk4	chr7	FALSE	FALSE
Nxnl1	chr8	FALSE	TRUE
Slfn1	chr11	FALSE	FALSE
Fbxw19	chr9	FALSE	FALSE
Slc4a1ap	chr5	FALSE	FALSE
Rack1	chr11	FALSE	FALSE
Trim34b	chr7	FALSE	FALSE
Nt5c1a	chr4	FALSE	FALSE
Ddx47	chr6	FALSE	FALSE
Hmgcs1	chr13	FALSE	TRUE
Ndfip1	chr18	FALSE	TRUE
Nat9	chr11	FALSE	TRUE
Bet1l	chr7	FALSE	TRUE
Pabpc2	chr18	FALSE	FALSE
Pdp2	chr8	FALSE	TRUE
Tsc22d3	chrX	FALSE	TRUE
Mapk3	chr7	FALSE	FALSE
Pea15a	chr1	FALSE	TRUE
Zfp617	chr8	FALSE	TRUE
Susd5	chr9	FALSE	FALSE
Dvl1	chr4	FALSE	FALSE
Cfl1	chr19	FALSE	TRUE
AW146154	chr7	FALSE	TRUE
Ppp4c	chr7	FALSE	FALSE
Znrf2	chr6	FALSE	TRUE
Izumo1	chr7	FALSE	FALSE
Klhl1	chr14	FALSE	FALSE
Mup16	chr4	FALSE	FALSE
Ccdc121	chr1	FALSE	FALSE
Fbxo48	chr11	FALSE	TRUE
Fabp1	chr6	FALSE	FALSE
Pink1	chr4	FALSE	FALSE
Smim12	chr4	FALSE	TRUE
Arid3b	chr9	FALSE	FALSE
Pdpk1	chr17	FALSE	FALSE
Gabarapl2	chr8	FALSE	TRUE
Cdh23	chr10	FALSE	FALSE
Selenok	chr14	FALSE	TRUE
Nfkbie	chr17	FALSE	TRUE
Myf6	chr10	FALSE	TRUE
Inpp5e	chr2	FALSE	FALSE
Rfx1	chr8	FALSE	FALSE
Ndufab1	chr7	FALSE	FALSE
Defb29	chr2	FALSE	FALSE
Vstm2a	chr11	FALSE	FALSE
Lsm7	chr10	FALSE	TRUE
Coro1a	chr7	FALSE	TRUE
Hnrnpa3	chr2	FALSE	FALSE
Tspan12	chr6	FALSE	TRUE
Capns1	chr7	FALSE	TRUE
Ptpmt1	chr2	FALSE	FALSE
Ptpn5	chr7	FALSE	TRUE
Cdc6	chr11	FALSE	TRUE
Kctd2	chr11	FALSE	FALSE
S100a16	chr3	FALSE	TRUE
Vamp5	chr6	FALSE	TRUE
Slc29a2	chr19	FALSE	FALSE
Mfsd13b	chr7	FALSE	TRUE
Ankk1	chr9	FALSE	FALSE
Ift20	chr11	FALSE	TRUE
Zfp2	chr11	FALSE	TRUE
Cenpt	chr8	FALSE	TRUE
Tfap2b	chr1	FALSE	FALSE
Nhlrc3	chr3	FALSE	TRUE
Tdrd7	chr4	FALSE	TRUE
Ifnl2	chr7	FALSE	FALSE
Cyp27b1	chr10	FALSE	FALSE
Cir1	chr2	FALSE	FALSE
Folr2	chr7	FALSE	TRUE
Sult5a1	chr8	FALSE	FALSE
Dnase1l2	chr17	FALSE	FALSE
Cyp4a32	chr4	FALSE	FALSE
Fzd4	chr7	FALSE	TRUE
Dact2	chr17	FALSE	TRUE
Morc3	chr16	FALSE	FALSE
Gtf2a1	chr12	FALSE	FALSE
Gfer	chr17	FALSE	TRUE
Gtf2f1	chr17	FALSE	FALSE
Iscu	chr5	FALSE	TRUE
Tm7sf2	chr19	FALSE	TRUE
Sumo3	chr10	FALSE	TRUE
Krt84	chr15	FALSE	FALSE
Trmt61a	chr12	FALSE	TRUE
Pgm2	chr5	FALSE	TRUE
Paip2b	chr6	FALSE	TRUE
Hoxc13	chr15	FALSE	FALSE
Hsdl2	chr4	FALSE	TRUE
Cdkn1c	chr7	FALSE	FALSE
Cbx2	chr11	FALSE	TRUE
Rec8	chr14	FALSE	TRUE
Anxa5	chr3	FALSE	TRUE
Spag11b	chr8	FALSE	FALSE
Tssk5	chr15	FALSE	TRUE
Alkal2	chr12	FALSE	FALSE
Tpm4	chr8	FALSE	TRUE
Ppp2r5b	chr19	FALSE	FALSE
Pga5	chr19	FALSE	TRUE
Riiad1	chr3	FALSE	TRUE
Gpr180	chr14	FALSE	TRUE
Cabp1	chr5	FALSE	TRUE
Vipas39	chr12	FALSE	FALSE
Rhoh	chr5	FALSE	FALSE
Ctnna2	chr6	FALSE	TRUE
Emb	chr13	FALSE	TRUE
Zfp667	chr7	FALSE	FALSE
Trp53rkb	chr2	FALSE	TRUE
Hdac10	chr15	FALSE	TRUE
Rlbp1	chr7	FALSE	FALSE
F3	chr3	FALSE	TRUE
Mpp3	chr11	FALSE	FALSE
Dnpep	chr1	FALSE	TRUE
Atp2a3	chr11	FALSE	TRUE
Gng4	chr13	FALSE	FALSE
Pcdhb8	chr18	FALSE	FALSE
Dpf1	chr7	FALSE	TRUE
Pla2g7	chr17	FALSE	TRUE
Mterf1a	chr5	FALSE	TRUE
Csta3	chr16	FALSE	FALSE
Dppa4	chr16	FALSE	TRUE
Telo2	chr17	FALSE	FALSE
Serac1	chr17	FALSE	FALSE
4930407I10Rik	chr15	FALSE	FALSE
Obp2b	chr2	FALSE	FALSE
Thbd	chr2	FALSE	FALSE
Mycl	chr4	FALSE	TRUE
Krtap1-3	chr11	FALSE	FALSE
Pim1	chr17	FALSE	FALSE
Cdh24	chr14	FALSE	FALSE
Pira2	chr7	FALSE	FALSE
Tmem71	chr15	FALSE	TRUE
Sell	chr1	FALSE	FALSE
Nme2	chr11	FALSE	TRUE
Pts	chr9	FALSE	TRUE
Alg6	chr4	FALSE	TRUE
Gzmg	chr14	TRUE	TRUE
Npy1r	chr8	FALSE	FALSE
Ccer1	chr10	FALSE	TRUE
Pus1	chr5	FALSE	TRUE
Adrb3	chr8	FALSE	FALSE
Sstr1	chr12	FALSE	FALSE
Brd8	chr18	FALSE	FALSE
Pdia6	chr12	FALSE	TRUE
Nr1h2	chr7	FALSE	TRUE
Art5	chr7	FALSE	FALSE
Zdhhc12	chr2	FALSE	TRUE
Hhipl2	chr1	FALSE	FALSE
Prl2a1	chr13	FALSE	FALSE
Mpnd	chr17	FALSE	TRUE
Tbrg1	chr9	FALSE	TRUE
Foxf1	chr8	FALSE	FALSE
Akr1e1	chr13	FALSE	TRUE
Ankrd16	chr2	FALSE	TRUE
Nol3	chr8	FALSE	TRUE
6330403K07Rik	chr11	FALSE	FALSE
Pafah1b3	chr7	FALSE	FALSE
Rdm1	chr11	FALSE	TRUE
Slc45a1	chr4	FALSE	FALSE
Tceal5	chrX	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Tceal7	chrX	FALSE	TRUE
Apol7c	chr15	FALSE	FALSE
Grhl2	chr15	FALSE	TRUE
Fgg	chr3	FALSE	FALSE
Lce1b	chr3	FALSE	FALSE
Pate3	chr9	FALSE	FALSE
Klrg2	chr6	FALSE	FALSE
Iqcd	chr5	FALSE	TRUE
Serpina6	chr12	FALSE	FALSE
AI593442	chr9	FALSE	TRUE
Pcbp3	chr10	FALSE	TRUE
Pidd1	chr7	FALSE	TRUE
Plcxd3	chr15	FALSE	TRUE
Six5	chr7	FALSE	FALSE
Got2	chr8	FALSE	FALSE
Phox2b	chr5	FALSE	FALSE
Galnt15	chr14	FALSE	TRUE
Pbx2	chr17	FALSE	TRUE
Erbb3	chr10	FALSE	TRUE
Ppp1r15b	chr1	FALSE	FALSE
Rnf138	chr18	FALSE	TRUE
Chml	chr1	FALSE	TRUE
Sytl4	chrX	FALSE	FALSE
Lgals2	chr15	FALSE	TRUE
Gspt1	chr16	FALSE	FALSE
Evpl	chr11	FALSE	FALSE
Ankrd23	chr1	FALSE	TRUE
Zfp335	chr2	FALSE	FALSE
Tln1	chr4	FALSE	FALSE
Igfbp3	chr11	FALSE	TRUE
Gle1	chr2	FALSE	FALSE
Actr1a	chr19	FALSE	FALSE
Pum3	chr19	FALSE	TRUE
Kncn	chr4	FALSE	FALSE
2610042L04Rik	chr14	FALSE	TRUE
Foxo4	chrX	FALSE	TRUE
Ccdc148	chr2	FALSE	TRUE
Syvn1	chr19	FALSE	FALSE
Eci1	chr17	FALSE	FALSE
Tap1	chr17	FALSE	FALSE
Tnfrsf14	chr4	FALSE	FALSE
Slc35c1	chr2	FALSE	TRUE
Stard5	chr7	FALSE	FALSE
Mrps18a	chr17	FALSE	FALSE
Smug1	chr15	FALSE	TRUE
Slc46a1	chr11	FALSE	FALSE
Kcne3	chr7	FALSE	FALSE
Gm9	chrX	FALSE	FALSE
Fam149b	chr14	FALSE	TRUE
Crlf3	chr11	FALSE	FALSE
Fbxo16	chr14	FALSE	TRUE
Zfp395	chr14	FALSE	TRUE
Rergl	chr6	FALSE	TRUE
Lrit3	chr3	FALSE	FALSE
Exo1	chr1	FALSE	TRUE
Chst1	chr2	FALSE	FALSE
Tmem150b	chr7	FALSE	FALSE
Mtnr1a	chr8	FALSE	TRUE
Gls2	chr10	FALSE	FALSE
Krtap17-1	chr11	TRUE	TRUE
Tmem123	chr9	FALSE	TRUE
Tex21	chr12	FALSE	TRUE
Lrrc8a	chr2	FALSE	FALSE
Rbmx	chrX	FALSE	FALSE
Rab4b	chr7	FALSE	TRUE
Dvl2	chr11	FALSE	FALSE
Zp2	chr7	FALSE	TRUE
Ssc4d	chr5	FALSE	TRUE
Dusp21	chrX	FALSE	TRUE
Uaca	chr9	FALSE	FALSE
Pik3ap1	chr19	FALSE	TRUE
Disp2	chr2	FALSE	TRUE
Cd164l2	chr4	FALSE	TRUE
Vmn1r221	chr13	FALSE	FALSE
D8Ertd738e	chr8	FALSE	FALSE
Pnmt	chr11	FALSE	FALSE
Folr1	chr7	FALSE	FALSE
Fsd2	chr7	FALSE	TRUE
Morc1	chr16	FALSE	TRUE
Mrpl47	chr3	FALSE	TRUE
Exosc6	chr8	FALSE	TRUE
Tmem86b	chr7	FALSE	FALSE
Akp3	chr1	FALSE	TRUE
Smpd4	chr16	FALSE	TRUE
Taf9b	chrX	FALSE	TRUE
Tssc4	chr7	FALSE	TRUE
Ybx1	chr4	FALSE	TRUE
Vwa3a	chr7	FALSE	FALSE
Adm2	chr15	FALSE	TRUE
Tcl1b2	chr12	FALSE	FALSE
Lrp2bp	chr8	FALSE	TRUE
Sh3gl1	chr17	FALSE	FALSE
Krt14	chr11	FALSE	FALSE
Zfp770	chr2	FALSE	TRUE
St6galnac4	chr2	FALSE	TRUE
Il21	chr3	FALSE	FALSE
Nfic	chr10	FALSE	TRUE
Clca4a	chr3	FALSE	FALSE
Asf1b	chr8	FALSE	TRUE
Zfp69	chr4	FALSE	TRUE
Tas1r1	chr4	FALSE	TRUE
Fxr2	chr11	FALSE	FALSE
Bbs5	chr2	FALSE	TRUE
Rtl3	chrX	FALSE	FALSE
Adgrf5	chr17	FALSE	FALSE
Mroh9	chr1	FALSE	FALSE
Sla2	chr2	FALSE	TRUE
Fst	chr13	FALSE	TRUE
Ccdc8	chr7	FALSE	TRUE
Pde1b	chr15	FALSE	TRUE
Tmem80	chr7	FALSE	TRUE
Ferd3l	chr12	FALSE	FALSE
S1pr4	chr10	FALSE	TRUE
Plec	chr15	FALSE	FALSE
Pnma5	chrX	TRUE	TRUE
Neu2	chr1	FALSE	TRUE
Wfikkn1	chr17	FALSE	FALSE
Nfil3	chr13	FALSE	TRUE
4933430I17Rik	chr4	FALSE	TRUE
Tmem9	chr1	FALSE	TRUE
Gm36210	chr7	FALSE	TRUE
Gckr	chr5	FALSE	TRUE
Gm44502	chr15	FALSE	FALSE
Thsd7a	chr6	FALSE	TRUE
Nr2e1	chr10	FALSE	FALSE
Fbxl15	chr19	FALSE	TRUE
Alkbh8	chr9	FALSE	FALSE
Il24	chr1	FALSE	FALSE
Ttc36	chr9	FALSE	FALSE
Hscb	chr5	FALSE	FALSE
Ptf1a	chr2	FALSE	FALSE
Dlgap1	chr17	FALSE	TRUE
Mybph	chr1	FALSE	FALSE
Rps18	chr17	FALSE	TRUE
Taf9	chr13	FALSE	TRUE
Cgrrf1	chr14	FALSE	TRUE
Naa40	chr19	FALSE	TRUE
Shisa4	chr1	FALSE	TRUE
Tecr	chr8	FALSE	TRUE
B3gnt4	chr5	FALSE	FALSE
Cnga1	chr5	FALSE	FALSE
Smr3a	chr5	FALSE	FALSE
Mcidas	chr13	FALSE	TRUE
Slamf1	chr1	FALSE	FALSE
Dync1li2	chr8	FALSE	TRUE
Nop53	chr7	FALSE	FALSE
Ceacam18	chr7	FALSE	FALSE
Iqcc	chr4	FALSE	FALSE
Klk13	chr7	FALSE	FALSE
Shq1	chr6	FALSE	TRUE
Irx4	chr13	FALSE	FALSE
Ubqln5	chr7	FALSE	FALSE
Krtap4-16	chr11	FALSE	TRUE
Nkx6-2	chr7	FALSE	FALSE
Spdl1	chr11	FALSE	TRUE
Rasl11a	chr5	FALSE	TRUE
Fndc10	chr4	FALSE	TRUE
Ap5b1	chr19	FALSE	FALSE
BC035044	chr6	FALSE	TRUE
Cmc4	chrX	FALSE	FALSE
Dr1	chr5	FALSE	TRUE
B3galt6	chr4	FALSE	TRUE
Hao2	chr3	FALSE	FALSE
Ift43	chr12	FALSE	TRUE
Plat	chr8	FALSE	TRUE
Atp10a	chr7	FALSE	TRUE
Prom2	chr2	FALSE	TRUE
Foxq1	chr13	FALSE	TRUE
Lrrtm2	chr18	FALSE	TRUE
H2-D1	chr17	FALSE	FALSE
Sowahb	chr5	FALSE	TRUE
Sec61b	chr4	FALSE	TRUE
Pkp1	chr1	FALSE	TRUE
Il1rl1	chr1	FALSE	FALSE
Slc17a4	chr13	FALSE	FALSE
Adh7	chr3	FALSE	TRUE
Kpna4	chr3	FALSE	TRUE
Cd84	chr1	FALSE	FALSE
Zyx	chr6	FALSE	FALSE
Prpf8	chr11	FALSE	FALSE
Smyd4	chr11	FALSE	TRUE
Bsx	chr9	FALSE	FALSE
Mc1r	chr8	FALSE	TRUE
Tmem132a	chr19	FALSE	FALSE
Otub2	chr12	FALSE	TRUE
Ntf3	chr6	FALSE	TRUE
Brs3	chrX	FALSE	TRUE
Trcg1	chr9	FALSE	FALSE
Gm6525	chr3	FALSE	FALSE
Rars2	chr4	FALSE	FALSE
Mtfp1	chr11	FALSE	TRUE
Tdpoz2	chr3	FALSE	FALSE
Zpr1	chr9	FALSE	TRUE
Nrp1	chr8	FALSE	FALSE
Camk1	chr6	FALSE	TRUE
Ankra2	chr13	FALSE	TRUE
Pradc1	chr6	FALSE	TRUE
Psmc3ip	chr11	FALSE	TRUE
