"seqnames","start","end","width","strand","peak_id","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","h2a_Fold","h2a_FDR"
"chr2",48444521,48447446,2926,"*","h2a_peak_24242",0.585742981,9.03e-07,"Intron (ENSMUST00000127672.1/ENSMUST00000127672.1, intron 1 of 5)",2,48814109,48903269,89161,1,"11480","ENSMUST00000063886.3",-366663,"ENSMUSG00000052155","Acvr2a","activin receptor IIA",0.585742981,9.03e-07
"chr2",57236274,57239887,3614,"*","h2a_peak_24243",0.995652991,2.15e-20,"Promoter (<=1kb)",2,57237635,57367853,130219,1,"14571","ENSMUST00000141536.7",0,"ENSMUSG00000026827","Gpd2","glycerol phosphate dehydrogenase 2, mitochondrial",0.995652991,2.15e-20
"chr2",75587609,75590631,3023,"*","h2a_peak_24244",0.245772416,0.023392747,"Distal Intergenic",2,75659261,75665839,6579,1,"229279","ENSMUST00000111964.7",-68630,"ENSMUSG00000059005","Hnrnpa3","heterogeneous nuclear ribonucleoprotein A3",0.245772416,0.023392747
"chr2",70125844,70129147,3304,"*","h2a_peak_24245",0.237264049,0.028287766,"Exon (ENSMUST00000060208.10/329421, exon 8 of 35)",2,70096298,70183267,86970,1,"329421","ENSMUST00000112241.1",29546,"ENSMUSG00000042064","Myo3b","myosin IIIB",0.237264049,0.028287766
"chr2",44339982,44345582,5601,"*","h2a_peak_24246",0.236897908,0.02849036,"Intron (ENSMUST00000112824.7/76117, intron 13 of 14)",2,44565133,44571347,6215,2,"227835","ENSMUST00000134813.1",225765,"ENSMUSG00000036890","Gtdc1","glycosyltransferase-like domain containing 1",0.236897908,0.02849036
"chr2",6865593,6872040,6448,"*","h2a_peak_24247",0.413673062,9.57e-05,"Promoter (<=1kb)",2,6624704,6871972,247269,2,"14007","ENSMUST00000123142.2",0,"ENSMUSG00000002107","Celf2","CUGBP, Elav-like family member 2",0.413673062,9.57e-05
"chr2",181690915,181696254,5340,"*","h2a_peak_24248",0.042020897,0.7168304,"Promoter (<=1kb)",2,181688422,181693920,5499,2,"56470","ENSMUST00000108779.7",0,"ENSMUSG00000002458","Rgs19","regulator of G-protein signaling 19",0.042020897,0.7168304
"chr2",50126409,50129338,2930,"*","h2a_peak_24249",0.559136151,1.43e-07,"Promoter (<=1kb)",2,50128369,50193563,65195,1,"320343","ENSMUST00000169232.1",0,"ENSMUSG00000050447","Lypd6","LY6/PLAUR domain containing 6",0.559136151,1.43e-07
"chr2",179704231,179707140,2910,"*","h2a_peak_24250",-0.039871072,0.787615199,"Intron (ENSMUST00000000314.12/12561, intron 2 of 15)",2,179777163,179797511,20349,1,"12561","ENSMUST00000136411.1",-70023,"ENSMUSG00000000305","Cdh4","cadherin 4",-0.039871072,0.787615199
"chr2",154548087,154550789,2703,"*","h2a_peak_24251",0.133189468,0.307004406,"Promoter (<=1kb)",2,154548888,154550003,1116,1,"75480","ENSMUST00000045116.10",0,"ENSMUSG00000038523","1700003F12Rik","RIKEN cDNA 1700003F12 gene",0.133189468,0.307004406
"chr2",124775551,124778717,3167,"*","h2a_peak_24252",0.750026436,6.22e-10,"Distal Intergenic",2,124653635,124665309,11675,1,"214968","ENSMUST00000103238.1",121916,"ENSMUSG00000027200","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",0.750026436,6.22e-10
"chr2",93475000,93477387,2388,"*","h2a_peak_24253",-0.149994394,0.155347052,"Distal Intergenic",2,93430127,93463140,33014,2,"12521","ENSMUST00000111256.7",-11860,"ENSMUSG00000027215","Cd82","CD82 antigen",-0.149994394,0.155347052
"chr2",76645555,76651781,6227,"*","h2a_peak_24254",0.814145347,4.76e-15,"Promoter (<=1kb)",2,76629898,76648015,18118,2,"23992","ENSMUST00000002808.6",0,"ENSMUSG00000002731","Prkra","protein kinase, interferon inducible double stranded RNA dependent activator",0.814145347,4.76e-15
"chr2",62343623,62348726,5104,"*","h2a_peak_24255",0.540487082,6.73e-09,"Promoter (<=1kb)",2,62334473,62345146,10674,2,"13482","ENSMUST00000156871.1",0,"ENSMUSG00000035000","Dpp4","dipeptidylpeptidase 4",0.540487082,6.73e-09
"chr2",33578997,33581872,2876,"*","h2a_peak_24256",-0.530592627,3.93e-05,"Intron (ENSMUST00000041730.10/16917, intron 2 of 7)",2,33567156,33632283,65128,2,"16917","ENSMUST00000137559.2",50411,"ENSMUSG00000038765","Lmx1b","LIM homeobox transcription factor 1 beta",-0.530592627,3.93e-05
"chr2",146328076,146332976,4901,"*","h2a_peak_24257",-0.194418594,0.08264761,"Intron (ENSMUST00000109986.8/241694, intron 36 of 40)",2,146258564,146387683,129120,2,"241694","ENSMUST00000146307.1",54707,"ENSMUSG00000037110","Ralgapa2","Ral GTPase activating protein, alpha subunit 2 (catalytic)",-0.194418594,0.08264761
"chr2",179774307,179776857,2551,"*","h2a_peak_24258",0.28731947,0.015899989,"Promoter (<=1kb)",2,179777163,179797511,20349,1,"12561","ENSMUST00000136411.1",-306,"ENSMUSG00000000305","Cdh4","cadherin 4",0.28731947,0.015899989
"chr2",145356000,145359095,3096,"*","h2a_peak_24259",1.277931095,1.63e-34,"Intron (ENSMUST00000110007.7/94249, intron 2 of 16)",2,145244972,145640361,395390,1,"94249","ENSMUST00000081121.3",111028,"ENSMUSG00000063873","Slc24a3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",1.277931095,1.63e-34
"chr2",149837383,149840841,3459,"*","h2a_peak_24260",0.683359451,8.8e-13,"Intron (ENSMUST00000144179.1/433485, intron 1 of 1)",2,149830922,149899881,68960,1,"433485","ENSMUST00000149705.1",6461,"ENSMUSG00000074736","Syndig1","synapse differentiation inducing 1",0.683359451,8.8e-13
"chr2",143971968,143974985,3018,"*","h2a_peak_24261",0.5280305,1.14e-08,"Exon (ENSMUST00000016072.11/81910, exon 3 of 24)",2,143960706,143967593,6888,2,"81910","ENSMUST00000132434.7",-4375,"ENSMUSG00000027422","Rrbp1","ribosome binding protein 1",0.5280305,1.14e-08
"chr2",3601778,3603541,1764,"*","h2a_peak_24262",0.547330494,1.03e-05,"Intron (ENSMUST00000226435.1/66540, intron 1 of 4)",2,3613758,3779787,166030,1,"66540","ENSMUST00000115052.8",-10217,"ENSMUSG00000026655","Fam107b","family with sequence similarity 107, member B",0.547330494,1.03e-05
"chr2",17683162,17684776,1615,"*","h2a_peak_24263",0.204981626,0.084698456,"Intron (ENSMUST00000028080.11/74103, intron 2 of 6)",2,17343909,17731043,387135,2,"74103","ENSMUST00000028080.11",46267,"ENSMUSG00000053702","Nebl","nebulette",0.204981626,0.084698456
"chr2",27179484,27183448,3965,"*","h2a_peak_24264",-0.374663429,0.000248017,"3' UTR",2,27177093,27177372,280,1,"13166","ENSMUST00000155290.1",2391,"ENSMUSG00000000889","Dbh","dopamine beta hydroxylase",-0.374663429,0.000248017
"chr2",124793316,124798206,4891,"*","h2a_peak_24265",0.564438916,3.77e-08,"Distal Intergenic",2,124653635,124665309,11675,1,"214968","ENSMUST00000103238.1",139681,"ENSMUSG00000027200","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",0.564438916,3.77e-08
"chr2",18821071,18823814,2744,"*","h2a_peak_24266",0.375682427,0.003213342,"Distal Intergenic",2,18799245,18801818,2574,2,"66774","ENSMUST00000181515.1",-19253,"ENSMUSG00000097638","Carlr","cardiac and apoptosis-related long non-coding RNA",0.375682427,0.003213342
"chr2",132943248,132946398,3151,"*","h2a_peak_24267",-0.358232035,0.0016709,"Promoter (<=1kb)",2,132904389,132945629,41241,2,"241639","ENSMUST00000134937.1",0,"ENSMUSG00000027356","Fermt1","fermitin family member 1",-0.358232035,0.0016709
"chr2",34105129,34109087,3959,"*","h2a_peak_24268",0.032966531,0.783901202,"Promoter (<=1kb)",2,34018289,34107729,89441,2,"329387","ENSMUST00000134921.1",0,"ENSMUSG00000087461","C230014O12Rik","RIKEN cDNA C230014O12 gene",0.032966531,0.783901202
"chr2",158144237,158148498,4262,"*","h2a_peak_24269",-0.214766447,0.032472979,"Promoter (<=1kb)",2,158116402,158146436,30035,2,"21817","ENSMUST00000103122.9",0,"ENSMUSG00000037820","Tgm2","transglutaminase 2, C polypeptide",-0.214766447,0.032472979
"chr2",118745991,118751469,5479,"*","h2a_peak_24270",0.154660753,0.197396094,"Promoter (<=1kb)",2,118745758,118748810,3053,1,"100043272","ENSMUST00000149978.1",233,"ENSMUSG00000074918","Inafm2","InaF motif containing 2",0.154660753,0.197396094
"chr2",12299879,12302740,2862,"*","h2a_peak_24271",0.009794816,0.944708329,"Promoter (<=1kb)",2,12106632,12301922,195291,2,"241226","ENSMUST00000028106.10",0,"ENSMUSG00000026768","Itga8","integrin alpha 8",0.009794816,0.944708329
"chr2",27963494,27968735,5242,"*","h2a_peak_24272",-0.23179396,0.022531396,"Exon (ENSMUST00000028280.13/12831, exon 14 of 66)",2,28017441,28037015,19575,1,"12831","ENSMUST00000145423.1",-48706,"ENSMUSG00000026837","Col5a1","collagen, type V, alpha 1",-0.23179396,0.022531396
"chr2",130037270,130041365,4096,"*","h2a_peak_24273",0.37772286,0.000161037,"Exon (ENSMUST00000110299.2/21818, exon 8 of 13)",2,130016292,130016408,117,2,"102466628","ENSMUST00000185120.1",-20862,"ENSMUSG00000098347","Mir6339","microRNA 6339",0.37772286,0.000161037
"chr2",141954057,141957560,3504,"*","h2a_peak_24274",0.478695115,5.7e-05,"Intron (ENSMUST00000110067.7/72899, intron 8 of 16)",2,142176607,142234375,57769,1,"72899","ENSMUST00000156619.1",-219047,"ENSMUSG00000068205","Macrod2","mono-ADP ribosylhydrolase 2",0.478695115,5.7e-05
"chr2",144303215,144306651,3437,"*","h2a_peak_24275",-0.174620017,0.107529529,"3' UTR",2,144317777,144331326,13550,2,"107586","ENSMUST00000138582.1",24675,"ENSMUSG00000037279","Ovol2","ovo like zinc finger 2",-0.174620017,0.107529529
"chr2",5228695,5232816,4122,"*","h2a_peak_24276",0.313938492,0.001813732,"3' UTR",2,5137776,5230878,93103,1,"74186","ENSMUST00000027988.7",90919,"ENSMUSG00000026676","Ccdc3","coiled-coil domain containing 3",0.313938492,0.001813732
"chr2",92368652,92373442,4791,"*","h2a_peak_24277",0.423593855,0.000592681,"Promoter (<=1kb)",2,92365046,92370986,5941,2,"228366","ENSMUST00000176774.7",0,"ENSMUSG00000040434","Large2","LARGE xylosyl- and glucuronyltransferase 2",0.423593855,0.000592681
"chr2",109883733,109886502,2770,"*","h2a_peak_24278",1.043625456,6.15e-21,"Distal Intergenic",2,109890853,109901003,10151,1,"22343","ENSMUST00000028583.7",-4351,"ENSMUSG00000027162","Lin7c","lin-7 homolog C, crumbs cell polarity complex component",1.043625456,6.15e-21
"chr2",3737958,3741020,3063,"*","h2a_peak_24279",1.182417055,1.12e-29,"Intron (ENSMUST00000226435.1/66540, intron 2 of 4)",2,3713478,3779921,66444,1,"66540","ENSMUST00000177125.1",24480,"ENSMUSG00000026655","Fam107b","family with sequence similarity 107, member B",1.182417055,1.12e-29
"chr2",173789573,173793982,4410,"*","h2a_peak_24280",0.339050827,0.000610949,"Exon (ENSMUST00000138925.1/ENSMUST00000138925.1, exon 5 of 5)",2,173768200,173778125,9926,1,"56491","ENSMUST00000154306.1",21373,"ENSMUSG00000054455","Vapb","vesicle-associated membrane protein, associated protein B and C",0.339050827,0.000610949
"chr2",58027538,58032611,5074,"*","h2a_peak_24281",0.669793774,7.79e-13,"Exon (ENSMUST00000112616.7/241391, exon 7 of 10)",2,58045113,58052864,7752,2,"77767","ENSMUST00000090940.5",20253,"ENSMUSG00000026830","Ermn","ermin, ERM-like protein",0.669793774,7.79e-13
"chr2",26315718,26321712,5995,"*","h2a_peak_24282",-0.105447872,0.328481756,"Promoter (<=1kb)",2,26319773,26348237,28465,1,"67839","ENSMUST00000066889.12",0,"ENSMUSG00000026930","Gpsm1","G-protein signalling modulator 1 (AGS3-like, C. elegans)",-0.105447872,0.328481756
"chr2",133591190,133594411,3222,"*","h2a_peak_24283",0.387683468,0.001536694,"Distal Intergenic",2,133564708,133564794,87,1,"100526500","ENSMUST00000175597.1",26482,"ENSMUSG00000093338","Mir3090","microRNA 3090",0.387683468,0.001536694
"chr2",65844966,65850077,5112,"*","h2a_peak_24284",0.572267973,2.28e-08,"Promoter (<=1kb)",2,65845767,66031546,185780,1,"77771","ENSMUST00000122912.7",0,"ENSMUSG00000044647","Csrnp3","cysteine-serine-rich nuclear protein 3",0.572267973,2.28e-08
"chr2",28242671,28246185,3515,"*","h2a_peak_24285",0.057567991,0.628473448,"Distal Intergenic",2,28205659,28230736,25078,1,"56177","ENSMUST00000028177.10",37012,"ENSMUSG00000026833","Olfm1","olfactomedin 1",0.057567991,0.628473448
"chr2",59437323,59440770,3448,"*","h2a_peak_24286",0.477331763,1.76e-06,"Distal Intergenic",2,59484653,59505020,20368,1,"76747","ENSMUST00000028369.5",-43883,"ENSMUSG00000026989","Dapl1","death associated protein-like 1",0.477331763,1.76e-06
"chr2",129574693,129577804,3112,"*","h2a_peak_24287",0.393483797,2.09e-05,"Distal Intergenic",2,129592835,129608992,16158,1,"19261","ENSMUST00000127751.7",-15031,"ENSMUSG00000037902","Sirpa","signal-regulatory protein alpha",0.393483797,2.09e-05
"chr2",73985463,73989108,3646,"*","h2a_peak_24288",0.961651022,6.63e-24,"Distal Intergenic",2,73908447,73911326,2880,2,"228033","ENSMUST00000018914.2",-74137,"ENSMUSG00000018770","Atp5mc3","ATP synthase membrane subunit c locus 3",0.961651022,6.63e-24
"chr2",174281687,174287364,5678,"*","h2a_peak_24289",0.243639457,0.019173323,"Promoter (<=1kb)",2,174284320,174296895,12576,1,"14683","ENSMUST00000109095.7",0,"ENSMUSG00000027523","Gnas","GNAS complex locus",0.243639457,0.019173323
"chr2",25474821,25479151,4331,"*","h2a_peak_24290",0.507060663,2.58e-05,"Distal Intergenic",2,25466709,25470046,3338,2,"19215","ENSMUST00000114251.7",-4775,"ENSMUSG00000015090","Ptgds","prostaglandin D2 synthase (brain)",0.507060663,2.58e-05
"chr2",31843049,31847524,4476,"*","h2a_peak_24291",-0.506768619,7.13e-08,"Promoter (<=1kb)",2,31813290,31846005,32716,2,"98970","ENSMUST00000028188.7",0,"ENSMUSG00000026841","Fibcd1","fibrinogen C domain containing 1",-0.506768619,7.13e-08
"chr2",75136167,75139964,3798,"*","h2a_peak_24292",0.10039595,0.381779172,"Exon (ENSMUST00000230629.1/ENSMUST00000230629.1, exon 1 of 7)",2,74868981,74876504,7524,1,"53375","ENSMUST00000129284.1",267186,"ENSMUSG00000027099","Mtx2","metaxin 2",0.10039595,0.381779172
"chr2",131039272,131043497,4226,"*","h2a_peak_24293",0.294841512,0.006121827,"Promoter (<=1kb)",2,131040319,131040398,80,2,"102465606","ENSMUST00000184185.1",0,"ENSMUSG00000098686","Mir6973b","microRNA 6973b",0.294841512,0.006121827
"chr2",141433026,141437236,4211,"*","h2a_peak_24294",0.921043789,1.86e-23,"Intron (ENSMUST00000110067.7/72899, intron 5 of 16)",2,141555676,142392966,837291,1,"72899","ENSMUST00000138786.1",-118440,"ENSMUSG00000068205","Macrod2","mono-ADP ribosylhydrolase 2",0.921043789,1.86e-23
"chr2",24471874,24477471,5598,"*","h2a_peak_24295",-0.42289937,0.000179092,"Promoter (<=1kb)",2,24420560,24475599,55040,2,"18510","ENSMUST00000028355.10",0,"ENSMUSG00000026976","Pax8","paired box 8",-0.42289937,0.000179092
"chr2",103715241,103719348,4108,"*","h2a_peak_24296",0.186400171,0.104932942,"Promoter (<=1kb)",2,103715081,103718423,3343,1,"99382","ENSMUST00000131122.1",160,"ENSMUSG00000032724","Abtb2","ankyrin repeat and BTB domain containing 2",0.186400171,0.104932942
"chr2",51764783,51766914,2132,"*","h2a_peak_24297",-0.151538406,0.167615227,"Distal Intergenic",2,51656966,51732009,75044,2,"433426","ENSMUST00000143870.1",-32774,"ENSMUSG00000085014","Gm13490","predicted gene 13490",-0.151538406,0.167615227
"chr2",157857682,157860301,2620,"*","h2a_peak_24298",-0.151216324,0.236212009,"Intron (ENSMUST00000029178.6/66642, intron 11 of 15)",2,157914653,157944719,30067,1,"277432","ENSMUST00000109523.1",-54352,"ENSMUSG00000037843","Vstm2l","V-set and transmembrane domain containing 2-like",-0.151216324,0.236212009
"chr2",91931956,91935201,3246,"*","h2a_peak_24299",-0.29635657,0.020721546,"Promoter (<=1kb)",2,91933236,91933932,697,2,"104418","ENSMUST00000134103.1",0,"ENSMUSG00000040479","Dgkz","diacylglycerol kinase zeta",-0.29635657,0.020721546
"chr2",59462415,59464537,2123,"*","h2a_peak_24300",0.549500194,3.93e-07,"Distal Intergenic",2,59484653,59505020,20368,1,"76747","ENSMUST00000028369.5",-20116,"ENSMUSG00000026989","Dapl1","death associated protein-like 1",0.549500194,3.93e-07
"chr2",162661456,162664939,3484,"*","h2a_peak_24301",0.044558632,0.697116754,"Promoter (<=1kb)",2,162661163,162667109,5947,1,"77288","ENSMUST00000145985.1",293,"ENSMUSG00000054457","9430021M05Rik","RIKEN cDNA 9430021M05 gene",0.044558632,0.697116754
"chr2",146744407,146750640,6234,"*","h2a_peak_24302",0.399960618,2.31e-05,"Distal Intergenic",2,146855864,146970097,114234,1,"228730","ENSMUST00000099278.8",-105224,"ENSMUSG00000074749","Kiz","kizuna centrosomal protein",0.399960618,2.31e-05
"chr2",75602932,75607526,4595,"*","h2a_peak_24303",0.78695328,1.59e-12,"Distal Intergenic",2,75659261,75665839,6579,1,"229279","ENSMUST00000111964.7",-51735,"ENSMUSG00000059005","Hnrnpa3","heterogeneous nuclear ribonucleoprotein A3",0.78695328,1.59e-12
"chr2",166150636,166154646,4011,"*","h2a_peak_24304",0.13484929,0.163721611,"Promoter (<=1kb)",2,166132593,166154423,21831,2,"72043","ENSMUST00000133395.1",0,"ENSMUSG00000006800","Sulf2","sulfatase 2",0.13484929,0.163721611
"chr2",152047074,152049329,2256,"*","h2a_peak_24305",-0.278269579,0.002939506,"Distal Intergenic",2,152081529,152095802,14274,1,"545474","ENSMUST00000064061.3",-32200,"ENSMUSG00000060257","Scrt2","scratch family zinc finger 2",-0.278269579,0.002939506
"chr2",134926358,134929972,3615,"*","h2a_peak_24306",0.445353185,3.13e-05,"Intron (ENSMUST00000131552.4/18795, intron 2 of 32)",2,134786530,135399675,613146,1,"18795","ENSMUST00000070724.11",139828,"ENSMUSG00000051177","Plcb1","phospholipase C, beta 1",0.445353185,3.13e-05
"chr2",51783476,51787016,3541,"*","h2a_peak_24307",-0.251288152,0.009754008,"Distal Intergenic",2,51656966,51732009,75044,2,"433426","ENSMUST00000143870.1",-51467,"ENSMUSG00000085014","Gm13490","predicted gene 13490",-0.251288152,0.009754008
"chr2",95140661,95143255,2595,"*","h2a_peak_24308",0.591973465,3.24e-09,"Distal Intergenic",2,94422336,94438136,15801,2,"11800","ENSMUST00000152454.7",-702525,"ENSMUSG00000027193","Api5","apoptosis inhibitor 5",0.591973465,3.24e-09
"chr2",128177037,128179275,2239,"*","h2a_peak_24309",-0.010253401,0.929516625,"Exon (ENSMUST00000225087.1/100043424, exon 6 of 7)",2,128128131,128128737,607,1,"12125","ENSMUST00000132201.1",48906,"ENSMUSG00000027381","Bcl2l11","BCL2 like 11",-0.010253401,0.929516625
"chr2",179582023,179587168,5146,"*","h2a_peak_24310",0.080438763,0.445780302,"Intron (ENSMUST00000000314.12/12561, intron 2 of 15)",2,179444233,179780319,336087,1,"12561","ENSMUST00000124708.1",137790,"ENSMUSG00000000305","Cdh4","cadherin 4",0.080438763,0.445780302
"chr2",105684100,105689654,5555,"*","h2a_peak_24311",0.177749066,0.082009787,"Promoter (<=1kb)",2,105685322,105697364,12043,1,"18508","ENSMUST00000146803.3",0,"ENSMUSG00000027168","Pax6","paired box 6",0.177749066,0.082009787
"chr2",101907455,101910338,2884,"*","h2a_peak_24312",0.944833049,1.52e-20,"Distal Intergenic",2,101886263,101895399,9137,1,"76501","ENSMUST00000156799.1",21192,"ENSMUSG00000027163","Commd9","COMM domain containing 9",0.944833049,1.52e-20
"chr2",59282542,59287481,4940,"*","h2a_peak_24313",-0.302122536,0.002839857,"Intron (ENSMUST00000168631.7/227937, intron 3 of 20)",2,59266184,59308237,42054,1,"227937","ENSMUST00000124725.1",16358,"ENSMUSG00000026991","Pkp4","plakophilin 4",-0.302122536,0.002839857
"chr2",179278707,179283294,4588,"*","h2a_peak_24314",-0.189591997,0.102206144,"Distal Intergenic",2,179414936,179416882,1947,1,"68175","ENSMUST00000041998.1",-131642,"ENSMUSG00000039138","4930591A17Rik","RIKEN cDNA 4930591A17 gene",-0.189591997,0.102206144
"chr2",51141264,51145870,4607,"*","h2a_peak_24315",0.735893926,1.54e-12,"Intron (ENSMUST00000017288.8/74194, intron 2 of 4)",2,51137069,51149094,12026,2,"74194","ENSMUST00000140864.1",3224,"ENSMUSG00000017144","Rnd3","Rho family GTPase 3",0.735893926,1.54e-12
"chr2",72283987,72288777,4791,"*","h2a_peak_24316",0.178616274,0.114195198,"Promoter (<=1kb)",2,72285637,72442610,156974,1,"65964","ENSMUST00000090824.11",0,"ENSMUSG00000004085","Map3k20","mitogen-activated protein kinase kinase kinase 20",0.178616274,0.114195198
"chr2",168278733,168283365,4633,"*","h2a_peak_24317",-0.223315211,0.03261415,"Promoter (<=1kb)",2,168260117,168281132,21016,2,"241794","ENSMUST00000109191.1",0,"ENSMUSG00000074575","Kcng1","potassium voltage-gated channel, subfamily G, member 1",-0.223315211,0.03261415
"chr2",142706596,142712952,6357,"*","h2a_peak_24318",-0.114227404,0.265040731,"Exon (ENSMUST00000230763.1/16558, exon 20 of 27)",2,142699218,142702671,3454,2,"16558","ENSMUST00000212106.1",-3925,"ENSMUSG00000038844","Kif16b","kinesin family member 16B",-0.114227404,0.265040731
"chr2",122311290,122315405,4116,"*","h2a_peak_24319",0.051614844,0.691033017,"Promoter (<=1kb)",2,122303549,122313693,10145,2,"213696","ENSMUST00000110537.7",0,"ENSMUSG00000027224","Duoxa1","dual oxidase maturation factor 1",0.051614844,0.691033017
"chr2",139110527,139117976,7450,"*","h2a_peak_24320",0.958508019,4.3e-22,"Distal Intergenic",2,138819929,138820007,79,1,"100316816","ENSMUST00000158358.1",290598,"ENSMUSG00000088983","Mir1952","microRNA 1952",0.958508019,4.3e-22
"chr2",120043058,120049193,6136,"*","h2a_peak_24321",-0.464671596,2.39e-06,"Exon (ENSMUST00000156159.3/640524, exon 55 of 66)",2,120040970,120041690,721,1,"211429","ENSMUST00000130018.1",2088,"ENSMUSG00000098488","Pla2g4b","phospholipase A2, group IVB (cytosolic)",-0.464671596,2.39e-06
"chr2",130295620,130300659,5040,"*","h2a_peak_24322",-0.130072002,0.187736268,"Promoter (<=1kb)",2,130295939,130370481,74543,1,"228598","ENSMUST00000110286.7",0,"ENSMUSG00000053552","Ebf4","early B cell factor 4",-0.130072002,0.187736268
"chr2",27205328,27208942,3615,"*","h2a_peak_24323",0.025653437,0.833786204,"Promoter (<=1kb)",2,27189382,27209937,20556,2,"192166","ENSMUST00000156434.8",995,"ENSMUSG00000009614","Sardh","sarcosine dehydrogenase",0.025653437,0.833786204
"chr2",51756829,51759357,2529,"*","h2a_peak_24324",-0.101632021,0.45279212,"Distal Intergenic",2,51656966,51732009,75044,2,"433426","ENSMUST00000143870.1",-24820,"ENSMUSG00000085014","Gm13490","predicted gene 13490",-0.101632021,0.45279212
"chr2",43966438,43971156,4719,"*","h2a_peak_24325",0.145744792,0.202610761,"Intron (ENSMUST00000112824.7/76117, intron 6 of 14)",2,44065041,44142456,77416,1,"76117","ENSMUST00000128630.1",-93885,"ENSMUSG00000049744","Arhgap15","Rho GTPase activating protein 15",0.145744792,0.202610761
"chr2",94271096,94275501,4406,"*","h2a_peak_24326",0.802873381,1.79e-17,"Distal Intergenic",2,94261300,94261399,100,2,"735259","ENSMUST00000102380.1",-9697,"ENSMUSG00000076335","Mir670","microRNA 670",0.802873381,1.79e-17
"chr2",140827704,140832165,4462,"*","h2a_peak_24327",0.444387778,1.45e-05,"Intron (ENSMUST00000110067.7/72899, intron 4 of 16)",2,140658198,140671469,13272,2,"71436","ENSMUST00000110057.2",-156235,"ENSMUSG00000051379","Flrt3","fibronectin leucine rich transmembrane protein 3",0.444387778,1.45e-05
"chr2",168599386,168603545,4160,"*","h2a_peak_24328",-0.021092684,0.869754798,"Promoter (<=1kb)",2,168518195,168601632,83438,2,"18019","ENSMUST00000099067.9",0,"ENSMUSG00000027544","Nfatc2","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",-0.021092684,0.869754798
"chr2",128154478,128160733,6256,"*","h2a_peak_24329",-0.165583644,0.122026132,"3' UTR",2,128128131,128128737,607,1,"12125","ENSMUST00000132201.1",26347,"ENSMUSG00000027381","Bcl2l11","BCL2 like 11",-0.165583644,0.122026132
"chr2",65020634,65023419,2786,"*","h2a_peak_24330",0.070419535,0.510218748,"Promoter (<=1kb)",2,64912476,65022782,110307,2,"50915","ENSMUST00000028252.13",0,"ENSMUSG00000026888","Grb14","growth factor receptor bound protein 14",0.070419535,0.510218748
"chr2",58483920,58489933,6014,"*","h2a_peak_24331",0.303931502,0.002135109,"Intron (ENSMUST00000145495.7/11477, intron 2 of 10)",2,58388644,58516272,127629,2,"11477","ENSMUST00000145495.7",26339,"ENSMUSG00000026836","Acvr1","activin A receptor, type 1",0.303931502,0.002135109
"chr2",154551402,154553535,2134,"*","h2a_peak_24332",0.023688922,0.862226189,"Promoter (<=1kb)",2,154551776,154553276,1501,1,"70362","ENSMUST00000104928.1",0,"ENSMUSG00000078129","Actl10","actin-like 10",0.023688922,0.862226189
"chr2",125504366,125507563,3198,"*","h2a_peak_24333",-0.037861533,0.788187943,"Promoter (<=1kb)",2,125300594,125506385,205792,2,"14118","ENSMUST00000028633.12",0,"ENSMUSG00000027204","Fbn1","fibrillin 1",-0.037861533,0.788187943
"chr2",158215680,158218147,2468,"*","h2a_peak_24334",-0.239569907,0.02161046,"Exon (ENSMUST00000103121.9/228846, exon 3 of 16)",2,158182533,158229222,46690,2,"228846","ENSMUST00000103121.9",11075,"ENSMUSG00000037813","D630003M21Rik","RIKEN cDNA D630003M21 gene",-0.239569907,0.02161046
"chr2",135310580,135314330,3751,"*","h2a_peak_24335",-0.125978573,0.378871555,"Exon (ENSMUST00000131552.4/18795, exon 11 of 33)",2,135249173,135255513,6341,1,"18795","ENSMUST00000201524.1",61407,"ENSMUSG00000051177","Plcb1","phospholipase C, beta 1",-0.125978573,0.378871555
"chr2",101646169,101650398,4230,"*","h2a_peak_24336",1.043288629,2.22e-25,"Promoter (<=1kb)",2,101638282,101649501,11220,2,"19373","ENSMUST00000078494.5",0,"ENSMUSG00000061311","Rag1","recombination activating 1",1.043288629,2.22e-25
"chr2",50656352,50660507,4156,"*","h2a_peak_24337",0.875692473,7.61e-20,"Exon (ENSMUST00000120738.1/ENSMUST00000120738.1, exon 1 of 1)",2,50909684,50911849,2166,1,"227885","ENSMUST00000119159.1",-249177,"ENSMUSG00000083270","Gm13498","heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene",0.875692473,7.61e-20
"chr2",4718516,4723705,5190,"*","h2a_peak_24338",-0.195867762,0.059456917,"Promoter (<=1kb)",2,4718145,4800925,82781,1,"209645","ENSMUST00000056914.6",371,"ENSMUSG00000048186","Bend7","BEN domain containing 7",-0.195867762,0.059456917
"chr2",33128605,33132239,3635,"*","h2a_peak_24339",-0.156767084,0.149520454,"Promoter (<=1kb)",2,32986374,33131436,145063,2,"99326","ENSMUST00000137381.7",0,"ENSMUSG00000038860","Garnl3","GTPase activating RANGAP domain-like 3",-0.156767084,0.149520454
