gene_name	feature_type	chr	strand	n_intervals	total_bases	n_enhancer_intervals	ctrl_coverage	ctrl_methylated	mut_coverage	mut_methylated	mch_ctrl	mch_mut	delta_mch	has_enhancer
Krt35	Intron	chr11	-	4	1653	0	43381	689	68487	1047	0.0158825292178604	0.0152875728240396	-0.000594956393820756	FALSE
Krt35	3UTR	chr11	-	1	318	0	10498	95	15771	209	0.00904934273194894	0.0132521717075645	0.00420282897561557	FALSE
Krt36	5UTR	chr11	-	1	30	0	556	7	1132	4	0.012589928057554	0.00353356890459364	-0.00905635915296032	FALSE
Krt36	Exon	chr11	-	7	1671	0	50693	666	81684	1229	0.0131379085869844	0.0150457862004799	0.0019078776134955	FALSE
Krt36	SpliceSite_Donor	chr11	-	6	126	0	4179	64	6860	143	0.0153146685810002	0.0208454810495627	0.00553081246856244	FALSE
Krt36	SpliceSite_Acceptor	chr11	-	6	126	0	3211	30	5419	74	0.00934288383681096	0.0136556560250969	0.00431277218828592	FALSE
Krt36	Intron	chr11	-	6	1949	0	60952	999	97548	1462	0.0163899461871637	0.0149874933366138	-0.0014024528505499	FALSE
Krt36	3UTR	chr11	-	1	222	0	6316	113	8986	82	0.0178910702976567	0.00912530603160472	-0.00876576426605203	FALSE
Krt39	5UTR	chr11	-	1	80	0	2725	22	4511	72	0.00807339449541284	0.0159609842606961	0.00788758976528323	FALSE
Krt39	Exon	chr11	-	8	1633	0	52015	614	83835	941	0.011804287224839	0.0112244289377945	-0.000579858287044512	FALSE
Krt39	SpliceSite_Donor	chr11	-	7	147	0	4499	73	7142	115	0.0162258279617693	0.0161019322318678	-0.000123895729901458	FALSE
Krt39	SpliceSite_Acceptor	chr11	-	7	147	0	3930	44	6204	62	0.0111959287531807	0.00999355254674404	-0.00120237620643662	FALSE
Krt39	Intron	chr11	-	7	5592	0	160703	2713	249836	4459	0.016882074385668	0.0178477080965113	0.000965633710843343	FALSE
Krt39	3UTR	chr11	-	2	107	0	2357	17	4065	24	0.0072125583368689	0.00590405904059041	-0.0013084992962785	FALSE
Krt4	5UTR	chr15	-	1	65	0	1538	9	3110	21	0.005851755526658	0.0067524115755627	0.000900656048904703	FALSE
Krt4	Exon	chr15	-	9	2133	0	70076	1154	110666	1414	0.0164678349220846	0.0127771854047314	-0.00369064951735324	FALSE
Krt4	SpliceSite_Donor	chr15	-	8	168	0	4625	38	7076	93	0.00821621621621622	0.0131430186546071	0.00492680243839091	FALSE
Krt4	SpliceSite_Acceptor	chr15	-	8	168	0	5986	68	9026	127	0.0113598396257935	0.014070463106581	0.00271062348078747	FALSE
Krt4	Intron	chr15	-	8	4068	0	121863	1826	197927	2987	0.0149840394541411	0.0150914225951992	0.000107383141058116	FALSE
Krt4	3UTR	chr15	-	1	493	0	14663	236	23950	476	0.0160949328241151	0.019874739039666	0.00377980621555085	FALSE
Krt40	Exon	chr11	-	7	1320	0	41832	1178	65391	1934	0.0281602600879709	0.0295759355262957	0.00141567543832474	FALSE
Krt40	SpliceSite_Donor	chr11	-	6	126	0	3940	112	6148	205	0.0284263959390863	0.0333441769681197	0.00491778102903342	FALSE
Krt40	SpliceSite_Acceptor	chr11	-	6	126	0	4302	129	6520	188	0.0299860529986053	0.0288343558282209	-0.00115169717038444	FALSE
Krt40	Intron	chr11	-	6	4354	0	129959	4114	196845	6756	0.0316561377049685	0.0343214204069191	0.00266528270195066	FALSE
Krt40	3UTR	chr11	-	1	3	0	83	0	127	0	0	0	0	FALSE
Krt42	Exon	chr11	-	8	1764	0	50844	873	88601	1662	0.0171701675713949	0.0187582532928522	0.00158808572145737	FALSE
Krt42	SpliceSite_Donor	chr11	-	7	147	0	4827	89	8528	147	0.018437953180029	0.0172373358348968	-0.00120061734513219	FALSE
Krt42	SpliceSite_Acceptor	chr11	-	7	147	0	4298	64	7071	95	0.0148906468124709	0.0134351576863244	-0.00145548912614649	FALSE
Krt42	Intron	chr11	-	7	5226	0	146294	2206	239091	4197	0.0150792240283265	0.017553985720918	0.00247476169259146	FALSE
Krt42	3UTR	chr11	-	1	186	0	5383	59	8629	51	0.0109604309864388	0.00591030246842044	-0.00505012851801835	FALSE
Krt5	5UTR	chr15	-	1	88	0	2408	53	4473	75	0.0220099667774086	0.0167672702883971	-0.00524269648901159	FALSE
Krt5	Exon	chr15	-	9	2197	0	67830	2430	109222	2959	0.0358248562582928	0.0270916115800846	-0.00873324467820819	FALSE
Krt5	SpliceSite_Donor	chr15	-	8	168	0	5139	258	7800	252	0.0502043199065966	0.0323076923076923	-0.0178966275989043	FALSE
Krt5	SpliceSite_Acceptor	chr15	-	8	168	0	6245	278	9801	353	0.044515612489992	0.03601673298643	-0.00849887950356204	FALSE
Krt5	Intron	chr15	-	8	3632	0	102174	4696	160379	5425	0.0459608119482452	0.0338261243679035	-0.0121346875803416	FALSE
Krt5	3UTR	chr15	-	1	369	0	9398	156	15658	365	0.0165992764417961	0.0233107676587048	0.00671149121690869	FALSE
Krt6a	5UTR	chr15	-	1	59	0	1742	29	2606	41	0.0166475315729047	0.0157329240214889	-0.000914607551415834	FALSE
Krt6a	Exon	chr15	-	8	2418	0	60538	932	98723	1550	0.0153952889094453	0.0157004953253041	0.000305206415858825	FALSE
Krt6a	SpliceSite_Donor	chr15	-	7	147	0	2985	35	4906	86	0.0117252931323283	0.0175295556461476	0.00580426251381927	FALSE
Krt6a	SpliceSite_Acceptor	chr15	-	7	147	0	4292	63	6871	114	0.0146784715750233	0.0165914714015427	0.00191299982651942	FALSE
Krt6a	Intron	chr15	-	7	1980	0	49478	634	77455	1336	0.0128137758195562	0.0172487250661675	0.00443494924661129	FALSE
Krt6a	3UTR	chr15	-	1	560	0	15935	334	26295	424	0.0209601506118607	0.0161247385434493	-0.00483541206841136	FALSE
Krt6b	5UTR	chr15	-	1	64	0	1753	5	3067	36	0.00285225328009127	0.0117378545810238	0.00888560130093253	FALSE
Krt6b	Exon	chr15	-	9	2235	0	56280	910	91377	1536	0.0161691542288557	0.016809481598214	0.000640327369358273	FALSE
Krt6b	SpliceSite_Donor	chr15	-	8	168	0	3526	55	5778	99	0.0155984117980715	0.0171339563862928	0.00153554458822136	FALSE
Krt6b	SpliceSite_Acceptor	chr15	-	8	168	0	4781	94	7614	129	0.0196611587533989	0.0169424743892829	-0.00271868436411597	FALSE
Krt6b	Intron	chr15	-	8	2030	0	49818	673	82261	1287	0.0135091733911438	0.0156453240296131	0.0021361506384693	FALSE
Krt6b	3UTR	chr15	-	1	509	0	14626	258	23499	309	0.0176398194995214	0.0131494957232223	-0.00449032377629914	FALSE
Krt7	5UTR	chr15	+	5	367	0	11184	380	16031	532	0.0339771101573677	0.0331857027010168	-0.000791407456350889	FALSE
Krt7	Exon	chr15	+	11	7049	1	192718	7128	306795	11023	0.0369866852084393	0.0359295294903763	-0.00105715571806296	TRUE
Krt7	SpliceSite_Donor	chr15	+	10	210	0	5365	92	9173	257	0.017148182665424	0.0280170064319198	0.0108688237664957	FALSE
Krt7	SpliceSite_Acceptor	chr15	+	10	210	0	7239	319	11540	491	0.0440668600635447	0.0425476603119584	-0.00151919975158629	FALSE
Krt7	Intron	chr15	+	9	12216	0	359173	14864	549499	23497	0.0413839570346323	0.0427607693553582	0.00137681232072591	FALSE
Krt7	3UTR	chr15	+	1	2651	0	68485	1734	108645	3042	0.0253194130101482	0.0279994477426481	0.00268003473249987	FALSE
Krt71	5UTR	chr15	-	1	63	1	1350	29	2337	17	0.0214814814814815	0.00727428326914848	-0.014207198212333	TRUE
Krt71	Exon	chr15	-	9	2186	1	59711	1549	103693	2488	0.0259416187972065	0.0239939050852034	-0.00194771371200311	TRUE
Krt71	SpliceSite_Donor	chr15	-	8	168	1	4519	146	7382	253	0.0323080327506085	0.0342725548631807	0.00196452211257217	TRUE
Krt71	SpliceSite_Acceptor	chr15	-	8	168	0	5163	127	7997	192	0.0245981018787527	0.0240090033762661	-0.000589098502486562	FALSE
Krt71	Intron	chr15	-	8	6975	1	217209	8461	337585	10947	0.0389532662090429	0.0324273886576714	-0.0065258775513715	TRUE
Krt71	3UTR	chr15	-	1	551	0	12841	386	22021	770	0.0300599641772448	0.0349666227691749	0.00490665859193012	FALSE
Krt72	5UTR	chr15	-	1	2	0	115	4	162	1	0.0347826086956522	0.00617283950617284	-0.0286097691894793	FALSE
Krt72	Exon	chr15	-	10	1994	0	56554	955	94075	1503	0.0168865155426672	0.0159766144034015	-0.000909901139265645	FALSE
Krt72	SpliceSite_Donor	chr15	-	9	189	0	4656	84	7770	109	0.0180412371134021	0.014028314028314	-0.00401292308508803	FALSE
Krt72	SpliceSite_Acceptor	chr15	-	9	189	0	5435	81	9588	105	0.0149034038638454	0.0109511889862328	-0.00395221487761266	FALSE
Krt72	Intron	chr15	-	9	8295	0	231712	3660	373975	5814	0.0157954702389173	0.0155464937495822	-0.000248976489335086	FALSE
Krt72	3UTR	chr15	-	1	391	0	9950	120	15934	249	0.0120603015075377	0.0156269612150119	0.00356665970747424	FALSE
Krt73	5UTR	chr15	-	1	49	0	1326	12	2064	19	0.00904977375565611	0.00920542635658915	0.000155652600933039	FALSE
Krt73	Exon	chr15	-	9	2168	0	62166	946	93886	1739	0.0152173213653766	0.0185224634130754	0.00330514204769886	FALSE
Krt73	SpliceSite_Donor	chr15	-	8	168	0	4257	71	6551	147	0.0166784120272492	0.0224393222408793	0.00576091021363002	FALSE
Krt73	SpliceSite_Acceptor	chr15	-	8	168	0	5431	69	8147	118	0.012704842570429	0.0144838590892353	0.00177901651880628	FALSE
Krt73	Intron	chr15	-	8	6871	0	206217	4105	322063	5753	0.0199062152974779	0.0178629646994532	-0.00204325059802469	FALSE
Krt73	3UTR	chr15	-	1	502	0	14181	228	21068	411	0.0160778506452295	0.0195082589709512	0.00343040832572167	FALSE
Krt75	5UTR	chr15	-	1	73	0	1711	2	2879	18	0.00116890707188778	0.00625217089267107	0.00508326382078328	FALSE
Krt75	Exon	chr15	-	9	3266	0	92588	1300	151416	2913	0.0140406964185424	0.0192383896021556	0.00519769318361329	FALSE
Krt75	SpliceSite_Donor	chr15	-	8	168	0	4848	52	7791	95	0.0107260726072607	0.0121935566679502	0.00146748406068947	FALSE
Krt75	SpliceSite_Acceptor	chr15	-	8	168	0	4649	91	7359	169	0.0195741019574102	0.022965076776736	0.00339097481932577	FALSE
Krt75	Intron	chr15	-	8	7294	0	207285	3925	336006	6444	0.0189352823407386	0.0191782289601971	0.000242946619458541	FALSE
Krt75	3UTR	chr15	-	1	1540	0	38371	607	64477	1276	0.0158192384873993	0.0197900026365991	0.00397076414919976	FALSE
Krt76	5UTR	chr15	-	1	61	0	1828	40	2543	72	0.0218818380743982	0.0283130161226897	0.00643117804829149	FALSE
Krt76	Exon	chr15	-	9	2312	0	64894	875	102530	2081	0.0134835269824637	0.0202964985857798	0.00681297160331606	FALSE
Krt76	SpliceSite_Donor	chr15	-	8	168	0	4467	70	7105	148	0.0156704723528095	0.0208304011259676	0.00515992877315814	FALSE
Krt76	SpliceSite_Acceptor	chr15	-	8	168	0	5089	51	8026	127	0.0100216152485754	0.0158235733864939	0.00580195813791854	FALSE
Krt76	Intron	chr15	-	8	6258	0	170031	2707	265831	4967	0.0159206262387447	0.0186848035029775	0.00276417726423276	FALSE
Krt76	3UTR	chr15	-	1	469	0	12547	173	19042	402	0.0137881565314418	0.0211112278122046	0.00732307128076282	FALSE
Krt77	5UTR	chr15	-	1	87	0	2042	44	3812	166	0.0215475024485798	0.0435466946484785	0.0219991921998987	FALSE
Krt77	Exon	chr15	-	9	2931	0	73713	1023	120538	1909	0.0138781490374832	0.0158373293069406	0.00195918026945734	FALSE
Krt77	SpliceSite_Donor	chr15	-	8	168	0	3806	101	6779	169	0.0265370467682606	0.0249299306682402	-0.00160711610002049	FALSE
Krt77	SpliceSite_Acceptor	chr15	-	8	168	0	4569	73	7656	160	0.0159772379076384	0.0208986415882968	0.00492140368065833	FALSE
Krt77	Intron	chr15	-	8	8044	0	230392	5197	366764	8999	0.02255720684746	0.0245362140231866	0.00197900717572659	FALSE
Krt77	3UTR	chr15	-	1	1128	0	28280	396	44552	565	0.014002828854314	0.0126818100197522	-0.0013210188345618	FALSE
Krt78	5UTR	chr15	-	1	63	0	1113	16	2182	45	0.0143755615453729	0.0206232813932172	0.00624771984784437	FALSE
Krt78	Exon	chr15	-	9	3437	0	86982	1281	134935	1871	0.0147271849348141	0.013865935450402	-0.000861249484412055	FALSE
Krt78	SpliceSite_Donor	chr15	-	8	168	0	4259	63	6538	104	0.0147922047428974	0.0159070052003671	0.00111480045746969	FALSE
Krt78	SpliceSite_Acceptor	chr15	-	8	168	0	4198	71	6163	104	0.0169128156264888	0.0168748985883498	-3.7917038138973e-05	FALSE
Krt78	Intron	chr15	-	8	4850	0	119067	2098	190000	3620	0.0176203314100464	0.0190526315789474	0.00143230016890093	FALSE
Krt78	3UTR	chr15	-	1	170	0	6275	150	11085	99	0.0239043824701195	0.00893098782138024	-0.0149733946487393	FALSE
Krt79	5UTR	chr15	-	1	110	0	1498	5	2615	110	0.00333778371161549	0.0420650095602294	0.038727225848614	FALSE
Krt79	Exon	chr15	-	8	4753	0	128880	2335	203832	3861	0.0181176288019863	0.0189420699399505	0.000824441137964201	FALSE
Krt79	SpliceSite_Donor	chr15	-	7	147	0	4616	97	6487	108	0.0210138648180243	0.0166486819793433	-0.00436518283868096	FALSE
Krt79	SpliceSite_Acceptor	chr15	-	7	147	0	4781	86	6783	107	0.0179878686467266	0.0157747309450096	-0.00221313770171705	FALSE
Krt79	Intron	chr15	-	7	6240	0	170283	3541	274201	4705	0.0207947945478997	0.0171589454451297	-0.00363584910277	FALSE
Krt79	3UTR	chr15	-	1	394	0	10952	172	16736	195	0.0157048940832725	0.0116515296367113	-0.00405336444656118	FALSE
Krt8	5UTR	chr15	-	1	243	0	5036	110	9845	172	0.0218427323272438	0.0174707973590655	-0.00437193496817833	FALSE
Krt8	Exon	chr15	-	9	1958	0	46325	495	82670	1377	0.0106853750674582	0.0166565864279666	0.00597121136050844	FALSE
Krt8	SpliceSite_Donor	chr15	-	8	168	0	4132	46	7266	115	0.0111326234269119	0.0158271401045968	0.00469451667768485	FALSE
Krt8	SpliceSite_Acceptor	chr15	-	8	168	0	4402	38	7746	71	0.00863243980009087	0.00916602117221792	0.000533581372127051	FALSE
Krt8	Intron	chr15	-	8	5827	0	139407	1912	231848	3526	0.0137152366810849	0.0152082398813015	0.00149300320021666	FALSE
Krt8	3UTR	chr15	-	1	245	0	6255	38	9540	188	0.00607513988808953	0.019706498951782	0.0136313590636924	FALSE
Krt80	5UTR	chr15	-	6	732	0	19355	635	32380	1139	0.0328080599328339	0.0351760345892526	0.00236797465641873	FALSE
Krt80	Exon	chr15	-	10	6393	0	173706	7293	285273	10813	0.0419847328244275	0.0379040427940955	-0.004080690030332	FALSE
Krt80	SpliceSite_Donor	chr15	-	9	189	0	4876	172	7382	246	0.0352748154224774	0.0333243023570848	-0.00195051306539264	FALSE
Krt80	SpliceSite_Acceptor	chr15	-	9	189	0	5494	199	8892	228	0.0362213323625774	0.0256410256410256	-0.0105803067215517	FALSE
Krt80	Intron	chr15	-	9	16326	0	473133	25684	744893	35788	0.0542849473615241	0.0480444842413608	-0.0062404631201633	FALSE
Krt80	3UTR	chr15	-	1	2651	0	68616	2751	114830	3827	0.0400926897516614	0.0333275276495689	-0.00676516210209249	FALSE
Krt81	5UTR	chr15	-	1	54	0	1977	37	3107	36	0.018715225088518	0.0115867396202124	-0.00712848546830553	FALSE
Krt81	Exon	chr15	-	9	2119	0	58506	1301	97786	1933	0.0222370355177247	0.0197676559016628	-0.00246937961606186	FALSE
Krt81	SpliceSite_Donor	chr15	-	8	168	0	3399	120	5782	161	0.0353045013239188	0.0278450363196126	-0.00745946500430621	FALSE
Krt81	SpliceSite_Acceptor	chr15	-	8	168	0	4379	93	7264	129	0.0212377255081069	0.0177588105726872	-0.00347891493541965	FALSE
Krt81	Intron	chr15	-	8	2572	0	59546	1171	99466	1672	0.0196654687132637	0.0168097641405103	-0.00285570457275337	FALSE
Krt81	3UTR	chr15	-	1	346	0	8927	162	15274	304	0.0181471939061275	0.0199031033128192	0.00175590940669169	FALSE
Krt82	5UTR	chr15	-	1	64	0	1897	24	3113	86	0.0126515550869794	0.0276260841631866	0.0149745290762072	FALSE
Krt82	Exon	chr15	-	9	2110	0	60096	1256	101728	1985	0.0208998935037274	0.0195128184963825	-0.00138707500734486	FALSE
Krt82	SpliceSite_Donor	chr15	-	8	168	0	3735	49	6108	80	0.0131191432396252	0.0130975769482646	-2.1566291360596e-05	FALSE
Krt82	SpliceSite_Acceptor	chr15	-	8	168	0	4807	72	8206	119	0.0149781568545871	0.014501584206678	-0.00047657264790902	FALSE
Krt82	Intron	chr15	-	8	7344	0	191328	3142	314452	4752	0.0164220605452417	0.0151120043758666	-0.00131005616937509	FALSE
Krt82	3UTR	chr15	-	1	498	0	12399	260	19929	345	0.0209694330187918	0.0173114556676201	-0.00365797735117179	FALSE
Krt83	5UTR	chr15	-	1	63	0	1497	32	2166	79	0.021376085504342	0.0364727608494922	0.0150966753451501	FALSE
Krt83	Exon	chr15	-	9	1842	0	53301	923	82088	2027	0.0173167482786439	0.0246930123769613	0.00737626409831738	FALSE
Krt83	SpliceSite_Donor	chr15	-	8	168	0	3796	76	5960	177	0.0200210748155954	0.0296979865771812	0.00967691176158585	FALSE
Krt83	SpliceSite_Acceptor	chr15	-	8	168	0	5015	109	7515	145	0.0217347956131605	0.019294743845642	-0.00244005176751847	FALSE
Krt83	Intron	chr15	-	8	4541	0	140336	3628	218265	5667	0.0258522403374758	0.0259638512816989	0.00011161094422308	FALSE
Krt83	3UTR	chr15	-	1	257	0	8104	104	12040	313	0.0128331688055281	0.0259966777408638	0.0131635089353357	FALSE
Krt84	5UTR	chr15	-	1	65	0	1964	50	3863	66	0.0254582484725051	0.0170851669686772	-0.0083730815038279	FALSE
Krt84	Exon	chr15	-	9	2640	0	73776	1071	126981	2005	0.0145169160702668	0.0157897638229341	0.00127284775266739	FALSE
Krt84	SpliceSite_Donor	chr15	-	8	168	0	3583	68	5706	99	0.0189785096288027	0.0173501577287066	-0.00162835190009605	FALSE
Krt84	SpliceSite_Acceptor	chr15	-	8	168	0	4555	88	6939	106	0.0193194291986828	0.0152759763654705	-0.00404345283321224	FALSE
Krt84	Intron	chr15	-	8	5155	0	142079	2646	222789	3692	0.0186234418879637	0.0165717337929611	-0.00205170809500269	FALSE
Krt84	3UTR	chr15	-	1	696	0	14571	181	27859	491	0.0124219339784503	0.0176244660612369	0.0052025320827866	FALSE
Krt86	5UTR	chr15	+	1	73	0	2046	46	3070	56	0.0224828934506354	0.0182410423452769	-0.00424185110535851	FALSE
Krt86	Exon	chr15	+	9	1963	0	49862	1223	83264	1769	0.0245276964421804	0.0212456764027671	-0.00328202003941332	FALSE
Krt86	SpliceSite_Donor	chr15	+	8	168	0	4225	110	6681	168	0.0260355029585799	0.0251459362370903	-0.000889566721489626	FALSE
Krt86	SpliceSite_Acceptor	chr15	+	8	168	0	4110	54	7525	110	0.0131386861313869	0.0146179401993355	0.00147925406794869	FALSE
Krt86	Intron	chr15	+	8	4546	0	112147	2537	183554	4093	0.0226220942156277	0.0222986151214357	-0.000323479094192048	FALSE
Krt86	3UTR	chr15	+	1	432	0	9547	220	15329	343	0.0230438881323976	0.0223758888381499	-0.000667999294247702	FALSE
Krt87	5UTR	chr15	-	1	34	0	610	12	1062	18	0.019672131147541	0.0169491525423729	-0.0027229786051681	FALSE
Krt87	Exon	chr15	-	9	2278	0	58841	1210	90973	2001	0.0205638925239204	0.0219955371373924	0.00143164461347202	FALSE
Krt87	SpliceSite_Donor	chr15	-	8	168	0	4542	120	6937	166	0.0264200792602378	0.0239296525875739	-0.0024904266726639	FALSE
Krt87	SpliceSite_Acceptor	chr15	-	8	168	0	4612	70	7936	149	0.0151777970511709	0.0187752016129032	0.00359740456173237	FALSE
Krt87	Intron	chr15	-	8	5489	0	166749	3367	259647	4624	0.020192025139581	0.0178087942475746	-0.00238323089200645	FALSE
Krt87	3UTR	chr15	-	1	759	0	19478	405	27133	465	0.0207926891878016	0.0171378026757085	-0.00365488651209308	FALSE
Krt88	5UTR	chr15	+	1	108	0	2792	46	4524	107	0.0164756446991404	0.0236516357206012	0.00717599102146084	FALSE
Krt88	Exon	chr15	+	5	902	0	24829	767	38947	704	0.03089129646784	0.0180758466634144	-0.0128154498044256	FALSE
Krt88	SpliceSite_Donor	chr15	+	4	84	0	2223	52	3494	101	0.0233918128654971	0.0289066971951918	0.00551488432969468	FALSE
Krt88	SpliceSite_Acceptor	chr15	+	4	84	0	2107	39	3772	43	0.0185097294731846	0.0113997879109226	-0.00710994156226204	FALSE
Krt88	Intron	chr15	+	4	5262	0	133339	2623	213716	4498	0.0196716639542819	0.0210466226206742	0.00137495866639222	FALSE
Krt88	3UTR	chr15	+	1	281	0	6730	343	8722	107	0.0509658246656761	0.0122678284797065	-0.0386979961859696	FALSE
Krt9	5UTR	chr11	-	1	43	0	1065	14	1371	37	0.0131455399061033	0.0269876002917578	0.0138420603856546	FALSE
Krt9	Exon	chr11	-	8	2580	0	56812	821	85091	1204	0.0144511722875449	0.014149557532524	-0.000301614755020881	FALSE
Krt9	SpliceSite_Donor	chr11	-	7	147	0	4381	55	6564	86	0.0125542113672677	0.0131017672151127	0.00054755584784499	FALSE
Krt9	SpliceSite_Acceptor	chr11	-	7	147	0	4339	45	6695	80	0.0103710532380733	0.011949215832711	0.00157816259463769	FALSE
Krt9	Intron	chr11	-	7	3886	0	101028	1482	165583	2318	0.0146692006176506	0.0139990216386948	-0.000670178978955759	FALSE
Krt9	3UTR	chr11	-	1	308	0	8257	80	13435	135	0.00968874894029309	0.0100483810941571	0.000359632153863967	FALSE
Krt90	5UTR	chr15	-	1	125	0	3232	10	5764	74	0.00309405940594059	0.0128383067314365	0.00974424732549591	FALSE
Krt90	Exon	chr15	-	9	2534	0	71304	1226	111919	1858	0.0171939863121284	0.0166012920058256	-0.00059269430630271	FALSE
Krt90	SpliceSite_Donor	chr15	-	8	168	0	4097	88	6528	117	0.0214791310715157	0.0179227941176471	-0.00355633695386869	FALSE
Krt90	SpliceSite_Acceptor	chr15	-	8	168	0	4326	126	7449	168	0.029126213592233	0.022553362867499	-0.00657285072473402	FALSE
Krt90	Intron	chr15	-	8	8061	0	212352	5463	351467	9093	0.0257261528028933	0.0258715611992022	0.000145408396308892	FALSE
Krt90	3UTR	chr15	-	1	795	0	23072	422	35392	627	0.0182905686546463	0.0177158679927667	-0.000574700661879597	FALSE
Krtap1-3	5UTR	chr11	-	1	20	0	583	13	797	17	0.0222984562607204	0.0213299874529486	-0.000968468807771853	FALSE
Krtap1-3	Exon	chr11	-	1	879	0	26423	306	40665	672	0.0115808197403777	0.016525267428993	0.00494444768861529	FALSE
Krtap1-3	3UTR	chr11	-	1	340	0	8262	81	13154	114	0.00980392156862745	0.00866656530332979	-0.00113735626529766	FALSE
Krtap1-4	5UTR	chr11	-	1	26	0	879	14	1511	27	0.0159271899886234	0.0178689609530112	0.00194177096438782	FALSE
Krtap1-4	Exon	chr11	-	1	593	0	18771	164	35972	585	0.00873688135954398	0.0162626487267875	0.00752576736724352	FALSE
Krtap1-5	5UTR	chr11	-	1	51	0	1348	10	2192	47	0.00741839762611276	0.0214416058394161	0.0140232082133033	FALSE
Krtap1-5	Exon	chr11	-	1	1041	0	32134	463	53469	689	0.0144084147631792	0.012885971310479	-0.00152244345270022	FALSE
Krtap1-5	3UTR	chr11	-	1	624	0	16768	176	27959	438	0.0104961832061069	0.0156657963446475	0.00516961313854065	FALSE
Krtap10-10	5UTR	chr10	+	1	52	0	890	10	2092	63	0.0112359550561798	0.0301147227533461	0.0188787676971663	FALSE
Krtap10-10	Exon	chr10	+	1	1306	0	37240	488	61400	1084	0.0131041890440387	0.0176547231270358	0.00455053408299716	FALSE
Krtap10-10	3UTR	chr10	+	1	603	0	16901	209	26653	351	0.0123661321815277	0.0131692492402356	0.0008031170587079	FALSE
Krtap10-4	5UTR	chr10	-	1	53	0	1418	12	2693	54	0.00846262341325811	0.0200519866320089	0.0115893632187508	FALSE
Krtap10-4	Exon	chr10	-	1	981	0	25529	348	42163	612	0.0136315562693407	0.0145150961743709	0.000883539905030145	FALSE
Krtap10-4	3UTR	chr10	-	1	265	0	4888	34	9886	80	0.00695581014729951	0.00809225166902691	0.0011364415217274	FALSE
Krtap11-1	5UTR	chr16	-	1	54	0	1517	17	2677	19	0.011206328279499	0.00709749719835637	-0.00410883108114264	FALSE
Krtap11-1	Exon	chr16	-	1	1008	0	30079	410	47952	580	0.013630772299611	0.0120954287620954	-0.0015353435375156	FALSE
Krtap11-1	3UTR	chr16	-	1	405	0	12314	213	19303	315	0.0172973850901413	0.0163187069367456	-0.00097867815339572	FALSE
Krtap12-1	5UTR	chr10	+	1	26	0	762	14	1361	8	0.0183727034120735	0.00587803085966201	-0.0124946725524115	FALSE
Krtap12-1	Exon	chr10	+	1	656	0	24320	390	37405	546	0.0160361842105263	0.0145969790135009	-0.00143920519702545	FALSE
Krtap12-1	3UTR	chr10	+	1	240	0	7646	114	11910	155	0.014909756735548	0.0130142737195634	-0.00189548301598461	FALSE
Krtap13	5UTR	chr16	-	1	37	0	928	28	1663	10	0.0301724137931034	0.00601322910402886	-0.0241591846890746	FALSE
Krtap13	Exon	chr16	-	1	892	0	20076	572	33880	601	0.0284917314206017	0.0177390791027155	-0.0107526523178862	FALSE
Krtap13	3UTR	chr16	-	1	264	0	4519	164	6762	105	0.0362912148705466	0.015527950310559	-0.0207632645599876	FALSE
Krtap13-1	5UTR	chr16	+	1	28	0	797	9	1405	20	0.0112923462986198	0.0142348754448399	0.00294252914622003	FALSE
Krtap13-1	Exon	chr16	+	1	750	0	19726	437	34658	834	0.0221535029909764	0.024063708234751	0.00191020524377462	FALSE
Krtap13-1	3UTR	chr16	+	1	218	0	5154	115	9577	245	0.0223127667830811	0.0255821238383627	0.00326935705528164	FALSE
Krtap14	5UTR	chr16	-	1	56	0	1266	6	2244	46	0.004739336492891	0.0204991087344029	0.0157597722415119	FALSE
Krtap14	Exon	chr16	-	2	888	0	22119	520	36234	852	0.023509200235092	0.0235138267925153	4.62655742331647e-06	FALSE
Krtap14	SpliceSite_Donor	chr16	-	1	21	0	588	9	783	10	0.0153061224489796	0.0127713920817369	-0.00253473036724268	FALSE
Krtap14	SpliceSite_Acceptor	chr16	-	1	21	0	578	35	857	71	0.0605536332179931	0.0828471411901984	0.0222935079722053	FALSE
Krtap14	Intron	chr16	-	1	6591	0	172049	3863	268540	6502	0.0224529058582148	0.0242124078349594	0.0017595019767446	FALSE
Krtap14	3UTR	chr16	-	1	299	0	7497	240	10983	213	0.0320128051220488	0.0193936083037421	-0.0126191968183067	FALSE
Krtap15	5UTR	chr16	+	1	53	0	1965	25	2839	42	0.0127226463104326	0.0147939415287073	0.00207129521827472	FALSE
Krtap15	Exon	chr16	+	2	1047	0	31968	474	51068	863	0.0148273273273273	0.0168990365786794	0.00207170925135208	FALSE
Krtap15	SpliceSite_Donor	chr16	+	2	42	0	964	21	1546	29	0.0217842323651452	0.01875808538163	-0.00302614698351521	FALSE
Krtap15	SpliceSite_Acceptor	chr16	+	2	42	0	1198	26	1763	45	0.0217028380634391	0.0255246738513897	0.00382183578795061	FALSE
Krtap15	Intron	chr16	+	2	8578	0	218995	4751	339690	7679	0.0216945592365122	0.022605905384321	0.000911346147808748	FALSE
Krtap15	3UTR	chr16	+	1	348	0	11217	154	16709	263	0.0137291610947669	0.0157400203483153	0.00201085925354841	FALSE
Krtap16-1	5UTR	chr11	-	1	21	0	803	25	1310	50	0.0311332503113325	0.0381679389312977	0.00703468861996521	FALSE
