gene_name	chr	mch_gain	mecp2_gain
Miga2	chr2	TRUE	FALSE
Tmem37	chr1	FALSE	FALSE
Col10a1	chr10	FALSE	FALSE
Slc15a3	chr19	FALSE	FALSE
Atmin	chr8	TRUE	FALSE
Det1	chr7	TRUE	TRUE
Mmab	chr5	TRUE	FALSE
Serpina1d	chr12	FALSE	FALSE
Slc9c1	chr16	TRUE	TRUE
Yif1b	chr7	TRUE	FALSE
Hpf1	chr8	TRUE	TRUE
Ppp1r3f	chrX	TRUE	FALSE
Ccdc126	chr6	FALSE	FALSE
Gar1	chr3	TRUE	TRUE
Mecr	chr4	FALSE	FALSE
Ctnnb1	chr9	FALSE	TRUE
Ankrd7	chr6	TRUE	TRUE
Ghdc	chr11	FALSE	FALSE
Pdik1l	chr4	FALSE	FALSE
Xrcc2	chr5	FALSE	FALSE
Aga	chr8	TRUE	TRUE
Naa35	chr13	TRUE	TRUE
Spdef	chr17	FALSE	TRUE
Paqr3	chr5	TRUE	FALSE
Rflnb	chr11	TRUE	FALSE
Gc	chr5	TRUE	TRUE
Doc2a	chr7	FALSE	FALSE
Gm9736	chr10	FALSE	FALSE
Rundc1	chr11	FALSE	FALSE
Ttc24	chr3	TRUE	FALSE
Wap	chr11	FALSE	FALSE
Cyp8b1	chr9	TRUE	FALSE
Imp4	chr1	FALSE	FALSE
Slc26a11	chr11	FALSE	FALSE
Rhobtb2	chr14	FALSE	FALSE
Ciapin1	chr8	TRUE	FALSE
Rgs19	chr2	FALSE	FALSE
Gna12	chr5	TRUE	FALSE
Prr11	chr11	TRUE	FALSE
Rab35	chr5	FALSE	FALSE
Hspa5	chr2	TRUE	FALSE
5530400C23Rik	chr6	TRUE	TRUE
Kifc1	chr17	FALSE	FALSE
Cep85	chr4	TRUE	FALSE
Lrrc18	chr14	TRUE	TRUE
Siah1b	chrX	FALSE	FALSE
Lypd11	chr7	FALSE	FALSE
Tmem47	chrX	TRUE	TRUE
Dcaf15	chr8	FALSE	FALSE
Tmprss11c	chr5	TRUE	TRUE
Gng8	chr7	FALSE	FALSE
Zbtb3	chr19	FALSE	FALSE
Crybb2	chr5	TRUE	FALSE
Ficd	chr5	TRUE	FALSE
Speer3	chr5	FALSE	TRUE
Cyp4f16	chr17	FALSE	FALSE
Alox8	chr11	FALSE	FALSE
Klhl35	chr7	FALSE	TRUE
Prss40	chr1	TRUE	FALSE
Serpinf1	chr11	TRUE	FALSE
Cmtr2	chr8	TRUE	FALSE
Prss52	chr14	FALSE	FALSE
Ocrl	chrX	TRUE	TRUE
Mael	chr1	TRUE	FALSE
Lrrc74a	chr12	FALSE	FALSE
Tmem40	chr6	FALSE	TRUE
Gpr161	chr1	TRUE	FALSE
Tnfrsf10b	chr14	TRUE	FALSE
Sec22c	chr9	FALSE	FALSE
Siglecg	chr7	FALSE	FALSE
Immt	chr6	TRUE	FALSE
Map3k14	chr11	FALSE	FALSE
Diablo	chr5	FALSE	FALSE
Cers5	chr15	TRUE	FALSE
Gask1a	chr9	TRUE	FALSE
BC005624	chr2	FALSE	FALSE
Lipt2	chr7	TRUE	FALSE
Ankrd54	chr15	FALSE	FALSE
Cox8c	chr12	FALSE	FALSE
Tcta	chr9	FALSE	FALSE
Stt3a	chr9	TRUE	FALSE
Bdh2	chr3	FALSE	FALSE
Pcnx3	chr19	TRUE	FALSE
Ipo9	chr1	TRUE	FALSE
Zfp157	chr5	FALSE	FALSE
Rhobtb1	chr10	TRUE	FALSE
Cnot11	chr1	FALSE	FALSE
Phkg2	chr7	TRUE	FALSE
Mobp	chr9	TRUE	FALSE
Man1b1	chr2	TRUE	FALSE
Mief1	chr15	FALSE	FALSE
Srsf3	chr17	TRUE	FALSE
Gm14137	chr2	FALSE	FALSE
Myh8	chr11	FALSE	FALSE
C2cd4c	chr10	FALSE	FALSE
Agfg2	chr5	TRUE	FALSE
Fgd2	chr17	FALSE	FALSE
Ppp1r26	chr2	TRUE	TRUE
Nudt1	chr5	TRUE	TRUE
Slc35e1	chr8	FALSE	FALSE
Mfsd12	chr10	FALSE	TRUE
Klf1	chr8	FALSE	FALSE
Bloc1s4	chr5	FALSE	FALSE
Tlr4	chr4	TRUE	TRUE
C5ar2	chr7	TRUE	FALSE
Kpnb1	chr11	TRUE	FALSE
Thop1	chr10	TRUE	FALSE
Mrpl4	chr9	TRUE	TRUE
Zfp958	chr8	TRUE	TRUE
Pabpc4l	chr3	FALSE	FALSE
Crybb3	chr5	FALSE	TRUE
Epn1	chr7	TRUE	TRUE
Nphp3	chr9	TRUE	TRUE
Apol6	chr15	FALSE	FALSE
Dhx38	chr8	TRUE	FALSE
Ung	chr5	FALSE	FALSE
Ostc	chr3	FALSE	FALSE
Klk1b8	chr7	FALSE	TRUE
Smim38	chr7	FALSE	FALSE
Wtap	chr17	TRUE	FALSE
Mdm1	chr10	TRUE	TRUE
Gm3336	chr8	FALSE	FALSE
Hras	chr7	FALSE	TRUE
Pafah2	chr4	TRUE	FALSE
Tmem239	chr2	FALSE	FALSE
Hint2	chr4	FALSE	FALSE
Bcat2	chr7	TRUE	FALSE
Erp29	chr5	TRUE	FALSE
Nfrkb	chr9	TRUE	TRUE
Ipo4	chr14	FALSE	FALSE
Mta2	chr19	TRUE	TRUE
Capn13	chr17	TRUE	TRUE
Pram1	chr17	FALSE	FALSE
Yme1l1	chr2	TRUE	FALSE
Procr	chr2	FALSE	FALSE
Abcb8	chr5	TRUE	FALSE
Lmod3	chr6	TRUE	FALSE
Fhl5	chr4	TRUE	TRUE
Prox2	chr12	FALSE	FALSE
Crk	chr11	TRUE	FALSE
Pom121	chr5	FALSE	TRUE
Nrde2	chr12	FALSE	TRUE
Nosip	chr7	TRUE	FALSE
Atp6v1f	chr6	TRUE	FALSE
Camp	chr9	FALSE	FALSE
Med22	chr2	TRUE	FALSE
Omp	chr7	FALSE	FALSE
Khdrbs1	chr4	TRUE	FALSE
Hsd17b13	chr5	TRUE	FALSE
Dhodh	chr8	TRUE	FALSE
Hectd2	chr19	TRUE	TRUE
Tctn1	chr5	TRUE	FALSE
Ttc38	chr15	TRUE	FALSE
Sgpl1	chr10	TRUE	FALSE
Rnaseh1	chr12	FALSE	TRUE
Tmprss4	chr9	TRUE	TRUE
Psmd3	chr11	FALSE	FALSE
Pheta1	chr5	FALSE	FALSE
Zfp184	chr13	FALSE	TRUE
Adck5	chr15	FALSE	FALSE
Sectm1a	chr11	FALSE	FALSE
Gtpbp2	chr17	TRUE	FALSE
Mavs	chr2	FALSE	FALSE
Snx32	chr19	FALSE	FALSE
Ces5a	chr8	FALSE	TRUE
Mturn	chr6	TRUE	FALSE
Mylpf	chr7	TRUE	FALSE
Acy3	chr19	FALSE	FALSE
Haspin	chr11	FALSE	FALSE
Rd3	chr1	TRUE	TRUE
Urod	chr4	TRUE	FALSE
Rccd1	chr7	TRUE	FALSE
Actn2	chr13	TRUE	FALSE
Rad51ap1	chr6	TRUE	FALSE
Arg1	chr10	FALSE	TRUE
Capza3	chr6	FALSE	FALSE
Eif4a3l1	chr6	FALSE	FALSE
Ovca2	chr11	TRUE	FALSE
Per2	chr1	FALSE	TRUE
Hfm1	chr5	TRUE	TRUE
Pnpo	chr11	TRUE	FALSE
Alg12	chr15	TRUE	FALSE
Gpr132	chr12	FALSE	FALSE
Btg4	chr9	TRUE	FALSE
Gm45521	chr14	TRUE	FALSE
Zfp575	chr7	FALSE	FALSE
Pml	chr9	TRUE	FALSE
Nsmce3	chr7	FALSE	FALSE
Nans	chr4	FALSE	FALSE
Prss21	chr17	FALSE	FALSE
Taf11	chr17	FALSE	FALSE
Dnase2b	chr3	TRUE	FALSE
Nudt16l1	chr16	FALSE	FALSE
Dlec1	chr9	TRUE	TRUE
Parpbp	chr10	TRUE	FALSE
Tlr12	chr4	FALSE	FALSE
Acin1	chr14	TRUE	FALSE
Notch2	chr3	TRUE	FALSE
Saa2	chr7	TRUE	TRUE
Snrnp70	chr7	TRUE	FALSE
Ddx56	chr11	FALSE	FALSE
Atat1	chr17	TRUE	FALSE
Borcs7	chr19	FALSE	FALSE
Snai1	chr2	FALSE	FALSE
Xylt2	chr11	FALSE	FALSE
Slc2a1	chr4	FALSE	FALSE
Alppl2	chr1	FALSE	TRUE
Ubxn11	chr4	TRUE	TRUE
Snrnp48	chr13	TRUE	FALSE
Npc2	chr12	TRUE	FALSE
Rbm22	chr18	TRUE	FALSE
Zfp384	chr6	TRUE	TRUE
Dph1	chr11	TRUE	FALSE
4933402J07Rik	chr8	FALSE	TRUE
Rtbdn	chr8	FALSE	FALSE
Nrbf2	chr10	TRUE	TRUE
Tex13b	chrX	FALSE	FALSE
Sh3bp5l	chr11	TRUE	TRUE
Ribc2	chr15	FALSE	FALSE
Pcdhb19	chr18	TRUE	FALSE
Cstf2t	chr19	FALSE	FALSE
Copb2	chr9	TRUE	FALSE
Fcgbp	chr7	TRUE	TRUE
Aurkaip1	chr4	FALSE	FALSE
Gm11541	chr11	FALSE	FALSE
Klhl30	chr1	FALSE	TRUE
1700129C05Rik	chr14	FALSE	FALSE
Samt1d	chrX	FALSE	FALSE
Lcn12	chr2	TRUE	TRUE
Rtf2	chr2	TRUE	FALSE
Dnajb11	chr16	FALSE	FALSE
Rpap3	chr15	TRUE	TRUE
I0C0044D17Rik	chr4	FALSE	FALSE
Manbal	chr2	TRUE	FALSE
U2af1	chr17	FALSE	FALSE
H2-Oa	chr17	FALSE	TRUE
Ankrd42	chr7	TRUE	FALSE
Adam6b	chr12	FALSE	FALSE
Depp1	chr6	FALSE	FALSE
Optc	chr1	TRUE	TRUE
Rbfa	chr18	TRUE	FALSE
Ncapg	chr5	TRUE	FALSE
Trim42	chr9	TRUE	TRUE
Ubqln3	chr7	FALSE	FALSE
Lgals9	chr11	FALSE	FALSE
Flywch2	chr17	TRUE	FALSE
Asb16	chr11	TRUE	FALSE
Krt33a	chr11	TRUE	TRUE
Clhc1	chr11	TRUE	FALSE
Ddx19a	chr8	TRUE	FALSE
Chrm5	chr2	TRUE	TRUE
Msln	chr17	FALSE	FALSE
Trafd1	chr5	FALSE	FALSE
Spdye4b	chr5	TRUE	FALSE
Pole4	chr6	TRUE	FALSE
Khsrp	chr17	FALSE	FALSE
Slc39a4	chr15	FALSE	FALSE
Ndn	chr7	TRUE	FALSE
Kif23	chr9	TRUE	TRUE
Gipc1	chr8	FALSE	FALSE
Nup54	chr5	TRUE	FALSE
Mmgt1	chrX	FALSE	FALSE
Pcdh11x	chrX	TRUE	TRUE
Ulk3	chr9	FALSE	FALSE
Aamp	chr1	FALSE	FALSE
Gp1bb	chr16	FALSE	FALSE
Ddc	chr11	TRUE	FALSE
1700008P02Rik	chr3	FALSE	FALSE
Ociad1	chr5	TRUE	FALSE
Hook2	chr8	TRUE	FALSE
Aldh8a1	chr10	TRUE	TRUE
Gpr4	chr7	FALSE	FALSE
Tgm6	chr2	TRUE	TRUE
Coq7	chr7	TRUE	FALSE
Plk3	chr4	FALSE	FALSE
Flrt1	chr19	FALSE	FALSE
Cabyr	chr18	TRUE	FALSE
Mc2r	chr18	TRUE	TRUE
Vps4a	chr8	FALSE	TRUE
Rcc2	chr4	TRUE	FALSE
Utp15	chr13	TRUE	FALSE
Tdrd9	chr12	TRUE	TRUE
Hspbp1	chr7	TRUE	FALSE
Rab3il1	chr19	TRUE	TRUE
Ccr4	chr9	TRUE	FALSE
Cfap157	chr2	FALSE	FALSE
Ptx4	chr17	TRUE	FALSE
Crygs	chr16	TRUE	TRUE
1700025C18Rik	chr2	FALSE	FALSE
Ngp	chr9	TRUE	TRUE
Map2k3	chr11	FALSE	FALSE
Pcdhb6	chr18	TRUE	FALSE
C1d	chr11	FALSE	TRUE
Plcxd1	chr5	TRUE	FALSE
Mrpl23	chr7	FALSE	FALSE
Mgl2	chr11	TRUE	FALSE
Rnf4	chr5	TRUE	FALSE
Smg7	chr1	TRUE	FALSE
Cylc2	chr4	TRUE	TRUE
Fscb	chr12	TRUE	FALSE
Muc4	chr16	TRUE	FALSE
Scly	chr1	TRUE	FALSE
Emc10	chr7	TRUE	FALSE
Rnf186	chr4	FALSE	FALSE
Spag5	chr11	FALSE	FALSE
Tnfrsf13c	chr15	FALSE	FALSE
Ppp1r14bl	chr1	TRUE	TRUE
Rpl13a	chr7	FALSE	FALSE
Nrbp2	chr15	FALSE	FALSE
Gm13271	chr4	TRUE	FALSE
Adgb	chr10	TRUE	TRUE
Wfikkn2	chr11	FALSE	FALSE
Smim41	chr15	FALSE	TRUE
Khdc3	chr9	FALSE	TRUE
Ptger1	chr8	FALSE	FALSE
Lhfpl5	chr17	FALSE	FALSE
Haus3	chr5	TRUE	FALSE
Hsd17b3	chr13	TRUE	FALSE
Polr2e	chr10	TRUE	FALSE
Ddt	chr10	FALSE	FALSE
Pcdhb12	chr18	FALSE	TRUE
Atxn2l	chr7	TRUE	FALSE
Zbtb32	chr7	FALSE	TRUE
1700001J03Rik	chr5	FALSE	FALSE
4930519G04Rik	chr5	TRUE	FALSE
Pask	chr1	TRUE	FALSE
Camsap3	chr8	TRUE	FALSE
1700019A02Rik	chr1	TRUE	TRUE
Cxcl10	chr5	FALSE	FALSE
Cyp2w1	chr5	FALSE	FALSE
Nub1	chr5	TRUE	FALSE
Iba57	chr11	FALSE	FALSE
Metap1	chr3	TRUE	FALSE
Aldh3a1	chr11	FALSE	TRUE
Rack1	chr11	FALSE	FALSE
Nat9	chr11	FALSE	FALSE
Pabpc2	chr18	FALSE	TRUE
Znrf2	chr6	TRUE	TRUE
Smim12	chr4	FALSE	FALSE
Arid3b	chr9	TRUE	FALSE
Selenok	chr14	TRUE	FALSE
Rfx1	chr8	TRUE	FALSE
Ankk1	chr9	FALSE	FALSE
Ifnl2	chr7	TRUE	TRUE
Dnase1l2	chr17	FALSE	FALSE
Gtf2f1	chr17	TRUE	FALSE
Pgm2	chr5	TRUE	TRUE
Slx	chrX	TRUE	FALSE
Cbx2	chr11	FALSE	FALSE
Rlbp1	chr7	FALSE	FALSE
Pim1	chr17	FALSE	FALSE
Cst10	chr2	TRUE	FALSE
Cdh24	chr14	TRUE	TRUE
Sell	chr1	TRUE	FALSE
Alg6	chr4	TRUE	TRUE
Gzmg	chr14	TRUE	TRUE
Ccer1	chr10	FALSE	FALSE
Nr1h2	chr7	FALSE	FALSE
Zdhhc12	chr2	TRUE	FALSE
Hhipl2	chr1	TRUE	TRUE
Fgg	chr3	TRUE	TRUE
Iqcd	chr5	TRUE	FALSE
Pidd1	chr7	FALSE	FALSE
Lgals2	chr15	FALSE	FALSE
Actr1a	chr19	TRUE	TRUE
Pum3	chr19	TRUE	FALSE
Ccdc148	chr2	TRUE	FALSE
Eci1	chr17	FALSE	FALSE
Tnfrsf14	chr4	FALSE	FALSE
Smug1	chr15	FALSE	FALSE
Slc46a1	chr11	TRUE	FALSE
Krtap17-1	chr11	FALSE	FALSE
Rab4b	chr7	TRUE	FALSE
Dvl2	chr11	TRUE	TRUE
Cd164l2	chr4	FALSE	FALSE
Fsd2	chr7	TRUE	TRUE
Morc1	chr16	TRUE	TRUE
Exosc6	chr8	FALSE	FALSE
Ybx1	chr4	TRUE	TRUE
Tcl1b2	chr12	FALSE	FALSE
Asf1b	chr8	TRUE	FALSE
Zfp69	chr4	TRUE	FALSE
Fxr2	chr11	TRUE	FALSE
Rtl3	chrX	TRUE	TRUE
Ccdc8	chr7	FALSE	FALSE
Pde1b	chr15	TRUE	FALSE
S1pr4	chr10	FALSE	FALSE
Pnma5	chrX	TRUE	TRUE
4933430I17Rik	chr4	TRUE	TRUE
Gm36210	chr7	TRUE	FALSE
Rps18	chr17	FALSE	FALSE
B3gnt4	chr5	FALSE	FALSE
Ubqln5	chr7	FALSE	FALSE
Spdl1	chr11	TRUE	TRUE
B3galt6	chr4	TRUE	FALSE
Atp10a	chr7	TRUE	TRUE
H2-D1	chr17	FALSE	FALSE
Il1rl1	chr1	TRUE	FALSE
Trcg1	chr9	FALSE	FALSE
Mtfp1	chr11	TRUE	FALSE
Birc5	chr11	TRUE	FALSE
Hipk4	chr7	FALSE	FALSE
Fitm2	chr2	TRUE	FALSE
Colq	chr14	TRUE	FALSE
Rbm42	chr7	TRUE	FALSE
Zfp334	chr2	TRUE	TRUE
Pak4	chr7	TRUE	FALSE
A630076J17Rik	chr3	TRUE	TRUE
Pla2g4a	chr1	TRUE	FALSE
Ddb1	chr19	TRUE	FALSE
Zfp169	chr13	TRUE	FALSE
Etfb	chr7	TRUE	FALSE
Clec4a3	chr6	TRUE	FALSE
Tmx1	chr12	TRUE	TRUE
Aoc1	chr6	TRUE	FALSE
Bbs1	chr19	FALSE	FALSE
Sft2d1	chr17	TRUE	FALSE
Otud6b	chr4	TRUE	FALSE
Arf6	chr12	FALSE	TRUE
Ly6m	chr15	TRUE	FALSE
Ttc23l	chr15	TRUE	FALSE
Mrm3	chr11	FALSE	TRUE
Id1	chr2	TRUE	FALSE
Kcne2	chr16	FALSE	FALSE
Dio1	chr4	TRUE	FALSE
Mob3a	chr10	FALSE	FALSE
Gzme	chr14	FALSE	TRUE
Med31	chr11	TRUE	FALSE
Hspb8	chr5	TRUE	TRUE
Tigd3	chr19	TRUE	FALSE
Psph	chr5	TRUE	FALSE
Zfp957	chr14	TRUE	TRUE
Tut1	chr19	TRUE	TRUE
Tbc1d7	chr13	TRUE	FALSE
Pigf	chr17	FALSE	FALSE
Gm15217	chr14	FALSE	TRUE
Plppr2	chr9	TRUE	FALSE
Gm1993	chrX	TRUE	FALSE
Clrn3	chr7	FALSE	FALSE
1700030K09Rik	chr8	TRUE	FALSE
Neil3	chr8	TRUE	TRUE
Myl7	chr11	FALSE	FALSE
Drc1	chr5	TRUE	FALSE
Gm4559	chr7	TRUE	FALSE
Hus1	chr11	TRUE	FALSE
Gm597	chr1	TRUE	TRUE
Timm13	chr10	FALSE	FALSE
Poteg	chr8	TRUE	TRUE
Cebpe	chr14	FALSE	TRUE
Nup88	chr11	TRUE	FALSE
Rpl29	chr9	TRUE	FALSE
Unc119	chr11	TRUE	FALSE
Perm1	chr4	TRUE	TRUE
Lactbl1	chr4	FALSE	FALSE
Ubl4b	chr3	FALSE	TRUE
Txndc2	chr17	FALSE	FALSE
Ptk6	chr2	TRUE	FALSE
Ap2s1	chr7	TRUE	FALSE
Zfp964	chr8	TRUE	FALSE
Bag3	chr7	TRUE	FALSE
Plek2	chr12	FALSE	FALSE
Ppp1r18	chr17	FALSE	FALSE
Cstf1	chr2	TRUE	TRUE
Itpripl1	chr2	FALSE	FALSE
Sqle	chr15	TRUE	FALSE
Srsf6	chr2	TRUE	FALSE
Gstm2	chr3	FALSE	FALSE
Cercam	chr2	FALSE	FALSE
4930451I11Rik	chr7	TRUE	FALSE
Cript	chr17	FALSE	FALSE
Tusc2	chr9	TRUE	FALSE
Cep55	chr19	TRUE	FALSE
Rfxank	chr8	TRUE	FALSE
Ces2b	chr8	TRUE	FALSE
Ddah2	chr17	TRUE	TRUE
Atp10b	chr11	TRUE	TRUE
Rnf183	chr4	TRUE	FALSE
Lamtor2	chr3	TRUE	FALSE
Srm	chr4	FALSE	FALSE
Fbxo30	chr10	FALSE	FALSE
Oscp1	chr4	TRUE	FALSE
Idh3g	chrX	TRUE	FALSE
Spata21	chr4	TRUE	FALSE
Gpn1	chr5	TRUE	TRUE
Pycr2	chr1	TRUE	TRUE
Ehf	chr2	TRUE	TRUE
Dolk	chr2	TRUE	TRUE
Dnase1l3	chr14	TRUE	FALSE
Zfp408	chr2	FALSE	FALSE
Rps17	chr7	FALSE	FALSE
Allc	chr12	TRUE	TRUE
Rab24	chr13	TRUE	FALSE
A3galt2	chr4	TRUE	FALSE
Ifna15	chr4	TRUE	TRUE
Rabl2	chr15	TRUE	FALSE
Cdkn2aipnl	chr11	TRUE	FALSE
Sfpq	chr4	TRUE	FALSE
Rps5	chr7	TRUE	TRUE
Cplane2	chr4	TRUE	FALSE
Sycp2	chr2	TRUE	FALSE
Prr22	chr17	FALSE	TRUE
1700122O11Rik	chr17	FALSE	FALSE
Nmur1	chr1	TRUE	FALSE
Amhr2	chr15	TRUE	FALSE
Ing3	chr6	TRUE	FALSE
Gpaa1	chr15	TRUE	FALSE
Zfp52	chr17	TRUE	TRUE
Fbxl6	chr15	FALSE	FALSE
Prps1	chrX	TRUE	FALSE
Castor2	chr5	TRUE	FALSE
Msmo1	chr8	TRUE	FALSE
Slurp1	chr15	FALSE	FALSE
Pgm3	chr9	TRUE	FALSE
Zfp513	chr5	FALSE	FALSE
Mcm10	chr2	TRUE	FALSE
Spns1	chr7	FALSE	FALSE
Fgf22	chr10	TRUE	TRUE
Ccdc32	chr2	TRUE	FALSE
Gm36176	chr10	FALSE	FALSE
Perp	chr10	TRUE	TRUE
Serpinb6b	chr13	TRUE	TRUE
Eif3g	chr9	TRUE	FALSE
Gpr37l1	chr1	FALSE	FALSE
Efcab9	chr11	FALSE	FALSE
Gramd1c	chr16	TRUE	TRUE
Timm44	chr8	FALSE	FALSE
Eloa	chr4	TRUE	FALSE
Slc27a3	chr3	FALSE	FALSE
Cfap298	chr16	FALSE	FALSE
AI467606	chr7	FALSE	FALSE
Ankrd33	chr15	TRUE	FALSE
Rhbdf1	chr11	TRUE	TRUE
Pla2g2c	chr4	TRUE	TRUE
Ccdc40	chr11	TRUE	TRUE
Tmprss11a	chr5	TRUE	TRUE
Kif17	chr4	TRUE	FALSE
Rragc	chr4	TRUE	FALSE
Gfap	chr11	TRUE	FALSE
Tnfrsf18	chr4	FALSE	FALSE
Mroh6	chr15	FALSE	FALSE
Zfp607a	chr7	TRUE	FALSE
Tbl3	chr17	TRUE	FALSE
Cdk1	chr10	TRUE	FALSE
Zfp707	chr15	TRUE	FALSE
Cherp	chr8	TRUE	FALSE
Snx20	chr8	TRUE	TRUE
Tex44	chr1	TRUE	FALSE
Elk4	chr1	TRUE	FALSE
Ddx11	chr17	TRUE	FALSE
Arl5c	chr11	FALSE	FALSE
Tshb	chr3	TRUE	TRUE
Calr	chr8	FALSE	FALSE
Zbtb43	chr2	TRUE	FALSE
Lyrm9	chr11	TRUE	TRUE
Rpa2	chr4	TRUE	TRUE
Otol1	chr3	TRUE	FALSE
Tmem238l	chr11	FALSE	FALSE
Ppa1	chr10	TRUE	FALSE
Cavin4	chr4	FALSE	TRUE
Swi5	chr2	TRUE	FALSE
Cyp2d34	chr15	FALSE	TRUE
Tmem120a	chr5	FALSE	FALSE
Gca	chr2	TRUE	TRUE
Adam29	chr8	TRUE	FALSE
Fgr	chr4	TRUE	TRUE
Tardbp	chr4	FALSE	TRUE
E030025P04Rik	chr11	FALSE	TRUE
Coa6	chr8	TRUE	FALSE
Nom1	chr5	TRUE	FALSE
Fem1a	chr17	TRUE	FALSE
Agrn	chr4	TRUE	TRUE
Aldob	chr4	TRUE	TRUE
Zbtb39	chr10	FALSE	TRUE
Fuz	chr7	TRUE	FALSE
Tsen15	chr1	TRUE	TRUE
Bglap	chr3	FALSE	FALSE
Casp12	chr9	TRUE	TRUE
Dhx16	chr17	TRUE	FALSE
Cfd	chr10	FALSE	FALSE
Sprtn	chr8	FALSE	TRUE
Fos	chr12	TRUE	FALSE
Pip5k1a	chr3	TRUE	FALSE
Psmd7	chr8	TRUE	TRUE
Srp14	chr2	FALSE	FALSE
Ntpcr	chr8	TRUE	FALSE
Cdc16	chr8	TRUE	FALSE
Hamp2	chr7	FALSE	TRUE
Fam210a	chr18	TRUE	FALSE
Il10	chr1	TRUE	TRUE
Bloc1s3	chr7	TRUE	FALSE
Bin2	chr15	TRUE	FALSE
Pcdhb20	chr18	TRUE	TRUE
Hsph1	chr5	TRUE	FALSE
Slc35d2	chr13	TRUE	FALSE
Msgn1	chr12	TRUE	FALSE
Bpifb3	chr2	TRUE	TRUE
Ttf2	chr3	TRUE	FALSE
Ttc4	chr4	TRUE	FALSE
Alkbh7	chr17	TRUE	FALSE
Ccne1	chr7	TRUE	FALSE
Rxfp4	chr3	FALSE	FALSE
Anxa7	chr14	TRUE	FALSE
Plrg1	chr3	TRUE	TRUE
Cgref1	chr5	TRUE	FALSE
Nup133	chr8	TRUE	FALSE
Tufm	chr7	FALSE	FALSE
Lsm3	chr6	TRUE	FALSE
Creg1	chr1	TRUE	FALSE
Uts2r	chr11	FALSE	FALSE
Mrps12	chr7	TRUE	FALSE
2310022B05Rik	chr8	TRUE	TRUE
Ercc1	chr7	TRUE	TRUE
Ino80c	chr18	TRUE	TRUE
Krt82	chr15	FALSE	FALSE
Scaf1	chr7	TRUE	FALSE
Nudt7	chr8	TRUE	FALSE
Rpusd1	chr17	TRUE	FALSE
Zfp553	chr7	FALSE	FALSE
Clpp	chr17	TRUE	TRUE
Pgk2	chr17	TRUE	FALSE
Sac3d1	chr19	TRUE	FALSE
E430018J23Rik	chr7	FALSE	FALSE
C1qtnf12	chr4	TRUE	FALSE
Rps29	chr12	TRUE	FALSE
Dctpp1	chr7	TRUE	FALSE
Ubiad1	chr4	TRUE	TRUE
Tesk1	chr4	FALSE	FALSE
Trim56	chr5	TRUE	TRUE
Chmp6	chr11	FALSE	FALSE
Hacl1	chr14	TRUE	FALSE
Abhd17a	chr10	TRUE	FALSE
Hsfy2	chr1	TRUE	FALSE
Prkrip1	chr5	TRUE	FALSE
Usp42	chr5	TRUE	TRUE
Mpv17	chr5	TRUE	FALSE
Ptcd2	chr13	TRUE	FALSE
2210016L21Rik	chr5	TRUE	FALSE
Ing4	chr6	TRUE	FALSE
Ehmt2	chr17	TRUE	FALSE
Trim72	chr7	FALSE	FALSE
Aadacl4fm2	chr4	TRUE	FALSE
Trappc6a	chr7	TRUE	FALSE
Mcts2	chr2	FALSE	FALSE
Wdr83os	chr8	FALSE	FALSE
Mrgbp	chr2	FALSE	FALSE
Nup85	chr11	TRUE	FALSE
Dhcr7	chr7	TRUE	FALSE
Mcm8	chr2	TRUE	TRUE
Tmem160	chr7	TRUE	TRUE
Oas1g	chr5	TRUE	FALSE
Uqcr11	chr10	TRUE	TRUE
Tbcb	chr7	TRUE	TRUE
Fcrlb	chr1	TRUE	FALSE
Csf2	chr11	FALSE	FALSE
Ppil1	chr17	TRUE	TRUE
Ubtd1	chr19	TRUE	TRUE
Vps37d	chr5	TRUE	FALSE
Exosc10	chr4	TRUE	FALSE
Nelfcd	chr2	TRUE	FALSE
Orc6	chr8	TRUE	FALSE
Men1	chr19	FALSE	FALSE
Mcm3	chr1	TRUE	FALSE
Slc25a31	chr3	TRUE	FALSE
Wbp1	chr6	TRUE	FALSE
Leng1	chr7	TRUE	FALSE
Dync1h1	chr12	TRUE	FALSE
Gaa	chr11	TRUE	FALSE
Cdkn3	chr14	TRUE	FALSE
Cgn	chr3	TRUE	FALSE
Eef1akmt3	chr10	TRUE	TRUE
Mex3d	chr10	TRUE	FALSE
Mrps31	chr8	TRUE	FALSE
B3galt4	chr17	TRUE	FALSE
Ccdc124	chr8	TRUE	FALSE
Dpp7	chr2	TRUE	FALSE
Prpf31	chr7	TRUE	FALSE
Emc8	chr8	TRUE	FALSE
Ptp4a1	chr1	TRUE	FALSE
Scnn1g	chr7	FALSE	TRUE
Adgrg3	chr8	TRUE	FALSE
Ppif	chr14	FALSE	TRUE
Otor	chr2	TRUE	TRUE
C2cd4a	chr9	TRUE	FALSE
D1Pas1	chr1	TRUE	FALSE
Tomm20	chr8	TRUE	TRUE
Ticam1	chr17	TRUE	TRUE
Letmd1	chr15	TRUE	FALSE
Zscan10	chr17	TRUE	TRUE
Irf3	chr7	TRUE	TRUE
Ccdc89	chr7	FALSE	TRUE
Ly96	chr1	TRUE	TRUE
Pcdhb15	chr18	TRUE	TRUE
Tmc4	chr7	FALSE	FALSE
Otub1	chr19	TRUE	FALSE
Sh2b1	chr7	TRUE	FALSE
Aldoart1	chr4	FALSE	TRUE
