gene_name	chr	mch_gain	mecp2_gain
Krt84	chr15	FALSE	TRUE
Cdkn1c	chr7	TRUE	FALSE
Alkal2	chr12	FALSE	FALSE
Atp2a3	chr11	TRUE	FALSE
Gng4	chr13	TRUE	TRUE
Thbd	chr2	TRUE	FALSE
Mycl	chr4	FALSE	FALSE
Adrb3	chr8	TRUE	FALSE
Sstr1	chr12	TRUE	FALSE
Nol3	chr8	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Klrg2	chr6	TRUE	FALSE
AI593442	chr9	FALSE	TRUE
Kncn	chr4	FALSE	TRUE
Foxo4	chrX	TRUE	FALSE
Chst1	chr2	FALSE	FALSE
Uaca	chr9	TRUE	TRUE
Pik3ap1	chr19	TRUE	TRUE
Akp3	chr1	TRUE	TRUE
Adm2	chr15	TRUE	FALSE
Thsd7a	chr6	TRUE	TRUE
Ptf1a	chr2	TRUE	FALSE
Shq1	chr6	TRUE	FALSE
Irx4	chr13	FALSE	FALSE
Nkx6-2	chr7	FALSE	FALSE
Pkp1	chr1	FALSE	TRUE
Bsx	chr9	FALSE	FALSE
Nrp1	chr8	TRUE	TRUE
Notch3	chr17	TRUE	TRUE
Ecel1	chr1	FALSE	FALSE
Sp7	chr15	FALSE	FALSE
Slc7a2	chr8	TRUE	FALSE
Gjb3	chr4	TRUE	FALSE
Ephb4	chr5	TRUE	TRUE
Pgf	chr12	FALSE	FALSE
Sertm1	chr3	FALSE	FALSE
2410004P03Rik	chr12	TRUE	FALSE
Zmynd15	chr11	FALSE	FALSE
Grin2d	chr7	TRUE	FALSE
Fut4	chr9	TRUE	FALSE
Arsi	chr18	FALSE	TRUE
Igf2bp1	chr11	TRUE	FALSE
Sox1	chr8	FALSE	FALSE
Nxnl2	chr13	FALSE	FALSE
Hsf2bp	chr17	TRUE	FALSE
Baalc	chr15	TRUE	TRUE
Lfng	chr5	FALSE	FALSE
Hoxd3	chr2	TRUE	FALSE
Krt7	chr15	FALSE	TRUE
Eva1b	chr4	FALSE	TRUE
Socs3	chr11	FALSE	FALSE
Cd72	chr4	FALSE	FALSE
Tpm2	chr4	FALSE	FALSE
Cgas	chr9	TRUE	FALSE
Mmp2	chr8	FALSE	FALSE
Hand1	chr11	FALSE	FALSE
Robo3	chr9	FALSE	TRUE
Sall1	chr8	TRUE	FALSE
Zfp831	chr2	TRUE	FALSE
Sfn	chr4	FALSE	TRUE
C1ql3	chr2	TRUE	FALSE
Shisa2	chr14	TRUE	TRUE
Sox14	chr9	TRUE	TRUE
Gpr39	chr1	TRUE	TRUE
Ankrd31	chr13	TRUE	FALSE
Tac1	chr6	FALSE	FALSE
Ucp2	chr7	FALSE	FALSE
Pxdc1	chr13	TRUE	TRUE
Slc16a12	chr19	TRUE	TRUE
Baiap2l2	chr15	TRUE	FALSE
Prop1	chr11	FALSE	FALSE
Bace2	chr16	TRUE	FALSE
Hs3st2	chr7	TRUE	TRUE
Msx3	chr7	TRUE	TRUE
S100a10	chr3	FALSE	FALSE
Sp5	chr2	TRUE	TRUE
Hs3st3b1	chr11	TRUE	TRUE
Erfl	chr7	FALSE	FALSE
Hps1	chr19	TRUE	FALSE
Grm7	chr6	TRUE	FALSE
Drd4	chr7	FALSE	FALSE
Cxcr4	chr1	FALSE	FALSE
Lhx5	chr5	TRUE	FALSE
Cacng6	chr7	TRUE	FALSE
Fzd9	chr5	FALSE	FALSE
Nkx6-1	chr5	TRUE	TRUE
Pitx1	chr13	FALSE	FALSE
Smoc1	chr12	TRUE	FALSE
Dctd	chr8	TRUE	TRUE
Smoc2	chr17	TRUE	FALSE
Zfp488	chr14	TRUE	TRUE
Gm12830	chr4	TRUE	FALSE
Ccin	chr4	FALSE	FALSE
Fgf16	chrX	FALSE	FALSE
Gdpd2	chrX	FALSE	FALSE
Aplnr	chr2	FALSE	FALSE
Cd93	chr2	FALSE	FALSE
Dmrtb1	chr4	FALSE	TRUE
Apobr	chr7	TRUE	FALSE
Plpp4	chr7	TRUE	FALSE
Myrf	chr19	TRUE	FALSE
Cav1	chr6	TRUE	TRUE
Cdc45	chr16	TRUE	FALSE
Efnb3	chr11	FALSE	FALSE
Lefty2	chr1	FALSE	FALSE
Cldn7	chr11	FALSE	FALSE
Gjb5	chr4	FALSE	TRUE
Sowahd	chrX	FALSE	FALSE
Phlda2	chr7	TRUE	FALSE
St3gal6	chr16	TRUE	TRUE
Nppc	chr1	FALSE	FALSE
Gm17455	chr10	FALSE	FALSE
Nes	chr3	TRUE	TRUE
Hsd17b2	chr8	TRUE	FALSE
Fam83d	chr2	TRUE	FALSE
Msx1	chr5	TRUE	FALSE
Cpxm2	chr7	TRUE	FALSE
Itgb6	chr2	TRUE	TRUE
Epsti1	chr14	TRUE	FALSE
Rbpjl	chr2	TRUE	FALSE
Olig1	chr16	TRUE	FALSE
Gdf6	chr4	TRUE	FALSE
Ush2a	chr1	TRUE	TRUE
Ppm1j	chr3	FALSE	FALSE
Pcdh18	chr3	TRUE	TRUE
Tox3	chr8	TRUE	TRUE
Tnc	chr4	TRUE	FALSE
Cxcr3	chrX	TRUE	FALSE
Klhl40	chr9	TRUE	TRUE
Tead3	chr17	FALSE	FALSE
Lhcgr	chr17	TRUE	FALSE
Ky	chr9	FALSE	TRUE
Nptx2	chr5	TRUE	FALSE
Tlx1	chr19	FALSE	FALSE
Notum	chr11	FALSE	TRUE
Mcpt8	chr14	FALSE	FALSE
Tex35	chr1	TRUE	FALSE
Unc5d	chr8	TRUE	TRUE
Vstm5	chr9	TRUE	FALSE
Scnn1b	chr7	TRUE	TRUE
Id3	chr4	FALSE	FALSE
Ffar3	chr7	TRUE	TRUE
Slc10a6	chr5	TRUE	TRUE
Ripply3	chr16	FALSE	FALSE
Shisal2a	chr4	TRUE	FALSE
Hhex	chr19	TRUE	FALSE
Cd1d1	chr3	FALSE	FALSE
Zfp366	chr13	TRUE	FALSE
Fhl2	chr1	TRUE	TRUE
Hrh2	chr13	TRUE	TRUE
Galnt12	chr4	TRUE	FALSE
Ptx3	chr3	TRUE	TRUE
Ppp1r3b	chr8	TRUE	FALSE
Htr1b	chr9	TRUE	FALSE
Rasal3	chr17	TRUE	TRUE
Ppp1r3d	chr2	TRUE	FALSE
Cnn2	chr10	TRUE	FALSE
Psat1	chr19	TRUE	FALSE
Cage1	chr13	TRUE	FALSE
Aebp1	chr11	FALSE	FALSE
Foxf2	chr13	TRUE	FALSE
Slc6a7	chr18	TRUE	TRUE
Dusp2	chr2	FALSE	FALSE
Adrb1	chr19	TRUE	FALSE
Foxb2	chr19	TRUE	FALSE
Itprip	chr19	TRUE	FALSE
Dio3	chr12	TRUE	TRUE
Ppp1r3g	chr13	FALSE	TRUE
Olig2	chr16	TRUE	FALSE
Wnt2	chr6	TRUE	TRUE
Ism2	chr12	TRUE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Cebpd	chr16	TRUE	FALSE
Capn8	chr1	TRUE	FALSE
Hes2	chr4	FALSE	FALSE
Tox2	chr2	TRUE	FALSE
Nup62cl	chrX	TRUE	FALSE
Dlk1	chr12	TRUE	TRUE
Frem2	chr3	TRUE	FALSE
Mmp25	chr17	TRUE	FALSE
Bves	chr10	TRUE	FALSE
Rab17	chr1	TRUE	FALSE
Foxd1	chr13	FALSE	FALSE
Hcar1	chr5	TRUE	TRUE
Zfp648	chr1	TRUE	TRUE
Fank1	chr7	TRUE	TRUE
Sbpl	chr17	TRUE	FALSE
C1ql1	chr11	TRUE	FALSE
Dlk2	chr17	FALSE	FALSE
Ucp3	chr7	FALSE	FALSE
Cdca7l	chr12	TRUE	TRUE
Prlh	chr1	FALSE	FALSE
Scml2	chrX	TRUE	FALSE
Cdca7	chr2	TRUE	FALSE
Slc16a8	chr15	FALSE	FALSE
Slc7a11	chr3	TRUE	FALSE
Necab2	chr8	TRUE	FALSE
Lmx1a	chr1	TRUE	FALSE
Nr0b1	chrX	FALSE	FALSE
Duox2	chr2	TRUE	FALSE
Plekhh2	chr17	TRUE	FALSE
Shisa7	chr7	FALSE	FALSE
Pamr1	chr2	TRUE	FALSE
Ier5l	chr2	FALSE	FALSE
Drd5	chr5	TRUE	FALSE
Dmrta2	chr4	TRUE	FALSE
Ltbr	chr6	FALSE	FALSE
Crh	chr3	FALSE	FALSE
H2-Q1	chr17	FALSE	FALSE
Wfdc2	chr2	TRUE	FALSE
Cd24a	chr10	TRUE	FALSE
Nell1	chr7	TRUE	FALSE
Fgf18	chr11	FALSE	FALSE
Alox15	chr11	TRUE	FALSE
Cilp2	chr8	FALSE	FALSE
Ascl2	chr7	TRUE	FALSE
Spns2	chr11	TRUE	FALSE
Pdlim4	chr11	TRUE	TRUE
Cldn22	chr8	TRUE	FALSE
Col12a1	chr9	TRUE	FALSE
Dsc3	chr18	TRUE	TRUE
Las1l	chrX	TRUE	FALSE
Ptgdr	chr14	TRUE	FALSE
Htr1a	chr13	TRUE	TRUE
Spata16	chr3	TRUE	FALSE
Vstm2b	chr7	TRUE	TRUE
Rbp4	chr19	TRUE	TRUE
Gpr17	chr18	TRUE	FALSE
Klf2	chr8	FALSE	FALSE
Rbp1	chr9	TRUE	FALSE
Kcns3	chr12	TRUE	TRUE
Prss33	chr17	TRUE	FALSE
Pmepa1	chr2	TRUE	TRUE
Nkpd1	chr7	FALSE	TRUE
Six3	chr17	TRUE	TRUE
Gata6	chr18	TRUE	FALSE
Krt76	chr15	TRUE	FALSE
Six1	chr12	TRUE	FALSE
Rbm46	chr3	TRUE	TRUE
Sgcd	chr11	TRUE	TRUE
Skor1	chr9	TRUE	FALSE
Dlx1	chr2	FALSE	FALSE
Esx1	chrX	TRUE	FALSE
1700029F12Rik	chr13	TRUE	TRUE
Ripk4	chr16	TRUE	TRUE
Gbx2	chr1	TRUE	FALSE
Sox18	chr2	FALSE	FALSE
St6galnac5	chr3	TRUE	FALSE
Pcdh20	chr14	TRUE	TRUE
Slc14a2	chr18	TRUE	TRUE
Rfx4	chr10	TRUE	FALSE
Klf5	chr14	TRUE	FALSE
Mfge8	chr7	TRUE	FALSE
1700123K08Rik	chr5	TRUE	FALSE
Aox3	chr1	TRUE	TRUE
Etnk2	chr1	TRUE	FALSE
Pth2r	chr1	TRUE	TRUE
Igfbp6	chr15	FALSE	FALSE
Vstm4	chr14	TRUE	TRUE
Gata2	chr6	TRUE	TRUE
Oxct2a	chr4	FALSE	FALSE
Nkx2-9	chr12	TRUE	FALSE
Oxtr	chr6	TRUE	FALSE
Spats2l	chr1	TRUE	FALSE
Col18a1	chr10	TRUE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Nrsn2	chr2	FALSE	FALSE
Bok	chr1	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Slc6a1	chr6	TRUE	TRUE
4930578I06Rik	chr14	TRUE	TRUE
Fgf10	chr13	TRUE	FALSE
Znrf4	chr17	TRUE	FALSE
Lrrc74b	chr16	TRUE	FALSE
Rbpms	chr8	TRUE	TRUE
Adamtsl2	chr2	TRUE	FALSE
Pou4f1	chr14	TRUE	TRUE
Orm2	chr4	TRUE	FALSE
Pthlh	chr6	TRUE	FALSE
P2ry1	chr3	TRUE	FALSE
Gm266	chr12	FALSE	FALSE
Slc27a2	chr2	TRUE	FALSE
Grp	chr18	TRUE	FALSE
Itpripl2	chr7	FALSE	TRUE
Matn4	chr2	TRUE	FALSE
Stxbp6	chr12	TRUE	TRUE
Htr5a	chr5	TRUE	TRUE
Mcoln3	chr3	TRUE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Tmem184a	chr5	TRUE	FALSE
Dmrt3	chr19	TRUE	FALSE
Gm13420	chr2	TRUE	FALSE
Fgf3	chr7	TRUE	TRUE
Ghsr	chr3	TRUE	FALSE
Sstr4	chr2	FALSE	TRUE
Itga8	chr2	TRUE	FALSE
Ccn1	chr3	TRUE	TRUE
Slc52a3	chr2	TRUE	FALSE
Mgmt	chr7	TRUE	TRUE
Ccdc182	chr11	FALSE	FALSE
Klf4	chr4	TRUE	TRUE
St8sia2	chr7	TRUE	TRUE
Insm2	chr12	TRUE	FALSE
Vsig8	chr1	TRUE	FALSE
Cldn4	chr5	FALSE	FALSE
Etl4	chr2	TRUE	FALSE
Tlx2	chr6	TRUE	FALSE
Vax1	chr19	FALSE	FALSE
Six2	chr17	FALSE	TRUE
Rai2	chrX	TRUE	TRUE
Sytl2	chr7	TRUE	FALSE
Adamts5	chr16	TRUE	TRUE
Lrrc10b	chr19	TRUE	FALSE
St6gal2	chr17	TRUE	FALSE
Fyb2	chr4	TRUE	FALSE
Foxa2	chr2	FALSE	FALSE
Gm1979	chr5	TRUE	FALSE
Crhbp	chr13	TRUE	FALSE
1110032F04Rik	chr3	FALSE	FALSE
Erfe	chr1	TRUE	FALSE
Barx1	chr13	TRUE	TRUE
Trp53i13	chr11	FALSE	FALSE
Slpi	chr2	TRUE	TRUE
Cdkn2b	chr4	TRUE	FALSE
Tmem125	chr4	TRUE	FALSE
Erg	chr16	TRUE	FALSE
Vps25	chr11	TRUE	FALSE
Ildr2	chr1	TRUE	FALSE
Pnma2	chr14	TRUE	TRUE
Cckbr	chr7	TRUE	FALSE
Pitx2	chr3	TRUE	FALSE
Arhgap28	chr17	TRUE	TRUE
Foxd3	chr4	TRUE	FALSE
Irf1	chr11	FALSE	TRUE
Mafa	chr15	TRUE	FALSE
Samd5	chr10	TRUE	FALSE
Phlda3	chr1	FALSE	FALSE
Habp2	chr19	TRUE	FALSE
Kif26a	chr12	TRUE	FALSE
Mybl2	chr2	TRUE	FALSE
Abcg5	chr17	TRUE	TRUE
Slc13a5	chr11	TRUE	TRUE
Ttc22	chr4	FALSE	FALSE
Pdlim2	chr14	TRUE	TRUE
Fgf8	chr19	FALSE	FALSE
Qprt	chr7	TRUE	FALSE
1700012A03Rik	chr6	TRUE	TRUE
Kcnv1	chr15	TRUE	TRUE
Myod1	chr7	TRUE	FALSE
Cblc	chr7	TRUE	FALSE
Ncf4	chr15	TRUE	TRUE
Insyn2b	chr11	TRUE	TRUE
Fezf1	chr6	TRUE	FALSE
Fam181a	chr12	TRUE	TRUE
Fam241b	chr10	TRUE	TRUE
Rassf1	chr9	TRUE	FALSE
Clcf1	chr19	TRUE	FALSE
Six6	chr12	TRUE	FALSE
Calcr	chr6	TRUE	FALSE
Lbx1	chr19	FALSE	FALSE
Agtr1a	chr13	TRUE	FALSE
Gng13	chr17	TRUE	FALSE
Myoc	chr1	FALSE	TRUE
Mroh5	chr15	TRUE	FALSE
Mrgprg	chr7	TRUE	FALSE
Alox12e	chr11	TRUE	FALSE
Prss8	chr7	TRUE	TRUE
Wnt9b	chr11	TRUE	TRUE
Hopx	chr5	TRUE	TRUE
Nr2f2	chr7	TRUE	TRUE
Mafb	chr2	TRUE	FALSE
Avpr1a	chr10	TRUE	FALSE
Tmie	chr9	TRUE	FALSE
Tmem200c	chr17	FALSE	FALSE
Ovol1	chr19	FALSE	FALSE
Sod3	chr5	TRUE	TRUE
Atp4a	chr7	TRUE	FALSE
Foxd2	chr4	TRUE	FALSE
Mfng	chr15	TRUE	FALSE
Fam110c	chr12	FALSE	FALSE
Slc6a11	chr6	TRUE	TRUE
Oxct2b	chr4	TRUE	FALSE
Rhoc	chr3	FALSE	FALSE
Krt75	chr15	TRUE	FALSE
Utf1	chr7	TRUE	TRUE
Islr	chr9	TRUE	FALSE
Svil	chr18	TRUE	FALSE
Samd11	chr4	TRUE	FALSE
Sla	chr15	TRUE	TRUE
Grik3	chr4	TRUE	TRUE
Olfm4	chr14	TRUE	TRUE
Kcnf1	chr12	TRUE	TRUE
Ndnf	chr6	TRUE	TRUE
Mn1	chr5	TRUE	FALSE
Mcoln2	chr3	TRUE	FALSE
Rlim	chrX	TRUE	FALSE
Cldn3	chr5	FALSE	FALSE
Sstr5	chr17	TRUE	FALSE
Kif12	chr4	TRUE	FALSE
Rpp25	chr9	TRUE	TRUE
Foxi2	chr7	FALSE	FALSE
Scn10a	chr9	TRUE	FALSE
Ctcfl	chr2	TRUE	TRUE
Emilin2	chr17	TRUE	FALSE
Pcp4	chr16	TRUE	TRUE
BC016579	chr16	TRUE	TRUE
Atp12a	chr14	TRUE	FALSE
Gnat1	chr9	FALSE	FALSE
Slc32a1	chr2	TRUE	FALSE
Igfbp4	chr11	TRUE	FALSE
Avp	chr2	TRUE	TRUE
Epop	chr11	FALSE	FALSE
F2r	chr13	TRUE	TRUE
Gsc	chr12	TRUE	FALSE
Tcim	chr8	TRUE	FALSE
Hunk	chr16	TRUE	FALSE
Nfkb2	chr19	TRUE	TRUE
Cxcl14	chr13	TRUE	FALSE
Osr1	chr12	TRUE	TRUE
Lrp5	chr19	TRUE	FALSE
Ptch2	chr4	TRUE	FALSE
Satb2	chr1	TRUE	FALSE
Krt8	chr15	TRUE	FALSE
Bfsp1	chr2	TRUE	FALSE
Tmem200b	chr4	TRUE	FALSE
Chat	chr14	TRUE	TRUE
Gpr6	chr10	FALSE	FALSE
Tmem30b	chr12	FALSE	FALSE
Nrg1	chr8	TRUE	TRUE
Shox2	chr3	TRUE	TRUE
1700024G13Rik	chr14	TRUE	FALSE
Nr5a2	chr1	TRUE	FALSE
Tbx19	chr1	TRUE	FALSE
H2-Q2	chr17	TRUE	FALSE
Tmem215	chr4	TRUE	FALSE
Copz2	chr11	TRUE	FALSE
Sbspon	chr1	TRUE	FALSE
Trabd2b	chr4	TRUE	FALSE
Bhlhe23	chr2	TRUE	TRUE
Pi16	chr17	TRUE	TRUE
Akna	chr4	TRUE	FALSE
Tox	chr4	TRUE	FALSE
Col9a2	chr4	TRUE	FALSE
Rhebl1	chr15	TRUE	FALSE
Coch	chr12	TRUE	FALSE
Tdrd6	chr17	TRUE	FALSE
Gpr50	chrX	TRUE	FALSE
Mmp14	chr14	TRUE	FALSE
Smpd5	chr15	TRUE	TRUE
Cbx8	chr11	TRUE	FALSE
Insl3	chr8	FALSE	FALSE
Chst13	chr6	TRUE	TRUE
Tent5a	chr9	TRUE	FALSE
Penk	chr4	TRUE	FALSE
Sorcs1	chr19	TRUE	TRUE
Dipk1c	chr18	TRUE	FALSE
Cfc1	chr1	FALSE	TRUE
Rab27b	chr18	TRUE	TRUE
Tnfrsf25	chr4	TRUE	TRUE
Tmem179	chr12	TRUE	FALSE
Adra2a	chr19	TRUE	TRUE
Fgf6	chr6	TRUE	FALSE
Ppy	chr11	FALSE	TRUE
Htr5b	chr1	TRUE	FALSE
Ccdc27	chr4	TRUE	TRUE
Irx2	chr13	TRUE	TRUE
Tert	chr13	TRUE	FALSE
Dmrt2	chr19	TRUE	TRUE
Spp2	chr1	TRUE	FALSE
Bmp2	chr2	TRUE	FALSE
Chsy3	chr18	TRUE	FALSE
Orm1	chr4	TRUE	TRUE
Ctxn3	chr18	TRUE	FALSE
Kcna5	chr6	TRUE	TRUE
Chtf18	chr17	TRUE	TRUE
Stc1	chr14	TRUE	FALSE
Celsr1	chr15	TRUE	TRUE
Pdlim3	chr8	TRUE	FALSE
Otp	chr13	TRUE	FALSE
Gpr12	chr5	FALSE	FALSE
Arhgap40	chr2	TRUE	FALSE
Tal1	chr4	TRUE	FALSE
8030474K03Rik	chrX	TRUE	FALSE
Tpbgl	chr7	TRUE	FALSE
Msx2	chr13	TRUE	FALSE
Fam170b	chr14	TRUE	TRUE
Sphk1	chr11	TRUE	TRUE
Gpc4	chrX	TRUE	FALSE
Mesp2	chr7	TRUE	FALSE
Sox17	chr1	TRUE	FALSE
Hs3st3a1	chr11	TRUE	FALSE
Jph2	chr2	TRUE	FALSE
Plpp2	chr10	TRUE	FALSE
Comp	chr8	TRUE	TRUE
Sp8	chr12	TRUE	FALSE
Psapl1	chr5	TRUE	FALSE
Cyp26b1	chr6	TRUE	TRUE
Zc3h12a	chr4	TRUE	FALSE
Slc16a3	chr11	TRUE	FALSE
Prss16	chr13	TRUE	FALSE
Mmrn2	chr14	TRUE	FALSE
Psmb9	chr17	TRUE	TRUE
Foxi3	chr6	FALSE	FALSE
Fbxo39	chr11	TRUE	FALSE
Slc6a16	chr7	TRUE	FALSE
Snx33	chr9	TRUE	FALSE
Gpr20	chr15	TRUE	FALSE
Oxt	chr2	TRUE	TRUE
Plpp3	chr4	TRUE	FALSE
Sash1	chr10	TRUE	TRUE
Klf14	chr6	TRUE	FALSE
C1qc	chr4	TRUE	FALSE
Pfn3	chr13	FALSE	TRUE
Pou3f1	chr4	TRUE	FALSE
Foxl1	chr8	TRUE	FALSE
Hoxb1	chr11	TRUE	FALSE
Cyyr1	chr16	TRUE	TRUE
Cebpb	chr2	FALSE	FALSE
Slit1	chr19	TRUE	TRUE
Tes	chr6	TRUE	TRUE
Foxl2	chr9	TRUE	FALSE
Thbs4	chr13	TRUE	FALSE
Syngr2	chr11	TRUE	TRUE
Hmx3	chr7	TRUE	FALSE
