Summit_Chr	Summit_Start	Summit_End	seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr2	180225688	180226088	chr2	180222317	180229560	7244	*	9.815873952	9.683423432	9.937180437	-0.236903331	0.002781239	0.006328867
chr2	128278079	128278479	chr2	128277768	128281906	4139	*	9.816497984	9.676321432	9.944252613	-0.247927455	0.003944482	0.00864685
chr2	103566323	103566723	chr2	103564598	103568855	4258	*	9.816921533	9.847515574	9.785664627	0.05960002	0.419377592	0.505365979
chr2	134922816	134923216	chr2	134921200	134924940	3741	*	9.817250163	9.984547685	9.627976256	0.348128207	4.04E-06	1.62E-05
chr2	11503691	11504091	chr2	11499849	11504975	5127	*	9.820322179	9.919877671	9.713384107	0.199940748	0.016045456	0.030318585
chr2	84887632	84888032	chr2	84883145	84889468	6324	*	9.824246381	9.857484611	9.79022428	0.062908348	0.436699269	0.522058427
chr2	120066907	120067307	chr2	120059006	120071228	12223	*	9.837603473	9.702860354	9.960829975	-0.24577258	0.005515991	0.011700699
chr2	149830733	149831133	chr2	149827064	149833263	6200	*	9.839113125	9.880820221	9.796164325	0.084504471	0.263660978	0.343758622
chr2	102134990	102135390	chr2	102129340	102135713	6374	*	9.839223145	10.12080086	9.489025391	0.613741464	1.79E-14	2.33E-13
chr2	72743680	72744080	chr2	72743515	72747459	3945	*	9.84021984	9.997307007	9.663914448	0.327124729	0.000170245	0.000501987
chr2	24407617	24408017	chr2	24402680	24410172	7493	*	9.859492635	9.890117216	9.82820385	0.060749787	0.421223285	0.507147686
chr2	74706483	74706883	chr2	74705815	74711400	5586	*	9.863845928	9.628104799	10.0664221	-0.41590315	3.28E-05	0.000111422
chr2	82054452	82054852	chr2	82051181	82057928	6748	*	9.865001653	10.19581144	9.435038742	0.743091358	5.23E-22	1.50E-20
chr2	74714775	74715175	chr2	74711712	74716966	5255	*	9.866580872	9.69927283	10.01648697	-0.306397051	0.000174269	0.000513049
chr2	51768690	51769090	chr2	51767311	51769861	2551	*	9.86997743	9.731553355	9.99627499	-0.246854106	0.011926009	0.023334491
chr2	105722406	105722806	chr2	105715823	105724092	8270	*	9.870157837	10.32351908	9.205351531	1.104058077	4.25E-44	8.92E-42
chr2	118150059	118150459	chr2	118146349	118151081	4733	*	9.875326112	9.761244357	9.98104413	-0.207075507	0.011948647	0.023371477
chr2	3590572	3590972	chr2	3587503	3592407	4905	*	9.881141739	10.26642593	9.353905968	0.826046533	5.90E-07	2.73E-06
chr2	173258211	173258611	chr2	173253277	173262573	9297	*	9.89934033	9.861547739	9.936168133	-0.066112992	0.423924703	0.509820923
chr2	109917427	109917827	chr2	109916193	109922555	6363	*	9.903255458	10.20572933	9.52006982	0.674382819	1.10E-16	1.83E-15
chr2	180102722	180103122	chr2	180097245	180106345	9101	*	9.905413397	9.780008394	10.02078409	-0.231192973	0.002175152	0.005076131
chr2	62341356	62341756	chr2	62336502	62343085	6584	*	9.910517749	10.03570649	9.773424687	0.255023829	0.002697477	0.006155524
chr2	27699967	27700367	chr2	27695722	27703649	7928	*	9.929488112	9.813542351	10.0368048	-0.208412459	0.006870754	0.014271593
chr2	93152470	93152870	chr2	93149865	93155661	5797	*	9.930434019	10.22162114	9.56521918	0.644862725	1.79E-16	2.92E-15
chr2	124931540	124931940	chr2	124927352	124933038	5687	*	9.930643147	10.21079636	9.582649838	0.606535065	6.20E-13	6.71E-12
chr2	101462439	101462839	chr2	101462028	101465756	3729	*	9.933055559	10.32662399	9.390095875	0.924332686	5.60E-36	5.68E-34
chr2	169482050	169482450	chr2	169480437	169485298	4862	*	9.934982799	9.884804571	9.983474285	-0.092264298	0.354673812	0.439990317
chr2	147365243	147365643	chr2	147360345	147368753	8409	*	9.936867627	9.573261546	10.22703313	-0.62101791	2.30E-10	1.78E-09
chr2	150689406	150689806	chr2	150686670	150692135	5466	*	9.937009881	9.811148527	10.05276667	-0.226507339	0.01967643	0.036344702
chr2	13574751	13575151	chr2	13572654	13577542	4889	*	9.938994798	9.997899936	9.877581809	0.116077253	0.211042595	0.284662265
chr2	26202278	26202678	chr2	26197796	26205629	7834	*	9.959427289	9.785599646	10.11454491	-0.306487945	0.000497687	0.001337237
chr2	3908254	3908654	chr2	3907935	3912333	4399	*	9.962035146	10.144755	9.752771019	0.378485515	3.65E-07	1.75E-06
chr2	128366968	128367368	chr2	128363386	128367855	4470	*	9.968516382	9.975364392	9.961635711	0.017173596	0.836317587	0.874306093
chr2	57102652	57103052	chr2	57098471	57105923	7453	*	9.975203216	10.09243535	9.847595589	0.234806892	0.002962123	0.006691539
chr2	42652938	42653338	chr2	42644592	42654194	9603	*	9.975937032	10.24928394	9.638400644	0.586893937	2.74E-10	2.09E-09
chr2	44399281	44399681	chr2	44392668	44399998	7331	*	9.977005645	10.00548685	9.947950826	0.052625901	0.629777564	0.701767163
chr2	106384652	106385052	chr2	106381256	106387850	6595	*	9.983830763	10.41072005	9.374868542	1.017307925	5.75E-42	9.79E-40
chr2	124401921	124402321	chr2	124396321	124405751	9431	*	9.998613983	10.43915581	9.361249015	1.050312409	9.24E-32	6.43E-30
chr2	145972040	145972440	chr2	145970510	145974012	3503	*	10.00100809	9.925489744	10.07276927	-0.133510491	0.191744258	0.262482025
chr2	118548118	118548518	chr2	118542914	118550808	7895	*	10.00344391	10.30891609	9.61542258	0.670810541	1.42E-12	1.47E-11
chr2	102742162	102742562	chr2	102734633	102746110	11478	*	10.00423997	10.32186534	9.596345298	0.711657406	1.73E-19	3.87E-18
chr2	18044974	18045374	chr2	18035348	18047235	11888	*	10.00847978	10.22982012	9.746917005	0.475033386	7.28E-10	5.26E-09
chr2	118111928	118112328	chr2	118109617	118117213	7597	*	10.01935651	9.769542395	10.23223115	-0.441368415	1.05E-06	4.64E-06
chr2	7620007	7620407	chr2	7615417	7621215	5799	*	10.02480829	10.2533859	9.753069821	0.484652642	3.08E-08	1.75E-07
chr2	146257168	146257568	chr2	146251713	146263375	11663	*	10.02602203	10.18774489	9.843854499	0.333788757	4.33E-06	1.72E-05
chr2	173022211	173022611	chr2	173018506	173027596	9091	*	10.04655254	10.25463583	9.803315432	0.442588381	4.42E-09	2.86E-08
chr2	131545061	131545461	chr2	131540496	131547916	7421	*	10.05433988	10.12056214	9.984931054	0.136045183	0.096584314	0.145936229
chr2	22622139	22622539	chr2	22619123	22627664	8542	*	10.05495657	9.993665963	10.11374911	-0.113610355	0.211792318	0.285515308
chr2	27427674	27428074	chr2	27422357	27429344	6988	*	10.07830996	9.912981231	10.22662546	-0.297350442	0.000276798	0.000783192
chr2	48099075	48099475	chr2	48096229	48101303	5075	*	10.08955574	10.13425597	10.04342611	0.084148463	0.38409484	0.470104364
chr2	146045405	146045805	chr2	146042345	146046694	4350	*	10.1026567	10.06890311	10.1356386	-0.062481044	0.491521261	0.574647303
chr2	168763891	168764291	chr2	168762177	168769529	7353	*	10.1191042	9.872494204	10.32964936	-0.437392791	1.14E-07	5.92E-07
chr2	29251326	29251726	chr2	29244853	29254372	9520	*	10.1229571	9.964074744	10.26606482	-0.283883581	0.002398832	0.005537547
chr2	118696314	118696714	chr2	118689298	118698554	9257	*	10.13282358	10.02887881	10.22977991	-0.187942352	0.027061733	0.048117628
chr2	160909477	160909877	chr2	160902930	160912984	10055	*	10.13538257	10.37455284	9.848526468	0.51574125	2.31E-10	1.78E-09
chr2	133553368	133553768	chr2	133548737	133558058	9322	*	10.14503595	10.18829906	10.10043526	0.082950774	0.367171977	0.452889237
chr2	74066492	74066892	chr2	74061054	74068838	7785	*	10.1466646	10.32997399	9.936626532	0.38388546	4.20E-06	1.67E-05
chr2	144332288	144332688	chr2	144329206	144334289	5084	*	10.16164869	10.00999728	10.2988644	-0.272639019	0.004621986	0.009969373
chr2	106693007	106693407	chr2	106689795	106700600	10806	*	10.17317036	10.34693274	9.975576466	0.359953423	6.51E-06	2.51E-05
chr2	27759512	27759912	chr2	27753728	27765708	11981	*	10.17907874	10.03485312	10.31018754	-0.265181185	0.000144361	0.000432321
chr2	94478640	94479040	chr2	94478109	94482703	4595	*	10.20225825	10.36755347	10.01554401	0.341447335	6.65E-05	0.00021295
chr2	74653669	74654069	chr2	74647085	74655756	8672	*	10.20433818	9.777976104	10.53301859	-0.724704276	5.32E-13	5.80E-12
chr2	124611228	124611628	chr2	124607134	124616064	8931	*	10.23376755	10.49686602	9.91174335	0.574383021	3.62E-15	5.06E-14
chr2	146218723	146219123	chr2	146217246	146222655	5410	*	10.24684562	10.16523345	10.32408719	-0.148418033	0.103728979	0.155156655
chr2	146224585	146224985	chr2	146222903	146229853	6951	*	10.26113654	10.30049574	10.22067335	0.077317821	0.401962213	0.48808939
chr2	18698907	18699307	chr2	18697198	18703240	6043	*	10.27380007	10.12478115	10.40885739	-0.267319393	0.002109045	0.004935776
chr2	140671464	140671864	chr2	140662318	140673459	11142	*	10.28152914	10.5772409	9.909153872	0.645428817	4.37E-15	6.08E-14
chr2	103712140	103712540	chr2	103704166	103715005	10840	*	10.28366731	10.39527362	10.1626978	0.21624703	0.027679479	0.049067901
chr2	68470167	68470567	chr2	68468081	68477811	9731	*	10.28852339	10.59391759	9.900628146	0.674271516	2.81E-15	3.97E-14
chr2	33642142	33642542	chr2	33641097	33647024	5928	*	10.29938062	9.930338192	10.59299094	-0.634410807	1.02E-11	9.38E-11
chr2	37788617	37789017	chr2	37786724	37794013	7290	*	10.30197345	10.28056487	10.32306898	-0.039753258	0.574581211	0.652866501
chr2	109693758	109694158	chr2	109688318	109697860	9543	*	10.33380881	10.62828277	9.963398186	0.651730299	5.68E-18	1.10E-16
chr2	103609461	103609861	chr2	103606061	103610959	4899	*	10.33465225	10.32700011	10.34226402	-0.010750297	0.90595255	0.929699992
chr2	147084958	147085358	chr2	147078906	147089977	11072	*	10.35906458	10.06139929	10.60569408	-0.517597846	2.35E-08	1.36E-07
chr2	73777988	73778388	chr2	73775346	73781413	6068	*	10.36101572	10.2705827	10.44611292	-0.167592894	0.050859476	0.083543029
chr2	105329908	105330308	chr2	105326257	105333295	7039	*	10.3860106	10.6518901	10.0598043	0.577415243	7.61E-13	8.14E-12
chr2	174198526	174198926	chr2	174193049	174205365	12317	*	10.40941679	10.73337999	9.990981056	0.703790525	4.32E-10	3.21E-09
chr2	35621327	35621727	chr2	35615731	35628476	12746	*	10.41681094	10.62526912	10.17306111	0.43856678	3.67E-07	1.75E-06
chr2	147181202	147181602	chr2	147177115	147185045	7931	*	10.41796825	10.31940945	10.51022234	-0.179041363	0.066028891	0.104755646
chr2	10370811	10371211	chr2	10368717	10376956	8240	*	10.42310598	10.48187932	10.36183623	0.11584723	0.143335119	0.204942114
chr2	54085537	54085937	chr2	54079104	54087023	7920	*	10.45256058	10.62413939	10.25778639	0.355962142	2.13E-06	8.97E-06
chr2	159283942	159284342	chr2	159278067	159288756	10690	*	10.45293515	10.62437255	10.25834322	0.343108746	0.001228886	0.003035636
chr2	106194111	106194511	chr2	106189004	106198078	9075	*	10.46066849	10.71906497	10.14566945	0.558058397	3.03E-13	3.41E-12
chr2	118899913	118900313	chr2	118895588	118906588	11001	*	10.47064783	10.562183	10.37290918	0.186092177	0.013460562	0.025954593
chr2	160366901	160367301	chr2	160357742	160371858	14117	*	10.47375782	10.41695029	10.52841298	-0.103307964	0.269723311	0.350571768
chr2	70473491	70473891	chr2	70470861	70480372	9512	*	10.47512787	10.61360785	10.32193042	0.27715171	0.003297819	0.007359928
chr2	18026972	18027372	chr2	18024830	18033884	9055	*	10.47602959	10.65223194	10.27527328	0.36594377	4.59E-07	2.16E-06
chr2	38709915	38710315	chr2	38706224	38715167	8944	*	10.47927407	10.28128314	10.6533433	-0.353374301	0.000191782	0.000560144
chr2	181037933	181038333	chr2	181028997	181041323	12327	*	10.4922575	10.2003876	10.73489945	-0.51517851	4.11E-11	3.49E-10
chr2	79048076	79048476	chr2	79046099	79053646	7548	*	10.49878565	10.49860963	10.49896165	-0.000709737	0.993678137	0.995337795
chr2	29517981	29518381	chr2	29515487	29525559	10073	*	10.53013801	10.41756868	10.63455607	-0.205217674	0.01450707	0.027744931
chr2	145166884	145167284	chr2	145162602	145171468	8867	*	10.57617889	10.59895208	10.55304043	0.044861092	0.576900684	0.655035392
chr2	94241470	94241870	chr2	94236390	94249695	13306	*	10.57936258	10.79512359	10.32556123	0.457709489	2.56E-10	1.96E-09
chr2	151604354	151604754	chr2	151587993	151606449	18457	*	10.64964483	10.50751213	10.77902204	-0.258626766	0.002963575	0.006694454
chr2	38539640	38540040	chr2	38536075	38542972	6898	*	10.6814174	10.85126696	10.48886932	0.353129247	3.50E-06	1.42E-05
chr2	74748122	74748522	chr2	74745010	74755023	10014	*	10.70740858	10.37111981	10.97993797	-0.58898011	5.56E-14	6.86E-13
chr2	43989707	43990107	chr2	43985296	43995829	10534	*	10.70775037	10.983586	10.3664049	0.600236752	3.42E-16	5.38E-15
chr2	115857977	115858377	chr2	115850000	115863417	13418	*	10.77810601	10.43009936	11.05826786	-0.60311553	4.66E-10	3.44E-09
chr2	25179465	25179865	chr2	25169496	25187307	17812	*	10.81135359	10.68336404	10.92890796	-0.234731998	0.00156655	0.003778395
chr2	122298410	122298810	chr2	122293302	122300701	7400	*	10.81203854	10.67840341	10.93433782	-0.242075254	0.005217106	0.011123142
chr2	158613660	158614060	chr2	158606139	158617819	11681	*	10.82067405	10.52879461	11.06332259	-0.509772832	8.81E-08	4.65E-07
chr2	31638292	31638692	chr2	31633612	31644123	10512	*	10.86332636	10.48644959	11.16186391	-0.648011673	1.37E-12	1.42E-11
chr2	137114802	137115202	chr2	137103604	137119964	16361	*	10.90365192	10.79206296	11.00722596	-0.203703294	0.015024318	0.028612514
chr2	119325393	119325793	chr2	119320558	119329723	9166	*	10.93566718	10.85348921	11.01341538	-0.15202771	0.039859495	0.067513641
chr2	57114440	57114840	chr2	57107841	57125654	17814	*	10.9412125	11.23165344	10.57717297	0.634683464	6.63E-15	9.05E-14
chr2	116068320	116068720	chr2	116066089	116076716	10628	*	10.95182176	10.81170445	11.07952719	-0.250109105	0.013182232	0.025477275
chr2	146835972	146836372	chr2	146831198	146841196	9999	*	10.95780316	10.6424975	11.21640566	-0.554911511	5.51E-11	4.60E-10
chr2	109674268	109674668	chr2	109669887	109681557	11671	*	10.9618562	11.22330362	10.64230531	0.56906134	2.60E-16	4.16E-15
chr2	25051138	25051538	chr2	25048771	25063933	15163	*	11.00319755	10.7185613	11.24082419	-0.499419529	9.33E-08	4.91E-07
chr2	128123471	128123871	chr2	128120991	128132017	11027	*	11.04945529	10.99121155	11.1054386	-0.10633457	0.21252588	0.28633631
chr2	70564250	70564650	chr2	70557106	70569888	12783	*	11.07017045	11.06581726	11.07451053	-0.00725535	0.933612675	0.951431466
chr2	93647294	93647694	chr2	93642649	93651890	9242	*	11.16082602	11.00502115	11.30143265	-0.279253748	0.003450462	0.007668703
chr2	36105296	36105696	chr2	36092572	36107208	14637	*	11.28677923	11.09863312	11.45319532	-0.340770774	2.01E-05	7.11E-05
chr2	118703578	118703978	chr2	118698924	118712537	13614	*	11.29263968	11.14260453	11.42853106	-0.273846464	0.000738386	0.001910533
chr2	33633686	33634086	chr2	33628626	33640668	12043	*	11.3874465	11.05570653	11.65698528	-0.575171337	1.96E-09	1.33E-08
chr2	148043710	148044110	chr2	148032894	148049637	16744	*	11.39574267	11.47310348	11.31399737	0.151720623	0.108278054	0.16097773
chr2	18692486	18692886	chr2	18677713	18696850	19138	*	11.43244739	11.50137139	11.36006464	0.138410981	0.062293436	0.099569882
chr2	45113292	45113692	chr2	45104012	45120029	16018	*	11.6822221	11.56584713	11.78990636	-0.210010669	0.035020767	0.060297676
chr2	105667464	105667864	chr2	105658704	105683054	24351	*	11.80720903	12.08901455	11.45665822	0.618720409	6.64E-17	1.13E-15
chr2	61806127	61806527	chr2	61801560	61820728	19169	*	11.91141012	11.90883362	11.91398203	-0.003789176	0.964975395	0.974203977
chr2	74733184	74733584	chr2	74719689	74744657	24969	*	11.94744535	11.54321373	12.26285085	-0.696705132	1.66E-14	2.17E-13
chr2	105126644	105127044	chr2	105119462	105136546	17085	*	11.99581139	11.84608667	12.13144811	-0.268375244	0.006994572	0.01449967
chr2	74699987	74700387	chr2	74683235	74705195	21961	*	12.12952894	11.87495401	12.34584837	-0.451037703	1.04E-06	4.60E-06
chr2	73275842	73276242	chr2	73262947	73283587	20641	*	12.25845087	12.06342549	12.43022451	-0.345477202	0.000634692	0.00166524
chr2	74667098	74667498	chr2	74655958	74682595	26638	*	12.30628926	12.00531511	12.55518337	-0.522092869	4.40E-07	2.08E-06
chr2	71539875	71540275	chr2	71521970	71550873	28904	*	12.52644733	12.25220603	12.75679171	-0.482097963	3.69E-07	1.76E-06
chr2	38346072	38346472	chr2	38335154	38361707	26554	*	12.73416642	12.49041876	12.94262301	-0.423936447	0.00011219	0.000343663
chr2	9883314	9883714	chr2	9870374	9899918	29545	*	12.78920989	12.61327919	12.94599961	-0.314432746	0.001640712	0.0039375
chr3	65844538	65844938	chr3	65844608	65845033	426	*	4.026721749	3.736970146	4.26789943	-0.293356922	0.221543456	0.296881145
chr3	120934640	120935040	chr3	120934793	120935000	208	*	4.357305393	4.886034465	3.513940848	0.974117962	0.000397506	0.001089352
chr3	88377968	88378368	chr3	88377659	88378404	746	*	4.618564469	4.547774037	4.686043209	-0.097553331	0.671692793	0.738530117
chr3	82141325	82141725	chr3	82141361	82141710	350	*	4.786032992	4.819788513	4.751468714	0.061345994	0.779809481	0.828671481
chr3	76077529	76077929	chr3	76077513	76077936	424	*	4.944922134	5.524767186	3.96016646	1.197120976	1.15E-05	4.23E-05
chr3	30221751	30222151	chr3	30221560	30222676	1117	*	5.267880404	5.017432469	5.481214782	-0.317106762	0.132923234	0.1919693
chr3	102519118	102519518	chr3	102518992	102519626	635	*	5.342159713	5.175847043	5.491266414	-0.220923131	0.285985661	0.368304887
chr3	95229411	95229811	chr3	95229281	95229895	615	*	5.371413214	5.385199363	5.357494056	0.038207538	0.851545133	0.88644066
chr3	101952037	101952437	chr3	101952028	101952531	504	*	5.407798107	5.612838543	5.168711117	0.357764545	0.084461247	0.130020864
chr3	73049946	73050346	chr3	73049782	73050380	599	*	5.42910813	5.374007543	5.482181459	-0.085455697	0.662719206	0.730916403
chr3	132100201	132100601	chr3	132099843	132100778	936	*	5.686611231	6.076709839	5.150269317	0.718126777	0.000717441	0.001861724
chr3	88367282	88367682	chr3	88366873	88368356	1484	*	5.891890191	5.510281457	6.193382795	-0.543500663	0.008479829	0.017223964
chr3	127162478	127162878	chr3	127162401	127163351	951	*	5.974108985	6.177661879	5.737043322	0.367562203	0.06907125	0.108993874
chr3	87757830	87758230	chr3	87757716	87758699	984	*	6.003289761	5.784251695	6.193413944	-0.347091061	0.053637188	0.087425574
chr3	90463612	90464012	chr3	90463507	90463999	493	*	6.007938438	5.966212287	6.048491617	-0.053594264	0.769860542	0.820820471
chr3	137607367	137607767	chr3	137606924	137608297	1374	*	6.038032762	5.837113632	6.214360489	-0.323123886	0.07183055	0.11282244
chr3	154568676	154569076	chr3	154568551	154569300	750	*	6.1426085	6.348773724	5.901989837	0.332829707	0.067792172	0.107216047
chr3	140930258	140930658	chr3	140930104	140931187	1084	*	6.144661072	6.750961869	5.078684569	1.497344269	2.50E-13	2.85E-12
chr3	50687792	50688192	chr3	50687156	50688313	1158	*	6.157086608	6.392950251	5.874978635	0.431299694	0.01242182	0.02420205
chr3	52973983	52974383	chr3	52973329	52974479	1151	*	6.196141191	6.315509542	6.065998125	0.195266761	0.309624769	0.393084294
chr3	101600639	101601039	chr3	101600437	101601575	1139	*	6.224972449	6.201040378	6.248513994	-0.020646359	0.902656274	0.927448682
chr3	102610639	102611039	chr3	102610050	102611234	1185	*	6.240004264	6.001857982	6.444352862	-0.368383162	0.041967306	0.070601231
chr3	149561803	149562203	chr3	149561390	149562822	1433	*	6.245030043	6.420901973	6.044702716	0.278942561	0.108027766	0.160674395
chr3	143865708	143866108	chr3	143865466	143866341	876	*	6.276315157	6.423803505	6.112013792	0.235417406	0.197411171	0.268896368
chr3	66941916	66942316	chr3	66941244	66943347	2104	*	6.276327052	5.483116078	6.785203589	-1.153525082	1.86E-08	1.09E-07
chr3	102086423	102086823	chr3	102086321	102087571	1251	*	6.318902593	6.104786907	6.505308808	-0.344816191	0.040005012	0.067729621
chr3	10025453	10025853	chr3	10024609	10026465	1857	*	6.334306385	6.296114383	6.371513363	-0.074048374	0.664975087	0.732877037
chr3	144546702	144547102	chr3	144546437	144548644	2208	*	6.342120511	6.441473848	6.235415667	0.137565262	0.460427293	0.544809028
chr3	153165326	153165726	chr3	153164995	153166345	1351	*	6.374252752	6.184588923	6.541854737	-0.288494099	0.098363744	0.148262188
chr3	117001435	117001835	chr3	117000408	117001978	1571	*	6.422311708	6.015490829	6.739287274	-0.59255312	0.001787183	0.004252511
chr3	21731629	21732029	chr3	21731369	21732251	883	*	6.436617133	6.838881305	5.876866937	0.856998763	1.38E-06	5.99E-06
chr3	18332638	18333038	chr3	18331649	18333698	2050	*	6.457308951	6.831573411	5.950590347	0.764375684	8.14E-06	3.09E-05
chr3	154783392	154783792	chr3	154782897	154784255	1359	*	6.463000811	6.141586178	6.725692808	-0.488262016	0.005862483	0.01236029
chr3	28564700	28565100	chr3	28564064	28565646	1583	*	6.471444041	6.33096237	6.599452025	-0.218317008	0.173276937	0.240859016
chr3	53864027	53864427	chr3	53863830	53865240	1411	*	6.478826037	6.986318405	5.68902256	1.174141973	1.72E-11	1.53E-10
chr3	140975240	140975640	chr3	140974961	140976488	1528	*	6.485832872	7.084563362	5.443722551	1.468844937	2.20E-12	2.22E-11
chr3	24869232	24869632	chr3	24868650	24870508	1859	*	6.490104292	6.752849082	6.168610511	0.517775912	0.00238006	0.005499427
chr3	77903102	77903502	chr3	77902368	77904012	1645	*	6.49083386	6.968940593	5.770805418	1.093939799	5.37E-09	3.42E-08
chr3	17878442	17878842	chr3	17877894	17879344	1451	*	6.520108838	6.815875836	6.1476458	0.563630131	0.000790034	0.002031719
chr3	35474955	35475355	chr3	35473375	35476004	2630	*	6.543749728	6.210166544	6.814502209	-0.549098916	0.000986743	0.00248858
chr3	70315818	70316218	chr3	70315557	70316941	1385	*	6.544764644	7.175905681	5.396637326	1.633201444	1.70E-19	3.80E-18
chr3	123312909	123313309	chr3	123312452	123314353	1902	*	6.555788884	6.387331385	6.7066169	-0.267093718	0.09012807	0.137511602
chr3	151371741	151372141	chr3	151371352	151372702	1351	*	6.565584715	7.060838771	5.8054252	1.123491207	1.24E-10	9.94E-10
chr3	55485760	55486160	chr3	55485213	55486671	1459	*	6.566513407	6.936965127	6.066790202	0.787667129	3.07E-06	1.26E-05
chr3	103653995	103654395	chr3	103653481	103654689	1209	*	6.570217374	6.56474126	6.575672782	0.003335081	0.982566824	0.987160554
chr3	79821035	79821435	chr3	79820811	79821507	697	*	6.578260425	7.099978993	5.752885634	1.222139081	8.73E-12	8.10E-11
chr3	137422775	137423175	chr3	137422390	137423630	1241	*	6.587359017	6.947346134	6.106569899	0.743413215	5.29E-05	0.000172624
chr3	109810394	109810794	chr3	109809846	109811237	1392	*	6.60454074	6.788186112	6.394061256	0.324422936	0.037794506	0.0644433
chr3	52005696	52006096	chr3	52005260	52006210	951	*	6.605685577	7.129752847	5.774318416	1.191427776	3.13E-09	2.07E-08
chr3	27504341	27504741	chr3	27503372	27505454	2083	*	6.608087264	6.402517391	6.787985437	-0.344954411	0.027052823	0.04810592
chr3	138770602	138771002	chr3	138770191	138771400	1210	*	6.608428916	6.743418815	6.459492096	0.23629443	0.178130317	0.246578265
chr3	78070226	78070626	chr3	78069743	78070996	1254	*	6.612785354	6.940773512	6.187590836	0.666348608	0.000134759	0.000405914
chr3	18493453	18493853	chr3	18492515	18494769	2255	*	6.614575912	6.663240197	6.564212631	0.097333963	0.533470608	0.614678042
chr3	116806661	116807061	chr3	116805756	116807093	1338	*	6.61765805	6.897516923	6.270119553	0.533622169	0.001572965	0.003791185
chr3	138906543	138906943	chr3	138906186	138907299	1114	*	6.61837484	6.574686512	6.660778973	-0.084665897	0.590402848	0.666979531
chr3	58750856	58751256	chr3	58750814	58751385	572	*	6.627070163	7.15364297	5.789272098	1.242266171	9.74E-12	8.98E-11
chr3	153600030	153600430	chr3	153599790	153600952	1163	*	6.627092265	6.983285684	6.153072879	0.713860573	2.39E-05	8.35E-05
chr3	83577268	83577668	chr3	83576454	83578368	1915	*	6.627399991	6.506448156	6.738991246	-0.183608036	0.233657204	0.31053985
chr3	68435196	68435596	chr3	68435155	68436750	1596	*	6.634319816	6.901470381	6.306195378	0.526660448	0.000567503	0.001505567
chr3	151837592	151837992	chr3	151836521	151838496	1976	*	6.637624139	6.263620172	6.934359967	-0.572449967	0.000710433	0.001845707
chr3	141936364	141936764	chr3	141935811	141937293	1483	*	6.643255101	6.754389567	6.522839765	0.215387933	0.148997346	0.211798261
chr3	107876230	107876630	chr3	107874981	107877454	2474	*	6.645903264	6.530164029	6.753043016	-0.183684361	0.239324594	0.316790066
chr3	26227966	26228366	chr3	26226882	26228838	1957	*	6.647496821	6.562991986	6.727324541	-0.14758085	0.328135579	0.412848233
chr3	25131857	25132257	chr3	25131072	25132613	1542	*	6.652602434	6.920707772	6.323034365	0.532018428	0.00054215	0.001445814
chr3	151258087	151258487	chr3	151257121	151258995	1875	*	6.660834289	6.932238372	6.326259925	0.480971432	0.008450609	0.017169669
chr3	70878017	70878417	chr3	70877635	70879224	1590	*	6.663225374	7.051165251	6.130977421	0.795637125	1.85E-06	7.88E-06
chr3	60411238	60411638	chr3	60410964	60412269	1306	*	6.663318785	6.905326561	6.372366966	0.485142217	0.001845804	0.004379908
chr3	27373799	27374199	chr3	27372791	27375385	2595	*	6.665110356	6.201211956	7.01557991	-0.717998512	2.78E-05	9.59E-05
chr3	141814693	141815093	chr3	141814224	141815547	1324	*	6.669131489	7.031477063	6.184108684	0.705738453	0.000105947	0.000326085
chr3	139846437	139846837	chr3	139846113	139846943	831	*	6.669620496	6.877105872	6.42720052	0.402011963	0.010685487	0.021140569
chr3	108456878	108457278	chr3	108456319	108457819	1501	*	6.673712122	6.579407214	6.762228997	-0.129133228	0.398041201	0.484194924
chr3	26050816	26051216	chr3	26050470	26051868	1399	*	6.674043074	7.006176439	6.241834713	0.643513129	0.000315158	0.000880807
chr3	33063595	33063995	chr3	33061396	33064647	3252	*	6.677207564	6.340889048	6.949756453	-0.547332087	0.002003424	0.0047091
chr3	153804487	153804887	chr3	153804040	153805240	1201	*	6.681539624	7.168434097	5.941143707	1.069834534	1.68E-08	9.92E-08
chr3	137616740	137617140	chr3	137615558	137617600	2043	*	6.686730986	6.582889672	6.783597313	-0.145702358	0.379499626	0.465333473
chr3	129191932	129192332	chr3	129191545	129192894	1350	*	6.691158053	6.321413039	6.985212028	-0.590041283	0.000724733	0.001879202
chr3	59328703	59329103	chr3	59327699	59330493	2795	*	6.698468275	6.79930757	6.590047426	0.192964694	0.239386072	0.316841038
chr3	87746560	87746960	chr3	87745597	87747412	1816	*	6.698809866	6.436283778	6.920839093	-0.450304161	0.003645297	0.008059737
chr3	122924758	122925158	chr3	122924362	122925675	1314	*	6.705525978	7.142713846	6.075215615	0.923494826	7.75E-07	3.51E-06
chr3	56189431	56189831	chr3	56188803	56190530	1728	*	6.708644806	7.049444427	6.261595613	0.689123281	5.88E-05	0.000190151
chr3	101297868	101298268	chr3	101297653	101298393	741	*	6.714696555	6.5360326	6.873652898	-0.286593484	0.092329104	0.140347157
chr3	10442971	10443371	chr3	10442610	10444723	2114	*	6.720630045	7.081162888	6.238863011	0.766388798	3.53E-06	1.43E-05
