seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr3	37768361	37768761	401	*	5.50090273	6.020769362	4.680228559	1.14857673	1.99E-08	1.18E-06
chr3	100488516	100488916	401	*	5.501766274	5.060425043	5.839249446	-0.626269705	0.000717297	0.005938296
chr3	96442105	96442505	401	*	5.503302129	5.286789922	5.691521264	-0.30622541	0.080614844	0.204028572
chr3	20655745	20656145	401	*	5.504317784	6.000730053	4.741389436	1.055003494	3.07E-07	1.15E-05
chr3	101409980	101410380	401	*	5.505851073	5.368343609	5.631385239	-0.187582058	0.252761978	0.439857178
chr3	57735711	57736111	401	*	5.50619839	5.849265561	5.055225867	0.660386333	0.000636643	0.005407621
chr3	98015188	98015588	401	*	5.506729637	5.625493036	5.377305411	0.213665671	0.204054686	0.382329902
chr3	138859738	138860138	401	*	5.508454275	5.737875117	5.235522198	0.406907106	0.019583074	0.074196796
chr3	41318286	41318686	401	*	5.508567881	5.708700001	5.276131911	0.355731747	0.037172337	0.118148678
chr3	89613626	89614026	401	*	5.508727256	5.521214746	5.496130734	-0.028269394	0.865598505	0.925993633
chr3	101350236	101350636	401	*	5.508864392	5.514374441	5.503333218	0.002586623	0.987484313	0.993830548
chr3	96404581	96404981	401	*	5.509719003	5.130484101	5.809731151	-0.51732457	0.004451063	0.02447382
chr3	118562210	118562610	401	*	5.509791793	5.409688878	5.603397351	-0.151568216	0.362740944	0.552503172
chr3	53149773	53150173	401	*	5.511668199	5.75641618	5.216742358	0.402802731	0.020942669	0.077794762
chr3	83764326	83764726	401	*	5.513145098	5.599432374	5.421366843	0.095542661	0.566976835	0.727507072
chr3	133158667	133159067	401	*	5.514999186	5.93966191	4.910591418	0.894751325	2.24E-06	5.76E-05
chr3	76428990	76429390	401	*	5.515672625	5.758551978	5.223458794	0.381166795	0.032287632	0.1068204
chr3	93494011	93494411	401	*	5.518418147	5.37509466	5.648781127	-0.240614827	0.164670432	0.33126332
chr3	31145951	31146351	401	*	5.519175981	5.630148179	5.398951139	0.149385527	0.392539866	0.581454619
chr3	104353135	104353535	401	*	5.519451097	5.457798887	5.578576279	-0.07606763	0.63646837	0.779568307
chr3	52940525	52940925	401	*	5.520232731	6.003412857	4.788495874	0.999155482	1.20E-06	3.44E-05
chr3	107849897	107850297	401	*	5.521227624	5.476285557	5.564811871	-0.045593801	0.780964631	0.873830961
chr3	8509014	8509414	401	*	5.521673158	5.905926306	4.99637615	0.751381769	5.10E-05	0.000728891
chr3	159840629	159841029	401	*	5.52292581	5.685544014	5.339621134	0.250097202	0.141475104	0.299997587
chr3	83127501	83127901	401	*	5.524520065	5.462617008	5.58387591	-0.101508805	0.528226517	0.697582871
chr3	36520836	36521236	401	*	5.525273952	5.71299108	5.309426056	0.34320705	0.045364449	0.135943089
chr3	50911939	50912339	401	*	5.527289609	5.673276899	5.364849257	0.259496798	0.120867403	0.269499749
chr3	87809966	87810366	401	*	5.527641212	5.493651938	5.56084811	-0.038218067	0.812547987	0.894644179
chr3	58655414	58655814	401	*	5.52922168	5.670033835	5.373164373	0.219021019	0.212177739	0.392358634
chr3	9788652	9789052	401	*	5.530097166	5.396720494	5.652179964	-0.187845679	0.258435599	0.445765562
chr3	50306181	50306581	401	*	5.530432485	5.956606466	4.922935761	0.816046321	2.80E-05	0.000448332
chr3	30509709	30510109	401	*	5.530662582	5.195194797	5.802653365	-0.474874922	0.005466421	0.028647405
chr3	144114019	144114419	401	*	5.53133844	5.728443489	5.302977861	0.309733958	0.067713108	0.180764985
chr3	95250235	95250635	401	*	5.533623674	5.685222169	5.364204261	0.249598092	0.148920443	0.310687598
chr3	131237856	131238256	401	*	5.533817022	5.684036743	5.366118141	0.238771	0.192189994	0.367410943
chr3	40682741	40683141	401	*	5.533934649	5.621291746	5.440945079	0.153468295	0.367549911	0.556956042
chr3	56647224	56647624	401	*	5.534106089	6.029049482	4.774687964	1.039397389	2.85E-07	1.08E-05
chr3	31309294	31309694	401	*	5.535053903	5.56282138	5.506741482	0.070001218	0.664583213	0.798629576
chr3	137529703	137530103	401	*	5.535169246	5.563485514	5.506286058	0.009037882	0.958116758	0.978737719
chr3	157085203	157085603	401	*	5.53848864	5.824168658	5.181911357	0.508221842	0.00739597	0.036020651
chr3	38443712	38444112	401	*	5.538874797	5.94018489	4.980981362	0.806140744	2.04E-05	0.000347271
chr3	57575840	57576240	401	*	5.540920412	5.413888176	5.657666787	-0.152018153	0.352390884	0.542533389
chr3	17616460	17616860	401	*	5.540933063	5.754264553	5.290489111	0.373279082	0.034127133	0.111223368
chr3	153082044	153082444	401	*	5.541555391	5.782297546	5.252432829	0.395774508	0.020337247	0.076181782
chr3	8923375	8923775	401	*	5.542030558	5.676233052	5.394051826	0.22261632	0.193544843	0.369020146
chr3	95015261	95015661	401	*	5.542308393	5.359309633	5.704685856	-0.126777441	0.552504025	0.715683325
chr3	17848048	17848448	401	*	5.542615486	5.925027563	5.020770518	0.777227228	3.44E-05	0.000531873
chr3	122509349	122509749	401	*	5.542743511	5.545289408	5.540193114	-0.009100625	0.954864456	0.977194248
chr3	37860316	37860716	401	*	5.543262873	5.802257696	5.227373022	0.434689505	0.013102178	0.055438351
chr3	70482750	70483150	401	*	5.544749691	5.750183182	5.305127781	0.303702052	0.094017915	0.227052132
chr3	25660720	25661120	401	*	5.545163061	5.648572429	5.433765247	0.131184103	0.422366037	0.609458631
chr3	87089883	87090283	401	*	5.546274797	5.893393393	5.088250337	0.691709533	0.000216891	0.002293261
chr3	123828877	123829277	401	*	5.546711744	6.124589765	4.56775881	1.370842662	6.18E-11	1.04E-08
chr3	146684234	146684634	401	*	5.547330503	5.649408962	5.437475735	0.127520973	0.459055018	0.641358793
chr3	104389769	104390169	401	*	5.547704953	5.371324127	5.704851986	-0.24859092	0.131751169	0.286204463
chr3	22078223	22078623	401	*	5.548382499	5.890974123	5.098234169	0.648995859	0.001032997	0.007858282
chr3	103683730	103684130	401	*	5.550938635	5.680357943	5.408755123	0.201948587	0.221373583	0.403633156
chr3	8665473	8665873	401	*	5.553226457	5.721608848	5.362562315	0.285132592	0.113881412	0.259033636
chr3	104408978	104409378	401	*	5.554417935	5.344419337	5.737697269	-0.312247063	0.061351602	0.168542423
chr3	9343608	9344008	401	*	5.557330929	5.745341852	5.341094316	0.357155763	0.041578554	0.127949481
chr3	25074002	25074402	401	*	5.557647649	5.696051317	5.404543616	0.220520653	0.194273987	0.369771195
chr3	109123501	109123901	401	*	5.558336529	5.57430727	5.54218701	0.024495365	0.882984593	0.93617507
chr3	138741367	138741767	401	*	5.559510217	5.859000905	5.181109938	0.531482114	0.00238068	0.015071264
chr3	129754939	129755339	401	*	5.562096667	5.650136271	5.468333319	0.117810025	0.486812628	0.664626367
chr3	89961386	89961786	401	*	5.563089395	5.920898825	5.086192348	0.725392665	6.53E-05	0.000889353
chr3	78158517	78158917	401	*	5.563174877	5.908662738	5.107995414	0.642991145	0.000362903	0.00346802
chr3	28558458	28558858	401	*	5.563777682	5.659134224	5.461669559	0.173040243	0.296391958	0.487265543
chr3	108285181	108285581	401	*	5.566480282	5.902330851	5.127935863	0.649907497	0.000368668	0.003512969
chr3	83055190	83055590	401	*	5.567894215	5.671253484	5.456554541	0.098134422	0.643282703	0.784198568
chr3	145986478	145986878	401	*	5.569687454	5.765745449	5.342731881	0.269742891	0.124094824	0.274434749
chr3	69045027	69045427	401	*	5.570487217	5.88731598	5.163908753	0.60265145	0.000677892	0.005683167
chr3	144531229	144531629	401	*	5.57195924	5.892332338	5.159509685	0.574852044	0.001655734	0.011378959
chr3	122461141	122461541	401	*	5.573029583	5.834983521	5.252720675	0.44647073	0.009184327	0.042358894
chr3	65117037	65117437	401	*	5.578025253	6.091043348	4.774550706	1.150731054	7.72E-09	5.40E-07
chr3	18764450	18764850	401	*	5.578536529	5.893229989	5.175476713	0.586939688	0.00091122	0.007155659
chr3	41205295	41205695	401	*	5.579374897	5.576773011	5.581972099	-0.021376385	0.894397026	0.943275858
chr3	65863572	65863972	401	*	5.579892128	5.748627875	5.388774653	0.264756365	0.114353282	0.25967192
chr3	27610342	27610742	401	*	5.580940217	5.587130013	5.574723749	0.028447442	0.862034292	0.924094028
chr3	75078894	75079294	401	*	5.58204766	6.081741711	4.811232714	1.072056026	7.07E-08	3.47E-06
chr3	101110892	101111292	401	*	5.585994618	5.395540971	5.754212869	-0.245598257	0.159854781	0.325274346
chr3	36481924	36482324	401	*	5.586758765	5.853261569	5.259612387	0.450824024	0.008871462	0.041231002
chr3	133168069	133168469	401	*	5.587131333	6.047317576	4.907397866	1.003161417	8.68E-07	2.66E-05
chr3	58371931	58372331	401	*	5.587688807	6.004573379	4.999025051	0.866411109	2.46E-05	0.000403459
chr3	68426385	68426785	401	*	5.588639858	5.954584363	5.097119103	0.741135523	7.63E-05	0.001008674
chr3	139205448	139205848	401	*	5.589851439	5.840258796	5.286659086	0.421606621	0.020244751	0.075972928
chr3	37203931	37204331	401	*	5.590107527	5.66442282	5.511755254	0.135095596	0.401227851	0.589886781
chr3	123234623	123235023	401	*	5.592602142	5.716201632	5.457412881	0.202729888	0.247139155	0.433468281
chr3	98024439	98024839	401	*	5.593609507	5.699037438	5.479865505	0.165108819	0.304730537	0.495815829
chr3	50897528	50897928	401	*	5.593660013	5.733309294	5.439029986	0.235523529	0.151355013	0.314008154
chr3	97310084	97310484	401	*	5.593723303	5.590148924	5.597288848	0.016804824	0.916107058	0.95515157
chr3	136725144	136725544	401	*	5.595961286	5.633107385	5.557833426	0.076853168	0.662770962	0.797349618
chr3	59343273	59343673	401	*	5.596085266	5.924419338	5.170307521	0.604704839	0.000624949	0.005338448
chr3	97069597	97069997	401	*	5.597911397	5.874506999	5.255399456	0.501447315	0.003399979	0.019782673
chr3	120946848	120947248	401	*	5.600226874	5.887217418	5.241601778	0.53866595	0.002198452	0.01417603
chr3	146450210	146450610	401	*	5.601959961	5.78126204	5.397168385	0.305918966	0.085561617	0.212724171
chr3	27686789	27687189	401	*	5.602264596	5.634463225	5.569330909	0.066948176	0.695292939	0.818582047
chr3	137370371	137370771	401	*	5.604284622	6.296234897	4.225468163	1.863146977	5.43E-17	1.80E-13
chr3	154794924	154795324	401	*	5.604285427	5.747906241	5.444770247	0.174634867	0.331885624	0.523335589
chr3	109710934	109711334	401	*	5.605921675	5.822801341	5.350569907	0.381712991	0.022966438	0.083158763
chr3	5212018	5212418	401	*	5.606935064	5.357663028	5.819416218	-0.350314545	0.0381749	0.120306572
chr3	85299870	85300270	401	*	5.608108162	5.902894942	5.237201443	0.529034718	0.00209654	0.013686254
chr3	109526381	109526781	401	*	5.608972098	5.532136062	5.681922044	-0.100273181	0.54712846	0.71197978
chr3	53202349	53202749	401	*	5.609563277	5.697600983	5.515802083	0.173184539	0.323370765	0.514651704
chr3	84345293	84345693	401	*	5.610371306	5.630361111	5.590100629	0.037009385	0.824064495	0.901601082
chr3	103539037	103539437	401	*	5.610653898	5.518474132	5.697295973	-0.168945621	0.292922931	0.483277966
chr3	131919706	131920106	401	*	5.610887474	5.745843372	5.461992048	0.233445324	0.157569955	0.322031405
chr3	144399528	144399928	401	*	5.611174898	5.728298154	5.483696274	0.186981648	0.245912445	0.432327134
chr3	38336596	38336996	401	*	5.611754231	5.712178747	5.503812759	0.156979581	0.329517513	0.520842644
chr3	9922473	9922873	401	*	5.615175505	5.611239282	5.619101017	-0.001591743	0.992204129	0.996057816
chr3	153334496	153334896	401	*	5.616106091	5.918337091	5.233311007	0.567754158	0.001440645	0.010186432
chr3	89601819	89602219	401	*	5.619176408	5.543814263	5.690796521	-0.120389203	0.452789319	0.635826903
chr3	38467186	38467586	401	*	5.619848956	6.050859421	5.00239999	0.879026514	2.86E-06	7.06E-05
chr3	34974695	34975095	401	*	5.620893656	5.914667438	5.251592428	0.537663099	0.002007501	0.013227675
chr3	119155269	119155669	401	*	5.621460281	6.033680071	5.042116744	0.773606488	0.000106184	0.001313269
chr3	98383208	98383608	401	*	5.623224728	5.823236575	5.390951064	0.309139385	0.078217556	0.199764522
chr3	120971107	120971507	401	*	5.627373012	5.739762316	5.505482981	0.178382774	0.298772148	0.489966181
chr3	102735130	102735530	401	*	5.628506443	5.418101948	5.81209475	-0.28494739	0.078849086	0.200892345
chr3	117575641	117576041	401	*	5.629297805	5.516274831	5.734106043	-0.150496232	0.383091149	0.571929282
chr3	121105079	121105479	401	*	5.629468248	5.68908682	5.567279374	0.066666562	0.684325121	0.811357647
chr3	88254111	88254511	401	*	5.630221096	5.594401099	5.665173238	-0.044631749	0.782279189	0.874681075
chr3	138815372	138815772	401	*	5.630616742	6.060959703	5.014547408	0.90229386	2.46E-06	6.25E-05
chr3	152165150	152165550	401	*	5.630630302	5.773132883	5.472493631	0.213368841	0.191275968	0.366319775
chr3	153489195	153489595	401	*	5.631935578	5.869048205	5.348037249	0.391218515	0.021353425	0.078889637
chr3	37712582	37712982	401	*	5.63300449	5.600496511	5.664796085	-0.044764051	0.776647809	0.870856333
chr3	153481981	153482381	401	*	5.634283503	5.771257804	5.482926973	0.228204967	0.170845932	0.33980202
chr3	9251944	9252344	401	*	5.636641103	5.857172348	5.376208316	0.399839739	0.022739609	0.082509016
chr3	88225788	88226188	401	*	5.638461495	5.815725819	5.43632495	0.32747597	0.067912595	0.181122151
chr3	84479633	84480033	401	*	5.639814602	5.373784092	5.864343295	-0.375018103	0.040667305	0.125989055
chr3	41366143	41366543	401	*	5.64288564	5.902732945	5.325725034	0.444150181	0.009885672	0.044809338
chr3	9500685	9501085	401	*	5.64573058	5.879716311	5.366307416	0.43757518	0.009955767	0.045058356
chr3	87173346	87173746	401	*	5.646479236	5.998358246	5.180098925	0.697700715	0.000210132	0.00224331
chr3	28555277	28555677	401	*	5.646561409	5.847502987	5.413032246	0.306366774	0.067727932	0.180775385
chr3	84693681	84694081	401	*	5.647153394	6.020412037	5.142285299	0.701215921	0.000126782	0.001517534
chr3	122387233	122387633	401	*	5.647717523	6.124651581	4.930376104	1.019526243	1.06E-07	4.87E-06
chr3	30741270	30741670	401	*	5.649311254	5.607033462	5.690385299	-0.053981287	0.736445805	0.844692625
chr3	89528812	89529212	401	*	5.65322955	5.188671953	6.004073828	-0.694319237	8.60E-05	0.001114592
chr3	101462146	101462546	401	*	5.656877222	5.587509096	5.723062425	-0.093419003	0.571157349	0.730725731
chr3	89485094	89485494	401	*	5.657135524	5.58243814	5.728155002	-0.103279788	0.53866482	0.705631323
chr3	116222032	116222432	401	*	5.657207756	5.999967475	5.206768176	0.624596548	0.000458366	0.004164339
chr3	55489489	55489889	401	*	5.660127708	5.897062853	5.376484021	0.406664322	0.016502661	0.065582468
chr3	122104403	122104803	401	*	5.663018336	5.905964581	5.370707571	0.456846142	0.006583379	0.03295575
chr3	41196770	41197170	401	*	5.66337888	5.614126706	5.711004993	-0.021801514	0.895491483	0.943787717
chr3	68584042	68584442	401	*	5.664845686	5.609311002	5.718321638	-0.043023888	0.797834005	0.885082521
chr3	105496449	105496849	401	*	5.666427977	5.620932743	5.710532275	-0.035394272	0.831921991	0.906415516
chr3	151332679	151333079	401	*	5.667144053	5.816682279	5.500294225	0.253169851	0.137749192	0.294760641
chr3	52259067	52259467	401	*	5.667505062	5.68111184	5.653768728	0.019058781	0.904524285	0.949135128
chr3	101101899	101102299	401	*	5.669320101	5.615116888	5.721560382	-0.059860587	0.711583251	0.829119542
chr3	89643093	89643493	401	*	5.670488153	5.625712362	5.713916004	-0.046617061	0.771205886	0.867400154
chr3	105411632	105412032	401	*	5.671076529	5.875895922	5.432290212	0.335832001	0.043720719	0.132562782
chr3	61363328	61363728	401	*	5.671638938	5.936147223	5.347497198	0.44165251	0.011482597	0.050190282
chr3	25688924	25689324	401	*	5.672762182	5.982574204	5.277694725	0.563673332	0.001168452	0.00865974
chr3	136164867	136165267	401	*	5.672903295	6.20765479	4.813832178	1.21571337	4.82E-09	3.62E-07
chr3	101506261	101506661	401	*	5.676315627	5.775692453	5.569583686	0.163893959	0.333095129	0.524484381
chr3	95625106	95625506	401	*	5.676958398	5.77884459	5.567326289	0.089157667	0.674394175	0.805194785
chr3	109298841	109299241	401	*	5.677255342	5.474815343	5.854752903	-0.263597812	0.111156625	0.254903213
chr3	9947729	9948129	401	*	5.681608456	5.692995946	5.670130366	0.038016362	0.81659988	0.897029329
chr3	148934818	148935218	401	*	5.682311324	5.964135753	5.331731211	0.458377607	0.009291455	0.042765511
chr3	101097473	101097873	401	*	5.682362956	5.892344315	5.436526597	0.35693992	0.04150544	0.127827513
chr3	87803529	87803929	401	*	5.682602112	5.720075216	5.644129652	0.061772064	0.702171334	0.822913403
chr3	104777108	104777508	401	*	5.686631137	5.546234941	5.814568157	-0.197335686	0.218691978	0.400398749
chr3	145662812	145663212	401	*	5.687359537	6.164473496	4.969606365	0.961185727	1.82E-06	4.86E-05
chr3	31150163	31150563	401	*	5.687668544	5.704337929	5.670804302	0.020848872	0.894555726	0.943312349
chr3	63899675	63900075	401	*	5.690367459	5.738763449	5.640291481	0.089404971	0.592786512	0.747018872
chr3	126631658	126632058	401	*	5.690634586	6.256485635	4.746495308	1.290332561	6.63E-10	7.06E-08
chr3	19003804	19004204	401	*	5.690707758	6.074558794	5.1661658	0.77400471	1.91E-05	0.000328844
chr3	41583696	41584096	401	*	5.692424059	5.915311191	5.428696773	0.361877641	0.028270204	0.097054529
chr3	10127159	10127559	401	*	5.695277012	5.928226253	5.417332064	0.421534629	0.01292481	0.054842173
chr3	52484442	52484842	401	*	5.696264432	5.8315257	5.54699715	0.243534783	0.12700343	0.278632724
chr3	119498418	119498818	401	*	5.696459333	5.795198192	5.590462985	0.134313906	0.412894081	0.601055474
chr3	51095823	51096223	401	*	5.69650955	5.927368084	5.421538497	0.428231232	0.010590531	0.047258852
chr3	107187748	107188148	401	*	5.697927611	5.808514291	5.578155163	0.186887292	0.24008338	0.426076523
chr3	70102050	70102450	401	*	5.698405222	5.84058532	5.540665652	0.202705961	0.203869621	0.382176133
chr3	102013040	102013440	401	*	5.698427337	5.865381992	5.509592313	0.301387896	0.059912989	0.165801868
chr3	140144476	140144876	401	*	5.699350025	6.109030879	5.125041515	0.824039016	2.52E-05	0.0004099
chr3	50815913	50816313	401	*	5.701789847	5.938979523	5.417780949	0.444438381	0.007852743	0.037712316
chr3	109782302	109782702	401	*	5.701921716	5.898810664	5.473851311	0.292903853	0.086399317	0.214114982
chr3	7789797	7790197	401	*	5.703456221	5.954124448	5.399880892	0.453401555	0.006470671	0.032578857
chr3	8712850	8713250	401	*	5.703920221	6.074784189	5.203443172	0.724931591	4.90E-05	0.000705705
chr3	45377447	45377847	401	*	5.704431112	5.580052147	5.818932912	-0.16832632	0.294339058	0.484835121
chr3	96937475	96937875	401	*	5.708431252	5.963880304	5.397806929	0.415825442	0.018243889	0.070574496
chr3	101796516	101796916	401	*	5.710276017	5.955450153	5.414730473	0.433508231	0.00958861	0.043828345
chr3	9705019	9705419	401	*	5.712633623	5.468532626	5.921348419	-0.337995881	0.044287302	0.133736277
chr3	28485717	28486117	401	*	5.712721454	5.83818509	5.575298622	0.193604983	0.246711677	0.43304592
chr3	122046485	122046885	401	*	5.714405506	5.799738911	5.623705668	0.138596973	0.382080688	0.570817678
chr3	73066205	73066605	401	*	5.7179288	5.914567446	5.490194368	0.311409647	0.061875268	0.169558632
chr3	75105463	75105863	401	*	5.718183166	6.191307292	5.009522339	1.01568718	1.66E-07	6.94E-06
chr3	142567612	142568012	401	*	5.718355804	5.942743062	5.452523985	0.340330733	0.047370383	0.140141442
chr3	119508424	119508824	401	*	5.718718038	5.778251296	5.656621988	0.066703801	0.690551193	0.815823032
chr3	28551199	28551599	401	*	5.718822164	5.909101644	5.49957785	0.325711561	0.045987941	0.137299087
chr3	82308762	82309162	401	*	5.719177086	5.712923634	5.72540355	0.019215314	0.912148487	0.953039894
chr3	90388486	90388886	401	*	5.719184508	5.670371331	5.766400015	-0.112061994	0.495915572	0.671972099
chr3	142555756	142556156	401	*	5.719333168	5.676083552	5.761323881	-0.081455332	0.615169706	0.763429782
chr3	108533297	108533697	401	*	5.725930429	5.914899525	5.508424792	0.31668729	0.052590793	0.150942465
chr3	104058968	104059368	401	*	5.726794723	5.765814424	5.686690274	0.082016007	0.615706402	0.763923893
chr3	52662864	52663264	401	*	5.726837035	5.692952142	5.759944296	-0.028303531	0.858573304	0.921852439
chr3	145118347	145118747	401	*	5.726917051	6.051534437	5.30738623	0.412900221	0.065526154	0.176634611
chr3	40893930	40894330	401	*	5.729358355	6.102719252	5.224302302	0.710109729	0.000168945	0.00189648
chr3	141462423	141462823	401	*	5.730871446	6.113455021	5.208705449	0.746792292	9.62E-05	0.001220021
chr3	120732896	120733296	401	*	5.730933084	5.985766401	5.421219866	0.436915203	0.011337332	0.049732735
chr3	102174365	102174765	401	*	5.731748817	5.544064695	5.897803469	-0.270392728	0.104644361	0.244685309
chr3	9715537	9715937	401	*	5.732009437	5.849625834	5.603946339	0.20180286	0.235818078	0.42112735
chr3	148958786	148959186	401	*	5.732585807	5.792049624	5.670565303	0.062633287	0.704212807	0.824101606
chr3	104596908	104597308	401	*	5.73329672	6.079296963	5.2772243	0.665294755	0.000230714	0.002407873
chr3	87504239	87504639	401	*	5.733982051	5.722614036	5.745261189	-0.043123505	0.784913441	0.876293321
chr3	108383686	108384086	401	*	5.736694294	5.966739392	5.462877482	0.399812959	0.018366691	0.070911845
chr3	9038232	9038632	401	*	5.736957488	5.929559974	5.514621854	0.286313666	0.088987745	0.218630436
chr3	84582597	84582997	401	*	5.739561915	6.023739851	5.385325913	0.345853875	0.115777065	0.261798129
chr3	109913906	109914306	401	*	5.740043242	5.93888169	5.509351418	0.323342546	0.044483361	0.134150598
chr3	107182947	107183347	401	*	5.740142187	5.830068979	5.644235208	0.182070599	0.254451147	0.441602149
chr3	69361573	69361973	401	*	5.740218919	6.154132217	5.157502196	0.857295439	5.67E-06	0.000121891
chr3	154269646	154270046	401	*	5.740824801	5.909572825	5.549691569	0.240184501	0.154941749	0.318633476
chr3	137109762	137110162	401	*	5.742282564	6.007591978	5.416935216	0.315600083	0.149435676	0.311330598
chr3	140970293	140970693	401	*	5.742861538	6.255847017	4.939468221	1.0951311	2.44E-08	1.41E-06
chr3	121159693	121160093	401	*	5.744296891	6.276029694	4.89312814	1.20801987	4.72E-10	5.45E-08
chr3	28265147	28265547	401	*	5.744635718	5.883234203	5.591293208	0.254060184	0.121819996	0.271053384
chr3	159121778	159122178	401	*	5.745586076	5.923600742	5.5424729	0.293993377	0.080459378	0.203806604
chr3	137559540	137559940	401	*	5.746100855	5.776367257	5.71518586	0.039193541	0.805798003	0.890074826
chr3	89543501	89543901	401	*	5.746431049	5.484816277	5.96780859	-0.354102698	0.028591216	0.097829329
chr3	55540989	55541389	401	*	5.748435748	6.191080627	5.106621198	0.940381704	6.64E-07	2.18E-05
chr3	20034941	20035341	401	*	5.749283043	6.063065342	5.347720488	0.612820348	0.000389447	0.003663481
chr3	67463183	67463583	401	*	5.749683266	5.719878384	5.778884847	-0.057399993	0.713695222	0.8306255
chr3	75942141	75942541	401	*	5.751652282	6.23128618	5.028113744	1.012627022	1.90E-07	7.79E-06
chr3	56741019	56741419	401	*	5.752331236	5.958228693	5.512077458	0.312112037	0.073398023	0.191069335
chr3	20821320	20821720	401	*	5.752909102	6.140527268	5.221269747	0.790817028	9.87E-06	0.000191574
chr3	105617574	105617974	401	*	5.753183103	5.885231606	5.607819367	0.208991452	0.22316062	0.40564347
chr3	130945497	130945897	401	*	5.754378093	5.895569707	5.597854492	0.226367818	0.17114802	0.340222127
chr3	18679628	18680028	401	*	5.754841155	6.003039132	5.454885489	0.401778112	0.018804266	0.072121533
chr3	134237307	134237707	401	*	5.756714949	6.31893175	4.822876418	1.363866008	6.28E-12	1.54E-09
chr3	22022169	22022569	401	*	5.760474996	6.093785707	5.326264596	0.627952339	0.000425892	0.003935809
chr3	121092649	121093049	401	*	5.764662068	6.186746144	5.165502313	0.860245267	2.71E-06	6.76E-05
chr3	109026478	109026878	401	*	5.765554244	5.94043767	5.566508905	0.299098487	0.070460706	0.185727085
chr3	107127220	107127620	401	*	5.765893812	5.872472886	5.650808648	0.144092164	0.367752583	0.5571476
chr3	138065561	138065961	401	*	5.767851278	5.837130708	5.695076433	0.130350443	0.430870706	0.617220018
chr3	27689705	27690105	401	*	5.768567342	5.825536545	5.709255723	0.103190537	0.510005439	0.682510312
chr3	103850826	103851226	401	*	5.769454071	6.0882875	5.359559643	0.588534737	0.00062715	0.005355866
chr3	100118681	100119081	401	*	5.770213546	6.277554363	4.980782465	1.160022635	5.54E-10	6.07E-08
chr3	55600165	55600565	401	*	5.770744886	5.975937113	5.531451359	0.321087871	0.050851126	0.147474923
chr3	105052850	105053250	401	*	5.770771438	6.017465892	5.473011426	0.417219094	0.022430727	0.081809963
chr3	102591990	102592390	401	*	5.771778694	5.880142414	5.654609701	0.166558116	0.301298119	0.492351426
chr3	85041640	85042040	401	*	5.772000643	6.19126577	5.17854554	0.873365406	3.18E-06	7.67E-05
chr3	144367916	144368316	401	*	5.773051475	5.848342081	5.693614248	0.125335344	0.418802915	0.606322232
chr3	55590339	55590739	401	*	5.776726835	6.030123465	5.469135749	0.438472241	0.008064079	0.038481463
chr3	153724707	153725107	401	*	5.777121614	5.775348714	5.778892338	0.028273578	0.861993054	0.924094028
chr3	154570661	154571061	401	*	5.780418794	5.789877914	5.770897244	0.017835071	0.911827867	0.952900156
chr3	20662332	20662732	401	*	5.782090125	6.255635552	5.072473089	1.060650416	4.11E-08	2.20E-06
chr3	127895048	127895448	401	*	5.783175927	5.897230215	5.659324882	0.197011923	0.223824568	0.406641964
chr3	103518254	103518654	401	*	5.783514035	6.077581538	5.413747589	0.557668571	0.002209426	0.014223902
chr3	19630253	19630653	401	*	5.784517223	6.174844471	5.247740658	0.790284042	1.78E-05	0.000311117
chr3	50929952	50930352	401	*	5.787200904	6.14023684	5.31877835	0.651444184	0.000214743	0.002276813
chr3	25654660	25655060	401	*	5.78874248	5.925249883	5.637955933	0.213806191	0.184696584	0.358345167
chr3	8863997	8864397	401	*	5.790256965	5.907534663	5.66259534	0.187217383	0.255432264	0.442543799
chr3	95905209	95905609	401	*	5.790986694	5.925266949	5.642913395	0.208205883	0.225910144	0.409131334
chr3	9610547	9610947	401	*	5.791882254	5.978507106	5.577477919	0.320767324	0.048795518	0.143128904
chr3	31902376	31902776	401	*	5.792347514	5.805306602	5.779270965	0.016864483	0.91485407	0.954381479
chr3	129308254	129308654	401	*	5.792805515	5.770314854	5.814950937	-0.039305293	0.818024522	0.89793044
chr3	89553721	89554121	401	*	5.793095533	5.457408261	6.065230359	-0.450453436	0.007628472	0.036838473
chr3	53656707	53657107	401	*	5.794187685	5.776586443	5.811576773	-0.015536887	0.926060605	0.961031403
chr3	115713687	115714087	401	*	5.797630171	5.895522968	5.692608272	0.156210569	0.332064322	0.523470033
chr3	130181243	130181643	401	*	5.79813919	5.991201266	5.575190583	0.297720916	0.087951047	0.216775119
chr3	59059178	59059578	401	*	5.799118569	5.787146789	5.810991822	-0.022831069	0.882739541	0.936048023
chr3	9974188	9974588	401	*	5.799567909	5.880225921	5.714132041	0.12689019	0.433176418	0.619314207
chr3	41377701	41378101	401	*	5.801351844	5.855681694	5.744895674	0.098539576	0.532139452	0.700624866
chr3	14863003	14863403	401	*	5.801397217	5.926630466	5.664250772	0.206776626	0.225439825	0.408707312
chr3	154692340	154692740	401	*	5.801616194	6.106490448	5.414561292	0.593472909	0.000481513	0.00432695
chr3	58416655	58417055	401	*	5.803405418	5.942884989	5.648983475	0.253540038	0.114367208	0.25967192
chr3	84285856	84286256	401	*	5.803658144	5.985609302	5.595402083	0.308022246	0.060630599	0.167256127
