chr	start	end	mecp2_fold	mecp2_fdr	mecp2_direction	peak_class	distance_to_anchor
chr3	137241615	137243362	1.261399986	0.000686032	Gained	Other genome	121638
chr3	122474253	122475721	-0.04129615	0.876958355	Unchanged	Lost anchor	0
chr3	58750449	58753622	1.686432216	1.82e-13	Gained	Other genome	546378
chr3	95171738	95174508	-0.065420512	0.779923686	Unchanged	Other genome	1561737
chr3	89625088	89628610	-0.099868287	0.635981737	Unchanged	Other genome	51390
chr3	100075924	100078105	2.154087743	1.45e-11	Gained	Other genome	25923
chr3	137097491	137099108	2.741174204	1.6e-18	Gained	Other genome	265892
chr3	109768315	109769486	0.807242431	0.008000366	Gained	Other genome	58314
chr3	37641541	37643383	0.008861639	0.980462744	Unchanged	Other genome	1236617
chr3	70313658	70314916	2.660114802	6.69e-14	Gained	Other genome	3657
chr3	107146965	107148002	0.01142397	0.976514943	Unchanged	Other genome	1976964
chr3	27670113	27671399	0.461390109	0.091697481	Unchanged	Other genome	195112
chr3	154805583	154807157	-0.006615163	0.9864873	Unchanged	Other genome	225582
chr3	80769415	80772595	-0.044047031	0.868143771	Unchanged	Other genome	27405
chr3	20655841	20657130	1.801155662	1.62e-07	Gained	Other genome	3105840
chr3	41587056	41589136	-0.109020965	0.584138911	Unchanged	Other genome	460864
chr3	41365594	41368588	0.073721716	0.732086634	Unchanged	Other genome	615593
chr3	68381065	68382795	0.954006658	0.009099903	Gained	Other genome	1367205
chr3	83994674	83997629	-0.00845867	0.981452832	Unchanged	Other genome	219673
chr3	152979274	152980265	0.016377064	0.960210388	Unchanged	Other genome	194273
chr3	101966587	101968169	0.176741049	0.442584986	Unchanged	Other genome	111831
chr3	104386872	104388447	0.024794397	0.935627975	Unchanged	Other genome	686553
chr3	19007176	19008499	2.010529836	2.11e-11	Gained	Other genome	1457175
chr3	53421489	53422593	2.172064329	6.51e-12	Gained	Other genome	97407
chr3	85467054	85469463	1.413424418	6.62e-06	Gained	Other genome	450537
chr3	27684742	27686038	0.122046714	0.546107416	Unchanged	Other genome	209741
chr3	109855266	109857021	-0.044732361	0.865941064	Unchanged	Lost anchor	0
chr3	140942346	140945113	1.513977596	1.68e-06	Gained	Other genome	4887
chr3	85376447	85379146	0.156112665	0.418307457	Unchanged	Other genome	451446
chr3	118510240	118512143	0.608822801	0.041091983	Gained	Other genome	2620239
chr3	52263996	52265086	0.111827438	0.617360766	Unchanged	Other genome	908995
chr3	101408431	101409649	-0.181677827	0.39845213	Unchanged	Other genome	670351
chr3	139897006	139898861	1.37748665	0.000234031	Gained	Other genome	226139
chr3	85185465	85186876	0.057386936	0.807193232	Unchanged	Other genome	260464
chr3	105513516	105515283	0.095766633	0.656727924	Unchanged	Other genome	343515
chr3	101296422	101300224	-0.180144336	0.399351607	Unchanged	Other genome	726421
chr3	39254450	39256595	0.091533544	0.695971382	Unchanged	Other genome	364449
chr3	18667781	18668941	0.062063739	0.803367109	Unchanged	Other genome	1117780
chr3	9343578	9346195	-0.040139651	0.881276181	Unchanged	Other genome	53805
chr3	104362358	104363083	-0.302211419	0.216417577	Unchanged	Other genome	711917
chr3	65111310	65112539	1.928054677	8.42e-14	Gained	Other genome	327461
chr3	79628103	79629666	-0.009887506	0.977759579	Unchanged	Other genome	465334
chr3	142560642	142561971	-0.29945731	0.193521447	Unchanged	Other genome	115641
chr3	107332222	107334601	-0.013323845	0.967878978	Unchanged	Other genome	2162221
chr3	53699821	53700865	1.462570649	3.63e-05	Gained	Other genome	29135
chr3	137547447	137550824	-0.129936515	0.554236829	Unchanged	Other genome	127446
chr3	9724902	9727893	-1.24489621	0.000315929	Lost	Other genome	254901
chr3	116346937	116348740	-0.214137038	0.29517466	Unchanged	Other genome	456936
chr3	109915025	109916363	0.353141896	0.166321403	Unchanged	Other genome	13637
chr3	140102164	140104879	1.333616892	0.001139192	Gained	Other genome	20121
chr3	50902611	50904107	-0.123356268	0.588221538	Unchanged	Mixed anchor	0
chr3	105631672	105633566	-0.051942163	0.841321213	Unchanged	Other genome	461671
chr3	86848510	86850037	2.200752057	4.09e-10	Gained	Other genome	88509
chr3	149089544	149092420	0.042900616	0.870052548	Unchanged	Other genome	2089543
chr3	53701967	53703917	0.427015651	0.082775221	Unchanged	Other genome	26083
chr3	109826968	109829915	0.059019144	0.817821176	Unchanged	Other genome	20085
chr3	105532557	105534139	0.140015413	0.517640646	Unchanged	Other genome	362556
chr3	141619382	141621844	0.712984282	0.00687979	Gained	Other genome	203156
chr3	101702235	101704023	2.254145736	8.69e-16	Gained	Other genome	375977
chr3	70480164	70481936	1.387021014	6.8e-05	Gained	Gained anchor	0
chr3	101455971	101457017	-0.432668429	0.083208556	Unchanged	Other genome	622983
chr3	100099108	100102245	1.84679751	3.01e-11	Gained	Other genome	47755
chr3	137367168	137368284	0.526545752	0.063265466	Unchanged	Lost anchor	0
chr3	21671175	21672123	0.737527031	0.030480953	Gained	Other genome	4121174
chr3	85399535	85401210	2.960352167	1.1e-21	Gained	Other genome	474534
chr3	41232444	41234191	0.338843834	0.131674382	Unchanged	Other genome	482443
chr3	105593373	105594202	-0.013043639	0.96984555	Unchanged	Other genome	423372
chr3	77784798	77787337	1.648392711	2.11e-06	Gained	Other genome	102663
chr3	109982167	109984644	0.100278551	0.668995347	Unchanged	Other genome	42166
chr3	133752940	133754357	-0.458558733	0.071100087	Unchanged	Other genome	1525643
chr3	139865213	139866913	-0.078995729	0.727370882	Unchanged	Other genome	258087
chr3	68383437	68385355	0.412196061	0.114998125	Unchanged	Other genome	1364645
chr3	89631567	89635285	0.015292578	0.962397862	Unchanged	Other genome	44715
chr3	52137373	52139303	0.083390139	0.718188431	Unchanged	Matched background	782372
chr3	25204409	25205685	2.000840311	5.51e-09	Gained	Other genome	2244315
chr3	37766482	37769731	0.530291733	0.035138868	Gained	Other genome	1110269
chr3	120732870	120733589	1.241700107	2.8e-05	Gained	Other genome	816411
chr3	101937931	101939584	0.077082565	0.748935094	Unchanged	Other genome	140416
chr3	107105326	107106424	-1.524167132	7.54e-06	Lost	Other genome	1935325
chr3	143591505	143592483	-0.013886915	0.967303576	Unchanged	Gained anchor	0
chr3	50931900	50933897	0.077946132	0.718120966	Unchanged	Gained anchor	0
chr3	102775042	102776715	0.026896314	0.927343915	Unchanged	Other genome	23285
chr3	51710524	51711221	2.823092595	2.79e-22	Gained	Other genome	355523
chr3	136367921	136370734	0.010621386	0.976454315	Unchanged	Other genome	627920
chr3	103484981	103487652	0.985320056	0.000887174	Gained	Other genome	659980
chr3	119386618	119387508	-0.038026513	0.891207502	Unchanged	Other genome	2162492
chr3	105466457	105467765	-0.336379868	0.197854702	Unchanged	Other genome	296456
chr3	25675651	25678532	-0.087630148	0.701987461	Unchanged	Other genome	1771468
chr3	9779341	9781071	-0.937277224	0.002938776	Lost	Other genome	278929
chr3	109941500	109943516	1.470675906	6.3e-05	Gained	Other genome	1499
chr3	53419485	53420025	3.105736649	6.71e-23	Gained	Other genome	99975
chr3	153828289	153829790	1.95427915	1.22e-10	Gained	Other genome	323288
chr3	105542599	105543640	-0.050263213	0.847750613	Unchanged	Other genome	372598
chr3	101798402	101800586	0.413293452	0.102016024	Unchanged	Other genome	279414
chr3	105638044	105639354	0.071136568	0.780841505	Unchanged	Other genome	468043
chr3	122201843	122203035	1.899467219	7.81e-10	Gained	Other genome	1965
chr3	148249704	148251951	0.081624424	0.731568663	Unchanged	Other genome	1249703
chr3	101506149	101508702	0.083269299	0.710926396	Unchanged	Other genome	571298
chr3	140110073	140111359	0.239045363	0.318054091	Unchanged	Other genome	13641
chr3	75556180	75557736	-0.000912111	0.997988244	Unchanged	Other genome	442264
chr3	105538376	105540001	0.057707047	0.810767003	Unchanged	Other genome	368375
chr3	85567548	85571124	1.870447232	2.36e-10	Gained	Other genome	348876
chr3	52483406	52485390	0.418102896	0.112902977	Unchanged	Other genome	1034610
chr3	100921537	100923033	-0.014844363	0.963764615	Unchanged	Other genome	351536
chr3	109919565	109921318	1.723203969	8.57e-07	Gained	Other genome	8682
chr3	38325307	38326412	0.263818563	0.261618357	Unchanged	Other genome	553588
chr3	20986264	20988893	1.211876232	3.36e-06	Gained	Other genome	3436263
chr3	105623775	105626000	-0.299872942	0.200315594	Unchanged	Other genome	453774
chr3	101497288	101500554	0.05678244	0.816914379	Unchanged	Other genome	579446
chr3	26143966	26145326	0.601939126	0.067027597	Unchanged	Other genome	1304674
chr3	120897350	120899972	0.400620381	0.099100196	Unchanged	Other genome	650028
chr3	9710676	9713672	-0.806505935	0.002053344	Lost	Other genome	240675
chr3	51712006	51713601	2.283115356	2.04e-11	Gained	Other genome	357005
chr3	53331814	53334272	0.419433403	0.10356028	Unchanged	Other genome	185728
chr3	109851294	109852357	-0.004307887	0.99155381	Unchanged	Lost anchor	0
chr3	105500256	105500970	-0.10221302	0.672060215	Unchanged	Other genome	330255
chr3	107103533	107104920	-1.261215685	1.84e-05	Lost	Other genome	1933532
chr3	109965030	109967605	1.119047528	0.005581055	Gained	Other genome	25029
chr3	123970929	123972843	4.506463811	3.12e-30	Gained	Lost anchor	0
chr3	50890692	50892805	0.109438091	0.621807301	Unchanged	Other genome	7195
chr3	52940128	52942864	1.741829568	4.6e-09	Gained	Other genome	577136
chr3	151325576	151326627	1.956080257	5.66e-07	Gained	Other genome	223373
chr3	104332337	104335020	-0.035234531	0.89851474	Unchanged	Other genome	739980
chr3	18044060	18046213	1.096775672	0.001971783	Gained	Other genome	494059
chr3	51697940	51700621	1.362870153	1.14e-06	Gained	Other genome	342939
chr3	25008558	25011399	1.126251595	0.000908751	Gained	Other genome	2438601
chr3	102174033	102176295	-0.328683598	0.131734666	Unchanged	Other genome	63705
chr3	151328391	151329097	2.147355563	7.89e-07	Gained	Other genome	220903
chr3	34974271	34976116	1.464133242	3.39e-10	Gained	Gained anchor	0
chr3	9825913	9826835	-1.404208853	4.29e-05	Lost	Other genome	233165
chr3	103514909	103516289	0.131923917	0.54759971	Unchanged	Other genome	689908
chr3	104408606	104411445	-0.302371465	0.180771138	Unchanged	Other genome	663555
chr3	109729863	109731556	-0.068105331	0.779839339	Unchanged	Other genome	19862
chr3	109848734	109850519	-0.023878163	0.939046631	Unchanged	Lost anchor	0
chr3	52089993	52092480	2.053626462	3.71e-12	Gained	Other genome	734992
chr3	137146484	137148996	2.241967362	4.15e-11	Gained	Other genome	216004
chr3	105476301	105476930	-0.106364911	0.623883162	Unchanged	Other genome	306300
chr3	148940781	148942311	-0.17202583	0.43086443	Unchanged	Other genome	1940780
chr3	38330570	38332414	0.662600329	0.039442927	Gained	Other genome	547586
chr3	98025088	98026797	0.026137594	0.928792732	Unchanged	Other genome	445087
chr3	109857960	109858709	-0.644268939	0.029737483	Lost	Lost anchor	0
chr3	107149231	107150483	0.002270113	0.995581825	Unchanged	Other genome	1979230
chr3	104351746	104353613	-0.035436722	0.901112619	Unchanged	Other genome	721387
chr3	82357726	82358473	-0.062336375	0.797632684	Unchanged	Other genome	511527
chr3	70484431	70485974	0.669743312	0.042758857	Gained	Gained anchor	0
chr3	9947700	9949285	-0.162497648	0.483829802	Unchanged	Other genome	110715
chr3	52140131	52142308	-0.025736663	0.930316391	Unchanged	Matched background	785130
chr3	109734099	109735072	-0.107839178	0.643484403	Unchanged	Other genome	24098
chr3	95624695	95625413	-0.070077317	0.75521246	Unchanged	Other genome	1754587
chr3	153662675	153664132	0.4916005	0.059711556	Unchanged	Other genome	157674
chr3	122520715	122523503	-0.489925157	0.062289338	Unchanged	Other genome	20714
chr3	18904581	18908110	0.64082133	0.031479961	Gained	Other genome	1354580
chr3	85187491	85189299	0.137727512	0.48465784	Unchanged	Other genome	262490
chr3	52009092	52011851	1.56079309	4.85e-07	Gained	Other genome	654091
chr3	30739517	30741664	0.824204565	0.003224897	Gained	Other genome	29516
chr3	9610146	9611687	0.014049589	0.966344765	Unchanged	Other genome	140145
chr3	108503350	108507665	-0.969799653	0.001296746	Lost	Other genome	1192335
chr3	120889321	120890639	0.623120848	0.063843368	Unchanged	Other genome	659361
chr3	124066197	124069464	1.705150802	1.56e-09	Gained	Lost anchor	0
chr3	110145838	110147895	-0.080780285	0.740543234	Unchanged	Other genome	92105
chr3	101365629	101367004	-1.102561934	0.002044995	Lost	Other genome	712996
chr3	102011648	102015440	0.899823985	0.000621738	Gained	Other genome	64560
chr3	101107802	101110305	-0.824331149	0.002281644	Lost	Other genome	537801
chr3	105497253	105498901	-0.174933544	0.428047459	Unchanged	Other genome	327252
chr3	148137730	148141090	-0.070868217	0.758747135	Unchanged	Other genome	1137729
chr3	151334270	151335513	0.108317836	0.639605749	Unchanged	Other genome	214487
chr3	139889984	139891488	2.08141736	3.94e-09	Gained	Other genome	233512
chr3	153546596	153549586	-0.014284675	0.965847293	Unchanged	Other genome	41595
chr3	142500566	142501398	0.038154092	0.888233656	Unchanged	Other genome	55565
chr3	49176087	49179746	1.997851276	7.89e-07	Gained	Other genome	5254
chr3	101406110	101407144	-0.664188359	0.03648392	Lost	Other genome	672856
chr3	139893744	139895680	2.188645308	2.85e-10	Gained	Other genome	229320
chr3	122636837	122639806	-0.001484768	0.996734577	Unchanged	Matched background	136836
chr3	105505318	105507157	-0.082022053	0.725700192	Unchanged	Other genome	335317
chr3	89583815	89586498	-0.507653403	0.069917669	Unchanged	Other genome	63814
chr3	108412582	108416047	0.022116611	0.941870062	Unchanged	Other genome	1283953
chr3	101450473	101452810	-0.497334744	0.055765395	Unchanged	Other genome	627190
chr3	120865062	120866697	0.560521992	0.072000654	Unchanged	Other genome	683303
chr3	109969078	109970466	0.702443687	0.038803936	Gained	Other genome	29077
chr3	105511969	105512860	0.038993367	0.886118095	Unchanged	Other genome	341968
chr3	139845589	139848059	0.932923177	0.001934798	Gained	Other genome	276941
chr3	19564514	19567278	0.293404557	0.188379919	Unchanged	Other genome	2014513
chr3	9717077	9719668	-0.66116038	0.021690556	Lost	Other genome	247076
chr3	109923571	109925755	2.112698225	5.6e-09	Gained	Other genome	4245
chr3	154692160	154694546	0.191741424	0.361938679	Unchanged	Other genome	112159
chr3	27606554	27607652	-0.13516917	0.523216634	Unchanged	Other genome	131553
chr3	52397097	52398600	0.145971888	0.475613491	Unchanged	Other genome	1042096
chr3	140970035	140972655	2.171413641	9.62e-12	Gained	Other genome	10034
chr3	140949293	140951945	2.567258663	1.83e-16	Gained	Lost anchor	0
chr3	49191708	49193610	0.891343302	0.014283481	Gained	Other genome	1707
chr3	110131475	110133509	0.046470351	0.863821448	Unchanged	Other genome	106491
chr3	77895808	77897493	0.131472742	0.554720683	Unchanged	Lost anchor	0
chr3	138066325	138069699	-0.044746655	0.859640161	Unchanged	Other genome	646324
chr3	137152645	137154442	1.465041392	4.44e-05	Gained	Other genome	210558
chr3	151291335	151293889	2.063797718	7.6e-13	Gained	Other genome	256111
chr3	102935071	102936273	-0.104931927	0.636680803	Unchanged	Other genome	110070
chr3	103531939	103535555	0.219827618	0.30328515	Unchanged	Other genome	706938
chr3	107119122	107121543	-0.219608949	0.360870694	Unchanged	Other genome	1949121
chr3	123839624	123841553	3.137604077	5.69e-19	Gained	Lost anchor	0
chr3	25660520	25661696	0.045386414	0.866267687	Unchanged	Other genome	1788304
chr3	123827141	123828438	3.425057405	1.88e-19	Gained	Other genome	1562
chr3	9945875	9946783	-0.055573032	0.824882493	Unchanged	Other genome	113217
chr3	101349447	101351206	-0.382277029	0.157367673	Unchanged	Other genome	728794
chr3	40689873	40690976	0.962834082	0.004812888	Gained	Other genome	54024
chr3	21935583	21938697	0.152400131	0.419393678	Unchanged	Other genome	4385582
chr3	139950542	139952764	1.414461229	0.000184905	Gained	Other genome	172236
chr3	105471362	105472781	0.055803729	0.826691263	Unchanged	Other genome	301361
chr3	105454528	105456836	0.010554808	0.976353286	Unchanged	Other genome	284527
chr3	141933743	141936927	-0.00723505	0.985177342	Unchanged	Other genome	43742
chr3	27686507	27689140	0.061184853	0.797808694	Unchanged	Other genome	211506
chr3	102768745	102772478	0.330430962	0.201280634	Unchanged	Other genome	27522
chr3	26149464	26151533	1.150947849	0.001506812	Gained	Other genome	1298467
chr3	89522767	89525000	-0.431481828	0.089945468	Unchanged	Other genome	2766
chr3	142543625	142546127	-0.057629031	0.816358499	Unchanged	Other genome	98624
chr3	82308706	82309772	0.268499777	0.245716423	Unchanged	Other genome	560228
chr3	101962933	101964760	0.226578052	0.319040313	Unchanged	Other genome	115240
chr3	101402862	101403791	-0.251207771	0.285896141	Unchanged	Other genome	676209
chr3	101162946	101164619	-0.503389789	0.080048098	Unchanged	Matched background	592945
chr3	154662991	154666200	0.169853493	0.362323178	Unchanged	Other genome	82990
chr3	9521149	9523889	0.001354559	0.996913779	Unchanged	Other genome	51148
chr3	24312307	24313774	1.476713738	2.03e-05	Gained	Other genome	3136226
chr3	52602569	52604059	1.123077322	0.000100968	Gained	Other genome	915941
chr3	50605487	50607994	0.092846002	0.670532124	Unchanged	Other genome	215486
chr3	58808555	58810705	0.511980912	0.042966647	Gained	Other genome	489295
chr3	107108088	107109216	-0.248938	0.314134841	Unchanged	Other genome	1938087
chr3	101103331	101104109	-0.407944042	0.094115693	Unchanged	Other genome	533330
chr3	41228227	41229895	0.04787041	0.849752085	Unchanged	Other genome	478226
chr3	107177297	107179184	0.087005097	0.713895639	Unchanged	Other genome	2007296
chr3	137336108	137338953	2.24486795	1.41e-12	Gained	Other genome	26047
chr3	105520626	105523511	0.531314461	0.063998397	Unchanged	Other genome	350625
chr3	18704743	18706837	0.10153334	0.651775206	Unchanged	Other genome	1154742
chr3	119368982	119371832	0.633914802	0.036353233	Gained	Other genome	2178168
chr3	27646657	27648075	-0.070921085	0.765804658	Unchanged	Other genome	171656
chr3	140141534	140142846	0.990996562	0.010063946	Gained	Lost anchor	0
chr3	105610053	105611311	0.615187514	0.050647007	Unchanged	Other genome	440052
chr3	107163983	107164738	0.105833737	0.659402796	Unchanged	Other genome	1993982
chr3	137562114	137564561	-0.502582942	0.093563319	Unchanged	Other genome	142113
chr3	41236642	41239104	0.108200393	0.634248682	Unchanged	Other genome	486641
chr3	40692522	40694479	1.071806204	0.000426262	Gained	Other genome	50521
chr3	51823481	51826186	1.62390757	3.19e-08	Gained	Other genome	468480
chr3	89570235	89571500	-0.674307735	0.023727429	Lost	Other genome	50234
chr3	27692361	27694038	0.872619271	0.004713998	Gained	Other genome	217360
chr3	153083225	153085542	-0.188498559	0.359172597	Unchanged	Other genome	298224
chr3	109934207	109937360	2.11007631	6.88e-14	Gained	Lost anchor	0
chr3	142494859	142497376	0.014444333	0.965431225	Unchanged	Other genome	49858
chr3	20819392	20821780	3.020766206	2.25e-28	Gained	Other genome	3269391
chr3	136163875	136165857	2.398590102	3.21e-19	Gained	Other genome	423874
chr3	50896911	50898623	0.0423392	0.873277777	Unchanged	Other genome	1377
chr3	105643264	105645981	0.240938854	0.308772979	Unchanged	Other genome	473263
chr3	89564219	89567275	-0.867625948	0.00887463	Lost	Other genome	44218
chr3	137375034	137376656	3.05530314	2.4e-22	Gained	Other genome	5033
chr3	120860763	120862184	1.562870904	0.000219698	Gained	Other genome	687816
chr3	149552931	149555914	1.982300599	5.39e-08	Gained	Other genome	1994086
chr3	38455355	38458938	-0.070987027	0.743031112	Unchanged	Other genome	421062
chr3	73051842	73053596	0.584054024	0.044680178	Gained	Gained anchor	0
chr3	120471328	120473906	1.339869919	7.52e-05	Gained	Other genome	1076094
chr3	109927813	109929233	2.821661171	9.88e-16	Gained	Other genome	767
chr3	137114489	137116559	2.853377648	3.81e-20	Gained	Other genome	248441
chr3	18058739	18062585	0.71293979	0.018776686	Gained	Other genome	508738
chr3	103576528	103578655	-0.23471983	0.286222723	Unchanged	Other genome	751527
chr3	137320165	137322277	1.781920097	1.16e-07	Gained	Other genome	42723
chr3	105607184	105609283	0.456608119	0.099078733	Unchanged	Other genome	437183
chr3	144098884	144100293	-0.118082927	0.590317798	Unchanged	Other genome	74707
chr3	153823226	153826927	0.373423556	0.145793835	Unchanged	Other genome	318225
chr3	148931660	148935146	-0.469307152	0.093357473	Unchanged	Other genome	1931659
chr3	101957877	101960156	0.068642389	0.790801792	Unchanged	Other genome	119844
chr3	65300255	65302212	2.167382828	5.23e-12	Gained	Other genome	137788
chr3	139883865	139886891	1.186776958	3.86e-05	Gained	Other genome	238109
chr3	50909184	50910068	-0.181745454	0.426772999	Unchanged	Mixed anchor	0
chr3	139937517	139940678	2.256006261	1.72e-11	Gained	Other genome	184322
chr3	65302727	65304140	1.242573227	0.00047957	Gained	Other genome	135860
chr3	56185315	56186677	3.034717888	9.85e-24	Gained	Other genome	1283323
chr3	123980765	123983039	3.881803484	5.16e-31	Gained	Other genome	764
chr3	26139929	26143051	0.908292997	0.006762847	Gained	Other genome	1306949
chr3	19002166	19004731	1.068109816	0.001015438	Gained	Other genome	1452165
chr3	153657077	153660198	0.097291533	0.640318191	Unchanged	Other genome	152076
chr3	49031331	49035499	1.245428072	0.00090737	Gained	Other genome	54501
chr3	139508074	139511871	0.516420907	0.072513498	Unchanged	Other genome	613129
chr3	141598046	141601095	2.806853761	5.87e-18	Gained	Other genome	223905
chr3	52070718	52073839	1.827252245	1.54e-07	Gained	Other genome	715717
chr3	137462898	137464197	2.736234582	2.05e-13	Gained	Other genome	42897
chr3	148982556	148986386	-0.21744891	0.366568068	Unchanged	Other genome	1982555
chr3	103605755	103609665	-0.18238293	0.386896231	Unchanged	Other genome	780754
chr3	18677941	18680103	0.460240667	0.128150297	Unchanged	Other genome	1127940
chr3	18990598	18994145	1.444846791	2.13e-06	Gained	Other genome	1440597
chr3	101396306	101399022	-0.176704433	0.421283007	Unchanged	Other genome	680978
chr3	107183064	107184989	0.008488249	0.98230542	Unchanged	Other genome	2013063
chr3	119382371	119385004	0.091047263	0.702169208	Unchanged	Other genome	2164996
chr3	25654056	25655520	0.004595428	0.991289124	Unchanged	Other genome	1794480
chr3	89541049	89543850	-0.595150023	0.03537759	Lost	Other genome	21048
chr3	103621722	103624843	-0.420481091	0.106237117	Unchanged	Other genome	796721
chr3	107166598	107168574	0.045213722	0.866105195	Unchanged	Other genome	1996597
chr3	151366067	151369333	0.247810306	0.296149593	Unchanged	Other genome	180667
chr3	107157796	107159464	-0.01410168	0.96662677	Unchanged	Other genome	1987795
chr3	101098288	101100610	-0.548866413	0.056462218	Unchanged	Other genome	528287
chr3	109783211	109784859	0.031362076	0.914515978	Unchanged	Other genome	65141
chr3	17894173	17897085	0.19881015	0.403172575	Unchanged	Other genome	344172
chr3	38327021	38329864	0.846580194	0.013503129	Gained	Other genome	550136
chr3	107110298	107111840	-0.961157639	0.013238174	Lost	Other genome	1940297
chr3	109702888	109705980	0.096013798	0.690695688	Unchanged	Lost anchor	0
chr3	49185681	49188210	0.441470352	0.119201916	Unchanged	Gained anchor	0
chr3	65295924	65298977	1.959222739	2.16e-12	Gained	Other genome	141023
chr3	120882221	120885456	0.029816631	0.919854666	Unchanged	Other genome	664544
chr3	148973419	148976474	-0.100517278	0.666540658	Unchanged	Other genome	1973418
chr3	51115867	51118012	0.004090572	0.991656802	Unchanged	Mixed anchor	0
chr3	107169780	107171496	0.146265501	0.544686317	Unchanged	Other genome	1999779
chr3	17783252	17785402	1.57644986	4.07e-05	Gained	Other genome	233251
chr3	107098096	107100407	0.008550253	0.981839635	Unchanged	Other genome	1928095
chr3	50818351	50821856	2.015912678	1.03e-07	Gained	Other genome	78144
chr3	109764415	109765423	0.942958714	0.004831712	Gained	Other genome	54414
chr3	118441163	118442600	0.905896085	0.01423531	Gained	Other genome	2551162
chr3	118431205	118433145	0.011940807	0.972734247	Unchanged	Other genome	2541204
chr3	137416129	137417815	3.713938304	7.02e-24	Gained	Lost anchor	0
chr3	27617978	27621511	0.032144946	0.91127624	Unchanged	Other genome	142977
chr3	18623455	18624545	0.019756279	0.951057805	Unchanged	Other genome	1073454
chr3	18683390	18685858	0.065767709	0.789590025	Unchanged	Other genome	1133389
chr3	68417892	68420815	1.446506083	1.33e-05	Gained	Other genome	1329185
chr3	18050601	18053623	0.129246049	0.561900795	Unchanged	Other genome	500600
chr3	77898285	77900157	1.263250505	0.000637301	Gained	Lost anchor	0
chr3	121100851	121104039	0.994003984	0.006846694	Gained	Other genome	445961
chr3	101378399	101380561	-0.206436396	0.365098346	Unchanged	Other genome	699439
chr3	10009578	10011310	0.145187324	0.504031162	Unchanged	Other genome	48690
chr3	137105308	137109436	3.547997081	6.53e-27	Gained	Other genome	255564
chr3	144105634	144107921	0.024870205	0.936227487	Unchanged	Other genome	67079
chr3	17865030	17867963	0.137999212	0.549976748	Unchanged	Other genome	315029
chr3	107161019	107163095	0.009931005	0.978084723	Unchanged	Other genome	1991018
chr3	21727739	21729608	0.930572049	0.003496554	Gained	Other genome	4177738
chr3	142502884	142507148	-0.060194311	0.817893112	Unchanged	Other genome	57883
chr3	104358713	104360374	-0.115349757	0.609238605	Unchanged	Other genome	714626
chr3	110137927	110141181	0.041656127	0.88708533	Unchanged	Other genome	98819
chr3	105480115	105483391	-0.037004098	0.89465031	Unchanged	Other genome	310114
chr3	89555817	89559562	-0.090442922	0.687690873	Unchanged	Other genome	35816
chr3	56753792	56757324	0.518116079	0.059337203	Unchanged	Other genome	712676
chr3	107094243	107097213	0.035083916	0.90064554	Unchanged	Other genome	1924242
chr3	151330624	151332452	1.277517068	0.001326172	Gained	Other genome	217548
chr3	68400682	68403422	0.812765539	0.017278203	Gained	Other genome	1346578
chr3	19059649	19061862	0.335014804	0.177232096	Unchanged	Other genome	1509648
chr3	107186564	107189588	-0.030524128	0.918362233	Unchanged	Other genome	2016563
chr3	137368904	137370985	3.534282917	2.45e-21	Gained	Lost anchor	0
chr3	105486286	105490061	-0.008591102	0.981570549	Unchanged	Other genome	316285
chr3	18628635	18630028	0.249336669	0.333586357	Unchanged	Other genome	1078634
chr3	140126716	140129789	0.408540062	0.160716791	Unchanged	Lost anchor	0
chr3	144199924	144201977	0.07293353	0.765209087	Unchanged	Gained anchor	0
chr3	89547799	89550004	-0.209353113	0.352314406	Unchanged	Other genome	27798
chr3	105459042	105463199	-0.120167514	0.593946615	Unchanged	Other genome	289041
chr3	9827606	9831398	-0.953505695	0.010022594	Lost	Other genome	228602
chr3	118435968	118438165	0.06612946	0.796052895	Unchanged	Other genome	2545967
chr3	109996003	110000211	-0.072882484	0.769201992	Unchanged	Other genome	56002
chr3	18625829	18627808	0.054323029	0.838871521	Unchanged	Other genome	1075828
chr3	140146102	140149537	2.219592184	9.08e-07	Gained	Lost anchor	0
chr3	109709794	109713665	0.034975764	0.902465919	Unchanged	Lost anchor	0
chr4	138714317	138714903	1.398797303	0.000222933	Gained	Other genome	705097
chr4	126297427	126298774	-0.017039717	0.957818967	Unchanged	Other genome	51226
chr4	152525344	152526510	0.114313067	0.58598563	Unchanged	Other genome	85343
chr4	125894311	125895665	-0.091828535	0.670976317	Unchanged	Other genome	64335
chr4	153015250	153016418	-0.010836011	0.975142778	Unchanged	Other genome	153582
chr4	46608938	46610618	-0.000165038	0.999649116	Unchanged	Gained anchor	0
chr4	41712609	41713930	0.064687059	0.78573485	Unchanged	Other genome	712608
chr4	133479601	133480931	-0.141741366	0.522232712	Unchanged	Other genome	1374600
chr4	63391039	63392133	-0.059253725	0.807318244	Unchanged	Other genome	3107867
chr4	124714506	124715873	-0.054804825	0.832424567	Unchanged	Other genome	34505
chr4	83281719	83282781	-0.012650108	0.969971809	Unchanged	Matched background	292219
chr4	152468766	152469951	-0.045417179	0.859860937	Unchanged	Other genome	28765
chr4	45212468	45213928	-0.089324069	0.680434049	Unchanged	Other genome	36072
chr4	111719377	111720884	-0.005682701	0.988709522	Unchanged	Other genome	89376
chr4	128303028	128303627	-0.720400641	0.020179565	Lost	Other genome	53027
