anchor_id	chr	start	end	width	anchor_class	n_loops	n_gained_loops	n_lost_loops	mean_loop_logfc	n_mecp2_peaks	n_mecp2_gained	n_mecp2_lost
chr2:66960001-66970000	chr2	66960001	66970000	10000	Gained anchor	1	1	0	0.557035598572341	0	0	0
chr2:67220001-67230000	chr2	67220001	67230000	10000	Gained anchor	1	1	0	0.474726103678534	0	0	0
chr2:67525001-67550000	chr2	67525001	67550000	25000	Gained anchor	1	1	0	0.512504468635122	0	0	0
chr2:67530001-67540000	chr2	67530001	67540000	10000	Gained anchor	1	1	0	0.632482333743561	0	0	0
chr2:67550001-67575000	chr2	67550001	67575000	25000	Gained anchor	2	2	0	0.431866521606185	3	1	0
chr2:67560001-67570000	chr2	67560001	67570000	10000	Gained anchor	1	1	0	0.370950574450248	3	1	0
chr2:67820001-67830000	chr2	67820001	67830000	10000	Gained anchor	1	1	0	0.370950574450248	0	0	0
chr2:68000001-68025000	chr2	68000001	68025000	25000	Gained anchor	1	1	0	0.372362756037272	2	0	0
chr2:68325001-68350000	chr2	68325001	68350000	25000	Gained anchor	3	3	0	0.488161473035226	1	0	0
chr2:68340001-68350000	chr2	68340001	68350000	10000	Gained anchor	1	1	0	0.632482333743561	1	0	0
chr2:68350001-68360000	chr2	68350001	68360000	10000	Gained anchor	2	2	0	0.515880851125437	0	0	0
chr2:68560001-68565000	chr2	68560001	68565000	5000	Gained anchor	1	1	0	0.388801570487711	0	0	0
chr2:6870001-6880000	chr2	6870001	6880000	10000	Lost anchor	2	0	2	-0.373462034151865	1	2	0
chr2:68755001-68760000	chr2	68755001	68760000	5000	Gained anchor	1	1	0	0.388801570487711	0	0	0
chr2:7000001-7010000	chr2	7000001	7010000	10000	Lost anchor	1	0	1	-0.352345497635602	2	2	0
chr2:70120001-70130000	chr2	70120001	70130000	10000	Gained anchor	2	2	0	0.676474575492329	0	0	0
chr2:70220001-70230000	chr2	70220001	70230000	10000	Gained anchor	2	2	0	0.661933205572598	1	0	0
chr2:70250001-70260000	chr2	70250001	70260000	10000	Gained anchor	1	1	0	0.974527060884041	0	0	0
chr2:70270001-70280000	chr2	70270001	70280000	10000	Gained anchor	1	1	0	0.964980484322235	1	1	0
chr2:70560001-70570000	chr2	70560001	70570000	10000	Gained anchor	4	4	0	0.88180209679109	0	0	0
chr2:7080001-7090000	chr2	7080001	7090000	10000	Lost anchor	1	0	1	-0.394578570668128	1	0	0
chr2:71150001-71160000	chr2	71150001	71160000	10000	Gained anchor	1	1	0	0.328935281920303	0	0	0
chr2:71525001-71550000	chr2	71525001	71550000	25000	Lost anchor	3	0	3	-0.700812721156965	2	0	0
chr2:71540001-71550000	chr2	71540001	71550000	10000	Mixed anchor	2	1	1	-0.145128432698749	1	0	0
chr2:73250001-73275000	chr2	73250001	73275000	25000	Lost anchor	3	0	3	-0.61812666304559	1	0	0
chr2:73270001-73280000	chr2	73270001	73280000	10000	Lost anchor	1	0	1	-0.619192147317801	0	0	0
chr2:73770001-73780000	chr2	73770001	73780000	10000	Lost anchor	1	0	1	-0.678173305988614	0	0	0
chr2:73775001-73800000	chr2	73775001	73800000	25000	Lost anchor	1	0	1	-0.471136177665342	0	0	0
chr2:73920001-73930000	chr2	73920001	73930000	10000	Lost anchor	1	0	1	-0.365749360104936	0	0	0
chr2:73960001-73970000	chr2	73960001	73970000	10000	Gained anchor	1	1	0	0.398883149355024	0	0	0
chr2:73990001-74000000	chr2	73990001	74000000	10000	Lost anchor	1	0	1	-0.365749360104936	0	0	0
chr2:74060001-74070000	chr2	74060001	74070000	10000	Lost anchor	1	0	1	-0.343647578992441	2	0	0
chr2:74290001-74300000	chr2	74290001	74300000	10000	Gained anchor	1	1	0	0.322186004821027	0	0	0
chr2:74650001-74675000	chr2	74650001	74675000	25000	Lost anchor	2	0	2	-0.804132116845947	0	0	0
chr2:74660001-74670000	chr2	74660001	74670000	10000	Mixed anchor	2	1	1	-0.177993650583794	0	0	0
chr2:74670001-74680000	chr2	74670001	74680000	10000	Gained anchor	1	1	0	0.398883149355024	0	0	0
chr2:74675001-74700000	chr2	74675001	74700000	25000	Mixed anchor	4	1	3	-0.423858060564101	0	0	0
chr2:74700001-74705000	chr2	74700001	74705000	5000	Gained anchor	1	1	0	0.335889319108541	0	0	0
chr2:74700001-74725000	chr2	74700001	74725000	25000	Gained anchor	1	1	0	0.398899387220053	0	0	0
chr2:74960001-74970000	chr2	74960001	74970000	10000	Lost anchor	1	0	1	-0.343647578992441	0	0	0
chr2:74965001-74970000	chr2	74965001	74970000	5000	Gained anchor	1	1	0	0.335889319108541	0	0	0
chr2:75125001-75150000	chr2	75125001	75150000	25000	Gained anchor	2	2	0	0.403249777395059	0	0	0
chr2:75780001-75790000	chr2	75780001	75790000	10000	Lost anchor	1	0	1	-0.317199586552533	0	0	0
chr2:75960001-75970000	chr2	75960001	75970000	10000	Lost anchor	1	0	1	-0.317199586552533	0	0	0
chr2:76250001-76260000	chr2	76250001	76260000	10000	Gained anchor	1	1	0	0.383927526639678	0	0	0
chr2:76610001-76620000	chr2	76610001	76620000	10000	Gained anchor	1	1	0	0.383927526639678	0	0	0
chr2:77385001-77390000	chr2	77385001	77390000	5000	Lost anchor	1	0	1	-0.457150227524593	0	0	0
chr2:77710001-77720000	chr2	77710001	77720000	10000	Lost anchor	1	0	1	-0.384000301628962	0	0	0
chr2:77790001-77800000	chr2	77790001	77800000	10000	Lost anchor	1	0	1	-0.362992154056746	0	0	0
chr2:77795001-77800000	chr2	77795001	77800000	5000	Lost anchor	1	0	1	-0.387839985538879	0	0	0
chr2:77920001-77925000	chr2	77920001	77925000	5000	Lost anchor	1	0	1	-0.387839985538879	0	0	0
chr2:78020001-78025000	chr2	78020001	78025000	5000	Lost anchor	1	0	1	-0.457150227524593	0	0	0
chr2:78020001-78030000	chr2	78020001	78030000	10000	Lost anchor	2	0	2	-0.373496227842854	0	0	0
chr2:78950001-78975000	chr2	78950001	78975000	25000	Lost anchor	1	0	1	-0.301835761590742	3	0	0
chr2:79860001-79870000	chr2	79860001	79870000	10000	Gained anchor	1	1	0	0.37558960622533	0	0	0
chr2:80250001-80275000	chr2	80250001	80275000	25000	Lost anchor	1	0	1	-0.301835761590742	0	0	0
chr2:80260001-80270000	chr2	80260001	80270000	10000	Gained anchor	1	1	0	0.37558960622533	0	0	0
chr2:82050001-82075000	chr2	82050001	82075000	25000	Gained anchor	2	2	0	0.384896223520145	3	3	0
chr2:82060001-82070000	chr2	82060001	82070000	10000	Gained anchor	1	1	0	0.632884902502249	0	0	0
chr2:82370001-82380000	chr2	82370001	82380000	10000	Gained anchor	1	1	0	0.336899228803821	3	3	0
chr2:82375001-82400000	chr2	82375001	82400000	25000	Gained anchor	1	1	0	0.301785670575285	2	2	0
chr2:82510001-82520000	chr2	82510001	82520000	10000	Gained anchor	1	1	0	0.336899228803821	1	1	0
chr2:82550001-82575000	chr2	82550001	82575000	25000	Gained anchor	1	1	0	0.468006776465004	1	1	0
chr2:82570001-82580000	chr2	82570001	82580000	10000	Gained anchor	1	1	0	0.632884902502249	1	1	0
chr2:85100001-85125000	chr2	85100001	85125000	25000	Gained anchor	1	1	0	0.319182210359939	0	0	0
chr2:85120001-85130000	chr2	85120001	85130000	10000	Gained anchor	1	1	0	0.414579506810805	0	0	0
chr2:85240001-85250000	chr2	85240001	85250000	10000	Gained anchor	1	1	0	0.402732624089316	0	0	0
chr2:85550001-85575000	chr2	85550001	85575000	25000	Gained anchor	1	1	0	0.319182210359939	0	0	0
chr2:85560001-85570000	chr2	85560001	85570000	10000	Gained anchor	2	2	0	0.408656065450061	0	0	0
chr2:8650001-8675000	chr2	8650001	8675000	25000	Lost anchor	1	0	1	-0.377641826624151	0	0	0
chr2:8670001-8680000	chr2	8670001	8680000	10000	Lost anchor	1	0	1	-0.600557249280095	0	0	0
chr2:90720001-90730000	chr2	90720001	90730000	10000	Gained anchor	1	1	0	0.335254682841438	0	0	0
chr2:91580001-91590000	chr2	91580001	91590000	10000	Gained anchor	1	1	0	0.335254682841438	0	0	0
chr2:93475001-93480000	chr2	93475001	93480000	5000	Mixed anchor	2	1	1	-0.0367227178606205	1	0	0
chr2:93655001-93660000	chr2	93655001	93660000	5000	Gained anchor	1	1	0	0.336057418060216	0	0	0
chr2:93820001-93825000	chr2	93820001	93825000	5000	Lost anchor	1	0	1	-0.409502853781457	0	0	0
chr2:99230001-99240000	chr2	99230001	99240000	10000	Lost anchor	1	0	1	-0.544695921609274	0	0	0
chr3:100025001-100050000	chr3	100025001	100050000	25000	Gained anchor	1	1	0	0.359325691115533	1	1	0
chr3:100150001-100175000	chr3	100150001	100175000	25000	Gained anchor	1	1	0	0.307159934040337	1	0	0
chr3:100180001-100190000	chr3	100180001	100190000	10000	Gained anchor	1	1	0	0.315518337969505	0	0	0
chr3:100560001-100570000	chr3	100560001	100570000	10000	Gained anchor	1	1	0	0.315518337969505	0	0	0
chr3:10060001-10065000	chr3	10060001	10065000	5000	Gained anchor	1	1	0	0.473181721583905	0	0	0
chr3:102080001-102090000	chr3	102080001	102090000	10000	Gained anchor	2	2	0	0.33758321241967	0	0	0
chr3:102240001-102250000	chr3	102240001	102250000	10000	Gained anchor	1	1	0	0.374309370590565	0	0	0
chr3:102250001-102260000	chr3	102250001	102260000	10000	Gained anchor	1	1	0	0.350407795401794	0	0	0
chr3:102250001-102275000	chr3	102250001	102275000	25000	Gained anchor	2	2	0	0.368965636702547	0	0	0
chr3:102300001-102325000	chr3	102300001	102325000	25000	Gained anchor	2	2	0	0.432253129038281	0	0	0
chr3:102310001-102320000	chr3	102310001	102320000	10000	Gained anchor	1	1	0	0.575567926878824	0	0	0
chr3:102325001-102350000	chr3	102325001	102350000	25000	Gained anchor	1	1	0	0.480686458808701	0	0	0
chr3:102675001-102700000	chr3	102675001	102700000	25000	Gained anchor	3	3	0	0.43469811991755	2	0	0
chr3:102690001-102700000	chr3	102690001	102700000	10000	Gained anchor	3	3	0	0.408944258843131	0	0	0
chr3:102800001-102825000	chr3	102800001	102825000	25000	Gained anchor	2	2	0	0.389514815268853	0	0	0
chr3:10305001-10310000	chr3	10305001	10310000	5000	Gained anchor	1	1	0	0.473181721583905	0	0	0
chr3:105075001-105080000	chr3	105075001	105080000	5000	Gained anchor	1	1	0	0.327844082915205	0	0	0
chr3:105165001-105170000	chr3	105165001	105170000	5000	Gained anchor	1	1	0	0.327844082915205	1	0	0
chr3:109700001-109710000	chr3	109700001	109710000	10000	Lost anchor	1	0	1	-0.38044555859274	2	0	0
chr3:109850001-109860000	chr3	109850001	109860000	10000	Lost anchor	1	0	1	-0.38044555859274	4	0	1
chr3:109930001-109940000	chr3	109930001	109940000	10000	Lost anchor	1	0	1	-0.385547666231708	3	2	0
chr3:110240001-110250000	chr3	110240001	110250000	10000	Lost anchor	1	0	1	-0.385547666231708	1	0	0
chr3:115710001-115720000	chr3	115710001	115720000	10000	Gained anchor	1	1	0	0.332503613037648	0	0	0
chr3:115880001-115890000	chr3	115880001	115890000	10000	Gained anchor	1	1	0	0.332503613037648	0	0	0
chr3:121550001-121555000	chr3	121550001	121555000	5000	Gained anchor	1	1	0	0.315753731324956	0	0	0
chr3:121630001-121640000	chr3	121630001	121640000	10000	Gained anchor	1	1	0	0.302454538650806	0	0	0
chr3:121720001-121730000	chr3	121720001	121730000	10000	Gained anchor	1	1	0	0.302454538650806	1	0	0
chr3:121735001-121740000	chr3	121735001	121740000	5000	Gained anchor	1	1	0	0.315753731324956	0	0	0
chr3:121875001-121900000	chr3	121875001	121900000	25000	Lost anchor	2	0	2	-0.33057264574939	0	0	0
chr3:122205001-122210000	chr3	122205001	122210000	5000	Lost anchor	1	0	1	-0.313264685170645	2	1	0
chr3:122245001-122250000	chr3	122245001	122250000	5000	Lost anchor	1	0	1	-0.313264685170645	0	0	0
chr3:122450001-122475000	chr3	122450001	122475000	25000	Lost anchor	1	0	1	-0.331550253935277	5	0	0
chr3:122475001-122500000	chr3	122475001	122500000	25000	Lost anchor	1	0	1	-0.329595037563504	6	0	0
chr3:123350001-123375000	chr3	123350001	123375000	25000	Lost anchor	1	0	1	-0.401953709663697	0	0	0
chr3:123375001-123400000	chr3	123375001	123400000	25000	Lost anchor	1	0	1	-0.443787454653537	0	0	0
chr3:123500001-123525000	chr3	123500001	123525000	25000	Lost anchor	1	0	1	-0.308141879095119	1	0	0
chr3:123510001-123520000	chr3	123510001	123520000	10000	Lost anchor	1	0	1	-0.383455730055957	0	0	0
chr3:123690001-123695000	chr3	123690001	123695000	5000	Lost anchor	1	0	1	-0.363489173848245	1	1	0
chr3:123690001-123700000	chr3	123690001	123700000	10000	Lost anchor	2	0	2	-0.392773969154359	1	1	0
chr3:123830001-123840000	chr3	123830001	123840000	10000	Lost anchor	1	0	1	-0.43863070613811	1	1	0
chr3:123970001-123975000	chr3	123970001	123975000	5000	Lost anchor	1	0	1	-0.353380232961542	2	2	0
chr3:123970001-123980000	chr3	123970001	123980000	10000	Lost anchor	3	0	3	-0.375014889563649	3	3	0
chr3:124065001-124070000	chr3	124065001	124070000	5000	Lost anchor	1	0	1	-0.363489173848245	1	1	0
chr3:124070001-124075000	chr3	124070001	124075000	5000	Lost anchor	1	0	1	-0.353380232961542	0	0	0
chr3:124270001-124280000	chr3	124270001	124280000	10000	Lost anchor	2	0	2	-0.360712617021217	1	1	0
chr3:124290001-124300000	chr3	124290001	124300000	10000	Lost anchor	1	0	1	-0.304400587088923	0	0	0
chr3:124575001-124600000	chr3	124575001	124600000	25000	Lost anchor	3	0	3	-0.384627681137451	0	0	0
chr3:124580001-124590000	chr3	124580001	124590000	10000	Lost anchor	2	0	2	-0.315577057333489	0	0	0
chr3:127620001-127625000	chr3	127620001	127625000	5000	Gained anchor	1	1	0	0.788418215597205	0	0	0
chr3:127625001-127650000	chr3	127625001	127650000	25000	Lost anchor	1	0	1	-0.521756485722905	1	0	0
chr3:127630001-127640000	chr3	127630001	127640000	10000	Lost anchor	1	0	1	-0.816190877929475	1	0	0
chr3:127760001-127765000	chr3	127760001	127765000	5000	Gained anchor	1	1	0	0.788418215597205	0	0	0
chr3:128325001-128350000	chr3	128325001	128350000	25000	Gained anchor	1	1	0	0.327275619728163	0	0	0
chr3:129200001-129225000	chr3	129200001	129225000	25000	Mixed anchor	4	1	3	-0.411379163066827	1	0	0
chr3:129210001-129220000	chr3	129210001	129220000	10000	Lost anchor	1	0	1	-0.816190877929475	1	0	0
chr3:129915001-129920000	chr3	129915001	129920000	5000	Gained anchor	1	1	0	0.304125715760291	0	0	0
chr3:130075001-130080000	chr3	130075001	130080000	5000	Gained anchor	1	1	0	0.304125715760291	0	0	0
chr3:130075001-130100000	chr3	130075001	130100000	25000	Gained anchor	1	1	0	0.303116277652629	0	0	0
chr3:130090001-130100000	chr3	130090001	130100000	10000	Gained anchor	1	1	0	0.394936088953143	0	0	0
chr3:130180001-130190000	chr3	130180001	130190000	10000	Gained anchor	1	1	0	0.487935102629416	1	0	0
chr3:130550001-130575000	chr3	130550001	130575000	25000	Gained anchor	1	1	0	0.303116277652629	0	0	0
chr3:130570001-130580000	chr3	130570001	130580000	10000	Gained anchor	1	1	0	0.394936088953143	0	0	0
chr3:130690001-130700000	chr3	130690001	130700000	10000	Gained anchor	1	1	0	0.487935102629416	0	0	0
chr3:135280001-135285000	chr3	135280001	135285000	5000	Gained anchor	1	1	0	0.498104160699776	0	0	0
chr3:135280001-135290000	chr3	135280001	135290000	10000	Lost anchor	1	0	1	-0.365934975382885	0	0	0
chr3:135400001-135405000	chr3	135400001	135405000	5000	Gained anchor	1	1	0	0.333059520341928	0	0	0
chr3:135580001-135585000	chr3	135580001	135585000	5000	Gained anchor	2	2	0	0.415581840520852	0	0	0
chr3:135730001-135740000	chr3	135730001	135740000	10000	Lost anchor	1	0	1	-0.365934975382885	0	0	0
chr3:137365001-137370000	chr3	137365001	137370000	5000	Lost anchor	1	0	1	-0.338006937339985	4	3	0
chr3:137415001-137420000	chr3	137415001	137420000	5000	Lost anchor	1	0	1	-0.338006937339985	3	2	0
chr3:140125001-140150000	chr3	140125001	140150000	25000	Lost anchor	1	0	1	-0.328433697244293	6	3	0
chr3:140680001-140690000	chr3	140680001	140690000	10000	Lost anchor	1	0	1	-0.348392231907732	0	0	0
chr3:140950001-140960000	chr3	140950001	140960000	10000	Lost anchor	1	0	1	-0.348392231907732	1	1	0
chr3:141825001-141850000	chr3	141825001	141850000	25000	Lost anchor	1	0	1	-0.328433697244293	0	0	0
chr3:141885001-141890000	chr3	141885001	141890000	5000	Gained anchor	1	1	0	0.516662106422916	0	0	0
chr3:142275001-142280000	chr3	142275001	142280000	5000	Gained anchor	1	1	0	0.516662106422916	0	0	0
chr3:142290001-142295000	chr3	142290001	142295000	5000	Gained anchor	1	1	0	0.369729589777425	0	0	0
chr3:142440001-142445000	chr3	142440001	142445000	5000	Gained anchor	1	1	0	0.369729589777425	0	0	0
chr3:143500001-143525000	chr3	143500001	143525000	25000	Gained anchor	1	1	0	0.323667488006746	0	0	0
chr3:143575001-143600000	chr3	143575001	143600000	25000	Gained anchor	2	2	0	0.3334632585167	6	0	0
chr3:143590001-143600000	chr3	143590001	143600000	10000	Gained anchor	1	1	0	0.38891856911948	5	0	0
chr3:144175001-144200000	chr3	144175001	144200000	25000	Gained anchor	1	1	0	0.325404620644959	4	0	0
chr3:144200001-144210000	chr3	144200001	144210000	10000	Gained anchor	1	1	0	0.38891856911948	1	0	0
chr3:144200001-144225000	chr3	144200001	144225000	25000	Gained anchor	2	2	0	0.332594692197594	2	0	0
chr3:145350001-145375000	chr3	145350001	145375000	25000	Gained anchor	1	1	0	0.353621848617269	0	0	0
chr3:145400001-145425000	chr3	145400001	145425000	25000	Gained anchor	1	1	0	0.327821966141035	0	0	0
chr3:145900001-145925000	chr3	145900001	145925000	25000	Gained anchor	2	2	0	0.340721907379152	1	0	0
chr3:146050001-146060000	chr3	146050001	146060000	10000	Gained anchor	1	1	0	0.394293574312413	0	0	0
chr3:146170001-146180000	chr3	146170001	146180000	10000	Gained anchor	1	1	0	0.394293574312413	0	0	0
chr3:146180001-146190000	chr3	146180001	146190000	10000	Gained anchor	1	1	0	0.577329775988804	0	0	0
chr3:146320001-146330000	chr3	146320001	146330000	10000	Gained anchor	1	1	0	0.577329775988804	0	0	0
chr3:146975001-147000000	chr3	146975001	147000000	25000	Lost anchor	1	0	1	-0.360601189016308	0	0	0
chr3:151550001-151575000	chr3	151550001	151575000	25000	Lost anchor	1	0	1	-0.360601189016308	2	0	0
chr3:152780001-152785000	chr3	152780001	152785000	5000	Gained anchor	1	1	0	0.373948360079201	1	0	0
chr3:153500001-153505000	chr3	153500001	153505000	5000	Gained anchor	1	1	0	0.373948360079201	1	0	0
chr3:154270001-154280000	chr3	154270001	154280000	10000	Gained anchor	1	1	0	0.339496368835114	1	0	0
chr3:154325001-154350000	chr3	154325001	154350000	25000	Lost anchor	2	0	2	-0.710430954623823	0	0	0
chr3:154570001-154580000	chr3	154570001	154580000	10000	Gained anchor	1	1	0	0.339496368835114	1	0	0
chr3:158200001-158210000	chr3	158200001	158210000	10000	Gained anchor	1	1	0	0.945935162378319	0	0	0
chr3:158200001-158225000	chr3	158200001	158225000	25000	Gained anchor	1	1	0	0.690076852648601	0	0	0
chr3:158210001-158220000	chr3	158210001	158220000	10000	Gained anchor	1	1	0	0.795107076685068	0	0	0
chr3:159280001-159290000	chr3	159280001	159290000	10000	Gained anchor	1	1	0	0.795107076685068	0	0	0
chr3:159525001-159550000	chr3	159525001	159550000	25000	Gained anchor	1	1	0	0.690076852648601	0	0	0
chr3:159540001-159550000	chr3	159540001	159550000	10000	Gained anchor	1	1	0	0.945935162378319	0	0	0
chr3:16175001-16200000	chr3	16175001	16200000	25000	Gained anchor	1	1	0	0.368806849728919	1	0	0
chr3:17000001-17010000	chr3	17000001	17010000	10000	Lost anchor	1	0	1	-0.323180158669748	0	0	0
chr3:17540001-17550000	chr3	17540001	17550000	10000	Lost anchor	1	0	1	-0.323180158669748	0	0	0
chr3:27450001-27475000	chr3	27450001	27475000	25000	Lost anchor	1	0	1	-0.332815612265273	3	0	0
chr3:28800001-28825000	chr3	28800001	28825000	25000	Gained anchor	1	1	0	0.368806849728919	0	0	0
chr3:28950001-28975000	chr3	28950001	28975000	25000	Lost anchor	1	0	1	-0.332815612265273	0	0	0
chr3:29800001-29825000	chr3	29800001	29825000	25000	Gained anchor	2	2	0	0.410722687595513	0	0	0
chr3:30000001-30025000	chr3	30000001	30025000	25000	Gained anchor	1	1	0	0.388602748635328	2	1	0
chr3:30500001-30525000	chr3	30500001	30525000	25000	Mixed anchor	5	2	3	-0.231136516993798	0	0	0
chr3:30550001-30575000	chr3	30550001	30575000	25000	Gained anchor	1	1	0	0.443372488853975	0	0	0
chr3:30590001-30600000	chr3	30590001	30600000	10000	Lost anchor	1	0	1	-0.313470685100513	0	0	0
chr3:30700001-30710000	chr3	30700001	30710000	10000	Lost anchor	1	0	1	-0.389975002972438	0	0	0
chr3:30970001-30980000	chr3	30970001	30980000	10000	Lost anchor	2	0	2	-0.351722844036475	0	0	0
chr3:34230001-34240000	chr3	34230001	34240000	10000	Gained anchor	1	1	0	0.33892609768209	1	0	0
chr3:34325001-34350000	chr3	34325001	34350000	25000	Gained anchor	1	1	0	0.400966214765527	0	0	0
chr3:34625001-34650000	chr3	34625001	34650000	25000	Gained anchor	1	1	0	0.420579686208617	1	0	0
chr3:34630001-34640000	chr3	34630001	34640000	10000	Gained anchor	1	1	0	0.33892609768209	0	0	0
chr3:34640001-34650000	chr3	34640001	34650000	10000	Gained anchor	1	1	0	0.479534301969259	1	0	0
chr3:34970001-34980000	chr3	34970001	34980000	10000	Gained anchor	1	1	0	0.443213393345684	2	1	0
chr3:35060001-35070000	chr3	35060001	35070000	10000	Gained anchor	1	1	0	0.443213393345684	3	3	0
chr3:35100001-35110000	chr3	35100001	35110000	10000	Gained anchor	2	2	0	0.455634365274159	1	0	0
chr3:35100001-35125000	chr3	35100001	35125000	25000	Gained anchor	1	1	0	0.420579686208617	1	0	0
chr3:35475001-35500000	chr3	35475001	35500000	25000	Gained anchor	1	1	0	0.400966214765527	1	0	0
chr3:35480001-35490000	chr3	35480001	35490000	10000	Gained anchor	1	1	0	0.431734428579059	0	0	0
chr3:38880001-38890000	chr3	38880001	38890000	10000	Gained anchor	1	1	0	0.362153836388011	1	0	0
chr3:39990001-40000000	chr3	39990001	40000000	10000	Gained anchor	1	1	0	0.362153836388011	0	0	0
chr3:40520001-40525000	chr3	40520001	40525000	5000	Gained anchor	1	1	0	0.409705443027529	0	0	0
chr3:40745001-40750000	chr3	40745001	40750000	5000	Gained anchor	1	1	0	0.409705443027529	1	0	0
chr3:42050001-42075000	chr3	42050001	42075000	25000	Lost anchor	1	0	1	-0.392097207979889	0	0	0
chr3:42070001-42080000	chr3	42070001	42080000	10000	Lost anchor	1	0	1	-0.737957048030215	0	0	0
chr3:45550001-45560000	chr3	45550001	45560000	10000	Lost anchor	2	0	2	-0.435699750502793	0	0	0
chr3:48840001-48850000	chr3	48840001	48850000	10000	Lost anchor	1	0	1	-0.365869361197878	0	0	0
chr3:49090001-49100000	chr3	49090001	49100000	10000	Gained anchor	1	1	0	0.453993843162919	1	0	0
chr3:49185001-49190000	chr3	49185001	49190000	5000	Gained anchor	1	1	0	0.648903030552877	2	1	0
chr3:49760001-49765000	chr3	49760001	49765000	5000	Gained anchor	1	1	0	0.648903030552877	1	0	0
chr3:50070001-50080000	chr3	50070001	50080000	10000	Gained anchor	1	1	0	0.453993843162919	0	0	0
chr3:50300001-50325000	chr3	50300001	50325000	25000	Gained anchor	2	2	0	0.382102324866323	0	0	0
chr3:50380001-50390000	chr3	50380001	50390000	10000	Gained anchor	1	1	0	0.350417839996033	2	0	0
chr3:50900001-50910000	chr3	50900001	50910000	10000	Mixed anchor	3	1	2	-0.281938176817547	4	0	0
chr3:50925001-50950000	chr3	50925001	50950000	25000	Gained anchor	1	1	0	0.372805442739447	1	0	0
chr3:51100001-51125000	chr3	51100001	51125000	25000	Mixed anchor	3	2	1	0.114534388031881	2	0	0
chr3:51120001-51130000	chr3	51120001	51130000	10000	Gained anchor	2	2	0	0.374045248690657	1	0	0
chr3:51125001-51150000	chr3	51125001	51150000	25000	Gained anchor	1	1	0	0.401309720396561	0	0	0
chr3:51230001-51235000	chr3	51230001	51235000	5000	Lost anchor	1	0	1	-0.602496135152088	0	0	0
chr3:51350001-51355000	chr3	51350001	51355000	5000	Lost anchor	1	0	1	-0.602496135152088	0	0	0
chr3:5210001-5220000	chr3	5210001	5220000	10000	Lost anchor	1	0	1	-0.357039485976958	0	0	0
chr3:5230001-5240000	chr3	5230001	5240000	10000	Lost anchor	1	0	1	-0.303885988433917	0	0	0
chr3:53520001-53530000	chr3	53520001	53530000	10000	Gained anchor	1	1	0	0.385348657303643	1	0	0
chr3:53590001-53600000	chr3	53590001	53600000	10000	Gained anchor	1	1	0	0.366856275202782	0	0	0
chr3:53730001-53740000	chr3	53730001	53740000	10000	Gained anchor	2	2	0	0.376102466253213	0	0	0
chr3:5560001-5570000	chr3	5560001	5570000	10000	Lost anchor	1	0	1	-0.303885988433917	0	0	0
chr3:5570001-5580000	chr3	5570001	5580000	10000	Lost anchor	1	0	1	-0.357039485976958	1	0	0
chr3:57470001-57480000	chr3	57470001	57480000	10000	Gained anchor	1	1	0	0.398613572823253	0	0	0
chr3:57620001-57630000	chr3	57620001	57630000	10000	Gained anchor	1	1	0	0.398613572823253	0	0	0
chr3:59300001-59325000	chr3	59300001	59325000	25000	Gained anchor	1	1	0	0.42162206814778	0	0	0
chr3:59320001-59330000	chr3	59320001	59330000	10000	Gained anchor	2	2	0	0.510094467701274	0	0	0
chr3:59870001-59875000	chr3	59870001	59875000	5000	Gained anchor	1	1	0	0.473140107307477	0	0	0
chr3:60050001-60060000	chr3	60050001	60060000	10000	Gained anchor	1	1	0	0.56601532766971	0	0	0
chr3:60100001-60125000	chr3	60100001	60125000	25000	Gained anchor	1	1	0	0.42162206814778	0	0	0
chr3:60110001-60115000	chr3	60110001	60115000	5000	Gained anchor	1	1	0	0.473140107307477	0	0	0
chr3:60110001-60120000	chr3	60110001	60120000	10000	Gained anchor	1	1	0	0.454173607732839	0	0	0
chr3:64030001-64040000	chr3	64030001	64040000	10000	Gained anchor	1	1	0	0.314263340866184	0	0	0
chr3:64220001-64230000	chr3	64220001	64230000	10000	Gained anchor	1	1	0	0.314263340866184	0	0	0
chr3:65440001-65445000	chr3	65440001	65445000	5000	Lost anchor	1	0	1	-0.390014970314244	0	0	0
chr3:65525001-65530000	chr3	65525001	65530000	5000	Lost anchor	1	0	1	-0.390014970314244	1	0	0
chr3:66400001-66425000	chr3	66400001	66425000	25000	Gained anchor	1	1	0	0.327336194479616	0	0	0
chr3:66950001-66975000	chr3	66950001	66975000	25000	Lost anchor	3	0	3	-0.712079452799808	0	0	0
chr3:66975001-67000000	chr3	66975001	67000000	25000	Mixed anchor	4	1	3	-0.377613798964665	0	0	0
chr3:69750001-69775000	chr3	69750001	69775000	25000	Gained anchor	2	2	0	0.535199645172801	0	0	0
chr3:70030001-70040000	chr3	70030001	70040000	10000	Gained anchor	1	1	0	0.548689812954411	0	0	0
chr3:70100001-70110000	chr3	70100001	70110000	10000	Gained anchor	1	1	0	0.346196440703157	1	0	0
chr3:70105001-70110000	chr3	70105001	70110000	5000	Gained anchor	1	1	0	0.521455115885063	0	0	0
chr3:70305001-70310000	chr3	70305001	70310000	5000	Gained anchor	1	1	0	0.521455115885063	0	0	0
chr3:70400001-70410000	chr3	70400001	70410000	10000	Gained anchor	1	1	0	0.346196440703157	0	0	0
