method	method_key	anchor_id	loop_id	anchor_chr	anchor_start	anchor_end	anchor_type	loop_class	loop_logFC	gene_name
GREAT domain	great	loop_21531_A2	loop_21531	chr6	43290000	43300000	Active_Enhancer	Lost	-0.47304109213119	Arhgef5
GREAT domain	great	loop_21531_A2	loop_21531	chr6	43290000	43300000	Active_Enhancer	Lost	-0.47304109213119	Nobox
GREAT domain	great	loop_21577_A2	loop_21577	chr7	144770000	144780000	CTCF_Site	Gained	0.361943771729382	Ano1
GREAT domain	great	loop_21577_A2	loop_21577	chr7	144770000	144780000	CTCF_Site	Gained	0.361943771729382	Fgf3
GREAT domain	great	loop_21586_A2	loop_21586	chr7	73850000	73860000	CTCF_Site	Gained	0.631166264637834	Mir7234
GREAT domain	great	loop_21589_A2	loop_21589	chr7	70330000	70340000	Repressed_Promoter	Gained	0.518988134266449	Gm29683
GREAT domain	great	loop_21633_A2	loop_21633	chr10	52070000	52080000	CTCF_Site	Gained	0.369139686489351	Vgll2
GREAT domain	great	loop_21646_A2	loop_21646	chr10	105570000	105580000	Active_Promoter	Gained	0.503813035789609	Gm15663
GREAT domain	great	loop_21646_A2	loop_21646	chr10	105570000	105580000	Active_Promoter	Gained	0.503813035789609	Tmtc2
GREAT domain	great	loop_21647_A2	loop_21647	chr10	76200000	76210000	CTCF_Site	Gained	0.328274886622751	Slc5a4a
GREAT domain	great	loop_21647_A2	loop_21647	chr10	76200000	76210000	CTCF_Site	Gained	0.328274886622751	Mir678
GREAT domain	great	loop_21678_A2	loop_21678	chr8	74930000	74940000	CTCF_Site	Gained	0.578910866400767	Isx
GREAT domain	great	loop_21678_A2	loop_21678	chr8	74930000	74940000	CTCF_Site	Gained	0.578910866400767	Hmgxb4
GREAT domain	great	loop_21679_A2	loop_21679	chr8	105210000	105220000	CTCF_Site	Gained	0.357571102231438	Cbfb
GREAT domain	great	loop_21679_A2	loop_21679	chr8	105210000	105220000	CTCF_Site	Gained	0.357571102231438	Phaf1
GREAT domain	great	loop_21684_A2	loop_21684	chr8	74930000	74940000	CTCF_Site	Gained	0.444918288879274	Isx
GREAT domain	great	loop_21684_A2	loop_21684	chr8	74930000	74940000	CTCF_Site	Gained	0.444918288879274	Hmgxb4
GREAT domain	great	loop_21688_A2	loop_21688	chr8	17530000	17540000	Bivalent_Promoter	Gained	0.39499789284158	Csmd1
GREAT domain	great	loop_21707_A2	loop_21707	chr14	40890000	40900000	Other	Gained	0.747760355531914	Sh2d4b
GREAT domain	great	loop_21707_A2	loop_21707	chr14	40890000	40900000	Other	Gained	0.747760355531914	Tspan14
GREAT domain	great	loop_21738_A2	loop_21738	chr9	85320000	85330000	Repressed_Promoter	Gained	0.556334569566978	Tent5a
GREAT domain	great	loop_21741_A2	loop_21741	chr9	76650000	76660000	Other	Gained	0.647929463688215	Fam83b
GREAT domain	great	loop_21745_A2	loop_21745	chr9	8670000	8680000	CTCF_Site	Gained	0.357097176884845	Gm32014
GREAT domain	great	loop_21785_A2	loop_21785	chr11	57460000	57470000	Polycomb	Gained	0.335294772757552	Fam114a2
GREAT domain	great	loop_21787_A2	loop_21787	chr11	12540000	12550000	CTCF_Site	Gained	0.57968924723187	Cobl
GREAT domain	great	loop_21799_A2	loop_21799	chr11	43340000	43350000	Poised_Enhancer	Lost	-0.391496277649314	Mir146
GREAT domain	great	loop_21865_A2	loop_21865	chr12	109390000	109400000	Polycomb	Gained	0.314529345563528	Dlk1
GREAT domain	great	loop_21872_A2	loop_21872	chr12	5.2e+07	52010000	CTCF_Site	Gained	0.349524895210557	Heatr5a
GREAT domain	great	loop_21872_A2	loop_21872	chr12	5.2e+07	52010000	CTCF_Site	Gained	0.349524895210557	Dtd2
GREAT domain	great	loop_21876_A2	loop_21876	chr12	118850000	118860000	Polycomb	Gained	0.331353584954758	Sp8
GREAT domain	great	loop_22008_A2	loop_22008	chr1	21960000	21970000	Repressed_Promoter	Gained	0.474841123394245	Kcnq5
GREAT domain	great	loop_17430_A2	loop_17430	chr1	126925000	126950000	Polycomb	Gained	0.33722737870917	Nckap5
GREAT domain	great	loop_22015_A2	loop_22015	chr1	84690000	84700000	CTCF_Site	Gained	0.363029407854033	Mir5126
GREAT domain	great	loop_22015_A2	loop_22015	chr1	84690000	84700000	CTCF_Site	Gained	0.363029407854033	Dner
GREAT domain	great	loop_22018_A2	loop_22018	chr1	62700000	62710000	Bivalent_Promoter	Gained	0.521015948509435	Nrp2
GREAT domain	great	loop_22019_A2	loop_22019	chr1	125370000	125380000	Poised_Enhancer	Gained	0.5123842617653	Actr3
GREAT domain	great	loop_22020_A2	loop_22020	chr1	13130000	13140000	CTCF_Site	Gained	0.501793134754135	Prdm14
GREAT domain	great	loop_22041_A2	loop_22041	chr18	9210000	9220000	Repressed_Promoter	Gained	0.442897309278676	Fzd8
GREAT domain	great	loop_22041_A2	loop_22041	chr18	9210000	9220000	Repressed_Promoter	Gained	0.442897309278676	Gjd4
GREAT domain	great	loop_22087_A2	loop_22087	chr2	66790000	66800000	Other	Gained	0.54658776924253	Scn7a
GREAT domain	great	loop_22095_A2	loop_22095	chr2	148040000	148050000	Repressed_Promoter	Gained	0.870803979400638	Foxa2
GREAT domain	great	loop_22107_A2	loop_22107	chr2	126520000	126530000	CTCF_Site	Gained	0.310867408848607	Atp8b4
GREAT domain	great	loop_22107_A2	loop_22107	chr2	126520000	126530000	CTCF_Site	Gained	0.310867408848607	Slc27a2
GREAT domain	great	loop_17642_A2	loop_17642	chr2	57900000	57925000	Active_Enhancer	Lost	-0.313142931646653	Galnt5
GREAT domain	great	loop_22122_A2	loop_22122	chrX	38430000	38440000	Poised_Enhancer	Gained	0.381495234957304	Lamp2
GREAT domain	great	loop_22124_A2	loop_22124	chrX	103180000	103190000	Active_Promoter	Gained	0.319571300829558	Nap1l2
GREAT domain	great	loop_22128_A2	loop_22128	chrX	107430000	107440000	CTCF_Site	Gained	0.534541755229278	Itm2a
GREAT domain	great	loop_22132_A2	loop_22132	chr3	121720000	121730000	Bivalent_Promoter	Gained	0.302454538650806	F3
GREAT domain	great	loop_22132_A2	loop_22132	chr3	121720000	121730000	Bivalent_Promoter	Gained	0.302454538650806	Abcd3
GREAT domain	great	loop_22147_A2	loop_22147	chr3	82980000	82990000	Poised_Enhancer	Gained	0.477199324564444	Lrat
GREAT domain	great	loop_22147_A2	loop_22147	chr3	82980000	82990000	Poised_Enhancer	Gained	0.477199324564444	Fgg
GREAT domain	great	loop_22157_A2	loop_22157	chr3	73040000	73050000	Poised_Enhancer	Gained	0.560276907298576	Sis
GREAT domain	great	loop_22157_A2	loop_22157	chr3	73040000	73050000	Poised_Enhancer	Gained	0.560276907298576	Slitrk3
GREAT domain	great	loop_22159_A2	loop_22159	chr3	102690000	102700000	Polycomb	Gained	0.575567926878824	Tspan2
GREAT domain	great	loop_22160_A2	loop_22160	chr3	53730000	53740000	CTCF_Site	Gained	0.385348657303643	Frem2
GREAT domain	great	loop_22162_A2	loop_22162	chr3	51120000	51130000	Poised_Enhancer	Gained	0.350417839996033	Noct
GREAT domain	great	loop_22165_A2	loop_22165	chr3	130570000	130580000	Polycomb	Gained	0.394936088953143	Etnppl
GREAT domain	great	loop_22179_A2	loop_22179	chr4	45760000	45770000	Repressed_Promoter	Gained	0.537664223035783	Gm829
GREAT domain	great	loop_22179_A2	loop_22179	chr4	45760000	45770000	Repressed_Promoter	Gained	0.537664223035783	Gm12409
GREAT domain	great	loop_22179_A2	loop_22179	chr4	45760000	45770000	Repressed_Promoter	Gained	0.537664223035783	Aldh1b1
GREAT domain	great	loop_22184_A2	loop_22184	chr4	47230000	47240000	Polycomb	Gained	0.362269008173896	Col15a1
GREAT domain	great	loop_22191_A2	loop_22191	chr4	56680000	56690000	Poised_Enhancer	Gained	0.383963195585484	Actl7b
GREAT domain	great	loop_22195_A2	loop_22195	chr4	111620000	111630000	Polycomb	Gained	0.454816637823643	Spata6
GREAT domain	great	loop_22234_A2	loop_22234	chr5	37950000	37960000	Other	Gained	0.417626662905158	Gm20052
GREAT domain	great	loop_22234_A2	loop_22234	chr5	37950000	37960000	Other	Gained	0.417626662905158	Stx18
GREAT domain	great	loop_22235_A2	loop_22235	chr5	37100000	37110000	Poised_Enhancer	Gained	0.345650430499202	Gm1043
GREAT domain	great	loop_22246_A2	loop_22246	chr5	3510000	3520000	CTCF_Site	Gained	0.970849948973045	Fam133b
GREAT domain	great	loop_18249_A2	loop_18249	chr7	7.4e+07	74025000	Repressed_Promoter	Gained	0.445920189932227	St8sia2
GREAT domain	great	loop_18261_A2	loop_18261	chr7	74100000	74125000	Polycomb	Gained	0.354885692970242	St8sia2
GREAT domain	great	loop_22332_A2	loop_22332	chr7	72350000	72360000	CTCF_Site	Gained	0.342291172656499	Mctp2
GREAT domain	great	loop_22360_A2	loop_22360	chr10	71210000	71220000	Poised_Enhancer	Gained	0.316009017324046	C730027H18Rik
GREAT domain	great	loop_22360_A2	loop_22360	chr10	71210000	71220000	Poised_Enhancer	Gained	0.316009017324046	Tfam
GREAT domain	great	loop_22367_A2	loop_22367	chr10	92650000	92660000	Polycomb	Gained	0.44612136643836	Nedd1
GREAT domain	great	loop_8601_A2	loop_8601	chr14	32950000	32975000	Polycomb	Gained	0.420666461818113	Vstm4
GREAT domain	great	loop_8601_A2	loop_8601	chr14	32950000	32975000	Polycomb	Gained	0.420666461818113	Lrrc18
GREAT domain	great	loop_16739_A2	loop_16739	chr14	72975000	7.3e+07	Poised_Enhancer	Gained	0.351205845091249	Cysltr2
GREAT domain	great	loop_22406_A2	loop_22406	chr9	42940000	42950000	Repressed_Promoter	Gained	0.509596931876784	Grik4
GREAT domain	great	loop_22409_A2	loop_22409	chr9	67630000	67640000	Poised_Enhancer	Gained	0.428139390406945	Tln2
GREAT domain	great	loop_22409_A2	loop_22409	chr9	67630000	67640000	Poised_Enhancer	Gained	0.428139390406945	Mir7241
GREAT domain	great	loop_22446_A2	loop_22446	chr13	92330000	92340000	CTCF_Site	Gained	0.402576379946228	Dhfr
GREAT domain	great	loop_22453_A2	loop_22453	chr12	75370000	75380000	Poised_Enhancer	Gained	0.413734673578489	Rhoj
GREAT domain	great	loop_22453_A2	loop_22453	chr12	75370000	75380000	Poised_Enhancer	Gained	0.413734673578489	Gphb5
GREAT domain	great	loop_12056_A2	loop_12056	chr1	13525000	13550000	CTCF_Site	Gained	0.463475043746382	Tram1
GREAT domain	great	loop_22514_A2	loop_22514	chr18	63290000	63300000	CTCF_Site	Gained	0.414831476676895	Piezo2
GREAT domain	great	loop_22541_A2	loop_22541	chr2	28420000	28430000	CTCF_Site	Gained	0.339194358291557	Ppp1r26
GREAT domain	great	loop_19139_A2	loop_19139	chr3	83750000	83775000	Repressed_Promoter	Gained	0.406798218860207	Sfrp2
GREAT domain	great	loop_19139_A2	loop_19139	chr3	83750000	83775000	Repressed_Promoter	Gained	0.406798218860207	Tlr2
GREAT domain	great	loop_22577_A2	loop_22577	chr4	45530000	45540000	Repressed_Promoter	Gained	0.449622585552163	Shb
GREAT domain	great	loop_22577_A2	loop_22577	chr4	45530000	45540000	Repressed_Promoter	Gained	0.449622585552163	Gm12408
GREAT domain	great	loop_22593_A2	loop_22593	chr5	3540000	3550000	Active_Promoter	Gained	0.777244313999697	Fam133b
GREAT domain	great	loop_22593_A2	loop_22593	chr5	3540000	3550000	Active_Promoter	Gained	0.777244313999697	1700109H08Rik
GREAT domain	great	loop_22597_A2	loop_22597	chr5	36220000	36230000	Polycomb	Gained	0.378529408719613	Psapl1
GREAT domain	great	loop_22597_A2	loop_22597	chr5	36220000	36230000	Polycomb	Gained	0.378529408719613	Mir7689
GREAT domain	great	loop_22614_A2	loop_22614	chr7	144410000	144420000	Polycomb	Gained	0.520404602241342	Cttn
GREAT domain	great	loop_22616_A2	loop_22616	chr7	96890000	96900000	Polycomb	Gained	0.359374308262088	Gm15413
GREAT domain	great	loop_22616_A2	loop_22616	chr7	96890000	96900000	Polycomb	Gained	0.359374308262088	Nars2
GREAT domain	great	loop_22623_A2	loop_22623	chr7	101620000	101630000	Polycomb	Gained	0.427564769329994	Art2b
GREAT domain	great	loop_22623_A2	loop_22623	chr7	101620000	101630000	Polycomb	Gained	0.427564769329994	Clpb
GREAT domain	great	loop_22625_A2	loop_22625	chr7	116030000	116040000	Repressed_Promoter	Gained	0.370235195615796	Sox6os
GREAT domain	great	loop_22625_A2	loop_22625	chr7	116030000	116040000	Repressed_Promoter	Gained	0.370235195615796	Sox6
GREAT domain	great	loop_57_A2	loop_57	chr8	60625000	60650000	Active_Promoter	Lost	-0.31261549928001	Mfap3l
GREAT domain	great	loop_61_A2	loop_61	chr8	50275000	50300000	Poised_Enhancer	Lost	-0.904820765241616	Gm2516
GREAT domain	great	loop_62_A2	loop_62	chr8	1.5e+07	15025000	Active_Promoter	Lost	-0.741045192005028	Arhgef10
GREAT domain	great	loop_62_A2	loop_62	chr8	1.5e+07	15025000	Active_Promoter	Lost	-0.741045192005028	Kbtbd11
GREAT domain	great	loop_62_A2	loop_62	chr8	1.5e+07	15025000	Active_Promoter	Lost	-0.741045192005028	BB014433
GREAT domain	great	loop_72_A2	loop_72	chr14	105875000	105900000	Active_Promoter	Lost	-0.312014385052225	Spry2
GREAT domain	great	loop_98_A2	loop_98	chr14	33200000	33225000	Repressed_Promoter	Gained	0.321535226384155	Wdfy4
GREAT domain	great	loop_98_A2	loop_98	chr14	33200000	33225000	Repressed_Promoter	Gained	0.321535226384155	Arhgap22
GREAT domain	great	loop_175_A2	loop_175	chr9	92200000	92225000	Poised_Enhancer	Lost	-0.395991091504052	Plscr5
GREAT domain	great	loop_175_A2	loop_175	chr9	92200000	92225000	Poised_Enhancer	Lost	-0.395991091504052	Plscr1
GREAT domain	great	loop_198_A2	loop_198	chr9	18275000	18300000	Active_Promoter	Lost	-0.400627014730448	Chordc1
GREAT domain	great	loop_237_A2	loop_237	chr11	86175000	86200000	CTCF_Site	Gained	0.321946451229505	Brip1
GREAT domain	great	loop_245_A2	loop_245	chr11	106325000	106350000	CTCF_Site	Lost	-0.397547168738214	Cd79b
GREAT domain	great	loop_245_A2	loop_245	chr11	106325000	106350000	CTCF_Site	Lost	-0.397547168738214	Scn4a
GREAT domain	great	loop_265_A2	loop_265	chr11	42375000	42400000	Other	Lost	-0.327572335287372	Gabra6
GREAT domain	great	loop_265_A2	loop_265	chr11	42375000	42400000	Other	Lost	-0.327572335287372	Gabrb2
GREAT domain	great	loop_312_A2	loop_312	chr13	97125000	97150000	Active_Promoter	Gained	0.457058927020709	Fam169a
GREAT domain	great	loop_312_A2	loop_312	chr13	97125000	97150000	Active_Promoter	Gained	0.457058927020709	Gfm2
GREAT domain	great	loop_312_A2	loop_312	chr13	97125000	97150000	Active_Promoter	Gained	0.457058927020709	Nsa2
GREAT domain	great	loop_312_A2	loop_312	chr13	97125000	97150000	Active_Promoter	Gained	0.457058927020709	Hexb
GREAT domain	great	loop_315_A2	loop_315	chr13	21925000	21950000	Active_Promoter	Gained	0.465567977255947	Mir1983
GREAT domain	great	loop_315_A2	loop_315	chr13	21925000	21950000	Active_Promoter	Gained	0.465567977255947	Zfp184
GREAT domain	great	loop_315_A2	loop_315	chr13	21925000	21950000	Active_Promoter	Gained	0.465567977255947	Pom121l2
GREAT domain	great	loop_369_A2	loop_369	chr12	10525000	10550000	CTCF_Site	Lost	-0.309602771921005	Gm38407
GREAT domain	great	loop_385_A2	loop_385	chr12	98150000	98175000	CTCF_Site	Lost	-0.366751330052048	Galc
GREAT domain	great	loop_387_A2	loop_387	chr12	102750000	102775000	Active_Promoter	Lost	-0.409159090434107	Lyset
GREAT domain	great	loop_387_A2	loop_387	chr12	102750000	102775000	Active_Promoter	Lost	-0.409159090434107	Gon7
GREAT domain	great	loop_387_A2	loop_387	chr12	102750000	102775000	Active_Promoter	Lost	-0.409159090434107	Ubr7
GREAT domain	great	loop_387_A2	loop_387	chr12	102750000	102775000	Active_Promoter	Lost	-0.409159090434107	Gm20604
GREAT domain	great	loop_393_A2	loop_393	chr12	40200000	40225000	Active_Promoter	Lost	-0.445197157827542	Lsmem1
GREAT domain	great	loop_393_A2	loop_393	chr12	40200000	40225000	Active_Promoter	Lost	-0.445197157827542	Gm7008
GREAT domain	great	loop_393_A2	loop_393	chr12	40200000	40225000	Active_Promoter	Lost	-0.445197157827542	Mir1938
GREAT domain	great	loop_422_A2	loop_422	chr15	42650000	42675000	Active_Promoter	Lost	-0.448154433286054	Angpt1
GREAT domain	great	loop_505_A2	loop_505	chr16	3.7e+07	37025000	CTCF_Site	Lost	-0.346277919538258	Fbxo40
GREAT domain	great	loop_505_A2	loop_505	chr16	3.7e+07	37025000	CTCF_Site	Lost	-0.346277919538258	Polq
GREAT domain	great	loop_543_A2	loop_543	chr17	14200000	14225000	Repressed_Promoter	Lost	-0.305709304295051	Dact2
GREAT domain	great	loop_543_A2	loop_543	chr17	14200000	14225000	Repressed_Promoter	Lost	-0.305709304295051	Smoc2
GREAT domain	great	loop_546_A2	loop_546	chr17	78775000	78800000	CTCF_Site	Gained	0.4207893664383	Strn
GREAT domain	great	loop_546_A2	loop_546	chr17	78775000	78800000	CTCF_Site	Gained	0.4207893664383	Heatr5b
GREAT domain	great	loop_552_A2	loop_552	chr17	31700000	31725000	Polycomb	Lost	-0.388148525199975	Cryaa
GREAT domain	great	loop_583_A2	loop_583	chr1	137900000	137925000	Active_Enhancer	Lost	-0.336434080620894	Mir181a-1
GREAT domain	great	loop_601_A2	loop_601	chr1	60850000	60875000	Poised_Enhancer	Gained	0.396510490006541	Ctla4
GREAT domain	great	loop_611_A2	loop_611	chr1	120525000	120550000	CTCF_Site	Gained	0.320239138384507	Marco
GREAT domain	great	loop_611_A2	loop_611	chr1	120525000	120550000	CTCF_Site	Gained	0.320239138384507	En1
GREAT domain	great	loop_656_A2	loop_656	chr1	135600000	135625000	Polycomb	Lost	-0.645780332513054	Gm4793
GREAT domain	great	loop_656_A2	loop_656	chr1	135600000	135625000	Polycomb	Lost	-0.645780332513054	Nav1
GREAT domain	great	loop_658_A2	loop_658	chr1	63275000	63300000	Polycomb	Lost	-0.648919350854733	Cmklr2
GREAT domain	great	loop_697_A2	loop_697	chr18	75725000	75750000	CTCF_Site	Lost	-0.566616194729022	Ctif
GREAT domain	great	loop_697_A2	loop_697	chr18	75725000	75750000	CTCF_Site	Lost	-0.566616194729022	Zbtb7c
GREAT domain	great	loop_736_A2	loop_736	chr19	46700000	46725000	CTCF_Site	Lost	-0.308661081824006	Borcs7
GREAT domain	great	loop_736_A2	loop_736	chr19	46700000	46725000	CTCF_Site	Lost	-0.308661081824006	As3mt
GREAT domain	great	loop_736_A2	loop_736	chr19	46700000	46725000	CTCF_Site	Lost	-0.308661081824006	Cnnm2
GREAT domain	great	loop_743_A2	loop_743	chr19	43600000	43625000	Repressed_Promoter	Lost	-0.765243528846491	Got1
GREAT domain	great	loop_743_A2	loop_743	chr19	43600000	43625000	Repressed_Promoter	Lost	-0.765243528846491	Nkx2-3
GREAT domain	great	loop_743_A2	loop_743	chr19	43600000	43625000	Repressed_Promoter	Lost	-0.765243528846491	Slc25a28
GREAT domain	great	loop_826_A2	loop_826	chr2	58450000	58475000	Poised_Enhancer	Lost	-0.38445708345447	Acvr1c
GREAT domain	great	loop_826_A2	loop_826	chr2	58450000	58475000	Poised_Enhancer	Lost	-0.38445708345447	Acvr1
GREAT domain	great	loop_827_A2	loop_827	chr2	18050000	18075000	Active_Promoter	Lost	-0.410526365324628	A930004D18Rik
GREAT domain	great	loop_827_A2	loop_827	chr2	18050000	18075000	Active_Promoter	Lost	-0.410526365324628	Mllt10
GREAT domain	great	loop_827_A2	loop_827	chr2	18050000	18075000	Active_Promoter	Lost	-0.410526365324628	Mir7655
GREAT domain	great	loop_829_A2	loop_829	chr2	80250000	80275000	CTCF_Site	Lost	-0.301835761590742	Prdx6b
GREAT domain	great	loop_861_A2	loop_861	chrX	68675000	68700000	Active_Promoter	Lost	-0.301097362534884	Fmr1
GREAT domain	great	loop_861_A2	loop_861	chrX	68675000	68700000	Active_Promoter	Lost	-0.301097362534884	Fmr1nb
GREAT domain	great	loop_919_A2	loop_919	chr3	144175000	144200000	Poised_Enhancer	Gained	0.325404620644959	Lmo4
GREAT domain	great	loop_940_A2	loop_940	chr3	28950000	28975000	CTCF_Site	Lost	-0.332815612265273	Gm1527
GREAT domain	great	loop_941_A2	loop_941	chr3	51100000	51125000	Polycomb	Lost	-0.392097207979889	Noct
GREAT domain	great	loop_948_A2	loop_948	chr3	66975000	6.7e+07	Repressed_Promoter	Lost	-0.700302472863938	Rsrc1
GREAT domain	great	loop_948_A2	loop_948	chr3	66975000	6.7e+07	Repressed_Promoter	Lost	-0.700302472863938	Shox2
GREAT domain	great	loop_962_A2	loop_962	chr4	47400000	47425000	CTCF_Site	Gained	0.462249550570952	Tgfbr1
GREAT domain	great	loop_962_A2	loop_962	chr4	47400000	47425000	CTCF_Site	Gained	0.462249550570952	Alg2
GREAT domain	great	loop_971_A2	loop_971	chr4	45250000	45275000	Other	Gained	0.311968853134852	Frmpd1os
GREAT domain	great	loop_971_A2	loop_971	chr4	45250000	45275000	Other	Gained	0.311968853134852	Trmt10b
GREAT domain	great	loop_991_A2	loop_991	chr4	58225000	58250000	CTCF_Site	Gained	0.30282095680457	Svep1
GREAT domain	great	loop_991_A2	loop_991	chr4	58225000	58250000	CTCF_Site	Gained	0.30282095680457	Musk
GREAT domain	great	loop_1010_A2	loop_1010	chr4	154800000	154825000	Polycomb	Gained	0.329666063218125	Ttc34
GREAT domain	great	loop_1024_A2	loop_1024	chr4	6425000	6450000	Active_Enhancer	Lost	-0.346243884669451	Sdcbp
GREAT domain	great	loop_1024_A2	loop_1024	chr4	6425000	6450000	Active_Enhancer	Lost	-0.346243884669451	Nsmaf
GREAT domain	great	loop_1079_A2	loop_1079	chr5	69550000	69575000	Active_Promoter	Lost	-0.302871290036892	Yipf7
GREAT domain	great	loop_1079_A2	loop_1079	chr5	69550000	69575000	Active_Promoter	Lost	-0.302871290036892	Guf1
GREAT domain	great	loop_1079_A2	loop_1079	chr5	69550000	69575000	Active_Promoter	Lost	-0.302871290036892	Gnpda2
GREAT domain	great	loop_1102_A2	loop_1102	chr5	110275000	110300000	CTCF_Site	Lost	-0.627873604595974	Pgam5
GREAT domain	great	loop_1102_A2	loop_1102	chr5	110275000	110300000	CTCF_Site	Lost	-0.627873604595974	Pxmp2
GREAT domain	great	loop_1102_A2	loop_1102	chr5	110275000	110300000	CTCF_Site	Lost	-0.627873604595974	Pole
GREAT domain	great	loop_1102_A2	loop_1102	chr5	110275000	110300000	CTCF_Site	Lost	-0.627873604595974	P2rx2
GREAT domain	great	loop_1103_A2	loop_1103	chr5	85975000	8.6e+07	CTCF_Site	Gained	0.343900511317924	Cenpc1
GREAT domain	great	loop_1136_A2	loop_1136	chr6	52225000	52250000	Repressed_Promoter	Lost	-0.804406928490457	Hoxa7
GREAT domain	great	loop_1136_A2	loop_1136	chr6	52225000	52250000	Repressed_Promoter	Lost	-0.804406928490457	Mir196b
GREAT domain	great	loop_1136_A2	loop_1136	chr6	52225000	52250000	Repressed_Promoter	Lost	-0.804406928490457	Hoxa9
GREAT domain	great	loop_1136_A2	loop_1136	chr6	52225000	52250000	Repressed_Promoter	Lost	-0.804406928490457	Hoxa10
GREAT domain	great	loop_1136_A2	loop_1136	chr6	52225000	52250000	Repressed_Promoter	Lost	-0.804406928490457	Hoxa11os
GREAT domain	great	loop_1136_A2	loop_1136	chr6	52225000	52250000	Repressed_Promoter	Lost	-0.804406928490457	Hoxa11
GREAT domain	great	loop_1168_A2	loop_1168	chr6	131375000	131400000	Active_Promoter	Lost	-0.313348675056951	Styk1
GREAT domain	great	loop_1168_A2	loop_1168	chr6	131375000	131400000	Active_Promoter	Lost	-0.313348675056951	Ybx3
GREAT domain	great	loop_1168_A2	loop_1168	chr6	131375000	131400000	Active_Promoter	Lost	-0.313348675056951	Gm6619
GREAT domain	great	loop_1175_A2	loop_1175	chr6	52200000	52225000	Repressed_Promoter	Lost	-0.765491716848208	Hoxa4
GREAT domain	great	loop_1175_A2	loop_1175	chr6	52200000	52225000	Repressed_Promoter	Lost	-0.765491716848208	Hoxa5
GREAT domain	great	loop_1175_A2	loop_1175	chr6	52200000	52225000	Repressed_Promoter	Lost	-0.765491716848208	Hoxa6
GREAT domain	great	loop_1175_A2	loop_1175	chr6	52200000	52225000	Repressed_Promoter	Lost	-0.765491716848208	Hoxa3
GREAT domain	great	loop_1175_A2	loop_1175	chr6	52200000	52225000	Repressed_Promoter	Lost	-0.765491716848208	Hoxa2
GREAT domain	great	loop_1175_A2	loop_1175	chr6	52200000	52225000	Repressed_Promoter	Lost	-0.765491716848208	Hoxa7
GREAT domain	great	loop_1205_A2	loop_1205	chr7	116025000	116050000	Repressed_Promoter	Gained	0.311288023333025	Sox6os
GREAT domain	great	loop_1205_A2	loop_1205	chr7	116025000	116050000	Repressed_Promoter	Gained	0.311288023333025	Sox6
GREAT domain	great	loop_1205_A2	loop_1205	chr7	116025000	116050000	Repressed_Promoter	Gained	0.311288023333025	1110004F10Rik
GREAT domain	great	loop_1205_A2	loop_1205	chr7	116025000	116050000	Repressed_Promoter	Gained	0.311288023333025	1700003G18Rik
GREAT domain	great	loop_1212_A2	loop_1212	chr7	117375000	117400000	Repressed_Promoter	Gained	0.544572168974836	Xylt1
GREAT domain	great	loop_1217_A2	loop_1217	chr7	134200000	134225000	Polycomb	Gained	0.478357015558848	Adam12
GREAT domain	great	loop_1242_A2	loop_1242	chr7	137300000	137325000	Repressed_Promoter	Lost	-0.618168911908268	Gm10578
GREAT domain	great	loop_1242_A2	loop_1242	chr7	137300000	137325000	Repressed_Promoter	Lost	-0.618168911908268	Ebf3
GREAT domain	great	loop_1242_A2	loop_1242	chr7	137300000	137325000	Repressed_Promoter	Lost	-0.618168911908268	9430038I01Rik
GREAT domain	great	loop_1309_A2	loop_1309	chr10	20100000	20125000	Active_Enhancer	Lost	-0.321195540377131	Map7
GREAT domain	great	loop_1336_A2	loop_1336	chr8	61850000	61875000	CTCF_Site	Gained	0.60803695828489	Palld
GREAT domain	great	loop_1342_A2	loop_1342	chr8	4.5e+07	45025000	Active_Enhancer	Lost	-0.303708120477432	Fat1
GREAT domain	great	loop_1342_A2	loop_1342	chr8	4.5e+07	45025000	Active_Enhancer	Lost	-0.303708120477432	AY512931
GREAT domain	great	loop_1370_A2	loop_1370	chr8	60950000	60975000	Active_Enhancer	Lost	-0.38507309225729	Hpf1
GREAT domain	great	loop_1370_A2	loop_1370	chr8	60950000	60975000	Active_Enhancer	Lost	-0.38507309225729	Clcn3
GREAT domain	great	loop_1378_A2	loop_1378	chr8	17450000	17475000	Poised_Enhancer	Lost	-0.794676913275492	Csmd1
GREAT domain	great	loop_1392_A2	loop_1392	chr14	66875000	66900000	CTCF_Site	Gained	0.32287186642935	Gm5464
GREAT domain	great	loop_1392_A2	loop_1392	chr14	66875000	66900000	CTCF_Site	Gained	0.32287186642935	Pnma2
GREAT domain	great	loop_1407_A2	loop_1407	chr14	16225000	16250000	Active_Promoter	Lost	-0.482303904765647	Ngly1
GREAT domain	great	loop_1482_A2	loop_1482	chr9	74825000	74850000	Repressed_Promoter	Lost	-0.665048243760334	Gm16551
GREAT domain	great	loop_1482_A2	loop_1482	chr9	74825000	74850000	Repressed_Promoter	Lost	-0.665048243760334	Onecut1
GREAT domain	great	loop_1484_A2	loop_1484	chr9	55525000	55550000	Repressed_Promoter	Lost	-0.806623583678698	Etfa
GREAT domain	great	loop_1484_A2	loop_1484	chr9	55525000	55550000	Repressed_Promoter	Lost	-0.806623583678698	Isl2
