alist_set	blist_set	permutation	permuted_overlaps	test_id
mCH Hypo gene bodies	ATAC Down	4407	839	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4408	789	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4409	691	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4410	680	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4411	782	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4412	777	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4413	797	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4414	701	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4415	799	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4416	795	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4417	781	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4418	836	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4419	734	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4420	723	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4421	818	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4422	782	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4423	785	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4424	711	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4425	839	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4426	703	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4427	763	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4428	777	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4429	740	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4430	819	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4431	766	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4432	810	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4433	795	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4434	831	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4435	808	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4436	820	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4437	788	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4438	774	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4439	773	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4440	781	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4441	780	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4442	856	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4443	799	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4444	757	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4445	800	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4446	811	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4447	705	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4448	828	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4449	790	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4450	898	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4451	756	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4452	753	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4453	804	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4454	693	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4455	813	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4456	717	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4457	783	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4458	764	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4459	690	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4460	825	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4461	720	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4462	757	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4463	755	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4464	791	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4465	723	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4466	839	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4467	754	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4468	762	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4469	840	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4470	681	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4471	860	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4472	752	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4473	680	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4474	796	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4475	743	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4476	834	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4477	875	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4478	767	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4479	746	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4480	802	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4481	841	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4482	887	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4483	783	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4484	795	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4485	769	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4486	824	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4487	733	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4488	744	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4489	750	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4490	802	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4491	763	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4492	796	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4493	808	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4494	791	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4495	794	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4496	878	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4497	734	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4498	813	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4499	813	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4500	828	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4501	859	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4502	880	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4503	700	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4504	700	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4505	820	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4506	723	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4507	822	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4508	741	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4509	736	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4510	875	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4511	830	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4512	765	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4513	803	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4514	762	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4515	835	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4516	790	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4517	734	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4518	804	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4519	717	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4520	749	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4521	768	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4522	820	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4523	826	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4524	802	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4525	865	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4526	772	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4527	878	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4528	776	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4529	758	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4530	751	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4531	772	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4532	800	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4533	895	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4534	835	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4535	847	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4536	809	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4537	833	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4538	806	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4539	828	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4540	790	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4541	753	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4542	795	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4543	826	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4544	820	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4545	744	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4546	782	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4547	799	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4548	833	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4549	746	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4550	776	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4551	718	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4552	729	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4553	706	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4554	863	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4555	749	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4556	844	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4557	857	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4558	735	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4559	745	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4560	747	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4561	737	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4562	756	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4563	889	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4564	838	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4565	737	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4566	763	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4567	823	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4568	779	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4569	793	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4570	836	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4571	759	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4572	771	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4573	737	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4574	736	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4575	757	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4576	785	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4577	791	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4578	794	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4579	726	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4580	761	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4581	852	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4582	758	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4583	791	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4584	870	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4585	763	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4586	768	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4587	852	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4588	774	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4589	674	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4590	784	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4591	751	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4592	782	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4593	770	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4594	776	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4595	780	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4596	668	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4597	773	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4598	783	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4599	722	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4600	776	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4601	838	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4602	800	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4603	809	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4604	794	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4605	674	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4606	795	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4607	901	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4608	708	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4609	776	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4610	776	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4611	773	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4612	800	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4613	779	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4614	818	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4615	802	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4616	781	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4617	795	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4618	747	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4619	798	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4620	826	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4621	862	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4622	761	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4623	727	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4624	790	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4625	696	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4626	793	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4627	804	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4628	809	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4629	761	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4630	747	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4631	792	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4632	842	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4633	698	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4634	796	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4635	843	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4636	797	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4637	652	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4638	814	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4639	760	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4640	771	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4641	764	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4642	759	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4643	738	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4644	715	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4645	762	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4646	788	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4647	728	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4648	790	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4649	815	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4650	829	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4651	888	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4652	781	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4653	742	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4654	755	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4655	735	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4656	706	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4657	774	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4658	788	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4659	736	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4660	767	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4661	794	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4662	753	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4663	793	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4664	698	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4665	815	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4666	747	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4667	750	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4668	849	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4669	806	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4670	787	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4671	769	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4672	794	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4673	801	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4674	809	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4675	773	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4676	876	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4677	702	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4678	713	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4679	791	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4680	787	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4681	786	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4682	830	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4683	802	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4684	751	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4685	728	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4686	761	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4687	770	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4688	721	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4689	749	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4690	687	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4691	748	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4692	843	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4693	715	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4694	815	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4695	806	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4696	801	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4697	802	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4698	700	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4699	747	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4700	792	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4701	802	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4702	713	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4703	738	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4704	690	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4705	721	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4706	859	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4707	730	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4708	762	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4709	822	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4710	814	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4711	770	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4712	729	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4713	739	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4714	819	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4715	753	mCH Hypo gene bodies x ATAC Down
mCH Hypo gene bodies	ATAC Down	4716	834	mCH Hypo gene bodies x ATAC Down
