gene_name	chr	exon_hypo	intron_hypo
Ift43	chr12	FALSE	FALSE
Ift46	chr9	TRUE	FALSE
Ift52	chr2	FALSE	FALSE
Ift57	chr16	FALSE	FALSE
Ift74	chr4	FALSE	FALSE
Ift80	chr3	FALSE	FALSE
Ift81	chr5	FALSE	TRUE
Ift88	chr14	FALSE	FALSE
Igbp1	chrX	FALSE	FALSE
Igdcc3	chr9	FALSE	TRUE
Igdcc4	chr9	TRUE	TRUE
Igf1	chr10	FALSE	FALSE
Igf1r	chr7	TRUE	TRUE
Igf2	chr7	TRUE	TRUE
Igf2bp1	chr11	FALSE	TRUE
Igf2bp2	chr16	TRUE	FALSE
Igf2bp3	chr6	FALSE	TRUE
Igf2r	chr17	FALSE	FALSE
Igfals	chr17	FALSE	TRUE
Igfbp1	chr11	TRUE	TRUE
Igfbp2	chr1	TRUE	TRUE
Igfbp3	chr11	FALSE	TRUE
Igfbp4	chr11	TRUE	FALSE
Igfbp5	chr1	TRUE	FALSE
Igfbp6	chr15	TRUE	FALSE
Igfbp7	chr5	TRUE	TRUE
Igfbpl1	chr4	TRUE	TRUE
Igfl3	chr7	TRUE	TRUE
Igflr1	chr7	TRUE	TRUE
Igfn1	chr1	FALSE	FALSE
Ighmbp2	chr19	FALSE	TRUE
Igll1	chr16	TRUE	FALSE
Iglon5	chr7	TRUE	TRUE
Igsf1	chrX	TRUE	TRUE
Igsf10	chr3	FALSE	FALSE
Igsf11	chr16	FALSE	TRUE
Igsf21	chr4	FALSE	TRUE
Igsf23	chr7	FALSE	TRUE
Igsf3	chr3	TRUE	TRUE
Igsf5	chr16	TRUE	FALSE
Igsf6	chr7	TRUE	TRUE
Igsf8	chr1	FALSE	FALSE
Igsf9	chr1	TRUE	TRUE
Igsf9b	chr9	FALSE	TRUE
Igtp	chr11	TRUE	TRUE
Ihh	chr1	TRUE	TRUE
Iigp1	chr18	FALSE	FALSE
Ik	chr18	TRUE	FALSE
Ikbip	chr10	FALSE	TRUE
Ikbkb	chr8	FALSE	TRUE
Ikbke	chr1	TRUE	TRUE
Ikbkg	chrX	TRUE	FALSE
Ikzf1	chr11	FALSE	FALSE
Ikzf2	chr1	FALSE	TRUE
Ikzf3	chr11	FALSE	TRUE
Ikzf4	chr10	TRUE	FALSE
Ikzf5	chr7	TRUE	TRUE
Il10	chr1	FALSE	FALSE
Il10ra	chr9	FALSE	FALSE
Il10rb	chr16	TRUE	FALSE
Il11	chr7	TRUE	TRUE
Il11ra1	chr4	TRUE	TRUE
Il12a	chr3	FALSE	TRUE
Il12b	chr11	FALSE	TRUE
Il12rb1	chr8	TRUE	TRUE
Il12rb2	chr6	TRUE	FALSE
Il13	chr11	FALSE	FALSE
Il13ra1	chrX	FALSE	TRUE
Il13ra2	chrX	FALSE	FALSE
Il15	chr8	TRUE	FALSE
Il15ra	chr2	FALSE	FALSE
Il16	chr7	TRUE	FALSE
Il17a	chr1	FALSE	FALSE
Il17b	chr18	FALSE	TRUE
Il17c	chr8	FALSE	FALSE
Il17d	chr14	TRUE	FALSE
Il17f	chr1	TRUE	FALSE
Il17ra	chr6	TRUE	TRUE
Il17rb	chr14	TRUE	TRUE
Il17rc	chr6	TRUE	TRUE
Il17rd	chr14	TRUE	TRUE
Il17re	chr6	FALSE	FALSE
Il18	chr9	TRUE	FALSE
Il18bp	chr7	FALSE	TRUE
Il18r1	chr1	FALSE	FALSE
Il18rap	chr1	FALSE	FALSE
Il19	chr1	TRUE	TRUE
Il1a	chr2	FALSE	TRUE
Il1b	chr2	FALSE	FALSE
Il1f10	chr2	FALSE	FALSE
Il1f5	chr2	TRUE	FALSE
Il1f6	chr2	FALSE	FALSE
Il1f8	chr2	TRUE	TRUE
Il1f9	chr2	FALSE	FALSE
Il1r1	chr1	FALSE	TRUE
Il1r2	chr1	TRUE	TRUE
Il1rap	chr16	FALSE	FALSE
Il1rapl1	chrX	TRUE	FALSE
Il1rapl2	chrX	FALSE	FALSE
Il1rl1	chr1	FALSE	FALSE
Il1rl2	chr1	FALSE	FALSE
Il1rn	chr2	FALSE	FALSE
Il2	chr3	TRUE	TRUE
Il20	chr1	TRUE	FALSE
Il20ra	chr10	FALSE	FALSE
Il20rb	chr9	FALSE	FALSE
Il21	chr3	TRUE	FALSE
Il21r	chr7	FALSE	FALSE
Il22	chr10	FALSE	TRUE
Il22ra1	chr4	TRUE	FALSE
Il22ra2	chr10	FALSE	FALSE
Il23a	chr10	FALSE	TRUE
Il23r	chr6	FALSE	FALSE
Il24	chr1	TRUE	FALSE
Il25	chr14	FALSE	FALSE
Il27	chr7	FALSE	TRUE
Il27ra	chr8	TRUE	TRUE
Il2ra	chr2	TRUE	FALSE
Il2rb	chr15	FALSE	FALSE
Il2rg	chrX	FALSE	FALSE
Il3	chr11	FALSE	TRUE
Il31	chr5	TRUE	FALSE
Il31ra	chr13	FALSE	TRUE
Il33	chr19	FALSE	FALSE
Il34	chr8	FALSE	FALSE
Il3ra	chr14	FALSE	FALSE
Il4	chr11	FALSE	FALSE
Il4i1	chr7	TRUE	FALSE
Il4ra	chr7	TRUE	TRUE
Il5	chr11	FALSE	TRUE
Il5ra	chr6	FALSE	FALSE
Il6	chr5	FALSE	TRUE
Il6ra	chr3	FALSE	TRUE
Il6st	chr13	TRUE	FALSE
Il7	chr3	FALSE	FALSE
Il7r	chr15	TRUE	FALSE
Il9	chr13	TRUE	TRUE
Il9r	chr11	FALSE	FALSE
Ildr1	chr16	TRUE	TRUE
Ildr2	chr1	FALSE	FALSE
Ilf2	chr3	FALSE	FALSE
Ilf3	chr9	TRUE	TRUE
Ilk	chr7	FALSE	TRUE
Ilkap	chr1	TRUE	FALSE
Ilrun	chr17	TRUE	TRUE
Iltifb	chr10	TRUE	TRUE
Ilvbl	chr10	FALSE	FALSE
Immp1l	chr2	FALSE	FALSE
Immp2l	chr12	TRUE	FALSE
Immt	chr6	FALSE	FALSE
Imp4	chr1	FALSE	FALSE
Impa1	chr3	FALSE	TRUE
Impa2	chr18	TRUE	TRUE
Impact	chr18	FALSE	FALSE
Impad1	chr4	TRUE	FALSE
Impdh1	chr6	FALSE	TRUE
Impdh2	chr9	FALSE	FALSE
Impg1	chr9	FALSE	FALSE
Impg2	chr16	FALSE	TRUE
Ina	chr19	TRUE	TRUE
Inava	chr1	TRUE	TRUE
Inca1	chr11	FALSE	TRUE
Incenp	chr19	TRUE	FALSE
Inf2	chr12	TRUE	TRUE
Ing1	chr8	FALSE	FALSE
Ing2	chr8	TRUE	FALSE
Ing3	chr6	TRUE	FALSE
Ing4	chr6	FALSE	FALSE
Ing5	chr1	TRUE	FALSE
Inha	chr1	TRUE	TRUE
Inhba	chr13	FALSE	FALSE
Inhbb	chr1	TRUE	TRUE
Inhbc	chr10	FALSE	FALSE
Inhbe	chr10	FALSE	FALSE
Inip	chr4	FALSE	FALSE
Inka1	chr9	TRUE	TRUE
Inka2	chr3	FALSE	FALSE
Inmt	chr6	TRUE	TRUE
Ino80	chr2	TRUE	FALSE
Ino80b	chr6	FALSE	TRUE
Ino80c	chr18	TRUE	FALSE
Ino80d	chr1	FALSE	TRUE
Ino80e	chr7	FALSE	FALSE
Inpp1	chr1	FALSE	FALSE
Inpp4a	chr1	FALSE	FALSE
Inpp4b	chr8	FALSE	FALSE
Inpp5a	chr7	TRUE	FALSE
Inpp5b	chr4	TRUE	TRUE
Inpp5d	chr1	FALSE	FALSE
Inpp5e	chr2	FALSE	TRUE
Inpp5f	chr7	FALSE	FALSE
Inpp5j	chr11	TRUE	FALSE
Inpp5k	chr11	FALSE	FALSE
Inppl1	chr7	FALSE	TRUE
Ins1	chr19	FALSE	FALSE
Ins2	chr7	FALSE	FALSE
Insc	chr7	TRUE	TRUE
Insig1	chr5	TRUE	FALSE
Insig2	chr1	FALSE	FALSE
Insl3	chr8	TRUE	FALSE
Insl5	chr4	TRUE	TRUE
Insl6	chr19	TRUE	FALSE
Insr	chr8	TRUE	FALSE
Insrr	chr3	TRUE	TRUE
Insyn1	chr9	FALSE	FALSE
Insyn2a	chr7	FALSE	FALSE
Insyn2b	chr11	FALSE	FALSE
Ints1	chr5	TRUE	TRUE
Ints10	chr8	FALSE	FALSE
Ints11	chr4	FALSE	TRUE
Ints12	chr3	FALSE	FALSE
Ints13	chr6	TRUE	TRUE
Ints14	chr9	TRUE	TRUE
Ints2	chr11	FALSE	TRUE
Ints3	chr3	FALSE	TRUE
Ints4	chr7	FALSE	FALSE
Ints5	chr19	FALSE	FALSE
Ints6	chr14	TRUE	TRUE
Ints6l	chrX	FALSE	FALSE
Ints7	chr1	TRUE	FALSE
Ints8	chr4	FALSE	FALSE
Ints9	chr14	TRUE	TRUE
Intu	chr3	FALSE	FALSE
Invs	chr4	TRUE	TRUE
Ip6k1	chr9	FALSE	TRUE
Ip6k2	chr9	FALSE	FALSE
Ip6k3	chr17	TRUE	TRUE
Ipcef1	chr10	FALSE	FALSE
Ipmk	chr10	FALSE	FALSE
Ipo11	chr13	FALSE	FALSE
Ipo13	chr4	TRUE	FALSE
Ipo4	chr14	FALSE	TRUE
Ipo5	chr14	FALSE	FALSE
Ipo7	chr7	FALSE	FALSE
Ipo8	chr6	FALSE	FALSE
Ipo9	chr1	FALSE	FALSE
Ipp	chr4	FALSE	FALSE
Ippk	chr13	TRUE	TRUE
Iqank1	chr15	TRUE	TRUE
Iqca	chr1	FALSE	FALSE
Iqca1l	chr5	TRUE	TRUE
Iqcb1	chr16	FALSE	FALSE
Iqcc	chr4	TRUE	FALSE
Iqcd	chr5	TRUE	FALSE
Iqce	chr5	TRUE	FALSE
Iqcf1	chr9	TRUE	FALSE
Iqcf2	chr9	TRUE	FALSE
Iqcf4	chr9	TRUE	TRUE
Iqcf5	chr9	FALSE	FALSE
Iqcf6	chr9	TRUE	FALSE
Iqcg	chr16	TRUE	FALSE
Iqch	chr9	TRUE	FALSE
Iqcj	chr3	TRUE	FALSE
Iqck	chr7	FALSE	FALSE
Iqcm	chr8	TRUE	FALSE
Iqcn	chr8	TRUE	FALSE
Iqgap1	chr7	FALSE	TRUE
Iqgap2	chr13	TRUE	TRUE
Iqgap3	chr3	FALSE	FALSE
Iqschfp	chr3	FALSE	FALSE
Iqsec1	chr6	TRUE	FALSE
Iqsec2	chrX	FALSE	FALSE
Iqsec3	chr6	TRUE	TRUE
Iqub	chr6	FALSE	TRUE
Irak1	chrX	FALSE	TRUE
Irak1bp1	chr9	TRUE	FALSE
Irak2	chr6	FALSE	TRUE
Irak3	chr10	FALSE	FALSE
Irak4	chr15	TRUE	FALSE
Ireb2	chr9	FALSE	FALSE
Irf1	chr11	FALSE	TRUE
Irf2	chr8	TRUE	TRUE
Irf2bp2	chr8	TRUE	FALSE
Irf3	chr7	FALSE	TRUE
Irf4	chr13	FALSE	FALSE
Irf5	chr6	TRUE	FALSE
Irf6	chr1	FALSE	FALSE
Irf8	chr8	FALSE	TRUE
Irf9	chr14	TRUE	FALSE
Irgc1	chr7	FALSE	FALSE
Irgm1	chr11	TRUE	TRUE
Irgm2	chr11	FALSE	TRUE
Irgq	chr7	FALSE	TRUE
Irs1	chr1	TRUE	TRUE
Irs2	chr8	TRUE	FALSE
Irs3	chr5	FALSE	FALSE
Irs4	chrX	TRUE	FALSE
Irx1	chr13	TRUE	TRUE
Irx2	chr13	FALSE	TRUE
Irx3	chr8	FALSE	TRUE
Irx4	chr13	FALSE	TRUE
Irx5	chr8	TRUE	TRUE
Irx6	chr8	FALSE	TRUE
Isca1	chr13	FALSE	FALSE
Iscu	chr5	TRUE	TRUE
Isg15	chr4	TRUE	TRUE
Isg20	chr7	TRUE	TRUE
Isg20l2	chr3	FALSE	TRUE
Isl1	chr13	FALSE	TRUE
Isl2	chr9	FALSE	FALSE
Islr	chr9	TRUE	FALSE
Islr2	chr9	TRUE	TRUE
Ism1	chr2	FALSE	TRUE
Ism2	chr12	TRUE	FALSE
Isoc1	chr18	TRUE	TRUE
Isoc2a	chr7	FALSE	FALSE
Isoc2b	chr7	TRUE	TRUE
Ist1	chr8	TRUE	FALSE
Isx	chr8	FALSE	FALSE
Isy1	chr6	FALSE	FALSE
Isyna1	chr8	TRUE	TRUE
Itch	chr2	TRUE	FALSE
Itfg1	chr8	FALSE	TRUE
Itfg2	chr6	FALSE	TRUE
Itga1	chr13	FALSE	FALSE
Itga10	chr3	FALSE	FALSE
Itga11	chr9	FALSE	FALSE
Itga2	chr13	FALSE	FALSE
Itga2b	chr11	FALSE	FALSE
Itga3	chr11	FALSE	FALSE
Itga4	chr2	FALSE	FALSE
Itga5	chr15	TRUE	TRUE
Itga6	chr2	FALSE	TRUE
Itga7	chr10	FALSE	FALSE
Itga8	chr2	FALSE	FALSE
Itga9	chr9	FALSE	FALSE
Itgad	chr7	TRUE	FALSE
Itgae	chr11	FALSE	TRUE
Itgal	chr7	TRUE	TRUE
Itgam	chr7	FALSE	FALSE
Itgav	chr2	FALSE	FALSE
Itgax	chr7	FALSE	TRUE
Itgb1	chr8	FALSE	FALSE
Itgb1bp1	chr12	FALSE	FALSE
Itgb1bp2	chrX	TRUE	FALSE
Itgb2	chr10	FALSE	FALSE
Itgb2l	chr16	FALSE	FALSE
Itgb3	chr11	FALSE	FALSE
Itgb3bp	chr4	TRUE	FALSE
Itgb4	chr11	TRUE	TRUE
Itgb5	chr16	FALSE	FALSE
Itgb6	chr2	TRUE	FALSE
Itgb7	chr15	TRUE	TRUE
Itgb8	chr12	FALSE	FALSE
Itgbl1	chr14	TRUE	FALSE
Itih1	chr14	FALSE	TRUE
Itih2	chr2	FALSE	FALSE
Itih3	chr14	FALSE	FALSE
Itih4	chr14	TRUE	TRUE
Itih5	chr2	FALSE	FALSE
Itk	chr11	TRUE	FALSE
Itln1	chr1	FALSE	FALSE
Itm2a	chrX	FALSE	FALSE
Itm2b	chr14	FALSE	TRUE
Itm2c	chr1	FALSE	FALSE
Itpa	chr2	TRUE	TRUE
Itpk1	chr12	FALSE	FALSE
Itpka	chr2	FALSE	TRUE
Itpkb	chr1	TRUE	TRUE
Itpkc	chr7	FALSE	FALSE
Itpr1	chr6	TRUE	FALSE
Itpr2	chr6	FALSE	FALSE
Itpr3	chr17	FALSE	TRUE
Itprid1	chr6	TRUE	TRUE
Itprid2	chr2	FALSE	FALSE
Itprip	chr19	TRUE	FALSE
Itpripl1	chr2	FALSE	TRUE
Itsn1	chr16	TRUE	TRUE
Itsn2	chr12	TRUE	TRUE
Ivd	chr2	TRUE	FALSE
Ivl	chr3	FALSE	FALSE
Ivns1abp	chr1	TRUE	FALSE
Iws1	chr18	FALSE	FALSE
Iyd	chr10	FALSE	FALSE
Izumo1	chr7	TRUE	TRUE
Izumo1r	chr9	TRUE	TRUE
Izumo2	chr7	TRUE	TRUE
Izumo3	chr4	FALSE	FALSE
Izumo4	chr10	FALSE	TRUE
Jade1	chr3	FALSE	FALSE
Jade2	chr11	FALSE	TRUE
Jade3	chrX	FALSE	FALSE
Jag1	chr2	FALSE	FALSE
Jag2	chr12	TRUE	TRUE
Jagn1	chr6	FALSE	TRUE
Jak1	chr4	TRUE	TRUE
Jak2	chr19	FALSE	FALSE
Jak3	chr8	TRUE	TRUE
Jakmip1	chr5	TRUE	TRUE
Jakmip2	chr18	TRUE	TRUE
Jakmip3	chr7	TRUE	TRUE
Jam2	chr16	FALSE	TRUE
Jam3	chr9	TRUE	TRUE
Jaml	chr9	FALSE	FALSE
Jarid2	chr13	FALSE	FALSE
Jazf1	chr6	FALSE	FALSE
Jcad	chr18	FALSE	TRUE
Jchain	chr5	FALSE	FALSE
Jdp2	chr12	FALSE	TRUE
Jhy	chr9	TRUE	TRUE
Jkamp	chr12	FALSE	FALSE
Jmjd1c	chr10	FALSE	FALSE
Jmjd4	chr11	FALSE	FALSE
Jmjd6	chr11	FALSE	TRUE
Jmjd7	chr2	TRUE	FALSE
Jmjd8	chr17	TRUE	FALSE
Jmy	chr13	TRUE	FALSE
Josd1	chr15	FALSE	TRUE
Josd2	chr7	FALSE	FALSE
Jph1	chr1	TRUE	FALSE
Jph2	chr2	FALSE	FALSE
Jph3	chr8	FALSE	FALSE
Jph4	chr14	FALSE	FALSE
Jpt1	chr11	TRUE	FALSE
Jpt2	chr17	FALSE	TRUE
Jrk	chr15	TRUE	FALSE
Jsrp1	chr10	FALSE	TRUE
Jtb	chr3	FALSE	FALSE
Jup	chr11	FALSE	FALSE
Kalrn	chr16	FALSE	TRUE
Kank1	chr19	TRUE	TRUE
Kank2	chr9	FALSE	FALSE
Kank3	chr17	FALSE	FALSE
Kank4	chr4	FALSE	FALSE
Kansl1	chr11	FALSE	TRUE
Kansl1l	chr1	TRUE	FALSE
Kansl2	chr15	TRUE	FALSE
Kansl3	chr1	TRUE	TRUE
Kantr	chrX	FALSE	FALSE
Kap	chr6	TRUE	FALSE
Kars	chr8	TRUE	FALSE
Kat14	chr2	FALSE	FALSE
Kat2a	chr11	TRUE	FALSE
Kat2b	chr17	TRUE	TRUE
Kat5	chr19	TRUE	TRUE
Kat6a	chr8	FALSE	FALSE
Kat6b	chr14	TRUE	FALSE
Kat7	chr11	FALSE	TRUE
Kat8	chr7	FALSE	FALSE
Katna1	chr10	FALSE	FALSE
Katnal1	chr5	FALSE	FALSE
Katnal2	chr18	TRUE	TRUE
Katnb1	chr8	TRUE	TRUE
Katnbl1	chr2	FALSE	FALSE
Kazald1	chr19	TRUE	TRUE
Kazn	chr4	FALSE	FALSE
Kbtbd11	chr8	TRUE	TRUE
Kbtbd12	chr6	FALSE	FALSE
Kbtbd2	chr6	FALSE	FALSE
Kbtbd3	chr9	FALSE	FALSE
Kbtbd4	chr2	FALSE	FALSE
Kbtbd8	chr6	FALSE	FALSE
Kcmf1	chr6	FALSE	FALSE
Kcna1	chr6	FALSE	TRUE
Kcna10	chr3	TRUE	TRUE
Kcna2	chr3	TRUE	TRUE
Kcna4	chr2	FALSE	FALSE
Kcna6	chr6	TRUE	FALSE
Kcna7	chr7	TRUE	FALSE
Kcnab1	chr3	FALSE	FALSE
Kcnab2	chr4	TRUE	TRUE
Kcnab3	chr11	FALSE	FALSE
Kcnb1	chr2	FALSE	TRUE
Kcnb2	chr1	TRUE	FALSE
Kcnc1	chr7	FALSE	FALSE
Kcnc2	chr10	FALSE	FALSE
Kcnc3	chr7	TRUE	FALSE
Kcnc4	chr3	TRUE	TRUE
Kcnd1	chrX	FALSE	FALSE
Kcnd2	chr6	TRUE	TRUE
Kcnd3	chr3	TRUE	FALSE
Kcne1	chr16	TRUE	FALSE
Kcne2	chr16	TRUE	TRUE
Kcne3	chr7	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Kcng1	chr2	TRUE	FALSE
Kcng2	chr18	TRUE	FALSE
Kcng3	chr17	TRUE	FALSE
Kcng4	chr8	FALSE	TRUE
Kcnh1	chr1	FALSE	TRUE
Kcnh2	chr5	TRUE	TRUE
Kcnh3	chr15	TRUE	TRUE
Kcnh4	chr11	TRUE	TRUE
Kcnh5	chr12	FALSE	FALSE
Kcnh6	chr11	FALSE	TRUE
Kcnh7	chr2	TRUE	FALSE
Kcnh8	chr17	TRUE	FALSE
Kcnip1	chr11	TRUE	FALSE
Kcnip2	chr19	TRUE	TRUE
Kcnip3	chr2	FALSE	TRUE
Kcnip4	chr5	TRUE	FALSE
Kcnj1	chr9	FALSE	FALSE
Kcnj10	chr1	FALSE	TRUE
Kcnj11	chr7	FALSE	FALSE
Kcnj12	chr11	FALSE	FALSE
Kcnj13	chr1	FALSE	FALSE
Kcnj14	chr7	FALSE	TRUE
Kcnj15	chr16	FALSE	TRUE
Kcnj16	chr11	FALSE	FALSE
Kcnj2	chr11	FALSE	FALSE
Kcnj3	chr2	FALSE	TRUE
Kcnj4	chr15	FALSE	TRUE
Kcnj5	chr9	FALSE	FALSE
Kcnj6	chr16	TRUE	TRUE
Kcnj8	chr6	FALSE	FALSE
Kcnj9	chr1	FALSE	FALSE
Kcnk1	chr8	FALSE	FALSE
Kcnk10	chr12	FALSE	TRUE
Kcnk12	chr17	FALSE	FALSE
Kcnk13	chr12	FALSE	TRUE
Kcnk15	chr2	TRUE	TRUE
Kcnk16	chr14	FALSE	FALSE
Kcnk18	chr19	TRUE	FALSE
Kcnk2	chr1	FALSE	FALSE
Kcnk3	chr5	TRUE	TRUE
Kcnk4	chr19	TRUE	TRUE
Kcnk5	chr14	FALSE	TRUE
Kcnk6	chr7	TRUE	TRUE
Kcnk7	chr19	TRUE	TRUE
Kcnk9	chr15	FALSE	FALSE
Kcnma1	chr14	FALSE	FALSE
Kcnmb1	chr11	FALSE	FALSE
Kcnmb2	chr3	TRUE	FALSE
Kcnmb3	chr3	TRUE	TRUE
Kcnmb4	chr10	TRUE	FALSE
Kcnn1	chr8	FALSE	TRUE
Kcnn2	chr18	TRUE	FALSE
Kcnn3	chr3	FALSE	TRUE
Kcnn4	chr7	TRUE	TRUE
Kcnq1	chr7	FALSE	TRUE
Kcnq2	chr2	TRUE	TRUE
Kcnq3	chr15	FALSE	FALSE
Kcnq4	chr4	TRUE	TRUE
Kcnq5	chr1	TRUE	FALSE
Kcnrg	chr14	TRUE	FALSE
Kcns1	chr2	TRUE	TRUE
Kcns2	chr15	TRUE	FALSE
Kcns3	chr12	TRUE	FALSE
Kcnt1	chr2	FALSE	TRUE
Kcnt2	chr1	FALSE	FALSE
Kcnu1	chr8	TRUE	FALSE
Kcnv1	chr15	FALSE	FALSE
Kcnv2	chr19	FALSE	FALSE
Kcp	chr6	FALSE	FALSE
Kctd1	chr18	FALSE	FALSE
Kctd10	chr5	FALSE	FALSE
Kctd12b	chrX	FALSE	FALSE
Kctd13	chr7	FALSE	TRUE
Kctd14	chr7	TRUE	TRUE
Kctd15	chr7	TRUE	TRUE
Kctd16	chr18	FALSE	FALSE
Kctd17	chr15	TRUE	FALSE
Kctd18	chr1	FALSE	FALSE
Kctd19	chr8	FALSE	FALSE
Kctd2	chr11	FALSE	TRUE
Kctd20	chr17	FALSE	FALSE
Kctd21	chr7	TRUE	FALSE
Kctd3	chr1	TRUE	TRUE
Kctd4	chr14	TRUE	TRUE
Kctd5	chr17	TRUE	FALSE
Kctd6	chr14	FALSE	FALSE
Kctd7	chr5	FALSE	FALSE
Kctd8	chr5	FALSE	FALSE
Kctd9	chr14	FALSE	FALSE
Kdelr1	chr7	FALSE	FALSE
Kdelr2	chr5	TRUE	FALSE
Kdelr3	chr15	FALSE	TRUE
Kdf1	chr4	FALSE	FALSE
Kdm1a	chr4	TRUE	TRUE
Kdm1b	chr13	FALSE	FALSE
Kdm2a	chr19	TRUE	FALSE
Kdm2b	chr5	FALSE	TRUE
Kdm3a	chr6	TRUE	FALSE
Kdm3b	chr18	TRUE	FALSE
Kdm4a	chr4	TRUE	FALSE
Kdm4b	chr17	TRUE	TRUE
Kdm4c	chr4	FALSE	FALSE
Kdm4d	chr9	FALSE	FALSE
Kdm5a	chr6	FALSE	FALSE
Kdm5b	chr1	FALSE	FALSE
Kdm5c	chrX	TRUE	TRUE
Kdm5d	chrY	TRUE	FALSE
Kdm6a	chrX	FALSE	TRUE
Kdm6b	chr11	FALSE	FALSE
Kdm7a	chr6	FALSE	TRUE
Kdm8	chr7	TRUE	TRUE
Kdr	chr5	TRUE	TRUE
Kdsr	chr1	TRUE	FALSE
Keap1	chr9	FALSE	TRUE
Keg1	chr19	FALSE	FALSE
Kel	chr6	FALSE	FALSE
Kera	chr10	FALSE	FALSE
Khdc1a	chr1	FALSE	TRUE
Khdc1b	chr1	FALSE	FALSE
Khdc1c	chr1	TRUE	TRUE
Khdc3	chr9	TRUE	TRUE
Khdc4	chr3	FALSE	FALSE
Khdrbs1	chr4	FALSE	FALSE
Khdrbs2	chr1	FALSE	FALSE
Khdrbs3	chr15	FALSE	FALSE
Khk	chr5	TRUE	FALSE
Khnyn	chr14	FALSE	FALSE
Khsrp	chr17	FALSE	TRUE
Kidins220	chr12	TRUE	TRUE
Kif11	chr19	FALSE	TRUE
Kif12	chr4	FALSE	TRUE
Kif13a	chr13	FALSE	FALSE
Kif13b	chr14	TRUE	TRUE
Kif14	chr1	TRUE	TRUE
Kif15	chr9	FALSE	FALSE
Kif16b	chr2	TRUE	TRUE
Kif17	chr4	TRUE	FALSE
Kif18a	chr2	FALSE	FALSE
Kif18b	chr11	TRUE	TRUE
Kif19a	chr11	TRUE	TRUE
Kif1a	chr1	TRUE	FALSE
Kif1b	chr4	FALSE	TRUE
Kif1c	chr11	TRUE	TRUE
Kif20a	chr18	FALSE	FALSE
Kif20b	chr19	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Kif21b	chr1	TRUE	TRUE
Kif22	chr7	FALSE	FALSE
Kif23	chr9	FALSE	FALSE
Kif24	chr4	TRUE	FALSE
Kif26a	chr12	FALSE	FALSE
Kif26b	chr1	TRUE	TRUE
Kif27	chr13	FALSE	TRUE
Kif28	chr1	TRUE	FALSE
Kif2a	chr13	FALSE	FALSE
Kif2c	chr4	TRUE	FALSE
Kif3a	chr11	FALSE	FALSE
Kif3b	chr2	TRUE	TRUE
Kif3c	chr12	FALSE	FALSE
Kif4	chrX	FALSE	FALSE
Kif5a	chr10	TRUE	TRUE
Kif5b	chr18	FALSE	FALSE
Kif5c	chr2	FALSE	TRUE
Kif6	chr17	TRUE	TRUE
Kif7	chr7	FALSE	TRUE
Kif9	chr9	TRUE	FALSE
Kifap3	chr1	TRUE	FALSE
Kifbp	chr10	FALSE	FALSE
Kifc1	chr17	TRUE	FALSE
Kifc2	chr15	TRUE	FALSE
Kifc3	chr8	TRUE	TRUE
Kifc5b	chr17	TRUE	FALSE
Kin	chr2	FALSE	FALSE
Kir3dl1	chrX	FALSE	TRUE
Kir3dl2	chrX	FALSE	FALSE
Kirrel	chr3	FALSE	FALSE
Kirrel2	chr7	FALSE	TRUE
Kirrel3	chr9	TRUE	TRUE
Kiss1	chr1	FALSE	TRUE
Kiss1r	chr10	FALSE	TRUE
Kit	chr5	FALSE	FALSE
Kitl	chr10	FALSE	FALSE
Kiz	chr2	TRUE	TRUE
Kl	chr5	TRUE	TRUE
Klb	chr5	TRUE	FALSE
Klc1	chr12	TRUE	TRUE
Klc2	chr19	TRUE	TRUE
Klc3	chr7	TRUE	TRUE
Klc4	chr17	TRUE	TRUE
Klf1	chr8	TRUE	TRUE
Klf10	chr15	FALSE	FALSE
Klf11	chr12	FALSE	FALSE
Klf12	chr14	TRUE	FALSE
Klf13	chr7	TRUE	FALSE
Klf15	chr6	TRUE	TRUE
Klf16	chr10	FALSE	FALSE
Klf17	chr4	FALSE	FALSE
Klf2	chr8	TRUE	TRUE
Klf3	chr5	TRUE	TRUE
Klf4	chr4	FALSE	TRUE
Klf5	chr14	FALSE	FALSE
Klf6	chr13	TRUE	FALSE
Klf7	chr1	TRUE	TRUE
Klf8	chrX	TRUE	FALSE
Klf9	chr19	FALSE	FALSE
Klhdc1	chr12	FALSE	FALSE
Klhdc10	chr6	FALSE	TRUE
Klhdc2	chr12	TRUE	FALSE
Klhdc3	chr17	FALSE	FALSE
Klhdc4	chr8	TRUE	FALSE
Klhdc8a	chr1	TRUE	FALSE
Klhdc8b	chr9	FALSE	FALSE
Klhdc9	chr1	TRUE	FALSE
Klhl1	chr14	FALSE	FALSE
Klhl10	chr11	FALSE	FALSE
Klhl11	chr11	TRUE	TRUE
Klhl12	chr1	FALSE	FALSE
Klhl13	chrX	FALSE	FALSE
Klhl14	chr18	FALSE	FALSE
Klhl15	chrX	FALSE	FALSE
Klhl18	chr9	TRUE	FALSE
Klhl2	chr8	FALSE	TRUE
Klhl20	chr1	FALSE	FALSE
Klhl21	chr4	FALSE	FALSE
Klhl22	chr16	TRUE	FALSE
Klhl23	chr2	FALSE	FALSE
Klhl24	chr16	FALSE	FALSE
