"SYMBOL","mecp2_Fold","mecp2_FDR","mecp2_sig","n_mecp2_peaks","n_mecp2_sig_peaks","h2a_Fold","h2a_FDR","h2a_sig","n_h2a_peaks","n_h2a_sig_peaks","sig","quadrant"
"Gm51400",-0.006449517,0.987022909,FALSE,1,0,-0.196311785,0.117710411,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm5148",0.528732369999089,0.035138868,TRUE,3,1,0.988720180997168,3.98e-27,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm5168",-0.030506519,0.914034132,FALSE,1,0,-0.334927007,0.253533623,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm525",0.0268087040449267,0.917157257,FALSE,2,0,-0.0793929949837013,0.1926092,FALSE,2,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Gm536",1.56055808718846,1.8e-06,TRUE,5,1,0.562522450496075,1.22e-06,TRUE,8,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm5420",-0.996109586946365,0.000646063,TRUE,4,1,0.224401387399264,0.007502851,TRUE,4,1,"Significant","Q2 (MeCP2 down / H2A up)"
"Gm5424",-0.383481525,0.084377534,FALSE,1,0,-0.487115641487582,0.000416138,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm5464",-0.099699805,0.657701591,FALSE,1,0,0.570058717,9.58e-05,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm5468",-0.168486377218668,0.360892348,FALSE,4,0,0.14809594249733,0.000112916,TRUE,6,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm5485",2.01941021523776,4.35e-14,TRUE,4,1,1.04268126801666,4.02e-28,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm5523",1.677406762,1.8e-09,TRUE,1,1,0.752325583273365,4.26e-13,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm5524",2.83895687642979,4.49e-22,TRUE,4,1,1.21185580543453,5.06e-31,TRUE,8,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm5532",0.130997157684124,0.211981884,FALSE,10,0,0.487995374760573,1.83e-06,TRUE,8,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm5535",-0.0297572906553452,0.905153513,FALSE,2,0,1.09886658854242,7.85e-16,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm5577",0.039178322,0.885214184,FALSE,1,0,0.072314842,0.676379847,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm567",3.0652592231615,6.53e-27,TRUE,13,1,1.46803236885032,1.64e-53,TRUE,10,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm572",-0.0874800326359952,0.634727842,FALSE,3,0,-0.623359658,0.000145585,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm5820",3.0839408817351,2.47e-28,TRUE,4,1,1.35976916611445,3.76e-30,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm5860",2.15772241924435,1.52e-13,TRUE,12,1,0.82099858979156,2.68e-16,TRUE,28,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm6116",-0.145001110739413,0.443280293,FALSE,3,0,0.436118039757604,0.000272325,TRUE,10,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm6117",-0.0447228060324826,0.862764881,FALSE,2,0,-0.408449449,0.029160717,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm6194",0.0148411927942025,0.964262466,FALSE,2,0,0.549026331,0.000349124,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm6213",0.950325967,0.007177801,TRUE,1,1,0.877729690386241,7.89e-21,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm6249",0.160143739716418,0.410622411,FALSE,4,0,0.451763983583898,0.000680796,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm6260",-0.206564773699827,0.318261701,FALSE,7,0,0.475498691928121,2.81e-08,TRUE,6,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm6402",0.084078373739021,0.650051002,FALSE,3,0,-0.355040929752847,0.010924761,TRUE,2,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Gm6498",-0.212067357885779,0.23355186,FALSE,4,0,0.160958886781332,0.167586484,FALSE,7,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm6559",-0.101024783,0.617785798,FALSE,1,0,-0.54489837108873,1.35e-05,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm6567",1.25848097432943,1.04e-05,TRUE,3,1,1.12043173847213,1.71e-15,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm6639",-0.124924554,0.557889257,FALSE,1,0,-0.454526769283552,0.00248858,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm6644",-0.087072814,0.699364161,FALSE,1,0,0.403601404,0.002699619,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm6812",1.52714390395083,2.67e-07,TRUE,2,1,0.829005604,8.74e-10,TRUE,1,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm6878",-0.275275314540144,0.205378861,FALSE,2,0,-0.24774599093801,0.009101514,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm6994",-0.654948433678046,0.042124262,TRUE,16,1,-0.242971633445499,0.007397095,TRUE,9,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Gm7160",0.061326169653429,0.773089926,FALSE,2,0,0.531423644474923,5.54e-06,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm7361",0.943798887739888,0.001596813,TRUE,5,1,0.67684358334188,2.1e-07,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm7550",0.698061487951476,0.008388392,TRUE,5,1,0.628513775125689,6.58e-10,TRUE,8,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm7694",-0.004474706,0.991133873,FALSE,1,0,-0.044325126069432,0.345568364,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm7788",-0.087407988,0.681877428,FALSE,1,0,0.750868722,1.75e-08,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm7977",2.96863419420206,8.48e-16,TRUE,2,1,0.885842392466932,1.75e-06,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm805",1.09969711465469,0.000155706,TRUE,5,1,0.475307956708501,1.74e-06,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm8096",1.91950609116198,1.1e-16,TRUE,4,1,1.55182951784799,3.16e-43,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm815",0.667350247316972,0.009736512,TRUE,4,1,0.809821934543269,3.63e-10,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm8234",-0.005057813,0.9900381,FALSE,1,0,0.35000128,0.021955252,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm826",-0.0616207027937786,0.77012181,FALSE,2,0,0.150518855,0.359588758,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gm829",0.449284143882961,0.089643755,FALSE,7,0,0.266466085131492,0.030844147,TRUE,4,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm833",-0.0623010531552479,0.475546178,FALSE,15,0,-0.199709630743537,0.077708436,FALSE,6,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm839",0.0462753414217419,0.548557342,FALSE,2,0,0.398316061486315,2.24e-06,TRUE,5,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm8439",0.030353738,0.914813285,FALSE,1,0,0.946889120540039,3.86e-12,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm8624",-0.118249103,0.573984532,FALSE,1,0,-0.417781973543848,0.008684159,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm8633",2.59069081790445,8.09e-17,TRUE,9,1,1.45447797746827,2.94e-34,TRUE,8,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm9530",0.750992172065977,1.41e-05,TRUE,18,1,0.693886544765974,2.19e-16,TRUE,20,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm973",2.12511379510989,4.45e-16,TRUE,13,1,0.682930902394083,4.12e-14,TRUE,12,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm9748",0.623345202,0.022810618,TRUE,1,1,-0.148844613,0.081277016,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Gm9839",1.49937109207381,1.03e-07,TRUE,7,1,0.563684232125752,1.23e-08,TRUE,5,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gm9871",0.268817353,0.225347773,FALSE,1,0,0.559817953,0.001125915,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm9899",-0.050330052,0.840826708,FALSE,1,0,-0.516152223115023,5.76e-05,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gm9949",0.210868437,0.388311564,FALSE,1,0,0.380523959780368,0.000726529,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gm9961",-0.029521447703685,0.770689037,FALSE,2,0,-0.078049959,0.556527357,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gmds",1.13923126086436,5.88e-06,TRUE,3,1,0.819478565261434,2.18e-16,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gmpr",-1.45623216905829,1.12e-07,TRUE,12,1,0.42315962137425,4.21e-05,TRUE,10,1,"Significant","Q2 (MeCP2 down / H2A up)"
"Gna14",-0.341697878558622,0.126545939,FALSE,2,0,-0.000381388,0.996989026,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gnai1",1.91392377687033,1.63e-09,TRUE,2,1,1.24504808175323,7.92e-35,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gnai2",-0.12100931545003,0.557764754,FALSE,2,0,0.100551524041314,0.014955285,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gnai3",-0.094785625,0.670625178,FALSE,1,0,1.272251224,1.8e-13,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gnal",0.0709715526846507,0.75915584,FALSE,2,0,0.22893539844125,0.000559524,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gnao1",-0.212174891626331,0.226170621,FALSE,5,0,0.214326069753588,7.78e-09,TRUE,6,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gnaq",-0.162571109990026,0.303214688,FALSE,7,0,0.454505990461682,4.31e-06,TRUE,7,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gnas",-0.185073752437362,0.34948711,FALSE,3,0,-0.0384904396856631,0.008933301,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gnat1",-0.010848663,0.975066726,FALSE,1,0,-0.308739089097472,0.002491549,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gnaz",-0.410756867284138,0.086632956,FALSE,5,0,0.484696005496598,5.14e-08,TRUE,11,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gnb2",-0.012564621,0.970432246,FALSE,1,0,-0.372784909,0.022808401,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gnb5",1.2510270224024,2.28e-05,TRUE,2,1,0.735119356,0.002896478,TRUE,1,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gng12",0.0523970631096053,0.818606238,FALSE,2,0,0.472612252158601,6.23e-05,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gng13",-0.0554860315610547,0.767427836,FALSE,4,0,-0.494219256,0.000130226,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gng4",0.078309921,0.72667686,FALSE,1,0,0.247329765,0.007972704,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gng8",-0.13013992349955,0.518134593,FALSE,3,0,0.328457870808298,0.009450037,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gnmt",-0.129869085298137,0.515464974,FALSE,2,0,0.273115872994792,0.00933136,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gnpda1",0.58614731055479,0.025765622,TRUE,2,1,0.798045564,5.1e-09,TRUE,1,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gnptab",-0.179062557847672,0.371668722,FALSE,2,0,0.333139098,0.017376466,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gns",0.010942276,0.978069985,FALSE,1,0,-0.210577665229552,0.017726914,TRUE,5,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Golga4",-0.089120647,0.693366197,FALSE,1,0,0.033125137,0.849281617,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Golga5",-0.164260979260312,0.394751073,FALSE,2,0,-0.108985183388801,0.305404318,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Golga7b",-0.0357917286209049,0.58489146,FALSE,3,0,0.779772791015224,8.95e-14,TRUE,4,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Golim4",0.268966932371526,0.158318809,FALSE,3,0,0.873442213460026,3.54e-19,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Golph3",-0.08671259,0.697319691,FALSE,1,0,0.548566487,6.93e-06,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gopc",-0.40638269329148,0.091099315,FALSE,3,0,1.20465173270774,2.06e-18,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Got2",1.25162121905843,4.11e-05,TRUE,8,1,0.712389498347407,2.15e-12,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gp1bb",-0.116733784,0.579318193,FALSE,1,0,0.0132620927142618,0.07003078,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gp5",-0.000713471,0.998436446,FALSE,1,0,-0.315894388,0.000278355,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gp9",-0.144086002198802,0.500099424,FALSE,2,0,-0.173017937312582,0.040680592,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpa33",0.0241178289688315,0.926416137,FALSE,2,0,0.0822868588905497,0.217696665,FALSE,5,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gpam",1.42793475931278,3.03e-06,TRUE,3,1,0.723751924414176,1.1e-09,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpat3",-0.037383481,0.890318204,FALSE,1,0,-0.23100661835003,0.070872025,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpat4",-0.134598362469361,0.4866522,FALSE,2,0,0.221885469913677,0.065766031,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpatch2",-0.0975504749245865,0.616695493,FALSE,2,0,0.8783056747605,7.01e-17,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpatch2l",-0.730600674925097,0.010373309,TRUE,3,1,0.0802903369605405,0.461116978,FALSE,3,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpbp1",-0.636309329,0.017367324,TRUE,1,1,0.539841359,0.000161602,TRUE,1,1,"Significant","Q2 (MeCP2 down / H2A up)"
"Gpc1",-0.101083969364773,0.440686355,FALSE,7,0,-0.307827960439901,0.001676808,TRUE,10,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpc4",-0.061664525,0.826614061,FALSE,1,0,0.052558491,0.633461015,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpc5",-0.034451216,0.901820226,FALSE,1,0,0.0256754179331055,0.887872121,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpc6",0.286985965431033,0.178100853,FALSE,3,0,0.798777889024616,1.22e-07,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gpd1",-0.424777355,0.081672687,FALSE,1,0,0.389559759,0.004978715,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpd1l",-0.042893725,0.872615057,FALSE,1,0,0.152946903,0.37015952,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpd2",0.414283042251333,0.031943747,TRUE,6,1,0.942514709873232,2.15e-20,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gper1",0.010822946,0.975103191,FALSE,1,0,0.144474300171951,0.380150818,FALSE,2,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gphb5",-0.000491275313452448,0.898630882,FALSE,5,0,0.133868883754744,0.131339617,FALSE,4,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gphn",1.29968883979246,1.12e-05,TRUE,3,1,0.787987165043927,1.91e-11,TRUE,8,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpm6b",3.13625682,9.11e-22,TRUE,1,1,0.113967468,0.444148073,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gpr12",-0.010960318,0.974683321,FALSE,1,0,-0.394665211358247,0.000482535,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr132",-0.734705740309874,0.007166055,TRUE,2,1,-0.316213589242335,0.001223102,TRUE,3,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Gpr135",0.05864295,0.800850913,FALSE,1,0,0.474653558,4.39e-05,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gpr137",-0.135545485,0.529090663,FALSE,1,0,0.325679689,0.027869209,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr139",-0.056702785,0.819057836,FALSE,1,0,0.11817877,0.382706263,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr142",0.976138648,0.001023622,TRUE,1,1,0.251918595,0.081867971,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gpr146",-0.031635509,0.909469988,FALSE,1,0,-0.27056545618965,0.033599162,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr149",-0.067866081,0.774192048,FALSE,1,0,-0.265026797,0.095822404,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr150",0.031106921,0.914397575,FALSE,1,0,0.635136129,3.86e-13,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gpr151",-1.12074319953855,0.001035592,TRUE,8,1,0.438693999843975,1.93e-05,TRUE,10,1,"Significant","Q2 (MeCP2 down / H2A up)"
"Gpr153",-0.0878136354926111,0.66677655,FALSE,4,0,0.0411940591293347,0.314554252,FALSE,6,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr155",-0.109046803,0.636617271,FALSE,1,0,0.295138261,0.206798265,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr156",-0.241108272,0.252262104,FALSE,1,0,-0.144577191,0.257896675,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr157",-0.0924281114449506,0.658458435,FALSE,2,0,-0.043375318,0.776765203,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr158",1.41940006514579,1.8e-08,TRUE,2,1,1.50072968319075,1.35e-23,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpr160",-0.09590695,0.652272201,FALSE,1,0,0.022243245,0.851775267,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr161",-0.0435061575320125,0.850130544,FALSE,2,0,0.175078860808269,0.115825123,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr171",-0.103052720102095,0.583233506,FALSE,2,0,0.0553526109514607,0.510493833,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr176",-0.0787681820359644,0.723879127,FALSE,2,0,0.388958375,0.000305777,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr179",-0.027227885419874,0.915052542,FALSE,2,0,-0.291704583149654,0.018718471,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr180",-0.011675913,0.972619944,FALSE,1,0,0.820798353730014,3.42e-13,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr19",-0.0249615135665848,0.45053016,FALSE,2,0,0.755420269,2.59e-08,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr20",-0.328414631798582,0.104689849,FALSE,4,0,-0.296098502139651,0.01952379,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr22",2.6027792897179,2.84e-14,TRUE,2,1,1.14615503024185,4.3e-21,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpr25",-0.06145192,0.797901786,FALSE,1,0,0.040681866,0.772765673,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr26",0.029720024,0.918739265,FALSE,1,0,-0.033158792,0.867029807,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Gpr27",-0.042136765,0.873354058,FALSE,1,0,0.276613274,0.028107511,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr3",-0.008651079,0.981227879,FALSE,1,0,0.194944328,0.121314668,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr35",0.0519717574388643,0.831564687,FALSE,2,0,-0.546214987599595,0.002304938,TRUE,2,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Gpr37",-0.043464892,0.869896611,FALSE,1,0,-0.06932462,0.535238004,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr37l1",-0.039987181,0.88203388,FALSE,1,0,-0.015901887,0.925833716,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr39",0.283814620865692,0.184043437,FALSE,3,0,0.310160759086224,0.004453397,TRUE,5,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gpr50",-0.0649124197678495,0.802155795,FALSE,2,0,0.685132615892782,3.03e-05,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr6",-0.193018534785506,0.326007157,FALSE,5,0,0.0891722039306564,0.00031491,TRUE,6,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr61",-0.0399607085577683,0.877554756,FALSE,2,0,0.441147768,0.000221608,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr63",-0.0520871465483487,0.571593583,FALSE,2,0,0.696671325722011,1.04e-13,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr65",1.79298303954504,2.11e-10,TRUE,2,1,1.115103639254,1.65e-17,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpr68",1.75135433866496,2.61e-10,TRUE,4,1,0.463470080816376,3.61e-08,TRUE,5,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpr83",-0.228841132606313,0.245416993,FALSE,2,0,-0.05512329,0.685711548,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpr84",-0.036942825346629,0.886103263,FALSE,2,0,0.479664784062225,0.000225381,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpr85",1.92086024515494,1.29e-09,TRUE,4,1,1.17356159723457,1.41e-23,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpr88",0.0754247798021979,0.635606628,FALSE,3,0,0.62333540567622,3.57e-10,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gprc5a",0.003385331,0.993304708,FALSE,1,0,0.156895600836157,0.246610753,FALSE,2,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gprc5b",-0.139423069397643,0.489994275,FALSE,3,0,-0.286784695925983,0.011385567,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gprc5c",-0.0436909970329513,0.865356288,FALSE,2,0,0.25690459801766,0.079831736,FALSE,3,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gprin1",0.035748067,0.897167381,FALSE,1,0,-0.431223455211776,0.000175499,TRUE,3,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Gprin2",-0.253242903,0.248516057,FALSE,1,0,-0.0585569278865685,0.143677902,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gprin3",2.60039771021806,4.11e-20,TRUE,13,1,1.00253674935088,6.29e-22,TRUE,15,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gpsm1",-0.0397301008511202,0.853965801,FALSE,2,0,-0.105447872,0.328481756,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Gpt2",-0.030807911,0.91275731,FALSE,1,0,0.0964968283638339,0.576986942,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gpx4",-0.155900863,0.450651598,FALSE,1,0,0.05206959,0.73216194,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gramd1b",2.13619587197329,2.2e-18,TRUE,10,1,0.795663850397094,3.36e-13,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Gramd2b",0.270880856926115,0.225892792,FALSE,4,0,0.647997090031686,1.1e-07,TRUE,4,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Gramd4",-0.14628818655115,0.423698878,FALSE,6,0,0.263246703046117,0.005708783,TRUE,8,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Grap",-0.297597259036835,0.117387823,FALSE,5,0,-0.519863718015718,9.27e-08,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Grap2",0.673383109435227,0.015018178,TRUE,10,1,0.150643634523179,0.196775594,FALSE,5,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Grb10",1.96119291719909,1.57e-08,TRUE,3,1,-0.0341706995411114,0.000631984,TRUE,7,1,"Significant","Q4 (MeCP2 up / H2A down)"
"Grb14",0.573153024478738,0.016030513,TRUE,11,1,0.634508237883701,8.31e-09,TRUE,9,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Greb1",-0.0746272678987322,0.707624182,FALSE,3,0,-0.0546574568146935,0.663496766,FALSE,3,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Greb1l",-0.085634428,0.706389333,FALSE,1,0,0.286312438819233,0.009101514,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Grem1",0.041515702,0.879455699,FALSE,1,0,-0.385005949,0.001064724,TRUE,1,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Grhl1",-0.0414053901156122,0.876958355,FALSE,2,0,-0.118358070881142,0.339570609,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Grhl2",0.176358893807997,0.303103982,FALSE,7,0,0.51260999455366,5.99e-08,TRUE,9,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Grhl3",-0.168844802097275,0.342986757,FALSE,3,0,-0.725509345807595,7.69e-07,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Grhpr",-0.0136580575345171,0.94375745,FALSE,2,0,0.463908422,0.004367105,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Gria1",1.24610417585925,5.13e-09,TRUE,15,1,0.219600584962803,0.101834568,FALSE,3,0,"Not significant","Q1 (MeCP2 up / H2A up)"
