gene_name	chr	mch_hyper	in_target
Lrrc14	chr15	FALSE	FALSE
Lrrc14b	chr13	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Lrrc17	chr5	FALSE	TRUE
Lrrc18	chr14	FALSE	FALSE
Lrrc19	chr4	FALSE	TRUE
Lrrc2	chr9	FALSE	TRUE
Lrrc20	chr10	FALSE	FALSE
Lrrc23	chr6	FALSE	FALSE
Lrrc24	chr15	FALSE	FALSE
Lrrc25	chr8	FALSE	FALSE
Lrrc26	chr2	FALSE	FALSE
Lrrc27	chr7	FALSE	FALSE
Lrrc28	chr7	TRUE	FALSE
Lrrc29	chr8	FALSE	FALSE
Lrrc3	chr10	FALSE	FALSE
Lrrc30	chr17	FALSE	TRUE
Lrrc31	chr3	FALSE	FALSE
Lrrc32	chr7	FALSE	FALSE
Lrrc34	chr3	FALSE	FALSE
Lrrc36	chr8	TRUE	FALSE
Lrrc37a	chr11	FALSE	TRUE
Lrrc38	chr4	FALSE	FALSE
Lrrc39	chr3	FALSE	FALSE
Lrrc3b	chr14	FALSE	FALSE
Lrrc3c	chr11	FALSE	FALSE
Lrrc4	chr6	TRUE	FALSE
Lrrc40	chr3	FALSE	FALSE
Lrrc41	chr4	FALSE	FALSE
Lrrc42	chr4	FALSE	FALSE
Lrrc43	chr5	FALSE	FALSE
Lrrc45	chr11	FALSE	FALSE
Lrrc46	chr11	FALSE	FALSE
Lrrc47	chr4	FALSE	FALSE
Lrrc49	chr9	TRUE	FALSE
Lrrc4b	chr7	FALSE	FALSE
Lrrc4c	chr2	TRUE	TRUE
Lrrc51	chr7	FALSE	FALSE
Lrrc52	chr1	FALSE	TRUE
Lrrc55	chr2	FALSE	TRUE
Lrrc56	chr7	FALSE	FALSE
Lrrc57	chr2	FALSE	FALSE
Lrrc58	chr16	FALSE	FALSE
Lrrc59	chr11	FALSE	FALSE
Lrrc6	chr15	TRUE	TRUE
Lrrc61	chr6	FALSE	FALSE
Lrrc63	chr14	FALSE	TRUE
Lrrc66	chr5	FALSE	TRUE
Lrrc69	chr4	FALSE	TRUE
Lrrc7	chr3	FALSE	TRUE
Lrrc71	chr3	FALSE	FALSE
Lrrc72	chr12	FALSE	TRUE
Lrrc73	chr17	FALSE	FALSE
Lrrc74a	chr12	FALSE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Lrrc75a	chr11	FALSE	FALSE
Lrrc75b	chr10	FALSE	FALSE
Lrrc8a	chr2	FALSE	FALSE
Lrrc8b	chr5	FALSE	FALSE
Lrrc8c	chr5	FALSE	TRUE
Lrrc8d	chr5	FALSE	FALSE
Lrrc8e	chr8	FALSE	FALSE
Lrrc9	chr12	FALSE	FALSE
Lrrcc1	chr3	FALSE	FALSE
Lrrd1	chr5	FALSE	TRUE
Lrrfip1	chr1	FALSE	FALSE
Lrrfip2	chr9	FALSE	FALSE
Lrriq1	chr10	FALSE	TRUE
Lrriq3	chr3	FALSE	TRUE
Lrriq4	chr3	FALSE	FALSE
Lrrk1	chr7	FALSE	TRUE
Lrrk2	chr15	FALSE	TRUE
Lrrn1	chr6	TRUE	FALSE
Lrrn2	chr1	FALSE	FALSE
Lrrn3	chr12	FALSE	FALSE
Lrrn4	chr2	FALSE	FALSE
Lrrn4cl	chr19	FALSE	FALSE
Lrrtm1	chr6	FALSE	FALSE
Lrrtm2	chr18	FALSE	FALSE
Lrrtm3	chr10	FALSE	FALSE
Lrrtm4	chr6	TRUE	TRUE
Lrsam1	chr2	FALSE	FALSE
Lrtm1	chr14	TRUE	FALSE
Lrtm2	chr6	FALSE	FALSE
Lrwd1	chr5	FALSE	FALSE
Lsamp	chr16	TRUE	TRUE
Lsg1	chr16	FALSE	FALSE
Lsm1	chr8	FALSE	FALSE
Lsm10	chr4	TRUE	FALSE
Lsm11	chr11	FALSE	FALSE
Lsm12	chr11	FALSE	FALSE
Lsm14a	chr7	FALSE	FALSE
Lsm14b	chr2	FALSE	FALSE
Lsm2	chr17	FALSE	FALSE
Lsm3	chr6	FALSE	FALSE
Lsm4	chr8	FALSE	FALSE
Lsm5	chr6	FALSE	FALSE
Lsm6	chr8	FALSE	FALSE
Lsm7	chr10	FALSE	FALSE
Lsm8	chr6	FALSE	FALSE
Lsmem1	chr12	FALSE	FALSE
Lsmem2	chr9	FALSE	FALSE
Lsp1	chr7	FALSE	FALSE
Lsr	chr7	FALSE	FALSE
Lss	chr10	FALSE	FALSE
Lst1	chr17	FALSE	FALSE
Lta	chr17	FALSE	FALSE
Lta4h	chr10	FALSE	FALSE
Ltb	chr17	FALSE	FALSE
Ltb4r1	chr14	FALSE	FALSE
Ltb4r2	chr14	FALSE	FALSE
Ltbp1	chr17	FALSE	TRUE
Ltbp2	chr12	FALSE	FALSE
Ltbp3	chr19	FALSE	FALSE
Ltbp4	chr7	FALSE	FALSE
Ltbr	chr6	FALSE	FALSE
Ltc4s	chr11	FALSE	FALSE
Ltf	chr9	FALSE	TRUE
Ltk	chr2	FALSE	FALSE
Ltn1	chr16	FALSE	FALSE
Ltv1	chr10	FALSE	FALSE
Luc7l	chr17	FALSE	FALSE
Luc7l2	chr6	FALSE	FALSE
Luc7l3	chr11	FALSE	FALSE
Lum	chr10	TRUE	FALSE
Lurap1	chr4	FALSE	FALSE
Lurap1l	chr4	TRUE	TRUE
Luzp1	chr4	FALSE	FALSE
Luzp2	chr7	FALSE	TRUE
Luzp4	chrX	FALSE	TRUE
Lvrn	chr18	FALSE	TRUE
Lxn	chr3	FALSE	FALSE
Ly6a	chr15	FALSE	FALSE
Ly6c1	chr15	FALSE	FALSE
Ly6c2	chr15	FALSE	TRUE
Ly6d	chr15	FALSE	FALSE
Ly6e	chr15	FALSE	FALSE
Ly6f	chr15	FALSE	TRUE
Ly6g	chr15	FALSE	TRUE
Ly6g2	chr15	FALSE	TRUE
Ly6g5b	chr17	FALSE	FALSE
Ly6g5c	chr17	FALSE	FALSE
Ly6g6c	chr17	TRUE	FALSE
Ly6g6d	chr17	TRUE	FALSE
Ly6g6e	chr17	FALSE	FALSE
Ly6g6f	chr17	TRUE	FALSE
Ly6g6g	chr15	FALSE	FALSE
Ly6h	chr15	FALSE	FALSE
Ly6i	chr15	FALSE	FALSE
Ly6k	chr15	FALSE	FALSE
Ly6l	chr15	FALSE	TRUE
Ly6m	chr15	FALSE	FALSE
Ly75	chr2	FALSE	TRUE
Ly86	chr13	FALSE	TRUE
Ly9	chr1	FALSE	TRUE
Ly96	chr1	FALSE	FALSE
Lyar	chr5	FALSE	FALSE
Lyg1	chr1	FALSE	FALSE
Lyg2	chr1	FALSE	FALSE
Lyl1	chr8	FALSE	FALSE
Lyn	chr4	TRUE	FALSE
Lynx1	chr15	FALSE	FALSE
Lypd1	chr1	FALSE	TRUE
Lypd10	chr7	FALSE	TRUE
Lypd11	chr7	FALSE	TRUE
Lypd2	chr15	FALSE	FALSE
Lypd3	chr7	FALSE	FALSE
Lypd4	chr7	FALSE	FALSE
Lypd5	chr7	FALSE	FALSE
Lypd6	chr2	FALSE	TRUE
Lypd6b	chr2	FALSE	TRUE
Lypd8	chr11	FALSE	TRUE
Lypd9	chr11	FALSE	TRUE
Lypla1	chr1	FALSE	FALSE
Lypla2	chr4	FALSE	FALSE
Lyplal1	chr1	FALSE	TRUE
Lyrm1	chr7	FALSE	TRUE
Lyrm2	chr4	FALSE	FALSE
Lyrm4	chr13	FALSE	FALSE
Lyrm7	chr11	FALSE	FALSE
Lyrm9	chr11	FALSE	FALSE
Lysmd1	chr3	FALSE	FALSE
Lysmd2	chr9	FALSE	FALSE
Lysmd3	chr13	FALSE	FALSE
Lysmd4	chr7	FALSE	FALSE
Lyst	chr13	FALSE	FALSE
Lyve1	chr7	FALSE	FALSE
Lyz1	chr10	FALSE	TRUE
Lyz2	chr10	FALSE	TRUE
Lyzl1	chr18	FALSE	TRUE
Lyzl4	chr9	FALSE	FALSE
Lyzl6	chr11	FALSE	FALSE
Lzic	chr4	FALSE	FALSE
Lztfl1	chr9	FALSE	TRUE
Lztr1	chr16	FALSE	FALSE
Lzts1	chr8	FALSE	FALSE
Lzts2	chr19	FALSE	FALSE
Lzts3	chr2	FALSE	FALSE
M1ap	chr6	FALSE	FALSE
M6pr	chr6	FALSE	FALSE
Maats1	chr16	FALSE	FALSE
Mab21l1	chr3	FALSE	FALSE
Mab21l2	chr3	FALSE	FALSE
Mab21l3	chr3	FALSE	FALSE
Mab21l4	chr1	FALSE	FALSE
Macc1	chr12	FALSE	TRUE
Macf1	chr4	FALSE	FALSE
Maco1	chr4	FALSE	FALSE
Macrod1	chr19	FALSE	FALSE
Macrod2	chr2	TRUE	FALSE
Macroh2a1	chr13	FALSE	FALSE
Macroh2a2	chr10	FALSE	FALSE
Mad1l1	chr5	FALSE	FALSE
Mad2l1	chr6	FALSE	TRUE
Mad2l1bp	chr17	FALSE	FALSE
Mad2l2	chr4	FALSE	FALSE
Madcam1	chr10	FALSE	FALSE
Madd	chr2	FALSE	FALSE
Maea	chr5	FALSE	FALSE
Mael	chr1	FALSE	TRUE
Maf	chr8	FALSE	FALSE
Maf1	chr15	FALSE	FALSE
Mafa	chr15	FALSE	FALSE
Mafb	chr2	FALSE	TRUE
Maff	chr15	FALSE	FALSE
Mafg	chr11	FALSE	FALSE
Mafk	chr5	FALSE	FALSE
Mag	chr7	FALSE	FALSE
Magea10	chrX	FALSE	TRUE
Magea2	chrX	FALSE	TRUE
Magea5	chrX	FALSE	TRUE
Magea6	chrX	FALSE	TRUE
Magea8	chrX	FALSE	TRUE
Mageb16	chrX	FALSE	TRUE
Mageb18	chrX	FALSE	TRUE
Mageb3	chr2	FALSE	FALSE
Mageb4	chrX	FALSE	TRUE
Maged1	chrX	FALSE	FALSE
Maged2	chrX	FALSE	FALSE
Magee1	chrX	FALSE	FALSE
Magee2	chrX	FALSE	TRUE
Mageh1	chrX	FALSE	FALSE
Magel2	chr7	FALSE	TRUE
Magi1	chr6	FALSE	TRUE
Magi2	chr5	FALSE	TRUE
Magi3	chr3	FALSE	FALSE
Magix	chrX	FALSE	FALSE
Magoh	chr4	FALSE	FALSE
Magohb	chr6	FALSE	TRUE
Magt1	chrX	FALSE	FALSE
Maip1	chr1	FALSE	FALSE
Majin	chr19	FALSE	FALSE
Mak	chr13	FALSE	TRUE
Mak16	chr8	FALSE	FALSE
Mal	chr2	FALSE	FALSE
Mal2	chr15	FALSE	TRUE
Mall	chr2	FALSE	FALSE
Malrd1	chr2	FALSE	TRUE
Malsu1	chr6	FALSE	FALSE
Malt1	chr18	FALSE	FALSE
Mamdc2	chr19	TRUE	FALSE
Mamdc4	chr2	FALSE	FALSE
Maml1	chr11	FALSE	FALSE
Maml2	chr9	FALSE	FALSE
Maml3	chr3	TRUE	FALSE
Mamld1	chrX	FALSE	FALSE
Mamstr	chr7	FALSE	FALSE
Man1a	chr10	FALSE	TRUE
Man1a2	chr3	FALSE	FALSE
Man1b1	chr2	FALSE	FALSE
Man1c1	chr4	FALSE	FALSE
Man2a1	chr17	TRUE	FALSE
Man2a2	chr7	FALSE	FALSE
Man2b1	chr8	FALSE	FALSE
Man2b2	chr5	FALSE	FALSE
Man2c1	chr9	FALSE	FALSE
Manba	chr3	FALSE	FALSE
Manbal	chr2	FALSE	FALSE
Manea	chr4	TRUE	TRUE
Maneal	chr4	FALSE	FALSE
Manf	chr9	FALSE	FALSE
Mansc1	chr6	FALSE	FALSE
Mansc4	chr6	FALSE	FALSE
Maoa	chrX	FALSE	FALSE
Maob	chrX	FALSE	FALSE
Map10	chr8	FALSE	FALSE
Map11	chr5	FALSE	FALSE
Map1a	chr2	FALSE	FALSE
Map1b	chr13	FALSE	FALSE
Map1lc3a	chr2	FALSE	FALSE
Map1lc3b	chr8	FALSE	FALSE
Map1s	chr8	FALSE	FALSE
Map2	chr1	FALSE	FALSE
Map2k1	chr9	FALSE	FALSE
Map2k2	chr10	FALSE	FALSE
Map2k3	chr11	FALSE	FALSE
Map2k4	chr11	FALSE	TRUE
Map2k5	chr9	FALSE	FALSE
Map2k6	chr11	FALSE	TRUE
Map2k7	chr8	FALSE	FALSE
Map3k1	chr13	FALSE	FALSE
Map3k10	chr7	FALSE	FALSE
Map3k11	chr19	FALSE	FALSE
Map3k12	chr15	FALSE	FALSE
Map3k13	chr16	FALSE	FALSE
Map3k14	chr11	FALSE	FALSE
Map3k15	chrX	FALSE	FALSE
Map3k19	chr1	FALSE	FALSE
Map3k2	chr18	FALSE	FALSE
Map3k20	chr2	FALSE	TRUE
Map3k21	chr8	FALSE	FALSE
Map3k3	chr11	FALSE	FALSE
Map3k4	chr17	FALSE	FALSE
Map3k5	chr10	TRUE	FALSE
Map3k6	chr4	FALSE	FALSE
Map3k7	chr4	FALSE	FALSE
Map3k7cl	chr16	FALSE	FALSE
Map3k8	chr18	FALSE	FALSE
Map3k9	chr12	FALSE	FALSE
Map4	chr9	FALSE	FALSE
Map4k1	chr7	FALSE	FALSE
Map4k2	chr19	FALSE	FALSE
Map4k3	chr17	FALSE	FALSE
Map4k4	chr1	FALSE	FALSE
Map4k5	chr12	FALSE	FALSE
Map6	chr7	FALSE	FALSE
Map6d1	chr16	FALSE	FALSE
Map7	chr10	FALSE	FALSE
Map7d1	chr4	FALSE	FALSE
Map7d2	chrX	FALSE	FALSE
Map7d3	chrX	FALSE	FALSE
Map9	chr3	FALSE	FALSE
Mapk1	chr16	FALSE	FALSE
Mapk10	chr5	FALSE	FALSE
Mapk11	chr15	FALSE	FALSE
Mapk12	chr15	FALSE	FALSE
Mapk13	chr17	FALSE	FALSE
Mapk14	chr17	FALSE	FALSE
Mapk15	chr15	FALSE	FALSE
Mapk1ip1	chr7	FALSE	FALSE
Mapk1ip1l	chr14	FALSE	FALSE
Mapk3	chr7	FALSE	FALSE
Mapk4	chr18	FALSE	FALSE
Mapk6	chr9	FALSE	FALSE
Mapk7	chr11	FALSE	FALSE
Mapk8	chr14	FALSE	FALSE
Mapk8ip1	chr2	FALSE	FALSE
Mapk8ip2	chr15	FALSE	FALSE
Mapk8ip3	chr17	FALSE	FALSE
Mapk9	chr11	FALSE	FALSE
Mapkap1	chr2	FALSE	FALSE
Mapkapk2	chr1	FALSE	FALSE
Mapkapk3	chr9	FALSE	FALSE
Mapkapk5	chr5	FALSE	FALSE
Mapkbp1	chr2	FALSE	FALSE
Mapre1	chr2	FALSE	FALSE
Mapre2	chr18	FALSE	FALSE
Mapre3	chr5	FALSE	FALSE
Mapt	chr11	FALSE	FALSE
Marchf1	chr8	FALSE	TRUE
Marchf10	chr11	FALSE	TRUE
Marchf11	chr15	FALSE	TRUE
Marchf2	chr17	FALSE	FALSE
Marchf3	chr18	TRUE	FALSE
Marchf4	chr1	FALSE	FALSE
Marchf5	chr19	FALSE	FALSE
Marchf6	chr15	FALSE	FALSE
Marchf7	chr2	FALSE	FALSE
Marchf8	chr6	FALSE	FALSE
Marchf9	chr10	FALSE	FALSE
Marcks	chr10	FALSE	FALSE
Marcksl1	chr4	FALSE	FALSE
Marco	chr1	FALSE	TRUE
Marf1	chr16	FALSE	FALSE
Mark1	chr1	FALSE	FALSE
Mark2	chr19	FALSE	FALSE
Mark3	chr12	FALSE	FALSE
Mark4	chr7	FALSE	FALSE
Mars1	chr10	FALSE	FALSE
Mars2	chr1	FALSE	FALSE
Marveld1	chr19	FALSE	FALSE
Marveld2	chr13	FALSE	FALSE
Marveld3	chr8	FALSE	FALSE
Mas1	chr17	FALSE	FALSE
Maskbp3	chr18	FALSE	FALSE
Masp1	chr16	FALSE	TRUE
Masp2	chr4	FALSE	FALSE
Mast1	chr8	FALSE	FALSE
Mast2	chr4	FALSE	FALSE
Mast3	chr8	FALSE	FALSE
Mast4	chr13	FALSE	TRUE
Mastl	chr2	FALSE	FALSE
Mat1a	chr14	FALSE	TRUE
Mat2a	chr6	FALSE	FALSE
Mat2b	chr11	FALSE	TRUE
Matk	chr10	FALSE	FALSE
Matn1	chr4	FALSE	FALSE
Matn2	chr15	FALSE	TRUE
Matn3	chr12	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
Matr3	chr18	FALSE	FALSE
Mau2	chr8	FALSE	FALSE
Mavs	chr2	FALSE	FALSE
Max	chr12	FALSE	FALSE
Maz	chr7	FALSE	FALSE
Mb	chr15	FALSE	FALSE
Mb21d2	chr16	FALSE	FALSE
Mbd1	chr18	FALSE	FALSE
Mbd2	chr18	FALSE	FALSE
Mbd3	chr10	FALSE	FALSE
Mbd3l1	chr9	FALSE	TRUE
Mbd3l2	chr9	FALSE	TRUE
Mbd4	chr6	FALSE	FALSE
Mbd5	chr2	FALSE	TRUE
Mbd6	chr10	FALSE	FALSE
Mbip	chr12	FALSE	FALSE
Mbl1	chr14	FALSE	TRUE
Mbl2	chr19	FALSE	TRUE
Mblac1	chr5	FALSE	FALSE
Mblac2	chr13	FALSE	FALSE
Mbnl1	chr3	FALSE	FALSE
Mbnl2	chr14	FALSE	FALSE
Mbnl3	chrX	TRUE	FALSE
Mboat1	chr13	FALSE	TRUE
Mboat2	chr12	FALSE	FALSE
Mboat4	chr8	FALSE	FALSE
Mboat7	chr7	FALSE	FALSE
Mbp	chr18	FALSE	FALSE
Mbtd1	chr11	FALSE	FALSE
Mbtps1	chr8	FALSE	FALSE
Mbtps2	chrX	TRUE	FALSE
Mc1r	chr8	FALSE	FALSE
Mc2r	chr18	FALSE	FALSE
Mc3r	chr2	FALSE	TRUE
Mc4r	chr18	FALSE	TRUE
Mc5r	chr18	FALSE	FALSE
Mcam	chr9	FALSE	FALSE
Mcat	chr15	FALSE	FALSE
Mcc	chr18	FALSE	FALSE
Mccc1	chr3	FALSE	FALSE
Mccc2	chr13	FALSE	FALSE
Mcee	chr7	FALSE	FALSE
Mcemp1	chr8	FALSE	FALSE
Mcf2	chrX	FALSE	FALSE
Mcf2l	chr8	FALSE	FALSE
Mcfd2	chr17	FALSE	FALSE
Mchr1	chr15	FALSE	FALSE
Mcidas	chr13	FALSE	FALSE
Mcl1	chr3	FALSE	FALSE
Mcm10	chr2	FALSE	TRUE
Mcm2	chr6	FALSE	FALSE
Mcm3	chr1	FALSE	FALSE
Mcm3ap	chr10	FALSE	FALSE
Mcm4	chr16	FALSE	FALSE
Mcm5	chr8	FALSE	FALSE
Mcm6	chr1	FALSE	FALSE
Mcm7	chr5	FALSE	FALSE
Mcm8	chr2	FALSE	FALSE
Mcm9	chr10	TRUE	FALSE
Mcmbp	chr7	FALSE	FALSE
Mcmdc2	chr1	FALSE	FALSE
Mcoln1	chr8	FALSE	FALSE
Mcoln2	chr3	FALSE	TRUE
Mcoln3	chr3	FALSE	TRUE
Mcph1	chr8	FALSE	TRUE
Mcpt1	chr14	FALSE	FALSE
Mcpt2	chr14	FALSE	FALSE
Mcpt4	chr14	FALSE	FALSE
Mcpt8	chr14	FALSE	FALSE
Mcpt9	chr14	FALSE	FALSE
Mcrip1	chr11	FALSE	FALSE
Mcrip2	chr17	FALSE	FALSE
Mcrs1	chr15	FALSE	FALSE
Mctp1	chr13	FALSE	FALSE
Mctp2	chr7	FALSE	TRUE
Mcts1	chrX	FALSE	FALSE
Mcts2	chr2	FALSE	FALSE
Mcu	chr10	FALSE	FALSE
Mcub	chr3	FALSE	FALSE
Mcur1	chr13	TRUE	FALSE
Mdc1	chr17	FALSE	FALSE
Mdfi	chr17	FALSE	FALSE
Mdfic	chr6	FALSE	TRUE
Mdga1	chr17	FALSE	FALSE
Mdga2	chr12	TRUE	TRUE
Mdh1	chr11	FALSE	TRUE
Mdh1b	chr1	FALSE	FALSE
Mdh2	chr5	FALSE	FALSE
Mdk	chr2	FALSE	FALSE
Mdm1	chr10	FALSE	TRUE
Mdm2	chr10	FALSE	FALSE
Mdm4	chr1	FALSE	FALSE
Mdn1	chr4	FALSE	FALSE
Mdp1	chr14	FALSE	FALSE
Me1	chr9	FALSE	TRUE
Me2	chr18	FALSE	FALSE
Me3	chr7	FALSE	FALSE
Mea1	chr17	FALSE	FALSE
Meaf6	chr4	FALSE	FALSE
Meak7	chr8	FALSE	FALSE
Mecom	chr3	FALSE	TRUE
Mecp2	chrX	FALSE	FALSE
Mecr	chr4	FALSE	FALSE
Med1	chr11	FALSE	FALSE
Med10	chr13	FALSE	FALSE
Med11	chr11	FALSE	FALSE
Med12	chrX	FALSE	FALSE
Med12l	chr3	FALSE	FALSE
Med13	chr11	FALSE	FALSE
Med13l	chr5	FALSE	FALSE
Med14	chrX	FALSE	FALSE
Med15	chr16	FALSE	FALSE
Med16	chr10	FALSE	FALSE
Med17	chr9	FALSE	FALSE
Med18	chr4	FALSE	FALSE
Med19	chr2	FALSE	FALSE
Med20	chr17	FALSE	FALSE
Med21	chr6	FALSE	FALSE
Med22	chr2	FALSE	FALSE
Med23	chr10	FALSE	FALSE
Med24	chr11	FALSE	FALSE
Med25	chr7	FALSE	FALSE
Med26	chr8	FALSE	FALSE
Med27	chr2	FALSE	FALSE
Med28	chr5	FALSE	TRUE
Med29	chr7	FALSE	FALSE
Med30	chr15	TRUE	TRUE
Med31	chr11	FALSE	FALSE
Med4	chr14	FALSE	FALSE
Med6	chr12	FALSE	FALSE
Med7	chr11	FALSE	TRUE
Med8	chr4	FALSE	FALSE
Med9	chr11	FALSE	FALSE
Medag	chr5	FALSE	FALSE
Mef2a	chr7	FALSE	FALSE
Mef2b	chr8	FALSE	FALSE
Mef2c	chr13	FALSE	FALSE
Mef2d	chr3	FALSE	FALSE
Mefv	chr16	FALSE	TRUE
Megf10	chr18	FALSE	TRUE
Megf11	chr9	FALSE	FALSE
Megf6	chr4	FALSE	FALSE
Megf8	chr7	FALSE	FALSE
Megf9	chr4	FALSE	FALSE
Mei1	chr15	FALSE	FALSE
Mei4	chr9	FALSE	TRUE
Meig1	chr2	FALSE	TRUE
Meikin	chr11	FALSE	FALSE
Meiob	chr17	FALSE	FALSE
Meioc	chr11	FALSE	FALSE
Meis1	chr11	FALSE	FALSE
Meis2	chr2	FALSE	TRUE
Meis3	chr7	FALSE	FALSE
Melk	chr4	FALSE	FALSE
Meltf	chr16	FALSE	FALSE
Memo1	chr17	FALSE	FALSE
Men1	chr19	FALSE	FALSE
Meox1	chr11	FALSE	FALSE
Meox2	chr12	FALSE	TRUE
Mep1a	chr17	FALSE	TRUE
Mep1b	chr18	FALSE	TRUE
Mepce	chr5	FALSE	FALSE
Mepe	chr5	FALSE	TRUE
Mertk	chr2	FALSE	FALSE
Mesd	chr7	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Mesp2	chr7	FALSE	FALSE
Mest	chr6	FALSE	FALSE
Met	chr6	FALSE	TRUE
Metap1	chr3	FALSE	FALSE
Metap1d	chr2	FALSE	FALSE
Metap2	chr10	FALSE	FALSE
Methig1	chr15	FALSE	FALSE
Metrn	chr17	FALSE	FALSE
Metrnl	chr11	FALSE	TRUE
Mettl1	chr10	FALSE	FALSE
Mettl11b	chr1	FALSE	TRUE
Mettl14	chr3	FALSE	FALSE
Mettl15	chr2	FALSE	TRUE
Mettl16	chr11	FALSE	FALSE
Mettl17	chr14	FALSE	FALSE
Mettl18	chr1	FALSE	FALSE
Mettl2	chr11	FALSE	FALSE
Mettl21a	chr1	FALSE	FALSE
Mettl21c	chr1	FALSE	FALSE
Mettl21e	chr1	TRUE	TRUE
Mettl22	chr16	FALSE	FALSE
Mettl23	chr11	FALSE	FALSE
Mettl24	chr10	FALSE	FALSE
Mettl25	chr10	FALSE	TRUE
Mettl26	chr17	FALSE	FALSE
Mettl27	chr5	FALSE	FALSE
Mettl3	chr14	FALSE	FALSE
Mettl4	chr17	FALSE	TRUE
Mettl5	chr2	FALSE	FALSE
Mettl6	chr14	FALSE	FALSE
Mettl7a1	chr15	FALSE	FALSE
Mettl7a2	chr15	FALSE	FALSE
Mettl7a3	chr15	FALSE	FALSE
Mettl7b	chr10	FALSE	FALSE
Mettl8	chr2	FALSE	FALSE
Mettl9	chr7	FALSE	FALSE
Mex3a	chr3	FALSE	FALSE
Mex3b	chr7	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Mex3d	chr10	FALSE	FALSE
Mfap1a	chr2	FALSE	FALSE
Mfap1b	chr2	FALSE	FALSE
Mfap2	chr4	FALSE	FALSE
Mfap3	chr11	FALSE	TRUE
Mfap3l	chr8	FALSE	TRUE
Mfap4	chr11	FALSE	FALSE
Mfap5	chr6	FALSE	TRUE
Mff	chr1	FALSE	FALSE
Mfge8	chr7	FALSE	FALSE
Mfhas1	chr8	FALSE	FALSE
Mfn1	chr3	FALSE	FALSE
Mfn2	chr4	FALSE	FALSE
Mfng	chr15	FALSE	FALSE
Mfrp	chr9	FALSE	FALSE
Mfsd1	chr3	FALSE	TRUE
Mfsd10	chr5	FALSE	FALSE
Mfsd11	chr11	FALSE	FALSE
Mfsd12	chr10	FALSE	FALSE
Mfsd13a	chr19	FALSE	FALSE
Mfsd13b	chr7	FALSE	FALSE
Mfsd14a	chr3	FALSE	FALSE
Mfsd14b	chr13	FALSE	TRUE
Mfsd2a	chr4	FALSE	FALSE
Mfsd2b	chr12	FALSE	FALSE
Mfsd3	chr15	FALSE	FALSE
Mfsd4a	chr1	FALSE	FALSE
Mfsd4b1	chr10	FALSE	FALSE
Mfsd4b4	chr10	FALSE	FALSE
Mfsd4b5	chr10	FALSE	FALSE
Mfsd5	chr15	FALSE	FALSE
Mfsd6	chr1	FALSE	FALSE
Mfsd6l	chr11	FALSE	FALSE
Mfsd7a	chr5	FALSE	FALSE
Mfsd8	chr3	FALSE	FALSE
Mfsd9	chr1	FALSE	TRUE
Mga	chr2	FALSE	FALSE
Mgam	chr6	FALSE	TRUE
Mgam2-ps	chr6	FALSE	TRUE
Mgarp	chr3	FALSE	FALSE
Mgat1	chr11	FALSE	TRUE
Mgat2	chr12	FALSE	FALSE
Mgat3	chr15	FALSE	FALSE
Mgat4a	chr1	FALSE	FALSE
Mgat4b	chr11	FALSE	FALSE
Mgat4c	chr10	FALSE	TRUE
Mgat4d	chr8	FALSE	FALSE
Mgat4e	chr1	FALSE	FALSE
Mgat4f	chr1	FALSE	FALSE
Mgat5	chr1	FALSE	FALSE
Mgat5b	chr11	FALSE	FALSE
Mgl2	chr11	FALSE	FALSE
Mgll	chr6	TRUE	FALSE
Mgme1	chr2	FALSE	FALSE
Mgmt	chr7	FALSE	TRUE
Mgp	chr6	FALSE	TRUE
Mgrn1	chr16	FALSE	FALSE
Mgst1	chr6	FALSE	TRUE
Mgst2	chr3	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Mia	chr7	FALSE	FALSE
Mia2	chr12	FALSE	FALSE
Mia3	chr1	FALSE	FALSE
Mib1	chr18	FALSE	FALSE
Mib2	chr4	FALSE	FALSE
Mical1	chr10	FALSE	FALSE
Mical2	chr7	FALSE	FALSE
Mical3	chr6	FALSE	FALSE
Micall1	chr15	FALSE	FALSE
Micall2	chr5	FALSE	FALSE
Micos10	chr4	FALSE	FALSE
Micos13	chr17	FALSE	FALSE
Micu1	chr10	FALSE	FALSE
Micu2	chr14	FALSE	FALSE
Micu3	chr8	FALSE	FALSE
Mid1	chrX	FALSE	TRUE
Mid1ip1	chrX	FALSE	FALSE
Mid2	chrX	FALSE	FALSE
Midn	chr10	FALSE	FALSE
Mief1	chr15	FALSE	FALSE
Mief2	chr11	FALSE	FALSE
Mien1	chr11	FALSE	FALSE
Mier1	chr4	FALSE	FALSE
Mier2	chr10	FALSE	FALSE
Mier3	chr13	FALSE	FALSE
Mif	chr10	FALSE	FALSE
Mif4gd	chr11	FALSE	FALSE
Miga1	chr3	FALSE	FALSE
Miga2	chr2	FALSE	FALSE
Miip	chr4	FALSE	FALSE
Mill1	chr7	FALSE	TRUE
Mill2	chr7	FALSE	TRUE
Milr1	chr11	FALSE	FALSE
