gene_name	chr	mch_sig	in_state
Mycbp	chr4	FALSE	FALSE
Klk1b3	chr7	FALSE	TRUE
Iqsec2	chrX	FALSE	FALSE
Heatr4	chr12	FALSE	FALSE
4833439L19Rik	chr13	FALSE	FALSE
Slc25a32	chr15	FALSE	FALSE
Gm49450	chr15	FALSE	FALSE
Epdr1	chr13	FALSE	FALSE
Atp5c1	chr2	FALSE	FALSE
Nucks1	chr1	FALSE	FALSE
Chic2	chr5	FALSE	FALSE
Hddc3	chr7	FALSE	FALSE
Setdb2	chr14	FALSE	FALSE
Rpl18	chr7	FALSE	FALSE
Tgtp2	chr11	FALSE	TRUE
Olfr132	chr17	FALSE	TRUE
Ankrd42	chr7	FALSE	FALSE
Gsk3a	chr7	FALSE	FALSE
Stradb	chr1	FALSE	FALSE
Gm29735	chr7	FALSE	TRUE
Cyp3a59	chr5	FALSE	TRUE
Ezh1	chr11	FALSE	FALSE
Olfr113	chr17	FALSE	TRUE
Dolpp1	chr2	FALSE	FALSE
Nova1	chr12	FALSE	FALSE
Serpinb9g	chr13	FALSE	TRUE
Wls	chr3	FALSE	FALSE
Atl1	chr12	FALSE	FALSE
Olfr389	chr11	FALSE	TRUE
Olfr365	chr2	FALSE	TRUE
Vmn1r60	chr7	FALSE	TRUE
Gorab	chr1	FALSE	FALSE
Reg1	chr6	FALSE	TRUE
Pkm	chr9	FALSE	FALSE
Gtpbp1	chr15	FALSE	FALSE
Dnaaf1	chr8	FALSE	TRUE
Pnmal2	chr7	FALSE	FALSE
Fads3	chr19	FALSE	FALSE
Gm7072	chr17	FALSE	FALSE
Adam6b	chr12	FALSE	TRUE
Copg1	chr6	FALSE	FALSE
Rela	chr19	FALSE	FALSE
Emc4	chr2	FALSE	FALSE
Depp1	chr6	FALSE	TRUE
Optc	chr1	FALSE	FALSE
Acot8	chr2	FALSE	FALSE
Fgfbp3	chr19	FALSE	FALSE
Gm40460	chr7	FALSE	TRUE
Sbf2	chr7	FALSE	FALSE
Elk1	chrX	FALSE	FALSE
Nde1	chr16	FALSE	FALSE
Btnl6	chr17	FALSE	FALSE
Gm21886	chr18	FALSE	FALSE
Prkag3	chr1	FALSE	FALSE
Stc2	chr11	FALSE	FALSE
Gm11077	chr6	FALSE	FALSE
Itln1	chr1	FALSE	TRUE
Olfr1301	chr2	FALSE	TRUE
Klra2	chr6	FALSE	TRUE
Tepsin	chr11	FALSE	FALSE
Crtc3	chr7	FALSE	FALSE
Ces1d	chr8	FALSE	TRUE
Ppp2r5d	chr17	FALSE	FALSE
Sowaha	chr11	FALSE	FALSE
P2rx1	chr11	FALSE	FALSE
Olfr358	chr2	FALSE	TRUE
Gpr33	chr12	FALSE	TRUE
Cfap300	chr9	FALSE	FALSE
1600014C10Rik	chr7	FALSE	FALSE
Ythdc1	chr5	FALSE	FALSE
Rbfa	chr18	FALSE	FALSE
Ncapg	chr5	FALSE	FALSE
Treml4	chr17	FALSE	TRUE
Trim42	chr9	FALSE	FALSE
Gm49027	chr5	FALSE	FALSE
Ubqln3	chr7	FALSE	TRUE
Ciao1	chr2	FALSE	FALSE
Olfr457	chr6	FALSE	FALSE
Olfr195	chr16	FALSE	TRUE
Vmn1r119	chr7	FALSE	TRUE
Tatdn2	chr6	FALSE	FALSE
Serpine3	chr14	FALSE	TRUE
Msl1	chr11	FALSE	FALSE
F830016B08Rik	chr18	FALSE	TRUE
Zfp229	chr17	FALSE	FALSE
Rhox3h	chrX	FALSE	TRUE
Tcl1b4	chr12	FALSE	TRUE
Keg1	chr19	FALSE	TRUE
Olfr718-ps1	chr5	FALSE	TRUE
1110065P20Rik	chr4	FALSE	FALSE
Themis2	chr4	FALSE	FALSE
AC167036.2	chr1	FALSE	TRUE
Lgals9	chr11	FALSE	TRUE
Flywch2	chr17	FALSE	FALSE
Efhc2	chrX	FALSE	FALSE
Slc18b1	chr10	FALSE	FALSE
Spryd4	chr10	FALSE	FALSE
Asb16	chr11	FALSE	FALSE
Scara5	chr14	FALSE	TRUE
Trim60	chr8	FALSE	TRUE
Ccdc194	chr8	FALSE	FALSE
Gm49486	chr15	FALSE	FALSE
Krt33a	chr11	FALSE	TRUE
Tmed11	chr5	FALSE	TRUE
Gm45928	chr19	FALSE	FALSE
Bmyc	chr2	FALSE	TRUE
Dnttip2	chr3	FALSE	FALSE
Fancg	chr4	FALSE	FALSE
Slc22a30	chr19	FALSE	TRUE
Cacnb3	chr15	FALSE	FALSE
Tmem28	chrX	FALSE	FALSE
Clhc1	chr11	FALSE	FALSE
Spag16	chr1	FALSE	FALSE
Ddx19a	chr8	FALSE	FALSE
Cfap44	chr16	FALSE	FALSE
Foxp3	chrX	FALSE	FALSE
Zfp819	chr7	FALSE	TRUE
Daglb	chr5	FALSE	FALSE
Gm4553	chr7	FALSE	TRUE
Mettl5	chr2	FALSE	FALSE
Gm13090	chr4	FALSE	FALSE
Chrm5	chr2	FALSE	TRUE
Asgr1	chr11	FALSE	FALSE
Usp51	chrX	FALSE	FALSE
Stoml1	chr9	FALSE	FALSE
Tas2r118	chr6	FALSE	TRUE
Ube2z	chr11	FALSE	FALSE
Bpnt1	chr1	FALSE	FALSE
Akr1b10	chr6	FALSE	FALSE
Pramef8	chr4	FALSE	FALSE
1810062G17Rik	chr3	FALSE	FALSE
Nhlrc4	chr17	FALSE	TRUE
Tnfsf12	chr11	FALSE	FALSE
Sln	chr9	FALSE	TRUE
Clec4g	chr8	FALSE	TRUE
Olfr507	chr7	FALSE	TRUE
Cul4b	chrX	FALSE	FALSE
Tmed5	chr5	FALSE	FALSE
Dmrtc1a	chrX	FALSE	FALSE
Dnajc7	chr11	FALSE	FALSE
Cx3cr1	chr9	FALSE	FALSE
Mt2	chr8	FALSE	FALSE
Msln	chr17	FALSE	TRUE
Atp6v1g1	chr4	FALSE	FALSE
Cebpz	chr17	FALSE	FALSE
Sox11	chr12	FALSE	FALSE
Pgc	chr17	FALSE	FALSE
Olfr1062	chr2	FALSE	TRUE
Sh3bgrl3	chr4	FALSE	FALSE
Olfr1390	chr11	FALSE	TRUE
Ugt2b37	chr5	FALSE	TRUE
Zfx	chrX	FALSE	FALSE
Trafd1	chr5	FALSE	FALSE
Wrnip1	chr13	FALSE	FALSE
Gm6871	chr7	FALSE	TRUE
Dnase1l1	chrX	FALSE	FALSE
Dbndd2	chr2	FALSE	FALSE
Sh3rf1	chr8	FALSE	FALSE
Rsph10b	chr5	FALSE	FALSE
Spdye4b	chr5	FALSE	FALSE
Spaca6	chr17	FALSE	FALSE
Pole4	chr6	FALSE	FALSE
Slc38a3	chr9	FALSE	FALSE
Gtf2h2	chr13	FALSE	FALSE
Zfp975	chr7	FALSE	TRUE
Sigmar1	chr4	FALSE	FALSE
Olfr843	chr9	FALSE	TRUE
Cldn9	chr17	FALSE	FALSE
Rabepk	chr2	FALSE	FALSE
Rhox3f	chrX	FALSE	TRUE
Olfr145	chr9	FALSE	TRUE
Zfp808	chr13	FALSE	TRUE
Defb43	chr14	FALSE	TRUE
C1qtnf9	chr14	FALSE	FALSE
Khsrp	chr17	FALSE	FALSE
Psg18	chr7	FALSE	TRUE
Slc39a4	chr15	FALSE	TRUE
Cd59a	chr2	FALSE	FALSE
Sppl2c	chr11	FALSE	FALSE
Creg2	chr1	FALSE	FALSE
Xk	chrX	FALSE	FALSE
Phf19	chr2	FALSE	FALSE
Zscan4b	chr7	FALSE	TRUE
Olfr1395	chr11	FALSE	TRUE
Ndn	chr7	FALSE	TRUE
Arc	chr15	FALSE	FALSE
Prelid3a	chr18	FALSE	FALSE
Derl1	chr15	FALSE	FALSE
Gm8879	chr5	FALSE	TRUE
Sema6b	chr17	FALSE	FALSE
Ifna12	chr4	FALSE	TRUE
Ica1l	chr1	FALSE	FALSE
Olfr16	chr1	FALSE	TRUE
Olfr1178	chr2	FALSE	TRUE
Cdiptos	chr7	FALSE	FALSE
Ch25h	chr19	FALSE	FALSE
Gnb5	chr9	FALSE	FALSE
Olfr1162	chr2	FALSE	TRUE
4930469K13Rik	chr11	FALSE	FALSE
D630023F18Rik	chr1	FALSE	FALSE
Tex37	chr6	FALSE	TRUE
Atp5j	chr16	FALSE	FALSE
Klra1	chr6	FALSE	TRUE
Med29	chr7	FALSE	FALSE
Olfr266	chr3	FALSE	TRUE
Coro1b	chr19	FALSE	FALSE
Gsdmc2	chr15	FALSE	TRUE
Zfp846	chr9	FALSE	FALSE
Fxr1	chr3	FALSE	FALSE
Kif23	chr9	FALSE	FALSE
Zbtb33	chrX	FALSE	FALSE
Doxl1	chr6	FALSE	TRUE
Ttll12	chr15	FALSE	FALSE
Spo11	chr2	FALSE	FALSE
Grk1	chr8	FALSE	FALSE
Aldoa	chr7	FALSE	FALSE
Slc25a11	chr11	FALSE	FALSE
Olfr1216	chr2	FALSE	TRUE
Olfr1371	chr11	FALSE	TRUE
Adprh	chr16	FALSE	FALSE
Ccr1l1	chr9	FALSE	TRUE
Catsperz	chr19	FALSE	FALSE
Phka2	chrX	FALSE	FALSE
Smim22	chr16	FALSE	TRUE
4833427G06Rik	chr9	FALSE	FALSE
Tfap2a	chr13	FALSE	FALSE
Vmn1r193	chr13	FALSE	TRUE
Gm5617	chr9	FALSE	FALSE
Gipc1	chr8	FALSE	FALSE
Nup54	chr5	FALSE	FALSE
Vmn2r15	chr5	FALSE	TRUE
G6pdx	chrX	FALSE	FALSE
Muc3	chr5	FALSE	TRUE
Etv5	chr16	FALSE	FALSE
Cxcr6	chr9	FALSE	TRUE
Leprotl1	chr8	FALSE	FALSE
Otx1	chr11	FALSE	FALSE
Ampd2	chr3	FALSE	FALSE
Fzd10	chr5	FALSE	FALSE
Mmgt1	chrX	FALSE	FALSE
Gp1ba	chr11	FALSE	TRUE
Pcdh11x	chrX	FALSE	FALSE
Zfp319	chr8	FALSE	FALSE
Npbwr1	chr1	FALSE	FALSE
Actr10	chr12	FALSE	FALSE
Cyb5r2	chr7	FALSE	FALSE
Stfa3	chr16	FALSE	TRUE
Aptx	chr4	FALSE	FALSE
Fnta	chr8	FALSE	FALSE
Neil2	chr14	FALSE	FALSE
Scamp4	chr10	FALSE	FALSE
Rpl22l1	chr3	FALSE	FALSE
Mia3	chr1	FALSE	FALSE
Gm11992	chr11	FALSE	FALSE
6030498E09Rik	chrX	FALSE	TRUE
Itk	chr11	FALSE	FALSE
Ulk3	chr9	FALSE	FALSE
Fcgr4	chr1	FALSE	TRUE
Ndufb5	chr3	FALSE	FALSE
Gm2016	chr12	FALSE	TRUE
Zfp711	chrX	FALSE	FALSE
Dusp3	chr11	FALSE	FALSE
Ubl3	chr5	FALSE	FALSE
Tmem209	chr6	FALSE	FALSE
Chrd	chr16	FALSE	FALSE
Gm45716	chr11	FALSE	FALSE
Zfand2a	chr5	FALSE	FALSE
Rab4a	chr8	FALSE	FALSE
Ubap1	chr4	FALSE	FALSE
Adam11	chr11	FALSE	FALSE
Serpinb1a	chr13	FALSE	TRUE
Mettl24	chr10	FALSE	FALSE
Ccdc162	chr10	FALSE	FALSE
Gm45844	chr7	FALSE	TRUE
Bpifa5	chr2	FALSE	TRUE
Aamp	chr1	FALSE	FALSE
Sst	chr16	FALSE	FALSE
Bhlhe41	chr6	FALSE	FALSE
Gp1bb	chr16	FALSE	TRUE
Vmn2r9	chr5	FALSE	TRUE
Ddc	chr11	FALSE	FALSE
Klhl15	chrX	FALSE	FALSE
Rhbdd2	chr5	FALSE	FALSE
Olfr390	chr11	FALSE	TRUE
Ankrd66	chr17	FALSE	FALSE
Pnoc	chr14	FALSE	FALSE
Ctla2a	chr13	FALSE	TRUE
Psmg2	chr18	FALSE	FALSE
Fbxl14	chr6	FALSE	FALSE
Naxd	chr8	FALSE	FALSE
1700008P02Rik	chr3	FALSE	TRUE
Cntnap5b	chr1	FALSE	FALSE
Ociad1	chr5	FALSE	FALSE
Cacnb1	chr11	FALSE	FALSE
Hr	chr14	FALSE	FALSE
Kctd18	chr1	FALSE	FALSE
Nipa2	chr7	FALSE	FALSE
Ccr3	chr9	FALSE	TRUE
Als2cl	chr9	FALSE	FALSE
Vmn1r73	chr7	FALSE	TRUE
Tbx1	chr16	FALSE	FALSE
Rilpl2	chr5	FALSE	FALSE
Arhgap32	chr9	FALSE	FALSE
Hook2	chr8	FALSE	FALSE
Olfr77	chr9	FALSE	TRUE
Tmprss2	chr16	FALSE	FALSE
Olfr1182	chr2	FALSE	TRUE
Gm28845	chr1	FALSE	FALSE
Aldh8a1	chr10	FALSE	TRUE
Zfp566	chr7	FALSE	FALSE
Amy2a5	chr3	FALSE	TRUE
Tead2	chr7	FALSE	FALSE
Fam90a1a	chr8	FALSE	TRUE
Olfr872	chr9	FALSE	TRUE
Me3	chr7	FALSE	FALSE
Ccdc17	chr4	FALSE	FALSE
C030006K11Rik	chr15	FALSE	FALSE
B3gat3	chr19	FALSE	FALSE
Tmem169	chr1	FALSE	FALSE
Cd37	chr7	FALSE	FALSE
Gpr4	chr7	FALSE	TRUE
Dhrs4	chr14	FALSE	FALSE
Tmf1	chr6	FALSE	FALSE
Olfr402	chr11	FALSE	TRUE
Pgam5	chr5	FALSE	FALSE
Mesd	chr7	FALSE	FALSE
Mybpc1	chr10	FALSE	FALSE
Snx30	chr4	FALSE	FALSE
Cldn34b4	chrX	FALSE	TRUE
Dph5	chr3	FALSE	FALSE
Cthrc1	chr15	FALSE	FALSE
Rabl3	chr16	FALSE	FALSE
Trim13	chr14	FALSE	FALSE
4930578G10Rik	chr4	FALSE	FALSE
Tgm6	chr2	FALSE	FALSE
Setd4	chr16	FALSE	FALSE
Coq7	chr7	FALSE	FALSE
Glipr1l3	chr10	FALSE	TRUE
Zcrb1	chr15	FALSE	FALSE
Adamts1	chr16	FALSE	FALSE
Jak3	chr8	FALSE	FALSE
Mterf3	chr13	FALSE	FALSE
Olfr102	chr17	FALSE	TRUE
Olfr1378	chr11	FALSE	TRUE
Tspyl5	chr15	FALSE	FALSE
Peg3	chr7	FALSE	FALSE
Olfr607	chr7	FALSE	TRUE
Syap1	chrX	FALSE	FALSE
Cyp2c66	chr19	FALSE	TRUE
H2-T24	chr17	FALSE	TRUE
Mup17	chr4	FALSE	TRUE
Sema5a	chr15	FALSE	FALSE
Lime1	chr2	FALSE	FALSE
Adap2	chr11	FALSE	FALSE
H4f16	chr6	FALSE	FALSE
Fubp1	chr3	FALSE	FALSE
Ldc1	chr4	FALSE	TRUE
Ear2	chr14	FALSE	TRUE
Plk3	chr4	FALSE	FALSE
Olfr957	chr9	FALSE	TRUE
Cd79b	chr11	FALSE	TRUE
Flrt1	chr19	FALSE	FALSE
Dmac2l	chr12	FALSE	FALSE
Pdcd11	chr19	FALSE	TRUE
Cnih2	chr19	FALSE	FALSE
6430628N08Rik	chr4	FALSE	FALSE
2610021A01Rik	chr7	FALSE	FALSE
Iah1	chr12	FALSE	FALSE
Prph	chr15	FALSE	FALSE
Zmat1	chrX	FALSE	FALSE
Vmn2r44	chr7	FALSE	TRUE
T2	chr17	FALSE	FALSE
Pkp2	chr16	FALSE	FALSE
Pah	chr10	FALSE	TRUE
Cabyr	chr18	FALSE	FALSE
Mc2r	chr18	FALSE	TRUE
Veph1	chr3	FALSE	FALSE
Vps4a	chr8	FALSE	FALSE
Tmx3	chr18	FALSE	FALSE
Krtap4-1	chr11	FALSE	TRUE
Rcc2	chr4	FALSE	FALSE
Tbx20	chr9	FALSE	FALSE
Cpsf2	chr12	FALSE	FALSE
Myf5	chr10	FALSE	FALSE
Celf3	chr3	FALSE	FALSE
Rbmxl2	chr7	FALSE	FALSE
Pnliprp1	chr19	FALSE	TRUE
Sult2a7	chr7	FALSE	TRUE
Utp15	chr13	FALSE	FALSE
Washc3	chr10	FALSE	FALSE
Pabpn1l	chr8	FALSE	TRUE
Tmem74	chr15	FALSE	FALSE
Tifab	chr13	FALSE	FALSE
Gm3264	chr14	FALSE	FALSE
Tdrd9	chr12	FALSE	FALSE
Gm20721	chr2	FALSE	FALSE
Gm3476	chr14	FALSE	FALSE
Apex2	chrX	FALSE	FALSE
Tex9	chr9	FALSE	FALSE
Oas1a	chr5	FALSE	FALSE
Hspbp1	chr7	FALSE	FALSE
Gm8122	chr14	FALSE	TRUE
Rab3il1	chr19	FALSE	FALSE
H1f2	chr13	FALSE	FALSE
Olfr640	chr7	FALSE	TRUE
Ccr4	chr9	FALSE	TRUE
Lzic	chr4	FALSE	FALSE
Gm11568	chr11	FALSE	TRUE
Olfr237	chr6	FALSE	TRUE
Chrna1	chr2	FALSE	FALSE
Cfap157	chr2	FALSE	FALSE
Fam183b	chr11	FALSE	FALSE
Ptx4	chr17	FALSE	TRUE
Krtap3-3	chr11	FALSE	TRUE
Tas2r129	chr6	FALSE	TRUE
Olfr92	chr17	FALSE	TRUE
Nfx1	chr4	FALSE	FALSE
Fn3k	chr11	FALSE	FALSE
Eif3m	chr2	FALSE	FALSE
Radil	chr5	FALSE	FALSE
Hinfp	chr9	FALSE	FALSE
Mfsd8	chr3	FALSE	FALSE
Crygs	chr16	FALSE	FALSE
Ifi209	chr1	FALSE	TRUE
Seh1l	chr18	FALSE	FALSE
Amy1	chr3	FALSE	TRUE
Ffar2	chr7	FALSE	TRUE
Gm50478	chr1	FALSE	FALSE
Olfr175	chr16	FALSE	TRUE
Napepld	chr5	FALSE	FALSE
Olfr723	chr14	FALSE	TRUE
Parp10	chr15	FALSE	FALSE
Zfand5	chr19	FALSE	FALSE
1700025C18Rik	chr2	FALSE	TRUE
Olfr61	chr7	FALSE	TRUE
Ngp	chr9	FALSE	TRUE
Klk1b21	chr7	FALSE	TRUE
Map2k3	chr11	FALSE	FALSE
Bad	chr19	FALSE	FALSE
Krtap9-3	chr11	FALSE	TRUE
Vps39	chr2	FALSE	FALSE
Sirt6	chr10	FALSE	FALSE
Il16	chr7	FALSE	FALSE
Cldn34b1	chrX	FALSE	TRUE
Lsm4	chr8	FALSE	FALSE
Ccdc151	chr9	FALSE	FALSE
Mitf	chr6	FALSE	FALSE
Dlat	chr9	FALSE	FALSE
Pcdhb6	chr18	FALSE	TRUE
Ciart	chr3	FALSE	FALSE
Ccdc58	chr16	FALSE	FALSE
Akr1c14	chr13	FALSE	TRUE
Serpinb7	chr1	FALSE	TRUE
Eif1a	chr18	FALSE	FALSE
Tigit	chr16	FALSE	FALSE
Pgm2l1	chr7	FALSE	FALSE
Kif7	chr7	FALSE	FALSE
Cep19	chr16	FALSE	FALSE
Prrt1	chr17	FALSE	FALSE
Fzd2	chr11	FALSE	FALSE
Ebi3	chr17	FALSE	FALSE
C1d	chr11	FALSE	FALSE
ETV3L	chr3	FALSE	FALSE
Gm17190	chr13	FALSE	TRUE
Plcxd1	chr5	FALSE	FALSE
Pdk4	chr6	FALSE	FALSE
Wfdc13	chr2	FALSE	TRUE
Snx4	chr16	FALSE	FALSE
Lynx1	chr15	FALSE	FALSE
Cartpt	chr13	FALSE	FALSE
Kbtbd13	chr9	FALSE	FALSE
G530012D18Rik	chr1	FALSE	TRUE
Rnft1	chr11	FALSE	FALSE
Arl3	chr19	FALSE	FALSE
Mrpl23	chr7	FALSE	FALSE
Try10	chr6	FALSE	TRUE
Olfr1497	chr19	FALSE	TRUE
Fxyd5	chr7	FALSE	FALSE
Mgl2	chr11	FALSE	TRUE
Olfr78	chr7	FALSE	TRUE
Cox7c	chr13	FALSE	FALSE
Magix	chrX	FALSE	FALSE
Stx3	chr19	FALSE	FALSE
Rnf4	chr5	FALSE	FALSE
Smg7	chr1	FALSE	FALSE
Krtap21-1	chr16	FALSE	TRUE
Cylc2	chr4	FALSE	TRUE
Fscb	chr12	FALSE	TRUE
Clca1	chr3	FALSE	TRUE
Ptprcap	chr19	FALSE	FALSE
Ap1s2	chrX	FALSE	FALSE
Muc4	chr16	FALSE	FALSE
Gnb3	chr6	FALSE	FALSE
Rit1	chr3	FALSE	FALSE
Lrrc46	chr11	FALSE	TRUE
Prpf4b	chr13	FALSE	FALSE
Dhx8	chr11	FALSE	FALSE
Zfp37	chr4	FALSE	FALSE
Zmat4	chr8	FALSE	FALSE
Cldn2	chrX	FALSE	FALSE
Chtf8	chr8	FALSE	FALSE
Grin2c	chr11	FALSE	FALSE
4930595D18Rik	chr12	FALSE	FALSE
Vill	chr9	FALSE	FALSE
Gm50241	chr8	FALSE	FALSE
Ap3m1	chr14	FALSE	FALSE
Olfr1272	chr2	FALSE	TRUE
Hspa13	chr16	FALSE	FALSE
Gm4985	chrX	FALSE	TRUE
Olfr325	chr11	FALSE	FALSE
Gm14496	chr2	FALSE	TRUE
Olfr914	chr9	FALSE	TRUE
Lsm12	chr11	FALSE	FALSE
Cdv3	chr9	FALSE	FALSE
Gmcl1	chr6	FALSE	FALSE
Vmn1r230	chr17	FALSE	TRUE
Naga	chr15	FALSE	FALSE
Mrgpra2a	chr7	FALSE	TRUE
Ceacam15	chr7	FALSE	FALSE
Cdx1	chr18	FALSE	FALSE
Scly	chr1	FALSE	FALSE
Gm13398	chr2	FALSE	TRUE
Tmem26	chr10	FALSE	FALSE
Rpp21	chr17	FALSE	FALSE
0610010K14Rik	chr11	FALSE	FALSE
Olfr488	chr7	FALSE	TRUE
C1s2	chr6	FALSE	TRUE
Srrt	chr5	FALSE	FALSE
Gas1	chr13	FALSE	FALSE
Emc10	chr7	FALSE	FALSE
Kcna3	chr3	FALSE	FALSE
Rprml	chr11	FALSE	FALSE
Olfr205	chr16	FALSE	TRUE
Gpr75	chr11	FALSE	FALSE
Vmn2r37	chr7	FALSE	TRUE
Irf2bp2	chr8	FALSE	FALSE
Tnnt3	chr7	FALSE	TRUE
Amt	chr9	FALSE	FALSE
Olfr568	chr7	FALSE	TRUE
Ppm1a	chr12	FALSE	FALSE
Olfr1	chr11	FALSE	TRUE
Gmpr2	chr14	FALSE	FALSE
Gm8765	chr13	FALSE	TRUE
Rex1bd	chr8	FALSE	FALSE
Carhsp1	chr16	FALSE	FALSE
Gm47969	chr1	FALSE	TRUE
Taar3	chr10	FALSE	FALSE
Bud31	chr5	FALSE	FALSE
Colec10	chr15	FALSE	TRUE
Rnf186	chr4	FALSE	TRUE
Cnnm4	chr1	FALSE	FALSE
Mkrn1	chr6	FALSE	FALSE
Abcc1	chr16	FALSE	FALSE
Wnk4	chr11	FALSE	FALSE
Zcwpw2	chr9	FALSE	FALSE
Ntn3	chr17	FALSE	FALSE
Olfr372	chr8	FALSE	TRUE
Spag5	chr11	FALSE	FALSE
Nrarp	chr2	FALSE	FALSE
Lrrc71	chr3	FALSE	FALSE
Cox18	chr5	FALSE	FALSE
Emc7	chr2	FALSE	FALSE
Tnfrsf13c	chr15	FALSE	FALSE
Ppp1r14bl	chr1	FALSE	TRUE
Aste1	chr9	FALSE	FALSE
Ankrd1	chr19	FALSE	FALSE
P4hb	chr11	FALSE	FALSE
Olfr857	chr9	FALSE	TRUE
Rpl13a	chr7	FALSE	FALSE
Tmem147	chr7	FALSE	FALSE
Olfr631	chr7	FALSE	TRUE
Gm47959	chr1	FALSE	TRUE
Olfr448	chr6	FALSE	TRUE
Car15	chr16	FALSE	FALSE
4933402E13Rik	chrX	FALSE	TRUE
Ndufs5	chr4	FALSE	FALSE
Tmem168	chr6	FALSE	FALSE
Rexo5	chr7	FALSE	FALSE
Nrbp2	chr15	FALSE	FALSE
Cd55	chr1	FALSE	FALSE
Olfr1281	chr2	FALSE	TRUE
Lamtor4	chr5	FALSE	FALSE
Gm13271	chr4	FALSE	TRUE
Vps36	chr8	FALSE	FALSE
Gm35549	chr9	FALSE	FALSE
Sval2	chr6	FALSE	TRUE
Acot9	chrX	FALSE	FALSE
Adam26a	chr8	FALSE	TRUE
Lyzl1	chr18	FALSE	TRUE
Moxd2	chr6	FALSE	TRUE
Olfr1385	chr11	FALSE	TRUE
Pex7	chr10	FALSE	FALSE
Adgb	chr10	FALSE	FALSE
Cryba1	chr11	FALSE	TRUE
Fam187a	chr11	FALSE	TRUE
Fcor	chr8	FALSE	FALSE
Sepsecs	chr5	FALSE	FALSE
Tbx2	chr11	FALSE	FALSE
Zc3h10	chr10	FALSE	FALSE
H2bc3	chr13	FALSE	FALSE
Ip6k2	chr9	FALSE	FALSE
Wfikkn2	chr11	FALSE	FALSE
Hcn3	chr3	FALSE	FALSE
Rp1l1	chr14	FALSE	FALSE
Zkscan1	chr5	FALSE	FALSE
Zfp426	chr9	FALSE	FALSE
Pin1rt1	chr2	FALSE	FALSE
Msr1	chr8	FALSE	TRUE
Rex2	chr4	FALSE	TRUE
Il7r	chr15	FALSE	TRUE
Slc12a7	chr13	FALSE	FALSE
Fli1	chr9	FALSE	FALSE
Akr1a1	chr4	FALSE	FALSE
Slc29a4	chr5	FALSE	FALSE
Prdm14	chr1	FALSE	FALSE
Dram1	chr10	FALSE	FALSE
Cp	chr3	FALSE	FALSE
Ttc26	chr6	FALSE	FALSE
Cyp4f15	chr17	FALSE	TRUE
Scgb3a2	chr18	FALSE	TRUE
Zfp109	chr7	FALSE	FALSE
Rmnd1	chr10	FALSE	FALSE
Esp18	chr17	FALSE	TRUE
Zfp59	chr7	FALSE	FALSE
Zfp995	chr17	FALSE	FALSE
Smim41	chr15	FALSE	TRUE
Gm3696	chr14	FALSE	TRUE
Rnf14	chr18	FALSE	FALSE
Fbxo32	chr15	FALSE	FALSE
Heatr9	chr11	FALSE	TRUE
Pcdhb2	chr18	FALSE	TRUE
Vmn1r115	chr7	FALSE	TRUE
Leprot	chr4	FALSE	FALSE
Gjc2	chr11	FALSE	FALSE
Bicc1	chr10	FALSE	FALSE
Reps1	chr10	FALSE	FALSE
Sprr2i	chr3	FALSE	TRUE
Khdc3	chr9	FALSE	FALSE
Ptger1	chr8	FALSE	FALSE
Olfr697	chr7	FALSE	TRUE
Lhfpl5	chr17	FALSE	FALSE
Sqor	chr2	FALSE	FALSE
Bricd5	chr17	FALSE	FALSE
Pou4f3	chr18	FALSE	FALSE
Mypop	chr7	FALSE	FALSE
Ehbp1l1	chr19	FALSE	FALSE
Taok1	chr11	FALSE	FALSE
Irf4	chr13	FALSE	FALSE
Trim43c	chr9	FALSE	TRUE
Ppp1r14d	chr2	FALSE	TRUE
Gm2897	chr14	FALSE	FALSE
Olfr683	chr7	FALSE	TRUE
Wnt6	chr1	FALSE	FALSE
Slc35c2	chr2	FALSE	FALSE
Azi2	chr9	FALSE	FALSE
Slc5a9	chr4	FALSE	TRUE
Cpz	chr5	FALSE	FALSE
Haus3	chr5	FALSE	FALSE
Hsd17b3	chr13	FALSE	FALSE
Olfr790	chr10	FALSE	TRUE
Shfl	chr9	FALSE	FALSE
Ggt7	chr2	FALSE	FALSE
Polr2e	chr10	FALSE	FALSE
Ddt	chr10	FALSE	FALSE
Krt39	chr11	FALSE	TRUE
Lhx9	chr1	FALSE	FALSE
Pcdhb12	chr18	FALSE	FALSE
Olfr357	chr2	FALSE	FALSE
Psmb7	chr2	FALSE	FALSE
Bsg	chr10	FALSE	FALSE
Cyp2b23	chr7	FALSE	TRUE
Olfr1416	chr1	FALSE	FALSE
Ccdc92	chr5	FALSE	FALSE
Tra2a	chr6	FALSE	FALSE
Atxn2l	chr7	FALSE	FALSE
Olfr1209	chr2	FALSE	TRUE
Zbtb32	chr7	FALSE	FALSE
1700001J03Rik	chr5	FALSE	TRUE
Art1	chr7	FALSE	FALSE
Itih3	chr14	FALSE	FALSE
4930519G04Rik	chr5	FALSE	TRUE
Mindy1	chr3	FALSE	FALSE
Pask	chr1	FALSE	TRUE
Olfr802	chr10	FALSE	TRUE
Gm7980	chr14	FALSE	TRUE
Reg2	chr6	FALSE	TRUE
Cytl1	chr5	FALSE	FALSE
Taar2	chr10	FALSE	FALSE
Ctsl	chr13	FALSE	FALSE
Tspoap1	chr11	FALSE	FALSE
Gpx4	chr10	FALSE	FALSE
Cd8a	chr6	FALSE	FALSE
