gene_name	chr	promoter_state_Unmarked_Promoter	mch_hyper
Cop1	chr1	FALSE	TRUE
Golga4	chr9	FALSE	FALSE
Tmem116	chr5	TRUE	TRUE
Vmn1r9	chr6	TRUE	FALSE
Septin9	chr11	FALSE	FALSE
Nek1	chr8	FALSE	TRUE
Hoxa2	chr6	FALSE	FALSE
Plxna2	chr1	FALSE	FALSE
Vdac1	chr11	FALSE	FALSE
Gm28041	chr13	TRUE	FALSE
Iqcg	chr16	FALSE	FALSE
Usp31	chr7	TRUE	FALSE
Prdm16	chr4	FALSE	FALSE
Asb4	chr6	FALSE	FALSE
Cltc	chr11	FALSE	FALSE
Foxo1	chr3	FALSE	FALSE
Brd1	chr15	FALSE	FALSE
Fzd8	chr18	FALSE	FALSE
Tmem74bos	chr2	TRUE	FALSE
Rraga	chr4	FALSE	FALSE
Wdr60	chr12	TRUE	FALSE
Abcb9	chr5	FALSE	FALSE
Tmem101	chr11	TRUE	FALSE
Bckdhb	chr9	FALSE	FALSE
Csf2rb	chr15	TRUE	FALSE
Frmd4a	chr2	FALSE	FALSE
Itln1	chr1	TRUE	FALSE
Olfr1211	chr2	TRUE	FALSE
Atp8b1	chr18	FALSE	FALSE
Cd247	chr1	FALSE	FALSE
Magea8	chrX	TRUE	FALSE
Dusp2	chr2	FALSE	FALSE
Ostm1	chr10	FALSE	FALSE
Osbp2	chr11	FALSE	FALSE
Gm8050	chr14	TRUE	FALSE
Engase	chr11	TRUE	FALSE
Pcsk6	chr7	FALSE	FALSE
Det1	chr7	TRUE	FALSE
Rad18	chr6	TRUE	FALSE
Rabgap1l	chr1	FALSE	FALSE
Rdh14	chr12	FALSE	FALSE
Enpep	chr3	FALSE	FALSE
Gbe1	chr16	FALSE	TRUE
Ndst4	chr3	TRUE	TRUE
Cdkl4	chr17	TRUE	FALSE
Il9	chr13	TRUE	FALSE
Wt1	chr2	FALSE	FALSE
Nxpe4	chr9	TRUE	FALSE
Apoa4	chr9	TRUE	FALSE
Aff4	chr11	FALSE	FALSE
Gm1993	chrX	TRUE	FALSE
F2rl3	chr8	TRUE	FALSE
Rars	chr11	TRUE	FALSE
Rnf220	chr4	FALSE	FALSE
Cetn4	chr3	FALSE	FALSE
Cma1	chr14	TRUE	FALSE
Plp2	chrX	TRUE	FALSE
Pde7b	chr10	FALSE	TRUE
Smr2	chr5	TRUE	FALSE
Dclk1	chr3	FALSE	TRUE
Atrnl1	chr19	FALSE	FALSE
Mmp11	chr10	FALSE	FALSE
Epor	chr9	TRUE	FALSE
Pax1	chr2	FALSE	FALSE
Lamc2	chr1	FALSE	TRUE
Olfr122	chr17	TRUE	FALSE
Tm9sf4	chr2	FALSE	FALSE
Olfr823	chr10	TRUE	FALSE
Npffr1	chr10	FALSE	FALSE
Hmg20a	chr9	FALSE	FALSE
Hnrnpr	chr4	FALSE	FALSE
Creb1	chr1	FALSE	FALSE
Zbtb7c	chr18	FALSE	FALSE
Crispld1	chr1	FALSE	FALSE
Themis2	chr4	FALSE	FALSE
Clec4e	chr6	TRUE	FALSE
Ago2	chr15	FALSE	FALSE
Vmn2r7	chr3	TRUE	TRUE
Ephb3	chr16	TRUE	FALSE
Lama1	chr17	FALSE	FALSE
Itprid1	chr6	TRUE	FALSE
Xirp1	chr9	TRUE	FALSE
Adam26b	chr8	TRUE	FALSE
Tmem63b	chr17	FALSE	FALSE
Gm12728	chr4	TRUE	FALSE
Asic1	chr15	FALSE	FALSE
Efcab6	chr15	TRUE	FALSE
Dapl1	chr2	TRUE	FALSE
Slc16a7	chr10	FALSE	TRUE
Jade2	chr11	TRUE	FALSE
Olfr340	chr2	TRUE	FALSE
Bst2	chr8	FALSE	FALSE
Trappc12	chr12	FALSE	FALSE
Slc5a1	chr5	FALSE	FALSE
Lmo3	chr6	TRUE	TRUE
Gm13889	chr2	FALSE	FALSE
Map3k10	chr7	FALSE	FALSE
Fgl2	chr5	FALSE	FALSE
Ctla4	chr1	TRUE	FALSE
Smad4	chr18	FALSE	FALSE
Espn	chr4	FALSE	FALSE
Prss47	chr13	TRUE	FALSE
Sod2	chr17	FALSE	FALSE
Map3k15	chrX	FALSE	TRUE
Ccl7	chr11	TRUE	FALSE
Olfr1434	chr19	TRUE	FALSE
Heca	chr10	TRUE	FALSE
Pmfbp1	chr8	TRUE	FALSE
Gm527	chr12	TRUE	FALSE
Sec31a	chr5	FALSE	FALSE
Ppm1e	chr11	FALSE	FALSE
Snrpd1	chr18	FALSE	FALSE
Ica1	chr6	FALSE	FALSE
Nudt15	chr14	TRUE	FALSE
Krt23	chr11	TRUE	FALSE
Fzd3	chr14	FALSE	FALSE
Col19a1	chr1	FALSE	TRUE
Gm35315	chr5	TRUE	FALSE
Tcte1	chr17	TRUE	FALSE
Dnajb7	chr15	TRUE	FALSE
Trpv1	chr11	TRUE	FALSE
Manf	chr9	TRUE	FALSE
Rtca	chr3	FALSE	FALSE
Gtf3c4	chr2	FALSE	FALSE
Pygo2	chr3	TRUE	FALSE
Selenot	chr3	FALSE	FALSE
Ikzf3	chr11	FALSE	FALSE
Lrrc41	chr4	FALSE	FALSE
Tacc1	chr8	TRUE	FALSE
Chuk	chr19	TRUE	FALSE
Trim23	chr13	FALSE	FALSE
Elk1	chrX	TRUE	FALSE
Zfp383	chr7	TRUE	FALSE
Vmn2r2	chr3	TRUE	FALSE
Cyp2c69	chr19	TRUE	FALSE
Lrrc8c	chr5	TRUE	FALSE
Vmn2r114	chr17	TRUE	FALSE
H6pd	chr4	TRUE	FALSE
Bclaf3	chrX	TRUE	FALSE
Prpsap2	chr11	TRUE	FALSE
Wtip	chr7	TRUE	FALSE
Gm43518	chr5	TRUE	FALSE
Ubxn2a	chr12	TRUE	FALSE
Gm5152	chr5	TRUE	FALSE
Prl8a8	chr13	TRUE	FALSE
Timp1	chrX	TRUE	FALSE
Olfr365	chr2	TRUE	FALSE
Aurkb	chr11	TRUE	FALSE
Rell2	chr18	FALSE	FALSE
Prkdc	chr16	FALSE	TRUE
Atp11c	chrX	TRUE	TRUE
Atad2	chr15	FALSE	FALSE
Exoc5	chr14	FALSE	FALSE
Npc1	chr18	FALSE	FALSE
Gal3st2c	chr1	TRUE	FALSE
Olfr91	chr17	TRUE	FALSE
Rbm6	chr9	TRUE	TRUE
Hprt	chrX	TRUE	FALSE
Thumpd2	chr17	TRUE	FALSE
Tsc1	chr2	TRUE	FALSE
Arhgef3	chr14	FALSE	TRUE
Ppp1cc	chr5	TRUE	FALSE
Armc2	chr10	TRUE	TRUE
Iqank1	chr15	FALSE	FALSE
Ing2	chr8	FALSE	FALSE
Nsun6	chr2	FALSE	FALSE
Ipo11	chr13	FALSE	TRUE
Mrnip	chr11	TRUE	FALSE
Rab15	chr12	FALSE	FALSE
Spaca7	chr8	TRUE	FALSE
Myadml2	chr11	TRUE	FALSE
Ap1ar	chr3	FALSE	FALSE
Cfap57	chr4	FALSE	FALSE
Doc2b	chr11	TRUE	FALSE
Esco1	chr18	FALSE	FALSE
Gm28036	chr2	TRUE	FALSE
Rbm19	chr5	TRUE	FALSE
Vwde	chr6	TRUE	TRUE
Psen1	chr12	FALSE	FALSE
Abhd17c	chr7	TRUE	FALSE
Cdh12	chr15	TRUE	TRUE
Pm20d1	chr1	FALSE	FALSE
Dact2	chr17	FALSE	FALSE
Tfap2e	chr4	FALSE	FALSE
Dnajc10	chr2	FALSE	FALSE
9530003J23Rik	chr10	TRUE	FALSE
Lipe	chr7	TRUE	FALSE
Olfr160	chr9	TRUE	FALSE
Cryga	chr1	TRUE	FALSE
Maz	chr7	TRUE	FALSE
B4galnt1	chr10	FALSE	FALSE
Oaz1	chr10	FALSE	FALSE
Nucb2	chr7	TRUE	FALSE
Rtel1	chr2	TRUE	FALSE
Pds5b	chr5	TRUE	FALSE
Tbk1	chr10	TRUE	FALSE
Taf1b	chr12	TRUE	TRUE
Adcy10	chr1	TRUE	FALSE
Ereg	chr5	FALSE	FALSE
Cdv3	chr9	TRUE	FALSE
Chrnb4	chr9	FALSE	FALSE
Hemk1	chr9	FALSE	FALSE
Snx29	chr16	FALSE	FALSE
Rps28	chr17	TRUE	FALSE
Mgam	chr6	TRUE	TRUE
Smc3	chr19	FALSE	FALSE
Slc41a2	chr10	TRUE	FALSE
Sec24b	chr3	FALSE	TRUE
Cpn1	chr19	FALSE	FALSE
Asf1a	chr10	FALSE	FALSE
Sult6b2	chr6	TRUE	FALSE
Prl6a1	chr13	TRUE	FALSE
Abl2	chr1	FALSE	FALSE
Grhl3	chr4	FALSE	FALSE
Becn1	chr11	TRUE	FALSE
Fuz	chr7	TRUE	FALSE
Rsu1	chr2	FALSE	FALSE
Slc27a3	chr3	TRUE	FALSE
Palm	chr10	FALSE	FALSE
1600014C10Rik	chr7	FALSE	FALSE
Polb	chr8	FALSE	FALSE
Rhpn2	chr7	FALSE	FALSE
Olfr2	chr7	TRUE	FALSE
Ino80d	chr1	FALSE	FALSE
Otulin	chr15	FALSE	TRUE
Pdp2	chr8	FALSE	FALSE
Dhx57	chr17	FALSE	FALSE
Reln	chr5	FALSE	FALSE
Anxa10	chr8	TRUE	FALSE
Dnah9	chr11	TRUE	TRUE
Ccl3	chr11	TRUE	FALSE
Ppia	chr11	TRUE	FALSE
Clec4g	chr8	TRUE	FALSE
Bpifb5	chr2	TRUE	FALSE
Alas2	chrX	TRUE	FALSE
Itgae	chr11	TRUE	FALSE
Olfr1076	chr2	TRUE	FALSE
Olfr228	chr2	TRUE	FALSE
AB124611	chr9	TRUE	FALSE
Ankrd13d	chr19	TRUE	FALSE
Cd36	chr5	TRUE	TRUE
Dnah8	chr17	TRUE	FALSE
Pomgnt2	chr9	TRUE	FALSE
Dop1a	chr9	TRUE	TRUE
B930094E09Rik	chr18	FALSE	FALSE
Hat1	chr2	TRUE	FALSE
Coro2a	chr4	FALSE	FALSE
Pramel3	chrX	TRUE	FALSE
Gm21190	chr5	TRUE	FALSE
Tmem177	chr1	TRUE	FALSE
Fkbp5	chr17	TRUE	FALSE
Olfr1110	chr2	TRUE	FALSE
Lipo2	chr19	TRUE	FALSE
Ampd2	chr3	FALSE	FALSE
Orai1	chr5	TRUE	FALSE
Vmn1r226	chr17	TRUE	FALSE
Idnk	chr13	TRUE	FALSE
Ss18	chr18	FALSE	TRUE
Prps1l3	chr12	FALSE	FALSE
Ppp6r2	chr15	TRUE	FALSE
Pcdha11	chr18	TRUE	FALSE
Cav3	chr6	TRUE	FALSE
Klhl7	chr5	FALSE	FALSE
Spata13	chr14	TRUE	TRUE
Susd6	chr12	FALSE	FALSE
Cacng3	chr7	FALSE	FALSE
Tpt1	chr14	FALSE	FALSE
Des	chr1	TRUE	FALSE
Acaa1b	chr9	FALSE	FALSE
Rasd2	chr8	FALSE	FALSE
Micos13	chr17	TRUE	FALSE
Olfr837	chr9	TRUE	FALSE
Kif21a	chr15	FALSE	FALSE
Tceal7	chrX	TRUE	FALSE
Cd101	chr3	TRUE	FALSE
Oxct2b	chr4	FALSE	FALSE
Myh4	chr11	TRUE	FALSE
Lat2	chr5	TRUE	FALSE
Swt1	chr1	FALSE	FALSE
E030030I06Rik	chr10	FALSE	FALSE
Scube3	chr17	FALSE	FALSE
Wdr95	chr5	FALSE	FALSE
Znfx1	chr2	FALSE	FALSE
Gm6309	chr5	TRUE	FALSE
2200002J24Rik	chr7	TRUE	FALSE
Rims1	chr1	FALSE	FALSE
Ncf2	chr1	TRUE	FALSE
Dr1	chr5	FALSE	FALSE
Tpp1	chr7	TRUE	FALSE
C2cd5	chr6	FALSE	TRUE
Bpifa3	chr2	TRUE	FALSE
Cyp51	chr5	FALSE	FALSE
B3galnt1	chr3	FALSE	FALSE
Aldh1a3	chr7	FALSE	FALSE
Vmn1r75	chr7	TRUE	FALSE
Gm45618	chr7	TRUE	FALSE
Cep89	chr7	TRUE	FALSE
Ear10	chr14	TRUE	FALSE
Ggn	chr7	FALSE	FALSE
Ccdc88c	chr12	FALSE	FALSE
Sirt1	chr10	TRUE	TRUE
Lefty2	chr1	FALSE	FALSE
Ccdc8	chr7	TRUE	FALSE
Tas1r2	chr4	TRUE	FALSE
St3gal1	chr15	FALSE	FALSE
Lrp11	chr10	FALSE	FALSE
Bnc2	chr4	FALSE	FALSE
Zfp536	chr7	FALSE	FALSE
Uqcr11	chr10	TRUE	FALSE
Cd63	chr10	TRUE	FALSE
Relch	chr1	FALSE	TRUE
Rdh9	chr10	TRUE	FALSE
Bmx	chrX	TRUE	FALSE
Lsm3	chr6	TRUE	FALSE
Stk17b	chr1	TRUE	FALSE
Tnfrsf10b	chr14	TRUE	FALSE
Ppbp	chr5	TRUE	FALSE
Prkcq	chr2	FALSE	TRUE
Slco1a4	chr6	TRUE	FALSE
Rabep2	chr7	TRUE	FALSE
a	chr2	FALSE	FALSE
Olfr472	chr7	TRUE	FALSE
Gm20431	chr2	TRUE	FALSE
Zfp946	chr17	FALSE	FALSE
Tmem138	chr19	TRUE	FALSE
Myh15	chr16	TRUE	TRUE
Myocos	chr1	TRUE	FALSE
Arfip1	chr3	FALSE	FALSE
Atat1	chr17	TRUE	FALSE
Fdx1	chr9	TRUE	FALSE
Gask1b	chr3	TRUE	FALSE
Degs2	chr12	FALSE	FALSE
Pgap1	chr1	FALSE	TRUE
Dspp	chr5	TRUE	FALSE
Olfr231	chr1	TRUE	FALSE
Drd5	chr5	FALSE	FALSE
Pdha2	chr3	TRUE	FALSE
Rnf41	chr10	FALSE	FALSE
Rbm28	chr6	TRUE	FALSE
Slc13a3	chr2	FALSE	FALSE
Ptgfrn	chr3	FALSE	FALSE
Zg16	chr7	TRUE	FALSE
Ift80	chr3	FALSE	TRUE
Atp5g3	chr2	FALSE	FALSE
Phldb3	chr7	FALSE	FALSE
Klhl35	chr7	TRUE	FALSE
Sars	chr3	FALSE	FALSE
Tmem132e	chr11	FALSE	FALSE
Maats1	chr16	TRUE	FALSE
Lrp1	chr10	FALSE	FALSE
Ankrd33	chr15	TRUE	FALSE
Efhc1	chr1	TRUE	FALSE
Nr4a3	chr4	FALSE	FALSE
Trp53rka	chr2	TRUE	FALSE
Olfr620	chr7	TRUE	FALSE
Cast	chr13	FALSE	TRUE
Ssbp2	chr13	FALSE	FALSE
Polr3b	chr10	TRUE	FALSE
Zfp518a	chr19	TRUE	FALSE
Rassf3	chr10	FALSE	FALSE
Eps8l2	chr7	TRUE	FALSE
Mt3	chr8	FALSE	FALSE
Dvl2	chr11	TRUE	FALSE
Synj1	chr16	FALSE	TRUE
Rptn	chr3	TRUE	FALSE
Intu	chr3	FALSE	TRUE
B3gnt9	chr8	TRUE	FALSE
Rnf225	chr7	TRUE	FALSE
Ntrk1	chr3	FALSE	FALSE
Mroh3	chr1	TRUE	FALSE
D130040H23Rik	chr8	TRUE	FALSE
Slc43a3	chr2	FALSE	FALSE
Rfx3	chr19	TRUE	FALSE
4933409G03Rik	chr2	TRUE	FALSE
Cep112	chr11	TRUE	FALSE
Cldn4	chr5	FALSE	FALSE
Olfr1255	chr2	TRUE	FALSE
Rcvrn	chr11	TRUE	FALSE
Syne2	chr12	FALSE	FALSE
Ccdc149	chr5	TRUE	FALSE
Tmem128	chr5	FALSE	FALSE
Cacfd1	chr2	TRUE	FALSE
Sel1l2	chr2	TRUE	TRUE
Otoa	chr7	TRUE	FALSE
Pex11a	chr7	TRUE	FALSE
Gm20509	chr9	TRUE	FALSE
Ifit2	chr19	TRUE	FALSE
Gm27029	chr11	TRUE	FALSE
Tmem238l	chr11	TRUE	FALSE
Dynll1	chr5	TRUE	FALSE
Rab40c	chr17	FALSE	FALSE
Egfl7	chr2	TRUE	FALSE
Cyp19a1	chr9	TRUE	TRUE
Mug1	chr6	TRUE	FALSE
Opa1	chr16	FALSE	FALSE
Hlcs	chr16	TRUE	FALSE
Olfr701	chr7	TRUE	FALSE
Vmn1r44	chr6	TRUE	FALSE
Ror2	chr13	FALSE	FALSE
Aatk	chr11	FALSE	FALSE
Trappc6b	chr12	FALSE	FALSE
Adora2a	chr10	FALSE	FALSE
Lrrtm4	chr6	TRUE	TRUE
Casp9	chr4	TRUE	FALSE
Gm44502	chr15	FALSE	FALSE
Mdn1	chr4	FALSE	TRUE
Lzic	chr4	TRUE	FALSE
Exoc6	chr19	TRUE	TRUE
Shc3	chr13	FALSE	FALSE
Tcl1b2	chr12	TRUE	FALSE
Nosip	chr7	TRUE	FALSE
Gm4787	chr12	TRUE	FALSE
Pak7	chr2	FALSE	TRUE
Slc4a5	chr6	TRUE	FALSE
Zfp157	chr5	FALSE	FALSE
Katnb1	chr8	FALSE	FALSE
Wdr93	chr7	TRUE	FALSE
Olfr750	chr14	TRUE	FALSE
Il10rb	chr16	TRUE	FALSE
Appl1	chr14	FALSE	FALSE
Kif16b	chr2	FALSE	FALSE
Bcl2a1b	chr9	TRUE	FALSE
Hook1	chr4	FALSE	FALSE
Mpp2	chr11	FALSE	FALSE
Hspa12b	chr2	FALSE	FALSE
Armh4	chr14	FALSE	TRUE
Tnfaip6	chr2	FALSE	FALSE
Gm11541	chr11	TRUE	FALSE
Phip	chr9	FALSE	TRUE
Rps13	chr7	FALSE	FALSE
Ros1	chr10	TRUE	FALSE
Csnk2a2	chr8	TRUE	FALSE
Depdc1a	chr3	TRUE	FALSE
Tspear	chr10	FALSE	FALSE
Clpp	chr17	FALSE	FALSE
Tprgl	chr4	TRUE	FALSE
Cstdc4	chr16	TRUE	FALSE
Olfr733	chr14	TRUE	FALSE
Smim19	chr8	FALSE	FALSE
Rabepk	chr2	TRUE	FALSE
Cbwd1	chr19	TRUE	FALSE
Rbbp8nl	chr2	FALSE	FALSE
Suclg1	chr6	FALSE	FALSE
Tpst2	chr5	TRUE	FALSE
Frmd5	chr2	FALSE	FALSE
Sox15	chr11	TRUE	FALSE
Dzank1	chr2	FALSE	FALSE
Bcl7a	chr5	TRUE	FALSE
Ntn3	chr17	TRUE	FALSE
Dcdc2a	chr13	FALSE	TRUE
Ube2f	chr1	FALSE	FALSE
Cyp2a4	chr7	TRUE	FALSE
Alg12	chr15	TRUE	FALSE
Slc8a2	chr7	FALSE	FALSE
Gtf2a1l	chr17	TRUE	FALSE
Qk	chr17	FALSE	FALSE
Lin54	chr5	FALSE	FALSE
Ctbs	chr3	TRUE	FALSE
Rnf185	chr11	TRUE	FALSE
Cadm3	chr1	FALSE	FALSE
Gimap3	chr6	TRUE	FALSE
Fam89a	chr8	FALSE	FALSE
Cmya5	chr13	TRUE	FALSE
Pcolce2	chr9	TRUE	FALSE
Skor2	chr18	FALSE	FALSE
Alkbh3	chr2	FALSE	FALSE
Coro1a	chr7	TRUE	FALSE
Alkal2	chr12	FALSE	FALSE
Swap70	chr7	FALSE	FALSE
Styx	chr14	TRUE	FALSE
Gprc5c	chr11	FALSE	FALSE
Gm10282	chr8	TRUE	FALSE
Reck	chr4	FALSE	FALSE
Gm10974	chr7	TRUE	FALSE
Rsbn1l	chr5	TRUE	FALSE
Muc16	chr9	TRUE	TRUE
4930572O03Rik	chr5	TRUE	FALSE
Ncan	chr8	TRUE	FALSE
Foxj2	chr6	FALSE	FALSE
Asb3	chr11	FALSE	TRUE
Ascl3	chr7	TRUE	FALSE
Mical2	chr7	FALSE	FALSE
Lgals4	chr7	TRUE	FALSE
Epcam	chr17	FALSE	FALSE
Gapvd1	chr2	TRUE	FALSE
Parp1	chr1	FALSE	FALSE
LTO1	chr7	TRUE	FALSE
Mycl	chr4	FALSE	FALSE
Zbtb17	chr4	TRUE	FALSE
Cc2d2b	chr19	TRUE	FALSE
Olfr1232	chr2	TRUE	FALSE
Hsd17b14	chr7	TRUE	FALSE
Ube2dnl2	chrX	TRUE	FALSE
Klhl40	chr9	FALSE	FALSE
Usp36	chr11	FALSE	FALSE
Tmprss9	chr10	TRUE	FALSE
Itgb3bp	chr4	FALSE	TRUE
Ifnar1	chr16	FALSE	FALSE
Rab35	chr5	TRUE	FALSE
Ndc80	chr17	TRUE	FALSE
Sun3	chr11	FALSE	FALSE
Ccn1	chr3	FALSE	FALSE
Tnip2	chr5	FALSE	FALSE
Gm11037	chr2	TRUE	FALSE
Osgin1	chr8	TRUE	FALSE
Gm20422	chr8	TRUE	FALSE
Smg1	chr7	FALSE	TRUE
Serpine2	chr1	FALSE	TRUE
Vps35	chr8	FALSE	FALSE
Zfand5	chr19	FALSE	FALSE
Map4k5	chr12	FALSE	TRUE
Efna2	chr10	TRUE	FALSE
Lrrc71	chr3	FALSE	FALSE
Fau	chr19	TRUE	FALSE
Olfr1116	chr2	TRUE	FALSE
Ndufa12	chr10	FALSE	FALSE
Onecut1	chr9	FALSE	FALSE
Pop4	chr7	FALSE	FALSE
Rgs10	chr7	FALSE	FALSE
Padi3	chr4	FALSE	FALSE
Gsta2	chr9	TRUE	FALSE
Zfp553	chr7	FALSE	FALSE
Suv39h2	chr2	FALSE	FALSE
Klhl8	chr5	TRUE	FALSE
Cebpzos	chr17	FALSE	FALSE
Znrf1	chr8	FALSE	FALSE
Sprr2h	chr3	TRUE	FALSE
Esp5	chr17	TRUE	FALSE
Gm14569	chrX	TRUE	FALSE
Ap1m2	chr9	TRUE	FALSE
Sstr3	chr15	TRUE	FALSE
Scrt2	chr2	FALSE	FALSE
Usp29	chr7	FALSE	TRUE
Pdzd4	chrX	FALSE	FALSE
Crocc	chr4	TRUE	FALSE
Fhdc1	chr3	FALSE	TRUE
Chrac1	chr15	TRUE	FALSE
Zyg11b	chr4	FALSE	TRUE
Lipo3	chr19	TRUE	TRUE
Drd4	chr7	FALSE	FALSE
Apba3	chr10	TRUE	FALSE
Casc4	chr2	FALSE	TRUE
Inmt	chr6	TRUE	FALSE
Mtf2	chr5	FALSE	FALSE
Leprotl1	chr8	FALSE	FALSE
Mme	chr3	TRUE	TRUE
Atxn2l	chr7	FALSE	FALSE
Aox2	chr1	TRUE	TRUE
Acbd4	chr11	FALSE	FALSE
Habp4	chr13	FALSE	FALSE
Dnah17	chr11	TRUE	FALSE
Lmod3	chr6	TRUE	FALSE
Tex19.2	chr11	TRUE	FALSE
Rab42	chr4	TRUE	FALSE
Sdk2	chr11	FALSE	FALSE
Cacna1a	chr8	FALSE	FALSE
Frem3	chr8	FALSE	TRUE
Oit1	chr14	TRUE	FALSE
Bach1	chr16	FALSE	FALSE
Gm47189	chr14	TRUE	FALSE
Ranbp6	chr19	TRUE	FALSE
Pyurf	chr6	TRUE	FALSE
Dock10	chr1	FALSE	FALSE
Unc119	chr11	TRUE	FALSE
Bcat1	chr6	FALSE	FALSE
Mc2r	chr18	TRUE	FALSE
Gorab	chr1	FALSE	FALSE
Alx4	chr2	FALSE	FALSE
Cndp1	chr18	TRUE	FALSE
Mex3c	chr18	FALSE	FALSE
Knl1	chr2	TRUE	FALSE
Cacng6	chr7	FALSE	FALSE
Slc24a2	chr4	FALSE	FALSE
Cyfip2	chr11	FALSE	FALSE
Trip13	chr13	FALSE	FALSE
Ppp1r12b	chr1	FALSE	FALSE
Fam98c	chr7	TRUE	FALSE
Prc1	chr7	TRUE	FALSE
E130308A19Rik	chr4	FALSE	FALSE
Dpp7	chr2	TRUE	FALSE
Nop58	chr1	TRUE	FALSE
Cradd	chr10	TRUE	FALSE
Podxl2	chr6	FALSE	FALSE
Cd93	chr2	FALSE	FALSE
Chst5	chr8	TRUE	FALSE
Cdkl3	chr11	TRUE	FALSE
S1pr3	chr13	FALSE	FALSE
Fcgr4	chr1	TRUE	FALSE
2810004N23Rik	chr8	FALSE	FALSE
Rad51d	chr11	FALSE	FALSE
Srd5a1	chr13	FALSE	FALSE
Zfp39	chr11	TRUE	FALSE
Il1f6	chr2	TRUE	FALSE
Cdhr5	chr7	TRUE	FALSE
C2cd3	chr7	FALSE	FALSE
Vmn1r84	chr7	TRUE	FALSE
Adcyap1r1	chr6	FALSE	FALSE
Pcdhac2	chr18	FALSE	FALSE
Cyld	chr8	FALSE	FALSE
Foxf2	chr13	FALSE	FALSE
Klkb1	chr8	TRUE	FALSE
Cidea	chr18	FALSE	FALSE
Nudt16	chr9	TRUE	FALSE
Nol3	chr8	FALSE	FALSE
Olfr743	chr14	TRUE	FALSE
Srp54c	chr12	FALSE	FALSE
Smo	chr6	FALSE	FALSE
Cfap157	chr2	TRUE	FALSE
Htr1b	chr9	FALSE	FALSE
Olfr1509	chr14	TRUE	FALSE
Olfr618	chr7	TRUE	FALSE
Rufy3	chr5	TRUE	FALSE
Limch1	chr5	FALSE	FALSE
Olfr1212	chr2	TRUE	FALSE
B3galnt2	chr13	FALSE	FALSE
Efcab7	chr4	FALSE	FALSE
Foxp3	chrX	TRUE	FALSE
AW146154	chr7	FALSE	FALSE
Calml3	chr13	TRUE	FALSE
C5ar2	chr7	TRUE	FALSE
Plek	chr11	FALSE	FALSE
Cfap99	chr5	FALSE	FALSE
Dynlt3	chrX	FALSE	FALSE
Fbxl5	chr5	TRUE	TRUE
Scrn1	chr6	FALSE	FALSE
Ubxn2b	chr4	FALSE	FALSE
Gm3269	chr14	TRUE	FALSE
Gm42742	chr7	FALSE	FALSE
Hivep2	chr10	FALSE	TRUE
Cmtm4	chr8	FALSE	FALSE
Mrap2	chr9	FALSE	FALSE
Cplx4	chr18	TRUE	FALSE
Vwa5a	chr9	TRUE	FALSE
Hip1r	chr5	TRUE	FALSE
Ankrd53	chr6	TRUE	FALSE
Atp6v1b1	chr6	TRUE	FALSE
Gm4756	chr12	TRUE	FALSE
Exoc3	chr13	FALSE	FALSE
Sass6	chr3	FALSE	FALSE
Sp2	chr11	TRUE	FALSE
Epb41l3	chr17	FALSE	FALSE
Cstdc6	chr16	TRUE	FALSE
Nrbf2	chr10	FALSE	FALSE
Vnn3	chr10	TRUE	FALSE
Gm765	chr6	TRUE	TRUE
Cabcoco1	chr10	TRUE	TRUE
Gm9495	chr8	TRUE	FALSE
Pax2	chr19	FALSE	TRUE
S100pbp	chr4	FALSE	FALSE
Naf1	chr8	FALSE	FALSE
Olfr291	chr7	TRUE	FALSE
Vwa2	chr19	FALSE	FALSE
Ngf	chr3	FALSE	FALSE
Pcdhac1	chr18	TRUE	FALSE
Clmn	chr12	FALSE	FALSE
Rbm48	chr5	FALSE	FALSE
Gm5155	chr7	TRUE	FALSE
Rhobtb2	chr14	FALSE	FALSE
Pfn2	chr3	FALSE	FALSE
Ubn2	chr6	FALSE	TRUE
Eif4e2	chr1	TRUE	FALSE
Rbl1	chr2	TRUE	FALSE
Prr11	chr11	FALSE	FALSE
1700008O03Rik	chr7	FALSE	FALSE
Reg4	chr3	TRUE	FALSE
Gm11639	chr11	TRUE	TRUE
Kcnt1	chr2	TRUE	FALSE
Gulo	chr14	TRUE	FALSE
Fign	chr2	FALSE	FALSE
Gm26920	chr7	TRUE	FALSE
Axin2	chr11	FALSE	FALSE
Ccdc33	chr9	TRUE	FALSE
Rdm1	chr11	TRUE	FALSE
Ube3b	chr5	FALSE	FALSE
Ccdc93	chr1	FALSE	TRUE
Fam76a	chr4	TRUE	FALSE
Tsks	chr7	TRUE	FALSE
Prkci	chr3	FALSE	FALSE
Nkx1-2	chr7	FALSE	FALSE
Vmn2r56	chr7	TRUE	FALSE
Lars2	chr9	TRUE	TRUE
Plekhm1	chr11	TRUE	FALSE
Nes	chr3	FALSE	FALSE
Vmn2r82	chr10	TRUE	FALSE
Chst12	chr5	TRUE	FALSE
Olfr1303	chr2	TRUE	FALSE
Mypop	chr7	FALSE	FALSE
Gucy2d	chr7	TRUE	FALSE
Rbak	chr5	TRUE	FALSE
Olfr220	chr1	TRUE	FALSE
Esx1	chrX	FALSE	FALSE
Muc3	chr5	TRUE	FALSE
Skint3	chr4	TRUE	FALSE
Nipsnap3a	chr4	TRUE	FALSE
Ldhal6b	chr17	TRUE	FALSE
Spock1	chr13	FALSE	FALSE
Klhl3	chr13	FALSE	FALSE
