gene_name	chr	in_a_compartment	mch_hyper
Exoc3l	chr8	TRUE	TRUE
Btaf1	chr19	TRUE	FALSE
Senp7	chr16	FALSE	FALSE
Tmtc1	chr6	FALSE	FALSE
Ano5	chr7	FALSE	FALSE
Raph1	chr1	TRUE	FALSE
Pla2g5	chr4	TRUE	FALSE
Sema3f	chr9	TRUE	FALSE
Slco2a1	chr9	FALSE	FALSE
Trim9	chr12	TRUE	FALSE
Medag	chr5	TRUE	FALSE
Dock10	chr1	FALSE	FALSE
Kank1	chr19	FALSE	FALSE
Map6	chr7	TRUE	FALSE
Myo16	chr8	FALSE	FALSE
Zfp385c	chr11	TRUE	FALSE
Elovl7	chr13	TRUE	FALSE
Ern1	chr11	TRUE	FALSE
Map2k4	chr11	TRUE	FALSE
Kcnh8	chr17	FALSE	FALSE
Notch1	chr2	TRUE	FALSE
Greb1l	chr18	FALSE	FALSE
Fbxw7	chr3	TRUE	FALSE
Thbs2	chr17	FALSE	TRUE
Clgn	chr8	TRUE	FALSE
Pank1	chr19	TRUE	FALSE
Arfgap1	chr2	TRUE	FALSE
Cftr	chr6	FALSE	FALSE
Mlph	chr1	FALSE	FALSE
Trp53bp1	chr2	TRUE	FALSE
Prdm11	chr2	TRUE	FALSE
Spin1	chr13	TRUE	FALSE
Smurf2	chr11	TRUE	FALSE
Setd3	chr12	TRUE	FALSE
2900026A02Rik	chr5	TRUE	FALSE
Atf3	chr1	TRUE	FALSE
Arid4b	chr13	TRUE	FALSE
Srgap1	chr10	FALSE	TRUE
Ripor1	chr8	TRUE	FALSE
Clic6	chr16	FALSE	FALSE
Fnip2	chr3	TRUE	FALSE
Oas2	chr5	TRUE	FALSE
Map2k6	chr11	FALSE	FALSE
Cep83	chr10	TRUE	FALSE
Ptprc	chr1	FALSE	FALSE
Unc93a2	chr17	FALSE	FALSE
Nfam1	chr15	TRUE	FALSE
Tlk1	chr2	TRUE	FALSE
Hmga2	chr10	FALSE	FALSE
Il1r1	chr1	FALSE	FALSE
Bmp2k	chr5	FALSE	FALSE
BC004004	chr17	TRUE	FALSE
Ccdc167	chr17	TRUE	FALSE
Pyroxd2	chr19	TRUE	FALSE
Wnk1	chr6	TRUE	FALSE
Dock7	chr4	TRUE	FALSE
Dock4	chr12	TRUE	FALSE
Wipf2	chr11	TRUE	FALSE
Ostf1	chr19	FALSE	FALSE
6430548M08Rik	chr8	TRUE	FALSE
Trim24	chr6	TRUE	FALSE
Wbp1l	chr19	TRUE	FALSE
Lix1l	chr3	TRUE	FALSE
Ino80d	chr1	TRUE	FALSE
Arl15	chr13	TRUE	FALSE
Clip4	chr17	FALSE	FALSE
Slc29a3	chr10	TRUE	FALSE
Cenpp	chr13	TRUE	FALSE
Epb41l2	chr10	FALSE	FALSE
Kifc3	chr8	TRUE	FALSE
Spag6	chr2	TRUE	FALSE
Abca16	chr7	FALSE	FALSE
Stox2	chr8	TRUE	FALSE
Kntc1	chr5	TRUE	FALSE
Fbxw8	chr5	TRUE	FALSE
Slmap	chr14	TRUE	FALSE
Nedd9	chr13	TRUE	FALSE
Rbm19	chr5	TRUE	FALSE
Rpn2	chr2	TRUE	FALSE
Lifr	chr15	FALSE	FALSE
Csnka2ip	chr16	FALSE	FALSE
Tll2	chr19	TRUE	FALSE
Afdn	chr17	TRUE	FALSE
Fam126a	chr5	FALSE	FALSE
Hhip	chr8	FALSE	TRUE
Lclat1	chr17	TRUE	FALSE
Lrp12	chr15	TRUE	FALSE
Tcam1	chr11	TRUE	TRUE
Dnah7a	chr1	FALSE	FALSE
Lrfn5	chr12	FALSE	FALSE
Brf1	chr12	TRUE	FALSE
Lrrc55	chr2	FALSE	FALSE
Tmem245	chr4	TRUE	FALSE
Rnf115	chr3	TRUE	FALSE
Srsf4	chr4	TRUE	FALSE
Usp32	chr11	TRUE	FALSE
Oxsm	chr14	TRUE	TRUE
Nudt14	chr12	TRUE	FALSE
Lmo3	chr6	FALSE	FALSE
Ehbp1	chr11	FALSE	FALSE
Ankfy1	chr11	TRUE	FALSE
Atp2b1	chr10	TRUE	FALSE
Slc5a11	chr7	TRUE	FALSE
Sphkap	chr1	TRUE	FALSE
Zswim5	chr4	TRUE	FALSE
Dpysl3	chr18	FALSE	FALSE
Adam28	chr14	FALSE	FALSE
D5Ertd579e	chr5	TRUE	FALSE
Pitpnm3	chr11	TRUE	FALSE
Fut10	chr8	TRUE	FALSE
Pakap	chr4	FALSE	FALSE
Dicer1	chr12	TRUE	FALSE
Tesk2	chr4	TRUE	FALSE
Cds1	chr5	FALSE	FALSE
Specc1l	chr10	TRUE	FALSE
Atxn7	chr14	TRUE	FALSE
Gja5	chr3	TRUE	TRUE
Tmem236	chr2	TRUE	TRUE
Pcx	chr19	TRUE	FALSE
Ehd4	chr2	TRUE	FALSE
Tnfsf11	chr14	FALSE	FALSE
Plekhg1	chr10	FALSE	FALSE
Nomo1	chr7	TRUE	FALSE
Spag9	chr11	TRUE	FALSE
Irf2	chr8	TRUE	FALSE
Phf21b	chr15	TRUE	FALSE
Nalcn	chr14	TRUE	FALSE
Stra6	chr9	TRUE	FALSE
Tbc1d12	chr19	TRUE	FALSE
Grap	chr11	TRUE	FALSE
Foxj3	chr4	TRUE	FALSE
Ptpn1	chr2	TRUE	FALSE
Abi1	chr2	TRUE	FALSE
Osbp2	chr11	TRUE	FALSE
Chst3	chr10	TRUE	FALSE
Coq3	chr4	TRUE	FALSE
Uri1	chr7	FALSE	FALSE
Hydin	chr8	TRUE	TRUE
Crebbp	chr16	TRUE	FALSE
Cd6	chr19	TRUE	TRUE
Cldn14	chr16	TRUE	FALSE
Slc66a2	chr18	TRUE	FALSE
Pdgfra	chr5	TRUE	FALSE
Arhgef11	chr3	TRUE	FALSE
Gigyf2	chr1	TRUE	FALSE
L3mbtl3	chr10	FALSE	FALSE
Farp2	chr1	TRUE	FALSE
Cit	chr5	TRUE	FALSE
Acvr1b	chr15	TRUE	FALSE
Klhdc10	chr6	TRUE	FALSE
Xpo6	chr7	TRUE	FALSE
Gcn1	chr5	TRUE	FALSE
Vps54	chr11	TRUE	FALSE
Arhgef26	chr3	TRUE	FALSE
Zfp236	chr18	TRUE	FALSE
Arhgef19	chr4	TRUE	FALSE
Mtap	chr4	FALSE	FALSE
Gm45261	chr1	TRUE	TRUE
Gnaz	chr10	TRUE	FALSE
Bdnf	chr2	FALSE	TRUE
Ccdc7a	chr8	FALSE	FALSE
Ogdh	chr11	TRUE	FALSE
Efl1	chr7	TRUE	FALSE
Ext1	chr15	TRUE	FALSE
Dnah9	chr11	FALSE	FALSE
Manea	chr4	TRUE	TRUE
Ankrd12	chr17	TRUE	FALSE
Smad1	chr8	TRUE	FALSE
Chd2	chr7	TRUE	FALSE
Mob2	chr7	TRUE	FALSE
Mapk1	chr16	TRUE	FALSE
Col11a2	chr17	TRUE	FALSE
Uhrf1bp1l	chr10	TRUE	FALSE
Igsf10	chr3	TRUE	TRUE
Tshz3	chr7	TRUE	FALSE
Atp8b4	chr2	FALSE	FALSE
Etfa	chr9	TRUE	FALSE
Smap2	chr4	TRUE	FALSE
Zfp523	chr17	TRUE	FALSE
Dnajc6	chr4	TRUE	FALSE
Glra1	chr11	FALSE	FALSE
Ube2k	chr5	TRUE	FALSE
Eml5	chr12	TRUE	FALSE
Hmgb1	chr5	TRUE	FALSE
Slc39a9	chr12	TRUE	FALSE
Gm21969	chr4	TRUE	FALSE
Tnfaip8	chr18	TRUE	FALSE
Ap1s3	chr1	TRUE	FALSE
Acsl6	chr11	TRUE	FALSE
Rictor	chr15	TRUE	FALSE
Slc26a7	chr4	FALSE	FALSE
Mef2a	chr7	TRUE	FALSE
Mb21d2	chr16	TRUE	FALSE
Ric1	chr19	TRUE	FALSE
Dennd3	chr15	TRUE	FALSE
Ano4	chr10	FALSE	FALSE
Ccdc6	chr10	TRUE	FALSE
B230118H07Rik	chr2	TRUE	TRUE
Mgat4a	chr1	TRUE	FALSE
Arfgef3	chr10	TRUE	FALSE
Cecr2	chr6	TRUE	FALSE
Mrps28	chr3	TRUE	FALSE
Pip4k2a	chr2	TRUE	FALSE
Fbxo11	chr17	TRUE	FALSE
Mrvi1	chr7	FALSE	FALSE
Rspo3	chr10	FALSE	FALSE
Wwc1	chr11	FALSE	FALSE
Garem1	chr18	TRUE	FALSE
A930004D18Rik	chr2	TRUE	TRUE
Ank	chr15	TRUE	FALSE
Tfcp2	chr15	TRUE	FALSE
Arhgap31	chr16	FALSE	FALSE
Pde4a	chr9	TRUE	FALSE
Gna14	chr19	FALSE	FALSE
Zfp638	chr6	TRUE	FALSE
Hipk3	chr2	TRUE	FALSE
Ranbp17	chr11	TRUE	FALSE
Rfx2	chr17	TRUE	FALSE
Ddhd1	chr14	TRUE	FALSE
Eps15l1	chr8	TRUE	FALSE
Kdm7a	chr6	TRUE	FALSE
Ankfn1	chr11	FALSE	FALSE
Trps1	chr15	TRUE	FALSE
Ugt8a	chr3	FALSE	FALSE
Fmnl3	chr15	TRUE	FALSE
Zcchc17	chr4	TRUE	FALSE
Parn	chr16	TRUE	FALSE
Fkbp5	chr17	TRUE	FALSE
Atf2	chr2	TRUE	FALSE
Zfyve1	chr12	TRUE	FALSE
Scnn1a	chr6	TRUE	FALSE
Rras2	chr7	TRUE	FALSE
Slc45a3	chr1	TRUE	FALSE
Nipbl	chr15	TRUE	FALSE
Slc7a1	chr5	TRUE	FALSE
Rnf152	chr1	TRUE	FALSE
Ccdc57	chr11	TRUE	FALSE
Aim2	chr1	TRUE	TRUE
Apc	chr18	TRUE	FALSE
Ruvbl1	chr6	TRUE	TRUE
Zdhhc17	chr10	TRUE	FALSE
Cdh22	chr2	TRUE	FALSE
Phactr2	chr10	FALSE	FALSE
Snx2	chr18	FALSE	FALSE
Plxdc2	chr2	TRUE	TRUE
Mvk	chr5	TRUE	FALSE
Ezr	chr17	TRUE	FALSE
Meikin	chr11	TRUE	FALSE
Stpg2	chr3	FALSE	TRUE
Memo1	chr17	TRUE	FALSE
Spink13	chr18	TRUE	FALSE
Ppp1r12b	chr1	TRUE	FALSE
Shtn1	chr19	TRUE	FALSE
Pou2f3	chr9	TRUE	FALSE
D630045J12Rik	chr6	TRUE	FALSE
Adssl1	chr12	TRUE	FALSE
Pard3b	chr1	FALSE	TRUE
Rhbdf2	chr11	TRUE	FALSE
Fam129a	chr1	FALSE	FALSE
Kcnq2	chr2	TRUE	FALSE
Them7	chr2	TRUE	FALSE
Tuft1	chr3	TRUE	FALSE
Cdk8	chr5	TRUE	FALSE
Nabp1	chr1	TRUE	TRUE
Rbms1	chr2	FALSE	FALSE
Fancc	chr13	TRUE	FALSE
Rims4	chr2	TRUE	FALSE
Map2	chr1	TRUE	FALSE
Ankrd11	chr8	TRUE	FALSE
Kmt2d	chr15	TRUE	FALSE
Kat2b	chr17	TRUE	FALSE
Atp6v0d1	chr8	TRUE	FALSE
Tfcp2l1	chr1	FALSE	FALSE
Dmbx1	chr4	TRUE	TRUE
Ctnnbip1	chr4	TRUE	FALSE
Dnah6	chr6	FALSE	FALSE
Syt14	chr1	TRUE	FALSE
Rapgef6	chr11	TRUE	FALSE
Nckap5l	chr15	TRUE	FALSE
Nfix	chr8	TRUE	FALSE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	TRUE	FALSE
A330070K13Rik	chr5	TRUE	TRUE
Ror2	chr13	FALSE	FALSE
Mon2	chr10	TRUE	FALSE
Rnmt	chr18	TRUE	TRUE
Hdhd5	chr6	TRUE	FALSE
Hivep2	chr10	TRUE	FALSE
Atp7b	chr8	FALSE	FALSE
Galnt9	chr5	TRUE	FALSE
Cpm	chr10	FALSE	FALSE
Trp63	chr16	FALSE	FALSE
Sh3bp5	chr14	TRUE	FALSE
Epc2	chr2	TRUE	FALSE
Kif1c	chr11	TRUE	FALSE
Tnni1	chr1	TRUE	FALSE
Pde7a	chr3	TRUE	FALSE
Elavl3	chr9	TRUE	FALSE
Poc1b	chr10	TRUE	FALSE
Tcp10a	chr17	FALSE	FALSE
Pip5k1b	chr19	TRUE	FALSE
Col11a1	chr3	FALSE	FALSE
Lrrc6	chr15	FALSE	TRUE
Ttbk2	chr2	TRUE	FALSE
Cdan1	chr2	TRUE	FALSE
Foxp4	chr17	TRUE	FALSE
Gm609	chr16	FALSE	FALSE
Creb5	chr6	TRUE	FALSE
Ubap2l	chr3	TRUE	FALSE
Gramd3	chr18	FALSE	FALSE
Slc44a5	chr3	FALSE	FALSE
Ube3c	chr5	TRUE	FALSE
Rbm33	chr5	TRUE	FALSE
Mertk	chr2	TRUE	FALSE
Klhl2	chr8	TRUE	FALSE
Erbin	chr13	TRUE	FALSE
Intu	chr3	TRUE	TRUE
Map3k13	chr16	TRUE	FALSE
Clint1	chr11	FALSE	FALSE
Lama1	chr17	FALSE	FALSE
Hdac4	chr1	TRUE	FALSE
Iqsec1	chr6	TRUE	FALSE
Dnajb12	chr10	TRUE	FALSE
Mlxip	chr5	TRUE	FALSE
Esd	chr14	TRUE	FALSE
Adra1d	chr2	TRUE	FALSE
Dgcr2	chr16	TRUE	FALSE
Duoxa1	chr2	TRUE	FALSE
Trim2	chr3	TRUE	FALSE
Ica1	chr6	TRUE	FALSE
Gprc5b	chr7	TRUE	FALSE
Padi6	chr4	TRUE	FALSE
Pou3f3	chr1	FALSE	FALSE
Ccdc171	chr4	FALSE	FALSE
Tmem238	chr7	TRUE	TRUE
Tex264	chr9	FALSE	FALSE
Oas1f	chr5	TRUE	FALSE
Myof	chr19	FALSE	TRUE
Ndst4	chr3	FALSE	FALSE
Kctd16	chr18	FALSE	TRUE
Dok6	chr18	FALSE	FALSE
Mib1	chr18	TRUE	FALSE
Gpc5	chr14	FALSE	FALSE
Adgre4	chr17	FALSE	FALSE
Bicd2	chr13	TRUE	FALSE
Tgfbrap1	chr1	TRUE	FALSE
Plagl1	chr10	TRUE	FALSE
Cd82	chr2	TRUE	FALSE
Ogdhl	chr14	TRUE	FALSE
Katnal2	chr18	TRUE	FALSE
Dennd5b	chr6	TRUE	FALSE
Mpp5	chr12	TRUE	FALSE
Npas3	chr12	FALSE	FALSE
Negr1	chr3	TRUE	FALSE
Zc3h13	chr14	TRUE	FALSE
Prrc2b	chr2	TRUE	FALSE
Rfx6	chr10	FALSE	FALSE
Ccny	chr18	TRUE	FALSE
Ep400	chr5	TRUE	FALSE
Mindy4b-ps	chr3	TRUE	TRUE
Htr1f	chr16	FALSE	FALSE
Brinp1	chr4	TRUE	FALSE
Spata7	chr12	TRUE	FALSE
Pgm1	chr4	TRUE	FALSE
Mapkbp1	chr2	TRUE	FALSE
Pcmtd1	chr1	TRUE	FALSE
Zdhhc14	chr17	TRUE	FALSE
Lrmda	chr14	FALSE	FALSE
Batf	chr12	TRUE	FALSE
Fam160a1	chr3	TRUE	FALSE
Gm16223	chr5	TRUE	FALSE
Ice1	chr13	FALSE	FALSE
Arap1	chr7	TRUE	FALSE
Rin3	chr12	TRUE	FALSE
Sec14l1	chr11	TRUE	FALSE
Stx18	chr5	TRUE	FALSE
Sspo	chr6	TRUE	FALSE
Lrp6	chr6	TRUE	FALSE
Kifap3	chr1	TRUE	FALSE
Amer2	chr14	TRUE	TRUE
Cep170b	chr12	TRUE	FALSE
Ptgfrn	chr3	TRUE	FALSE
Wscd1	chr11	TRUE	FALSE
Abca8a	chr11	FALSE	FALSE
Il10ra	chr9	TRUE	TRUE
Tbc1d5	chr17	FALSE	FALSE
Dazl	chr17	TRUE	TRUE
Zfp217	chr2	FALSE	FALSE
Fam214a	chr9	TRUE	FALSE
Nr1h4	chr10	FALSE	FALSE
Arsg	chr11	TRUE	TRUE
Map3k2	chr18	TRUE	FALSE
Dtna	chr18	TRUE	FALSE
Grk6	chr13	TRUE	FALSE
Adamts18	chr8	TRUE	TRUE
Vamp9	chr5	TRUE	FALSE
Slc25a26	chr6	TRUE	FALSE
Col7a1	chr9	TRUE	FALSE
Myo1f	chr17	TRUE	FALSE
Ubr3	chr2	TRUE	FALSE
Abtb2	chr2	TRUE	TRUE
Poc1a	chr9	TRUE	FALSE
Cdh6	chr15	FALSE	FALSE
Lpin2	chr17	TRUE	FALSE
Rnf13	chr3	TRUE	FALSE
Mpp4	chr1	TRUE	FALSE
Serpinb2	chr1	TRUE	TRUE
Spop	chr11	TRUE	FALSE
Dusp1	chr17	TRUE	TRUE
Rcor1	chr12	TRUE	FALSE
Samd4b	chr7	TRUE	FALSE
Bptf	chr11	TRUE	FALSE
Lhfpl3	chr5	FALSE	TRUE
Treml1	chr17	FALSE	FALSE
Ttc27	chr17	TRUE	FALSE
Ppp2r5a	chr1	TRUE	FALSE
Trim33	chr3	TRUE	FALSE
Col13a1	chr10	TRUE	FALSE
Sorbs2	chr8	TRUE	FALSE
Atp8b1	chr18	TRUE	FALSE
Gtf2f2	chr14	TRUE	FALSE
Phf20	chr2	TRUE	FALSE
Slc2a9	chr5	TRUE	FALSE
Map4k4	chr1	TRUE	FALSE
Catspere2	chr1	TRUE	FALSE
Xylb	chr9	TRUE	FALSE
Inpp4b	chr8	TRUE	FALSE
Cnot6l	chr5	TRUE	FALSE
Stx8	chr11	TRUE	FALSE
Saxo1	chr4	FALSE	FALSE
Taf4b	chr18	FALSE	FALSE
Zzef1	chr11	TRUE	FALSE
Tmprss7	chr16	TRUE	TRUE
Uggt1	chr1	TRUE	FALSE
Pvalb	chr15	TRUE	FALSE
Nuak1	chr10	TRUE	FALSE
Fermt2	chr14	TRUE	FALSE
Mink1	chr11	TRUE	FALSE
Col4a1	chr8	TRUE	FALSE
Ddit4l	chr3	TRUE	FALSE
Abcb4	chr5	FALSE	FALSE
Cbfa2t2	chr2	TRUE	TRUE
Ccdc73	chr2	FALSE	FALSE
Tanc1	chr2	TRUE	FALSE
Mgat4b	chr11	TRUE	FALSE
Slc6a13	chr6	TRUE	FALSE
L3mbtl4	chr17	FALSE	TRUE
Nxph1	chr6	FALSE	TRUE
Ints6	chr14	TRUE	FALSE
Prr7	chr13	TRUE	FALSE
Mgat5b	chr11	TRUE	FALSE
Cd59b	chr2	TRUE	FALSE
Cacul1	chr19	TRUE	FALSE
Tmem135	chr7	TRUE	FALSE
Ptpn11	chr5	TRUE	FALSE
Abcg1	chr17	TRUE	FALSE
Dipk1a	chr5	TRUE	FALSE
Kcnq4	chr4	TRUE	FALSE
Ppp3cc	chr14	TRUE	FALSE
Zfp651	chr9	TRUE	FALSE
Atoh8	chr6	TRUE	TRUE
Htt	chr5	TRUE	FALSE
Efhd2	chr4	TRUE	FALSE
Fam162a	chr16	TRUE	FALSE
Tbc1d2b	chr9	FALSE	FALSE
Bex6	chr16	TRUE	TRUE
Srek1ip1	chr13	TRUE	FALSE
Psg29	chr7	FALSE	FALSE
Nlrp4b	chr7	FALSE	FALSE
Man2a1	chr17	TRUE	TRUE
Nova2	chr7	TRUE	FALSE
Ranbp9	chr13	TRUE	FALSE
Fam13c	chr10	TRUE	FALSE
Tcerg1	chr18	TRUE	FALSE
Ppp1r12a	chr10	TRUE	FALSE
Braf	chr6	TRUE	FALSE
Ptpn3	chr4	TRUE	FALSE
Ap1b1	chr11	TRUE	FALSE
Myo6	chr9	FALSE	FALSE
Dapk2	chr9	TRUE	FALSE
Dnah7c	chr1	FALSE	FALSE
Csnk1g3	chr18	TRUE	FALSE
4930505A04Rik	chr11	FALSE	TRUE
Tekt1	chr11	FALSE	FALSE
Alpk1	chr3	TRUE	FALSE
4932438H23Rik	chr16	TRUE	FALSE
Unc13a	chr8	TRUE	FALSE
Rnf19a	chr15	TRUE	FALSE
Gpc1	chr1	TRUE	FALSE
Pex5l	chr3	FALSE	FALSE
Mov10l1	chr15	TRUE	FALSE
Trank1	chr9	FALSE	FALSE
Syt16	chr12	FALSE	FALSE
Strn	chr17	TRUE	FALSE
Nf2	chr11	TRUE	FALSE
Zbed4	chr15	TRUE	FALSE
Vps13c	chr9	TRUE	FALSE
Dennd4c	chr4	TRUE	FALSE
Arl5a	chr2	TRUE	FALSE
Sestd1	chr2	TRUE	FALSE
Pccb	chr9	TRUE	FALSE
Armc2	chr10	TRUE	TRUE
Ust	chr10	TRUE	FALSE
Mrpl33	chr5	TRUE	FALSE
Dcc	chr18	FALSE	FALSE
Srr	chr11	TRUE	FALSE
Car5a	chr8	TRUE	FALSE
Col9a3	chr2	TRUE	FALSE
Adam10	chr9	TRUE	FALSE
Gfra1	chr19	FALSE	FALSE
Map2k5	chr9	TRUE	FALSE
Cdc40	chr10	TRUE	TRUE
Tmem65	chr15	TRUE	TRUE
Nacc2	chr2	TRUE	FALSE
Itgb4	chr11	TRUE	FALSE
Sae1	chr7	TRUE	FALSE
Il11ra1	chr4	TRUE	FALSE
Padi1	chr4	TRUE	FALSE
Dglucy	chr12	TRUE	TRUE
2210408I21Rik	chr13	FALSE	FALSE
Olfr13	chr6	FALSE	TRUE
Ncoa5	chr2	TRUE	FALSE
Hddc2	chr10	FALSE	FALSE
Acad10	chr5	TRUE	FALSE
Asic2	chr11	FALSE	FALSE
Jmjd1c	chr10	TRUE	FALSE
Gk5	chr9	FALSE	FALSE
Slc6a12	chr6	TRUE	FALSE
Cilp	chr9	TRUE	FALSE
Prpf40a	chr2	TRUE	FALSE
Tmem241	chr18	FALSE	FALSE
Btrc	chr19	TRUE	FALSE
Mmp16	chr4	TRUE	FALSE
Flnb	chr14	TRUE	FALSE
Lgi2	chr5	TRUE	FALSE
Uxs1	chr1	TRUE	FALSE
Gsdme	chr6	TRUE	FALSE
Bend3	chr10	TRUE	FALSE
Bbx	chr16	TRUE	FALSE
Ppm1b	chr17	TRUE	FALSE
Hmcn2	chr2	TRUE	FALSE
Fabp12	chr3	FALSE	FALSE
Gm49355	chr14	TRUE	FALSE
Rundc3b	chr5	TRUE	FALSE
Gm281	chr14	FALSE	FALSE
Cdh7	chr1	TRUE	TRUE
Ercc6	chr14	TRUE	FALSE
Rffl	chr11	FALSE	FALSE
Ly6g6c	chr17	TRUE	TRUE
Atm	chr9	TRUE	FALSE
Oxr1	chr15	TRUE	FALSE
Fam78a	chr2	TRUE	FALSE
Mbtps1	chr8	TRUE	FALSE
Top3b	chr16	FALSE	FALSE
Itprid1	chr6	FALSE	FALSE
Prdm2	chr4	TRUE	FALSE
Disc1	chr8	TRUE	FALSE
Mast3	chr8	TRUE	FALSE
Mtmr3	chr11	TRUE	FALSE
Nadk	chr4	TRUE	FALSE
Fam169b	chr7	TRUE	FALSE
Phtf2	chr5	TRUE	FALSE
Ccser2	chr14	TRUE	FALSE
Flt3	chr5	TRUE	FALSE
Dmc1	chr15	TRUE	FALSE
Nptn	chr9	TRUE	FALSE
Taf4	chr2	TRUE	FALSE
Pias2	chr18	TRUE	FALSE
Stat5a	chr11	TRUE	FALSE
Pum2	chr12	TRUE	FALSE
Kdm3b	chr18	TRUE	FALSE
Myh11	chr16	TRUE	FALSE
Bub1b	chr2	TRUE	FALSE
Slc25a12	chr2	TRUE	FALSE
St8sia6	chr2	FALSE	FALSE
Adgra1	chr7	TRUE	FALSE
Lamc2	chr1	TRUE	TRUE
Slc16a7	chr10	TRUE	FALSE
Tmem260	chr14	TRUE	FALSE
Angpt4	chr2	TRUE	FALSE
Cfdp1	chr8	TRUE	FALSE
Cryzl2	chr1	TRUE	FALSE
Wdr59	chr8	TRUE	FALSE
Cdh11	chr8	FALSE	FALSE
Hace1	chr10	TRUE	FALSE
Pfkl	chr10	TRUE	FALSE
Mark4	chr7	TRUE	FALSE
Actn4	chr7	TRUE	FALSE
Prmt8	chr6	TRUE	FALSE
Serpina9	chr12	FALSE	FALSE
Clic4	chr4	TRUE	FALSE
Hapln3	chr7	FALSE	FALSE
Kremen1	chr11	TRUE	FALSE
Tspan13	chr12	TRUE	FALSE
Ryk	chr9	TRUE	FALSE
Zfp597	chr16	TRUE	FALSE
Ppp2r2a	chr14	TRUE	FALSE
Ncf1	chr5	TRUE	FALSE
Hdac11	chr6	TRUE	TRUE
Med16	chr10	TRUE	FALSE
Prdm1	chr10	FALSE	FALSE
Gm5134	chr10	TRUE	TRUE
Ipcef1	chr10	TRUE	TRUE
Banp	chr8	TRUE	FALSE
Tecpr1	chr5	TRUE	FALSE
Scg5	chr2	TRUE	FALSE
Dao	chr5	TRUE	FALSE
Raver2	chr4	FALSE	FALSE
Pygl	chr12	TRUE	FALSE
Ehmt1	chr2	TRUE	FALSE
Slc7a7	chr14	TRUE	FALSE
Osbpl8	chr10	TRUE	FALSE
Sec24d	chr3	TRUE	FALSE
Ascc2	chr11	TRUE	FALSE
Itga7	chr10	TRUE	TRUE
Kdm1a	chr4	TRUE	FALSE
Gpatch2l	chr12	TRUE	FALSE
Mlxipl	chr5	TRUE	FALSE
Cep135	chr5	TRUE	FALSE
Rnf141	chr7	TRUE	FALSE
Phactr4	chr4	TRUE	FALSE
Rev3l	chr10	TRUE	FALSE
Galnt10	chr11	FALSE	FALSE
Sec11a	chr7	TRUE	FALSE
Rtf1	chr2	TRUE	FALSE
Rad54l2	chr9	TRUE	FALSE
Tcp10c	chr17	FALSE	FALSE
Ly75	chr2	FALSE	FALSE
Obscn	chr11	FALSE	FALSE
Man1a2	chr3	TRUE	FALSE
Arih1	chr9	TRUE	FALSE
Mllt6	chr11	TRUE	FALSE
Farsb	chr1	TRUE	FALSE
Rbm20	chr19	TRUE	FALSE
Eea1	chr10	TRUE	FALSE
Steap3	chr1	FALSE	FALSE
Crcp	chr5	TRUE	FALSE
Il6ra	chr3	TRUE	FALSE
Med15	chr16	TRUE	FALSE
Foxo1	chr3	TRUE	FALSE
Glb1l2	chr9	FALSE	FALSE
Skap2	chr6	FALSE	FALSE
Prr14l	chr5	TRUE	FALSE
Col8a2	chr4	TRUE	FALSE
Sh3tc1	chr5	TRUE	FALSE
Vezt	chr10	TRUE	FALSE
Oxct1	chr15	TRUE	FALSE
Pus10	chr11	TRUE	FALSE
Ttc39a	chr4	TRUE	FALSE
Dennd5a	chr7	TRUE	FALSE
Dock2	chr11	FALSE	FALSE
Znrf1	chr8	TRUE	FALSE
Ankrd6	chr4	TRUE	FALSE
Cmya5	chr13	TRUE	FALSE
Samd14	chr11	TRUE	FALSE
Albfm1	chr5	FALSE	FALSE
Neurl1a	chr19	TRUE	FALSE
Anxa2	chr9	TRUE	FALSE
Gli2	chr1	TRUE	FALSE
Nek10	chr14	TRUE	TRUE
C5ar1	chr7	TRUE	FALSE
Ninl	chr2	TRUE	FALSE
Cd46	chr1	TRUE	FALSE
Nostrin	chr2	FALSE	FALSE
Prr5l	chr2	TRUE	FALSE
Grid1	chr14	FALSE	TRUE
Shank3	chr15	TRUE	FALSE
Vsnl1	chr12	TRUE	FALSE
5730522E02Rik	chr11	FALSE	FALSE
Dcaf5	chr12	TRUE	FALSE
Cracr2a	chr6	FALSE	FALSE
Hsf5	chr11	TRUE	FALSE
Micu2	chr14	TRUE	FALSE
Il17ra	chr6	TRUE	FALSE
1300017J02Rik	chr9	TRUE	FALSE
Zc3hav1	chr6	TRUE	FALSE
Rnf182	chr13	TRUE	TRUE
Smchd1	chr17	TRUE	FALSE
Spam1	chr6	FALSE	TRUE
Igdcc4	chr9	TRUE	FALSE
Zfyve28	chr5	TRUE	FALSE
Zbtb46	chr2	TRUE	FALSE
Chst9	chr18	FALSE	TRUE
Elp2	chr18	TRUE	FALSE
Plch1	chr3	FALSE	FALSE
Pik3cd	chr4	TRUE	FALSE
Melk	chr4	FALSE	FALSE
Vangl2	chr1	TRUE	FALSE
Ccdc150	chr1	TRUE	FALSE
Kl	chr5	FALSE	FALSE
Frmpd1	chr4	FALSE	FALSE
Wdr36	chr18	TRUE	FALSE
Gm3755	chr14	FALSE	FALSE
Plekhf1	chr7	TRUE	TRUE
Dgkd	chr1	TRUE	FALSE
Mob3b	chr4	FALSE	FALSE
