gene_name	chr	promoter_state_Bivalent_Promoter	mch_hypo
Hemgn	chr4	FALSE	FALSE
Ehbp1	chr11	FALSE	FALSE
Ccm2	chr11	FALSE	FALSE
Ppp1r7	chr1	FALSE	FALSE
Gm35549	chr9	FALSE	FALSE
Crybg1	chr10	FALSE	FALSE
1500009C09Rik	chr15	FALSE	FALSE
Tmem132a	chr19	FALSE	FALSE
Ppat	chr5	FALSE	FALSE
Top1mt	chr15	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Crb1	chr1	FALSE	FALSE
Calhm2	chr19	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Dhrs4	chr14	FALSE	FALSE
Api5	chr2	FALSE	FALSE
Atp6ap1	chrX	FALSE	FALSE
Tut1	chr19	FALSE	FALSE
Gstp2	chr19	FALSE	FALSE
Sugt1	chr14	FALSE	FALSE
Acer3	chr7	FALSE	TRUE
Hnf1b	chr11	FALSE	FALSE
Cym	chr3	FALSE	FALSE
Kcne3	chr7	FALSE	FALSE
Otud6b	chr4	FALSE	FALSE
Tnfrsf11a	chr1	FALSE	FALSE
Anln	chr9	FALSE	FALSE
Il23r	chr6	FALSE	FALSE
Skint1	chr4	FALSE	FALSE
Gm28845	chr1	FALSE	FALSE
Scaf11	chr15	FALSE	FALSE
Mrps33	chr6	FALSE	FALSE
Gm45692	chr8	FALSE	FALSE
Dph1	chr11	FALSE	FALSE
Tmem169	chr1	FALSE	FALSE
Elp1	chr4	FALSE	FALSE
Gcnt2	chr13	FALSE	FALSE
Mapk8ip3	chr17	FALSE	FALSE
Cdcp2	chr4	FALSE	FALSE
Eci1	chr17	FALSE	FALSE
Lin7c	chr2	FALSE	FALSE
Prr5l	chr2	FALSE	FALSE
Ifi213	chr1	FALSE	FALSE
Gm10267	chr18	FALSE	FALSE
Brwd1	chr16	FALSE	FALSE
Zc3h15	chr2	FALSE	FALSE
Prr19	chr7	FALSE	FALSE
Snrnp48	chr13	FALSE	FALSE
Csta2	chr16	FALSE	FALSE
Stil	chr4	FALSE	FALSE
Man2a1	chr17	FALSE	FALSE
Pnpla8	chr12	FALSE	FALSE
Srgap1	chr10	FALSE	FALSE
Trcg1	chr9	FALSE	FALSE
Cyp2c54	chr19	FALSE	FALSE
Psmc4	chr7	FALSE	FALSE
Acan	chr7	FALSE	TRUE
Ptx3	chr3	FALSE	FALSE
Cilk1	chr9	FALSE	FALSE
Slc35d1	chr4	FALSE	FALSE
Tmtc3	chr10	FALSE	FALSE
Serpinb6a	chr13	FALSE	FALSE
Mkrn1	chr6	FALSE	FALSE
Gdpgp1	chr7	FALSE	FALSE
Prrx2	chr2	FALSE	FALSE
Dclk3	chr9	FALSE	FALSE
Tcof1	chr18	FALSE	FALSE
Meis2	chr2	FALSE	FALSE
Crygs	chr16	FALSE	FALSE
Ppm1j	chr3	FALSE	FALSE
Galnt17	chr5	FALSE	TRUE
Tmed1	chr9	FALSE	FALSE
Magoh	chr4	FALSE	FALSE
Gm44511	chr6	FALSE	FALSE
Gm8020	chr14	FALSE	FALSE
Rara	chr11	FALSE	FALSE
Nkain1	chr4	FALSE	FALSE
Prl8a2	chr13	FALSE	FALSE
Olfr1449	chr19	FALSE	FALSE
Msantd1	chr5	FALSE	FALSE
Tesk1	chr4	FALSE	FALSE
Tnfaip8l3	chr9	FALSE	FALSE
Olfr1121	chr2	FALSE	FALSE
ETV3L	chr3	FALSE	FALSE
Nalcn	chr14	FALSE	FALSE
Ccdc68	chr18	FALSE	FALSE
Cyp21a1	chr17	FALSE	FALSE
Plekha4	chr7	FALSE	FALSE
Fbxo8	chr8	FALSE	FALSE
Cyp1b1	chr17	FALSE	FALSE
Mob3b	chr4	FALSE	TRUE
Prelid3a	chr18	FALSE	FALSE
Bmp15	chrX	FALSE	FALSE
Tpd52l1	chr10	FALSE	FALSE
Rtn4r	chr16	FALSE	FALSE
Slc13a4	chr6	FALSE	FALSE
Lrit3	chr3	FALSE	FALSE
Pdlim1	chr19	FALSE	FALSE
Vta1	chr10	FALSE	FALSE
Lrrd1	chr5	FALSE	FALSE
Meox1	chr11	FALSE	FALSE
Abcb8	chr5	FALSE	FALSE
Prtn3	chr10	FALSE	FALSE
Homer2	chr7	FALSE	TRUE
Ash2l	chr8	FALSE	FALSE
Sema3e	chr5	FALSE	FALSE
St14	chr9	FALSE	FALSE
Cybb	chrX	FALSE	FALSE
Rnf207	chr4	FALSE	FALSE
Agk	chr6	FALSE	FALSE
Lrmp	chr6	FALSE	FALSE
Rasgef1a	chr6	FALSE	FALSE
Senp8	chr9	FALSE	FALSE
Fxyd1	chr7	FALSE	FALSE
Ceacam18	chr7	FALSE	FALSE
Ing4	chr6	FALSE	FALSE
Tgfbr2	chr9	FALSE	TRUE
Ccdc126	chr6	FALSE	FALSE
Prdm8	chr5	FALSE	TRUE
Mpnd	chr17	FALSE	FALSE
Rnf144a	chr12	FALSE	TRUE
Aspg	chr12	FALSE	FALSE
Ocrl	chrX	FALSE	FALSE
Caln1	chr5	FALSE	FALSE
Spdef	chr17	FALSE	FALSE
Kbtbd4	chr2	FALSE	FALSE
Ccdc122	chr14	FALSE	FALSE
Olfr307	chr7	FALSE	FALSE
Slco1a5	chr6	FALSE	FALSE
Pus3	chr9	FALSE	FALSE
Faap24	chr7	FALSE	FALSE
Ppp1r16b	chr2	FALSE	TRUE
Vmn2r69	chr7	FALSE	FALSE
Mettl3	chr14	FALSE	FALSE
Sptlc3	chr2	FALSE	FALSE
Olfr806	chr10	FALSE	FALSE
Evi2	chr11	FALSE	FALSE
Awat1	chrX	FALSE	FALSE
Lsm14a	chr7	FALSE	FALSE
Trim2	chr3	FALSE	TRUE
Mboat2	chr12	FALSE	TRUE
Entpd7	chr19	FALSE	FALSE
Erbin	chr13	FALSE	TRUE
Tspan5	chr3	FALSE	TRUE
Parp8	chr13	FALSE	TRUE
Map1b	chr13	FALSE	FALSE
Nsl1	chr1	FALSE	FALSE
Cda	chr4	FALSE	FALSE
Ubn1	chr16	FALSE	FALSE
Car1	chr3	FALSE	FALSE
Noxa1	chr2	FALSE	FALSE
Pip5k1b	chr19	FALSE	FALSE
Prame	chrX	FALSE	FALSE
Ext2	chr2	FALSE	TRUE
Rbms1	chr2	FALSE	TRUE
Sec24a	chr11	FALSE	FALSE
Shroom2	chrX	FALSE	FALSE
Acaa2	chr18	FALSE	FALSE
Malt1	chr18	FALSE	FALSE
Dkk2	chr3	FALSE	FALSE
Onecut3	chr10	FALSE	FALSE
Tmco5b	chr2	FALSE	FALSE
Nkap	chrX	FALSE	FALSE
Wtap	chr17	FALSE	FALSE
Arl4d	chr11	FALSE	FALSE
Zfp14	chr7	FALSE	FALSE
Pxk	chr14	FALSE	FALSE
Sft2d1	chr17	FALSE	FALSE
Olfr1155	chr2	FALSE	FALSE
Echdc1	chr10	FALSE	FALSE
Igsf9	chr1	FALSE	FALSE
F5	chr1	FALSE	FALSE
Olfr800	chr10	FALSE	FALSE
Dyrk4	chr6	FALSE	FALSE
Szrd1	chr4	FALSE	FALSE
Mrgpra1	chr7	FALSE	FALSE
Atp2c2	chr8	FALSE	FALSE
Vmn2r98	chr17	FALSE	FALSE
Cdk18	chr1	FALSE	FALSE
Rita1	chr5	FALSE	FALSE
Skint5	chr4	FALSE	FALSE
Prorsd1	chr11	FALSE	FALSE
Camsap1	chr2	FALSE	FALSE
Nprl3	chr11	FALSE	FALSE
Spdye4a	chr5	FALSE	FALSE
Mrps10	chr17	FALSE	FALSE
Btla	chr16	FALSE	FALSE
Zfp273	chr13	FALSE	FALSE
St6galnac4	chr2	FALSE	FALSE
Dchs2	chr3	FALSE	FALSE
Slc31a2	chr4	FALSE	FALSE
Ggct	chr6	FALSE	FALSE
Rest	chr5	FALSE	FALSE
Rbm38	chr2	FALSE	FALSE
Bloc1s6	chr2	FALSE	FALSE
Mfsd4b4	chr10	FALSE	FALSE
Cldn11	chr3	FALSE	FALSE
Soga3	chr10	FALSE	FALSE
Gpr161	chr1	FALSE	FALSE
Slc14a1	chr18	FALSE	TRUE
Gm17655	chr5	FALSE	FALSE
Ep300	chr15	FALSE	FALSE
Cd2bp2	chr7	FALSE	FALSE
Nipa2	chr7	FALSE	FALSE
Fbxl19	chr7	FALSE	FALSE
Olfr1469	chr19	FALSE	FALSE
Tmpo	chr10	FALSE	FALSE
Kcnh1	chr1	FALSE	TRUE
S100a6	chr3	FALSE	FALSE
Ggps1	chr13	FALSE	FALSE
Fam104a	chr11	FALSE	FALSE
Qrfpr	chr3	FALSE	FALSE
Hoxb6	chr11	FALSE	FALSE
Vmn1r184	chr7	FALSE	FALSE
Zdhhc4	chr5	FALSE	FALSE
Fam174a	chr1	FALSE	FALSE
Htra1	chr7	FALSE	TRUE
Vmn2r18	chr5	FALSE	FALSE
Sf3b6	chr12	FALSE	FALSE
Tubb5	chr17	FALSE	FALSE
Rlbp1	chr7	FALSE	FALSE
Ociad1	chr5	FALSE	FALSE
Ak9	chr10	FALSE	FALSE
Map2	chr1	FALSE	TRUE
Zcchc18	chrX	FALSE	FALSE
Tm7sf3	chr6	FALSE	FALSE
Fbxo28	chr1	FALSE	FALSE
Xk	chrX	FALSE	FALSE
Gm50461	chr17	FALSE	FALSE
Kmo	chr1	FALSE	FALSE
Ms4a12	chr19	FALSE	FALSE
Kpnb1	chr11	FALSE	FALSE
Hao1	chr2	FALSE	FALSE
Aste1	chr9	FALSE	FALSE
Fem1c	chr18	FALSE	FALSE
Armt1	chr10	FALSE	FALSE
Olfr1132	chr2	FALSE	FALSE
Tle6	chr10	FALSE	FALSE
Tsga8	chrX	FALSE	FALSE
Prkg1	chr19	FALSE	FALSE
Rbfox1	chr16	FALSE	TRUE
Olfr20	chr11	FALSE	FALSE
Pudp	chr18	FALSE	FALSE
Sppl3	chr5	FALSE	FALSE
Tbl3	chr17	FALSE	FALSE
Atpaf1	chr4	FALSE	FALSE
Mapk9	chr11	FALSE	FALSE
Zfp511	chr7	FALSE	FALSE
C2	chr17	FALSE	FALSE
Nlrc3	chr16	FALSE	FALSE
Cox5a	chr9	FALSE	FALSE
Amigo1	chr3	FALSE	FALSE
Cyp4f15	chr17	FALSE	FALSE
Dnmt3c	chr2	FALSE	FALSE
Sntb2	chr8	FALSE	TRUE
Plin3	chr17	FALSE	FALSE
Prr13	chr15	FALSE	FALSE
Tbcel	chr9	FALSE	FALSE
Mettl8	chr2	FALSE	TRUE
Map3k21	chr8	FALSE	FALSE
Olfr1090	chr2	FALSE	FALSE
D7Ertd443e	chr7	FALSE	FALSE
Azi2	chr9	FALSE	FALSE
Tmem266	chr9	FALSE	FALSE
Fgf16	chrX	FALSE	FALSE
Rpa2	chr4	FALSE	FALSE
Twsg1	chr17	FALSE	FALSE
Cd207	chr6	FALSE	FALSE
Keg1	chr19	FALSE	FALSE
St3gal4	chr9	FALSE	TRUE
Tubb6	chr18	FALSE	FALSE
Pkd1	chr17	FALSE	FALSE
Ctnna3	chr10	FALSE	FALSE
Tmem268	chr4	FALSE	FALSE
Gm12888	chr4	FALSE	FALSE
Ankrd36	chr11	FALSE	FALSE
Aptx	chr4	FALSE	FALSE
Fchsd2	chr7	FALSE	TRUE
Stab2	chr10	FALSE	TRUE
Bin3	chr14	FALSE	FALSE
Abhd17a	chr10	FALSE	FALSE
Spred1	chr2	FALSE	FALSE
Emx1	chr6	FALSE	FALSE
Atp1b3	chr9	FALSE	FALSE
Adra1b	chr11	FALSE	FALSE
Synm	chr7	FALSE	FALSE
Vmn2r42	chr7	FALSE	FALSE
Gm45785	chr7	FALSE	FALSE
Cadm2	chr16	FALSE	FALSE
Tmf1	chr6	FALSE	FALSE
G3bp1	chr11	FALSE	FALSE
Tyk2	chr9	FALSE	FALSE
Ccl2	chr11	FALSE	FALSE
Nr1d1	chr11	FALSE	FALSE
Cks1brt	chr8	FALSE	FALSE
Clec16a	chr16	FALSE	TRUE
Abca13	chr11	FALSE	FALSE
Nat8f1	chr6	FALSE	FALSE
Cpne7	chr8	FALSE	FALSE
Telo2	chr17	FALSE	FALSE
Pcgf1	chr6	FALSE	FALSE
Ppm1d	chr11	FALSE	FALSE
Cdk5r1	chr11	FALSE	FALSE
Arid1b	chr17	FALSE	TRUE
Lama4	chr10	FALSE	FALSE
Acss3	chr10	FALSE	FALSE
Wrnip1	chr13	FALSE	FALSE
Cgas	chr9	FALSE	FALSE
Skap2	chr6	FALSE	TRUE
Olfr1089	chr2	FALSE	FALSE
Ticrr	chr7	FALSE	FALSE
Avl9	chr6	FALSE	FALSE
Tgm5	chr2	FALSE	FALSE
Pcdhgb7	chr18	FALSE	FALSE
Rnf183	chr4	FALSE	FALSE
Etd	chrX	FALSE	FALSE
Stambpl1	chr19	FALSE	FALSE
Kif27	chr13	FALSE	TRUE
Kdm2b	chr5	FALSE	TRUE
Cideb	chr14	FALSE	FALSE
Shd	chr17	FALSE	FALSE
Dgat2l6	chrX	FALSE	FALSE
Cd24a	chr10	FALSE	FALSE
Appl2	chr10	FALSE	FALSE
Prkcz	chr4	FALSE	TRUE
Cryl1	chr14	FALSE	TRUE
Sfrp2	chr3	FALSE	FALSE
Trim21	chr7	FALSE	FALSE
Gm12216	chr11	FALSE	TRUE
Prox2	chr12	FALSE	FALSE
Dapk2	chr9	FALSE	TRUE
Lca5	chr9	FALSE	FALSE
Mfn1	chr3	FALSE	FALSE
Enox2	chrX	FALSE	FALSE
Adck5	chr15	FALSE	FALSE
Evi2b	chr11	FALSE	FALSE
Nox4	chr7	FALSE	FALSE
Gpatch3	chr4	FALSE	FALSE
Barx1	chr13	FALSE	FALSE
Traf5	chr1	FALSE	FALSE
Mindy1	chr3	FALSE	FALSE
Iws1	chr18	FALSE	FALSE
Gm49398	chr13	FALSE	FALSE
Platr25	chr13	FALSE	FALSE
Glod4	chr11	FALSE	FALSE
Slc44a5	chr3	FALSE	TRUE
Naxd	chr8	FALSE	FALSE
Lnx2	chr5	FALSE	FALSE
2210408I21Rik	chr13	FALSE	FALSE
Myo9b	chr8	FALSE	FALSE
Cul2	chr18	FALSE	FALSE
Shroom3	chr5	FALSE	TRUE
Zfp980	chr4	FALSE	FALSE
Olfr1490	chr19	FALSE	FALSE
Fam160b1	chr19	FALSE	FALSE
Cylc2	chr4	FALSE	FALSE
Cdk19	chr10	FALSE	FALSE
Rel	chr11	FALSE	FALSE
Trabd	chr15	FALSE	FALSE
Trim37	chr11	FALSE	FALSE
Ube2d1	chr10	FALSE	FALSE
Hspa14	chr2	FALSE	FALSE
5430401F13Rik	chr6	FALSE	FALSE
Cops2	chr2	FALSE	FALSE
Npc2	chr12	FALSE	FALSE
Sntg1	chr1	TRUE	FALSE
Cdh24	chr14	FALSE	FALSE
Tra2b	chr16	FALSE	FALSE
Mdfi	chr17	FALSE	FALSE
Olfr1082	chr2	FALSE	FALSE
Gm21976	chr13	FALSE	FALSE
Ptger3	chr3	FALSE	FALSE
Pkm	chr9	FALSE	FALSE
Hps4	chr5	FALSE	FALSE
Fam124a	chr14	FALSE	FALSE
Tra2a	chr6	FALSE	FALSE
Gm37013	chr18	FALSE	FALSE
Wnk4	chr11	FALSE	FALSE
Copb2	chr9	FALSE	FALSE
Olfr78	chr7	FALSE	FALSE
Dlat	chr9	FALSE	FALSE
Ano10	chr9	FALSE	TRUE
Smim31	chr8	FALSE	FALSE
Ccnb3	chrX	FALSE	FALSE
Tmem120a	chr5	FALSE	FALSE
Hpgd	chr8	FALSE	FALSE
Adgrf3	chr5	FALSE	FALSE
Tmcc3	chr10	FALSE	TRUE
Btk	chrX	FALSE	FALSE
Zc3h18	chr8	FALSE	FALSE
Pifo	chr3	FALSE	FALSE
Def6	chr17	FALSE	FALSE
Snx12	chrX	FALSE	FALSE
Sema4f	chr6	FALSE	FALSE
Gm4125	chr17	FALSE	FALSE
C130026I21Rik	chr1	FALSE	FALSE
Syn3	chr10	FALSE	TRUE
Rps6ka6	chrX	FALSE	FALSE
Pde6a	chr18	FALSE	TRUE
Ccnl1	chr3	FALSE	FALSE
Sh2d6	chr6	FALSE	FALSE
Erich6b	chr14	FALSE	FALSE
Ckmt2	chr13	FALSE	FALSE
Pibf1	chr14	FALSE	FALSE
4921536K21Rik	chr11	FALSE	FALSE
Slc9a9	chr9	FALSE	TRUE
Gm4871	chr5	FALSE	FALSE
Cpe	chr8	FALSE	FALSE
Aagab	chr9	FALSE	FALSE
Ndufaf7	chr17	FALSE	FALSE
Ncoa3	chr2	FALSE	TRUE
Mroh7	chr4	FALSE	FALSE
Idua	chr5	FALSE	FALSE
Cobll1	chr2	TRUE	FALSE
Tmem72	chr6	FALSE	FALSE
Spns3	chr11	FALSE	TRUE
Cyp2b23	chr7	FALSE	FALSE
Cfap298	chr16	FALSE	FALSE
Wfdc1	chr8	FALSE	FALSE
2510009E07Rik	chr16	FALSE	FALSE
Igsf5	chr16	FALSE	TRUE
Map4k3	chr17	FALSE	FALSE
Tom1	chr8	FALSE	FALSE
Smarcd2	chr11	FALSE	FALSE
Gc	chr5	FALSE	FALSE
Gm15130	chr2	FALSE	FALSE
Fis1	chr5	FALSE	FALSE
Plscr4	chr9	FALSE	FALSE
Mettl14	chr3	FALSE	FALSE
Maco1	chr4	FALSE	FALSE
Erf	chr7	FALSE	FALSE
Marcks	chr10	FALSE	FALSE
Xkrx	chrX	FALSE	FALSE
Cybrd1	chr2	FALSE	FALSE
Prps1l1	chr12	FALSE	FALSE
Amy2a1	chr3	FALSE	FALSE
Pcdh1	chr18	FALSE	FALSE
Usp4	chr9	FALSE	FALSE
Adat1	chr8	FALSE	FALSE
Bbx	chr16	FALSE	TRUE
Trpv4	chr5	FALSE	FALSE
Synpo2	chr3	FALSE	FALSE
Gm42416	chr18	FALSE	FALSE
Olfr1318	chr2	FALSE	FALSE
Dek	chr13	FALSE	FALSE
Proser2	chr2	TRUE	FALSE
Olfr872	chr9	FALSE	FALSE
Lyzl1	chr18	FALSE	FALSE
2210016L21Rik	chr5	FALSE	FALSE
Neo1	chr9	FALSE	TRUE
Accs	chr2	FALSE	FALSE
Laptm4a	chr12	FALSE	FALSE
Prss36	chr7	FALSE	FALSE
Lyz2	chr10	FALSE	FALSE
Pcnx3	chr19	FALSE	FALSE
Tbl1x	chrX	FALSE	TRUE
Eno4	chr19	FALSE	FALSE
Mtpn	chr6	FALSE	FALSE
Adgrf2	chr17	FALSE	FALSE
Arpp19	chr9	FALSE	FALSE
Metap2	chr10	FALSE	FALSE
Dennd2c	chr3	FALSE	FALSE
Apom	chr17	FALSE	FALSE
Adnp2	chr18	FALSE	FALSE
Hc	chr2	FALSE	FALSE
Sh2b1	chr7	FALSE	FALSE
Ccdc124	chr8	FALSE	FALSE
Rab22a	chr2	FALSE	FALSE
Ptprz1	chr6	FALSE	FALSE
Ccdc58	chr16	FALSE	FALSE
Zfp617	chr8	FALSE	FALSE
Lef1	chr3	FALSE	TRUE
Col26a1	chr5	FALSE	FALSE
Agbl2	chr2	FALSE	FALSE
Chst9	chr18	FALSE	FALSE
Tprkb	chr6	FALSE	FALSE
Olfr458	chr6	FALSE	FALSE
Parp10	chr15	FALSE	FALSE
Map11	chr5	FALSE	FALSE
Tdgf1	chr9	FALSE	FALSE
Olfr346	chr2	FALSE	FALSE
Fbxo36	chr1	FALSE	FALSE
Ttl	chr2	FALSE	FALSE
Cks2	chr13	FALSE	FALSE
Btn1a1	chr13	FALSE	FALSE
Fam204a	chr19	FALSE	FALSE
Timm50	chr7	FALSE	FALSE
Rab26	chr17	FALSE	FALSE
Cul4a	chr8	FALSE	FALSE
Strn4	chr7	FALSE	FALSE
Cyp4a32	chr4	FALSE	FALSE
Ap3m1	chr14	FALSE	FALSE
Amotl1	chr9	FALSE	FALSE
Prss45	chr9	FALSE	FALSE
Pcdhga10	chr18	FALSE	FALSE
Hoxc5	chr15	FALSE	FALSE
C4bp	chr1	FALSE	FALSE
Usp40	chr1	FALSE	FALSE
Brdt	chr5	FALSE	FALSE
Irx3	chr8	TRUE	FALSE
Gm37388	chr18	FALSE	FALSE
Ccdc18	chr5	FALSE	FALSE
Mia	chr7	FALSE	FALSE
Pla2g6	chr15	FALSE	FALSE
Meaf6	chr4	FALSE	FALSE
Pabpc1l	chr2	FALSE	FALSE
Polr2d	chr18	FALSE	FALSE
Thoc6	chr17	FALSE	FALSE
Bcl9	chr3	FALSE	TRUE
Olfr129	chr17	FALSE	FALSE
Ddah1	chr3	FALSE	FALSE
Aadat	chr8	FALSE	FALSE
Cstf1	chr2	FALSE	FALSE
Ddr1	chr17	FALSE	FALSE
Stat4	chr1	FALSE	FALSE
Dlx1	chr2	FALSE	FALSE
Gpr35	chr1	FALSE	FALSE
Celsr2	chr3	FALSE	FALSE
Rnf10	chr5	FALSE	FALSE
Defb46	chr8	FALSE	FALSE
Ttc21a	chr9	FALSE	FALSE
Pcdhb1	chr18	FALSE	FALSE
Draxin	chr4	FALSE	FALSE
Enpp6	chr8	FALSE	FALSE
Trim16	chr11	FALSE	FALSE
Rab3gap1	chr1	FALSE	FALSE
Gm45808	chr7	FALSE	FALSE
Ccdc32	chr2	FALSE	FALSE
Ap4s1	chr12	FALSE	FALSE
Clec2m	chr6	FALSE	FALSE
Olfr372	chr8	FALSE	FALSE
Riok3	chr18	FALSE	FALSE
Slc16a1	chr3	FALSE	FALSE
Tob1	chr11	FALSE	FALSE
Tmprss13	chr9	FALSE	FALSE
Henmt1	chr3	FALSE	FALSE
Cavin2	chr1	FALSE	FALSE
Bcl7b	chr5	FALSE	FALSE
Hpx	chr7	FALSE	FALSE
Lad1	chr1	FALSE	FALSE
Agr3	chr12	FALSE	FALSE
Sorbs2	chr8	FALSE	FALSE
D10Wsu102e	chr10	FALSE	FALSE
Plekha2	chr8	FALSE	FALSE
Nkx2-4	chr2	FALSE	FALSE
Dmrtb1	chr4	FALSE	FALSE
Zfp688	chr7	FALSE	FALSE
Pigm	chr1	FALSE	FALSE
Cntn4	chr6	TRUE	FALSE
Snrk	chr9	FALSE	FALSE
Fam57a	chr11	FALSE	FALSE
Surf1	chr2	FALSE	FALSE
Tmem88b	chr4	FALSE	FALSE
Trappc6a	chr7	FALSE	FALSE
Capn1	chr19	FALSE	FALSE
Dus3l	chr17	FALSE	FALSE
Ing1	chr8	FALSE	FALSE
Ttc6	chr12	FALSE	FALSE
Akr1e1	chr13	FALSE	FALSE
Obox3	chr7	FALSE	FALSE
Tnpo3	chr6	FALSE	FALSE
Polr3h	chr15	FALSE	FALSE
Chml	chr1	FALSE	FALSE
Nek11	chr9	FALSE	FALSE
Klhl20	chr1	FALSE	FALSE
Tnfsf13b	chr8	FALSE	FALSE
Pdia6	chr12	FALSE	FALSE
Vip	chr10	FALSE	FALSE
Plekho1	chr3	FALSE	FALSE
Olfr1251	chr2	FALSE	FALSE
Gm6871	chr7	FALSE	FALSE
Clec4a2	chr6	FALSE	FALSE
Sh3pxd2b	chr11	FALSE	TRUE
Trpc3	chr3	FALSE	FALSE
Tmem52b	chr6	FALSE	FALSE
Peli1	chr11	FALSE	FALSE
Tmem274	chr4	FALSE	FALSE
Sigmar1	chr4	FALSE	FALSE
Creb3l4	chr3	FALSE	FALSE
Cntn2	chr1	FALSE	FALSE
Parp14	chr16	FALSE	FALSE
Smg8	chr11	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Cog1	chr11	FALSE	FALSE
Gm50367	chr17	FALSE	FALSE
Slc9a1	chr4	FALSE	FALSE
Olfr464	chr11	FALSE	FALSE
Prss40	chr1	FALSE	FALSE
Gm20715	chr7	FALSE	FALSE
Pick1	chr15	FALSE	FALSE
Olfr1226	chr2	FALSE	FALSE
Itih5	chr2	FALSE	FALSE
Erap1	chr13	FALSE	FALSE
Hcn3	chr3	FALSE	FALSE
Crk	chr11	FALSE	FALSE
Mmp8	chr9	FALSE	FALSE
Hmg20b	chr10	FALSE	FALSE
Ppp2r1b	chr9	FALSE	FALSE
Rhoq	chr17	FALSE	FALSE
Phgdh	chr3	FALSE	FALSE
Dnah7b	chr1	FALSE	FALSE
Rtl6	chr15	FALSE	FALSE
Esp36	chr17	FALSE	FALSE
Foxd3	chr4	FALSE	FALSE
Sbk3	chr7	FALSE	FALSE
Snap47	chr11	FALSE	FALSE
Aprt	chr8	FALSE	FALSE
Fubp1	chr3	FALSE	FALSE
Phactr1	chr13	FALSE	TRUE
Plppr2	chr9	FALSE	FALSE
Nxf3	chrX	FALSE	FALSE
Wdr90	chr17	FALSE	FALSE
Olfr862	chr9	FALSE	FALSE
Slc25a32	chr15	FALSE	FALSE
Trpm7	chr2	FALSE	FALSE
Cby1	chr15	FALSE	FALSE
Msmo1	chr8	FALSE	FALSE
Mucl2	chr15	FALSE	FALSE
Adsl	chr15	FALSE	FALSE
Zfp81	chr17	FALSE	FALSE
Pramef12	chr4	FALSE	FALSE
Ramp1	chr1	FALSE	FALSE
Ap1s1	chr5	FALSE	FALSE
Clip2	chr5	FALSE	TRUE
Kcnj5	chr9	FALSE	FALSE
Gls2	chr10	FALSE	FALSE
Hnrnpul1	chr7	FALSE	FALSE
Bmp8a	chr4	FALSE	FALSE
Herc1	chr9	FALSE	FALSE
Olfr118	chr17	FALSE	FALSE
Catspere1	chr1	FALSE	FALSE
Olfr8	chr10	FALSE	FALSE
Unc5c	chr3	FALSE	FALSE
Wnt6	chr1	FALSE	FALSE
Osgepl1	chr1	FALSE	FALSE
Vmn1r7	chr6	FALSE	FALSE
Adcy2	chr13	FALSE	FALSE
H2-Q6	chr17	FALSE	FALSE
Nhs	chrX	TRUE	TRUE
Zfp628	chr7	FALSE	FALSE
Anxa4	chr6	FALSE	FALSE
Mospd3	chr5	FALSE	FALSE
Gm7579	chr7	FALSE	FALSE
Zeb1	chr18	FALSE	FALSE
Pde5a	chr3	FALSE	FALSE
Ppfia4	chr1	FALSE	FALSE
Polr2b	chr5	FALSE	FALSE
Fbxw19	chr9	FALSE	FALSE
Mrpl50	chr4	FALSE	FALSE
Phldb2	chr16	FALSE	FALSE
Ltbp2	chr12	FALSE	FALSE
Slc26a11	chr11	FALSE	FALSE
Muc19	chr15	FALSE	FALSE
Echs1	chr7	FALSE	FALSE
S100a10	chr3	FALSE	FALSE
Lysmd4	chr7	FALSE	FALSE
Olfr419	chr1	FALSE	FALSE
Pex1	chr5	FALSE	FALSE
Slc20a2	chr8	FALSE	FALSE
Hspb2	chr9	FALSE	FALSE
Wdr75	chr1	FALSE	FALSE
Potegl	chr2	FALSE	FALSE
Rgs8	chr1	FALSE	FALSE
Hscb	chr5	FALSE	FALSE
Clcn5	chrX	FALSE	FALSE
Mettl18	chr1	FALSE	FALSE
Gm45783	chr7	FALSE	FALSE
AW549877	chr15	FALSE	FALSE
Gli3	chr13	FALSE	FALSE
Zfp846	chr9	FALSE	FALSE
Styk1	chr6	FALSE	FALSE
4921517D22Rik	chr13	FALSE	FALSE
Arid5b	chr10	FALSE	TRUE
Dync2h1	chr9	FALSE	FALSE
Rcc1l	chr5	FALSE	FALSE
Vmn1r54	chr6	FALSE	FALSE
Kcnc2	chr10	FALSE	FALSE
Ankmy1	chr1	FALSE	TRUE
Pnck	chrX	FALSE	FALSE
Ctnna1	chr18	FALSE	TRUE
Cbx7	chr15	FALSE	FALSE
Cys1	chr12	FALSE	FALSE
Lasp1	chr11	FALSE	FALSE
1810058I24Rik	chr6	FALSE	FALSE
Mrpl22	chr11	FALSE	FALSE
Cenps	chr4	FALSE	FALSE
Zfp40	chr17	FALSE	FALSE
Hspa13	chr16	FALSE	FALSE
Zcchc14	chr8	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Sidt1	chr16	FALSE	FALSE
Abcb11	chr2	FALSE	FALSE
Fam166b	chr4	FALSE	FALSE
Rapgef5	chr12	FALSE	FALSE
Fndc1	chr17	FALSE	FALSE
