gene_name	mecp2_fold	mecp2_fdr	mecp2_n_peaks	mecp2db_fold	mecp2db_fdr	mecp2db_n_peaks
Lhfpl6	-0.0537074278189317	0.79318363791189	28	1.522386318	7.85e-09	2
Lhfpl7	-0.0261816901524566	0.903681365149979	4	-0.039870051	0.882682787	1
Lhpp	0.0017545733850117	0.995321867628793	27	-0.005840103	0.988431128	6
Lhx1	-0.0804734463842311	0.703645823524033	2	-0.049407399	0.848184203	2
Lhx1os	0.0605982958186862	0.768648662736711	22	-0.031207872	0.911806499	4
Lhx2	0.0179052896328642	0.944115803484819	25	-0.093634429	0.652823435	8
Lhx3	-0.356638569613957	0.201562440159264	10	-0.468219215	0.078399042	2
Lhx4	0.0119553027515055	0.96275222866075	18	-0.087930205	0.690697137	2
Lhx5	-0.0445494696657125	0.825849597366855	31	-0.092676608	0.670213284	2
Lhx6	0.024335908757802	0.897666518339283	7	-0.025342679	0.931173171	1
Lhx9	-0.132353839231585	0.544341305902003	7	-0.075531003	0.747973373	1
Lif	-0.00476961916528705	0.985560705100561	22	-0.122762766	0.525894106	4
Lifr	-0.0530594759313513	0.823834593579339	33	-0.13413115	0.508151273	3
Lig1	-0.0522151719700965	0.821344029966461	11	-0.074957919	0.73842543	1
Lig3	0.00534910554013746	0.984201113558196	7	0.017226617	0.957556118	1
Lig4	-0.0728609340916985	0.709211022242743	13	0.033092666	0.904292637	2
Lima1	0.000901581381730433	0.997677404756085	10	1.03837816	0.002085044	1
Limch1	-0.0176282979455211	0.929735702250027	61	-0.121924841	0.561666159	11
Limd1	-0.0725229883117383	0.732373099834686	6	-0.175549672	0.41053908	1
Limd2	-0.0151537539720931	0.949080295479914	4	0.018341989	0.954599301	2
Limk1	0.00345624054837701	0.989493675680582	9	-0.05766418	0.814743615	3
Lims1	0.316136580433423	0.288413492802778	12	-0.101358074	0.648196408	2
Lims2	-0.138349899808247	0.55707409456906	10	0.01948373	0.950778074	1
Lin54	-0.00756979503029384	1	3	-0.008720178	0.980900193	1
Lin7a	-0.011950114757281	0.966702997470261	8	-0.013905615	0.966805466	2
Lingo1	0.00983570228894121	0.965750812032626	83	-0.55000172	0.025156767	25
Lingo2	-0.0179768229672428	0.937892158356847	30	-0.01459895	0.965816078	1
Lingo4	-0.0588466074804445	0.770078505279305	4	0.028510268	0.921899118	1
Lipa	-0.00374584453846217	0.988031822928063	7	-0.003213813	0.993979013	2
Lipc	1.18870530013816	0.00844061140818742	26	1.351210657	4.5e-07	5
Lipe	-0.00445599050691681	0.98724612787214	3	-0.065365936	0.777172777	1
Lipt2	-0.0557722103072187	0.765684899399961	2	-0.111206916	0.609563897	1
Llgl2	-0.026200306077535	0.890645454776145	16	-0.044013663	0.868055791	4
Llph	-0.00688363954103243	0.978954697111633	12	-0.041488352	0.877176904	1
Lman2	-0.0247712574451578	0.886341260808539	4	0.033801369	0.901985438	1
Lmbr1	-0.105851619289982	0.594521660247359	3	-0.081789982	0.716360556	1
Lmbr1l	-0.0180987546615968	0.908645018980279	4	-0.092844135	0.676614786	2
Lmbrd1	-0.0498152082877805	0.788197966709405	12	-0.086313822	0.692254663	4
Lmcd1	0.0302445476552983	0.884099486313653	6	0.048538118	0.844905968	1
Lmf1	-0.0417244433080535	0.779349677285488	14	-0.061921295	0.789462506	3
Lmf2	-0.0142985798193733	0.953882784696267	1	-0.068087917	0.762647486	1
Lmna	-0.0213380640796618	0.921453013542913	11	-0.094862708	0.678934278	1
Lmnb1	0.00186487102134494	0.99456953384666	13	-0.009688249	0.978304717	2
Lmntd1	-0.516070619461261	0.131010886593476	46	0.052653203	0.837118172	15
Lmo1	-0.0110939132482782	0.961641824206195	33	-0.058801093	0.807000477	8
Lmo2	-0.107878460059894	0.633171422129439	20	0.031861196	0.909469988	1
Lmo4	0.0809275777717197	0.66472554748387	75	0.07293353	0.765209087	16
Lmo7	-0.102134713949099	0.66735186454247	56	-0.225767592	0.26754929	5
Lmod3	-0.432847088166347	0.168038577836228	5	-0.408536026	0.112023048	1
Lmtk3	-0.0133587071516678	0.960938464878021	6	0.002186804	0.995635336	2
Lmx1a	2.96864547808802e-05	0.999927967333562	42	-0.059912991	0.805727847	5
Lmx1b	-0.0156202933863518	0.943318657249363	23	-0.019547422	0.950324824	6
Lncbate1	0.0311268242841149	0.896847619984236	51	0.008100082	0.982770827	2
Lncbate10	0.298001312259921	0.295400971450606	10	0.171320144	0.384885223	2
Lncenc1	0.00785350700485353	0.973761616560429	48	-0.021903251	0.943542877	17
Lncpint	-0.0475483992105828	0.810374267434789	28	-1.162892621	4.29e-05	5
Lncppara	-0.102524559610643	0.599801439025629	17	-0.064552324	0.783576044	6
Lnpep	-0.0574485906557949	0.712991188721322	5	-0.091816227	0.650930765	1
Lnpk	-0.108656728207652	0.56904143597146	12	-0.054590401	0.828902075	1
Lnx1	0.0193339490570627	0.928528973560318	34	-0.140136455	0.507067148	3
Lnx2	-0.00608161971531515	0.977796796519799	11	-0.035045994	0.897686896	2
Lonrf1	-0.138936008932751	0.532285217956933	20	0.583576685	0.035965939	4
Lonrf2	-0.020877663518244	0.923239255130403	13	-0.010347231	0.976613234	6
Lonrf3	-0.0657655708816784	0.82518293996107	6	-0.062617201	0.807053188	1
Lox	-0.0428022407077731	0.84200590808859	2	-0.042833586	0.874835997	1
Loxhd1	-0.0252583467325779	0.92133698626839	36	-0.24445064	0.204719267	1
Loxl1	-0.0100187409202799	0.95983833425611	14	-0.073368282	0.742702049	4
Loxl4	-0.0228910910405819	0.903138106643499	21	0.047013169	0.850641358	1
Lpar2	-0.0250533093952511	1	2	-0.058527252	0.816315572	1
Lpar3	-0.00122342454680561	0.997610799776173	11	-0.06736538	0.77288245	1
Lpar5	0.172879782394065	1	3	0.056785453	0.81392816	1
Lpcat1	-0.0561499895173393	0.812123281145009	25	0.083448749	0.696512128	3
Lpcat3	-0.027209122912536	0.894824430979511	10	-0.075372799	0.738302537	1
Lpcat4	0.000761309761504676	0.99815839048103	1	-0.031835706	0.910261134	1
Lpin1	0.00861759611477158	0.971207333016495	82	-0.031266016	0.910855601	16
Lpin3	-0.0195224858955998	0.929044304665406	6	-0.01225478	0.971003157	1
Lpo	0.0303614630336116	0.891714983103446	4	-0.069317419	0.769862465	1
Lpp	0.0202704547940601	0.93256006763192	86	0.694963005	0.017137351	24
Lratd1	-0.00947449273631759	0.969583841844217	23	0.045457166	0.858483427	1
Lrba	-0.0426289283043897	0.835958469061425	9	-0.177626178	0.434215377	2
Lrch1	-0.0462864040807797	0.817011580241401	31	-0.248003178	0.248548261	4
Lrch3	-0.0433972318741289	0.829377169918898	5	-0.056477857	0.821444734	1
Lrch4	-0.0499380793328327	0.832217054456467	3	0.019309226	0.950631051	1
Lrcol1	-0.0935346964642851	0.662424872856108	3	-0.279259874	0.233929504	1
Lrfn1	-0.0912149997172513	0.611615964414629	6	-0.088476143	0.701046699	2
Lrfn2	-0.267094880012019	0.291629599192196	65	-0.255321884	0.268792794	16
Lrfn3	0.0158882746669847	0.95479419119607	8	-0.05839678	0.8179306	3
Lrfn4	-0.00335295375840853	0.988887789698895	3	-0.03809233	0.888635345	1
Lrg1	-0.000743491201317953	0.997964950285919	4	-0.077868116	0.740023734	2
Lrif1	-0.0114730474051937	0.951660859212436	1	-0.0535821	0.82660377	1
Lrig1	-0.0156097827986111	0.920781363912482	26	-0.061857515	0.789664284	6
Lrig2	-0.0259115558710955	0.899819988303034	30	-0.06812711	0.776479576	13
Lrig3	0.0136102474277807	0.957260694910253	65	-0.013896605	0.967042559	7
Lrmda	-0.330898966017302	0.283358302362496	67	-0.013263781	0.968093274	3
Lrp1	-0.00105669046600152	0.997211499510549	20	-0.011386827	0.973588357	3
Lrp10	-0.119918728323292	0.568319655956701	2	-0.095448768	0.658598775	1
Lrp11	-0.00802349687637659	0.974356399201369	8	-0.001572985	0.996672881	1
Lrp12	0.0292164587359072	0.897507930556914	6	-0.053926809	0.830845565	1
Lrp1b	-0.00106596601725236	0.99703572945374	64	1.176901841	0.000404185	18
Lrp2	0.0364969017097638	0.874759102787075	12	-0.051485595	0.838882094	1
Lrp3	-0.0354805917875347	0.863112695252097	9	-0.068367034	0.775265575	1
Lrp4	-0.071765612171312	0.718125230901708	13	0.073939978	0.737342246	5
Lrp5	-0.0264905156248437	0.912128566101826	32	-0.057194494	0.813548431	4
Lrp8	-0.0429052566233431	0.821173392193018	26	-0.022060135	0.943124418	4
Lrp8os2	0.00722759022002586	0.980646240627304	5	-0.081202122	0.724511863	2
Lrpap1	-0.0134520950954617	0.940339246321075	19	-0.034469666	0.899717984	17
Lrpprc	-0.142941636761189	0.550792623964472	17	-0.094363595	0.657660627	2
Lrrc1	0.00390293440776305	0.98843542806658	24	0.002499572	0.995031336	7
Lrrc10	-0.123067943729076	0.568028874864432	4	-0.173138538	0.394387612	1
Lrrc10b	0.0229923775799763	0.922068286374701	9	-0.027812618	0.923647676	1
Lrrc15	-0.72781928303905	0.0604095468749104	5	-0.111315959	0.584980074	1
Lrrc18	-0.000415898543745523	0.998859721326101	18	0.060113518	0.806041992	5
Lrrc20	-0.040881072122843	0.84869194494539	12	-0.087022343	0.700862407	2
Lrrc24	-0.015674121416915	0.944186301717133	3	-0.18613036	0.38405634	2
Lrrc25	-0.0203233881561259	0.937795139909965	1	-0.038181663	0.887951743	1
Lrrc28	-0.358577355143573	0.180867061368319	44	-0.379810628	0.117099409	17
Lrrc3	-0.0275019898210191	0.901344563712424	4	-0.034308639	0.902823085	1
Lrrc32	-0.00729567559987225	0.979007907827065	16	-0.016521237	0.959254395	3
Lrrc38	-0.00511167940029402	0.983326320924416	9	-0.060523986	0.787777273	1
Lrrc3b	-0.14539520374202	0.471560360933639	45	-0.217179258	0.305546673	9
Lrrc41	-0.00837914191463093	0.973761616560429	2	-0.091289733	0.65881609	1
Lrrc47	-0.120338247757429	0.558783739891397	4	-0.163401271	0.44345956	1
Lrrc49	0.0181046446482055	0.938348885055357	16	0.617145042	0.022840438	8
Lrrc4b	0.0133648180034137	0.964886224335588	10	-0.034820892	0.900181776	1
Lrrc4c	-0.0250731981450642	0.904633052630423	97	0.060485394	0.796206729	26
Lrrc52	-0.383860545903218	0.172965701121312	8	-0.260116891	0.18860265	1
Lrrc55	0.0288135600397176	0.895135011067714	17	0.007565169	0.984107301	4
Lrrc58	-0.0387308888076858	0.851750529054956	3	-0.056299033	0.824494707	2
Lrrc7	-0.110358887008769	0.581631138574761	14	-0.152470025	0.466560371	2
Lrrc74a	0.0539009704226117	0.794175055968138	15	-0.079864813	0.726604411	4
Lrrc74b	0.123080529560463	0.605417609037453	3	-0.023592078	0.937381459	1
Lrrc75a	-0.0303739358318832	1	5	-0.02467604	0.933182345	1
Lrrc8b	0.00319274673522891	0.991365237270539	16	-0.03920028	0.881618517	3
Lrrc8c	-0.0786895307229661	0.723291369143969	20	-0.092620954	0.677184781	4
Lrrc8d	-0.0126474951467401	1	28	-0.004337269	0.991416681	4
Lrrfip1	-0.0455333117949401	0.814674320278353	25	-0.045740507	0.867415989	4
Lrrfip2	-0.259770475003353	0.306185528367521	10	-0.090297949	0.689107841	1
Lrrk1	-0.876816345366476	0.0302295568535135	35	0.005233004	0.989513655	2
Lrrk2	0.0559750340767986	0.78664901407009	16	0.009576316	0.978565925	1
Lrrn1	0.00189832742975281	0.993864598796709	44	-0.013459159	0.967917152	8
Lrrn2	0.049105148807826	0.807737678343624	34	-0.034753774	0.900956981	5
Lrrn3	0.022143205835969	0.912323992226194	51	0.016541201	0.960210388	12
Lrrn4	-0.000740236869668607	0.998084258091411	4	-0.015104816	0.963471874	1
Lrrtm1	0.0097056166890563	0.979475525373902	26	-0.407024999	0.124519816	10
Lrrtm3	-0.0149392712746246	0.953729210047422	50	1.961046206	2.69e-09	14
Lrrtm4	0.322247196952566	0.267954546732301	20	0.106628383	0.602177304	5
Lrsam1	0.00960233965884624	0.97114998768458	8	-0.072390784	0.749227653	3
Lrtm1	0.0563144478363564	0.795331100794805	10	0.110413051	0.598606086	2
Lrtm2	-0.189424759353184	0.456806249439117	9	-0.133114312	0.50777352	3
Lrwd1	0.014816054506303	0.948400486238427	6	-0.03693906	0.891288887	1
Lsamp	0.10969418445904	0.523616210572065	187	0.041718955	0.871849409	54
Lsm11	-0.118894920893668	0.567152331721488	5	-0.105372786	0.622810187	2
Lsm2	-0.00689924606804408	0.976221025908866	3	-0.145619312	0.446510135	1
Lsm3	-0.0136420119422403	0.962910933124823	19	-0.780054321	0.015028301	6
Lsm4	-0.0289157904227776	0.836486864912202	5	-0.068217378	0.76257719	1
Lsm8	0.0492946659417388	0.808051396240857	11	0.073708459	0.750197571	4
Lsmem2	-0.0381337017856243	0.821515340845691	1	0.006389073	0.987169703	1
Lsp1	-0.0528606125027404	0.787369051308907	9	-0.034916425	0.89815267	5
Lss	-0.185274059373365	0.418020056499716	9	-0.174512588	0.432930847	1
Lta4h	-0.279081278358774	0.270400741385818	5	-0.312680904	0.171759141	1
Ltb4r1	-0.572125563811301	0.107094872357512	4	-0.09897737	0.649919427	1
Ltb4r2	-0.0233949631610034	0.920209511981497	1	-0.165367633	0.448324192	1
Ltbp2	0.103177499124932	0.638295132235809	27	-0.066798374	0.780129965	4
Ltbp3	-0.107293581730533	0.633608043029327	7	-0.018787434	0.952365079	2
Ltbp4	-0.00668874106313421	0.98189754233368	10	-0.172890355	0.375468247	2
Ltbr	0.0223714358563052	0.915931567123817	4	-0.076712764	0.724087471	2
Ltc4s	-0.00307625889469821	0.991391626614831	4	-0.138987753	0.497865528	2
Ltf	-0.0753938263754503	0.739991385539802	3	-0.016386821	0.959780305	1
Luc7l	-0.0259332803673627	0.902875974508994	10	-0.047510343	0.850438762	2
Luc7l2	0.000562116485169574	0.998358435386779	2	-0.000158793	0.999649116	1
Lum	0.475805524041127	0.171036054748582	3	0.570586437	0.078747386	1
Lurap1	-0.0101432000735768	0.966603726187998	2	-0.029788608	0.916250943	2
Lurap1l	-0.0701714201265977	0.719021115976245	8	0.842909995	0.001981317	1
Luzp1	-0.016396443352894	0.943787046832545	3	-0.046193428	0.859128285	1
Luzp2	-0.168617303637216	0.435421305530427	18	-0.043896785	0.865356288	2
Luzp4	-0.00831396148603053	1	8	0.024976503	0.932730741	1
Lvrn	6.74249916931554e-05	0.999892341174673	6	0.030482045	0.914515978	1
Lxn	0.044069037175055	0.853569870973621	2	-0.109421249	0.583694118	1
Ly6d	0.0726920965875217	0.704668956220144	4	0.057791592	0.80280426	1
Ly6e	0.0394206315091785	0.828862036987984	3	0.005048182	0.990134175	2
Ly6g6d	0.0352159926557207	0.847836737445627	2	0.010080573	0.977461327	1
Ly6g6g	-0.00301502520595195	0.991042814752492	3	-0.069233603	0.761204559	1
Ly6h	0.0297852501038058	0.900562454544875	11	0.051078784	0.846482161	2
Ly6m	0.146197648073705	0.54265521357718	14	-0.034834107	0.89906645	3
Ly75	-0.0612815483218932	0.763462839239509	6	-0.121990873	0.569133976	1
Ly86	-0.0375767841477817	0.880341753228979	40	0.013523525	0.967538556	5
Ly9	-0.184504566715862	0.434860261227423	3	0.014695813	0.964543124	1
Ly96	0.0443151661110642	1	5	1.271242605	0.000141827	1
Lyar	-0.0200592268411204	1	4	-0.017237272	0.957783051	1
Lyl1	-0.0105361560211852	0.964608285402055	2	-0.201686947	0.377067446	1
Lyn	0.00937931330001246	0.966069180786798	12	0.22742226	0.211730102	2
Lynx1	-0.292181771814833	0.263461759395554	2	-0.116139449	0.581644676	2
Lypd1	0.0152093357508218	0.943363540348257	6	-0.00696904	0.985685317	1
Lypd11	-0.0186824835532366	0.924453465150814	4	-0.050191621	0.842424796	1
Lypd2	0.00277839848923086	0.992574560501155	2	-0.065008957	0.783461727	1
Lypd6	-0.0132736338080314	0.96331016722345	22	0.021077911	0.945182306	2
Lypd6b	-0.803596045084441	0.0346168993584156	30	-0.462468728	0.052407493	8
Lyplal1	0.0258484056467705	0.885680080029799	36	0.845030424	0.001658734	4
Lyrm4	-0.00949467088315543	0.96379982405148	1	-0.027992439	0.92322389	1
Lyrm9	-0.0487076048629339	0.787369051308907	12	0.12156561	0.548289931	1
Lyset	-0.0598839108478704	0.777376422699447	1	-0.09341631	0.677273918	1
Lysmd3	-0.0142872481395775	0.948453942521794	2	-0.149598137	0.476818767	1
Lyst	0.0226553757643756	0.895193749064758	10	-0.024196577	0.935790035	2
Lyzl4os	0.0323977347886385	0.903004024628949	11	0.051704602	0.835885179	3
Lzts1	-0.0594909713276453	0.772604449521188	19	-0.01793058	0.955232429	7
Lzts3	0.00656247587772491	0.982552257739431	3	-0.038298543	0.889326049	2
M5C1000I18Rik	-0.00773325840735733	0.977633190365816	3	-0.02979513	0.916443825	1
M6pr	-0.00176662215595581	0.993290379152363	4	-0.013000889	0.968872403	1
Mab21l2	-0.209281930026638	0.347613130278318	3	-0.105817476	0.610092853	1
Mab21l3	-0.0147110047675915	0.945845875416957	27	-0.010039149	0.977528481	8
Macc1	0.00130381944956398	0.996855105703333	4	0.017346095	0.957258375	1
Macf1	-0.145562819771052	0.521943362782184	20	-0.06960429	0.780275913	2
Macir	-0.0373106149964767	0.871352538529308	9	-0.084465584	0.719462993	1
Maco1	-0.0211449532076144	0.908854663344458	7	-0.013916854	0.966492342	2
Macrod1	0.0230157873496032	0.918127697385647	7	-0.418781146	0.052306259	2
Macrod2	-0.0242863044874102	0.89915239982846	163	0.006357023	0.987201737	46
Macroh2a1	-0.177862207808286	0.448823722437769	33	-0.020901355	0.946120894	12
Macroh2a2	-0.00581575824565716	0.982334604421317	1	-0.002274739	0.995480405	1
Mad1l1	-0.00217111064169619	0.994607430794183	97	-0.063247014	0.784758879	27
Mad2l1	0.0108271721425576	0.949286394790628	8	-0.008456758	0.981495573	1
Madcam1	-0.0444693617459773	0.816567593335354	3	-0.118282785	0.584980074	1
Madd	-0.0587205344312393	0.782054737111634	12	-0.096750843	0.651430607	1
Maea	-0.0387298322996209	0.801203908564269	6	-0.089636594	0.677180626	1
Mael	-0.00356854071318135	0.987345349074077	2	-0.023390577	0.93867605	1
Maf	-0.00300474483687834	0.992741776176174	149	0.075216889	0.760457369	39
Mafa	-0.0275975534993819	0.906766811124412	13	-0.069718798	0.766696203	2
Mafb	0.034535382938401	0.870217167097309	33	-0.023714184	0.937212389	5
Maff	-0.0641501293128805	0.763612681221433	3	-0.140537623	0.50219301	3
Maged1	-0.0527549032302126	0.802817603930149	3	-0.016332	0.963424231	1
Magee1	-0.00519460816497059	0.986144161952735	1	-0.015173866	0.966554122	1
Magef1	0.00572615886119184	0.982197343871716	10	0.011820446	0.972074915	2
Magel2	0.015069999740322	0.947122998698048	1	-0.022158401	0.942960322	1
Magi1	-0.0699694005360244	0.738684232857615	92	-0.080678477	0.719752819	23
Magi2	-0.0104495228682812	0.967479263193205	109	-0.015435316	0.962397862	24
Magi3	-0.0171931694809441	0.933942276178495	27	-0.033642236	0.903064254	7
Mak16	0.0855846681186503	0.647041652479516	1	0.14526023	0.485724451	1
Malat1	-0.0518307707303478	0.809834387075808	8	-0.03433028	0.900693172	1
Malt1	-0.00583236534279293	0.974233098995897	8	-0.016507623	0.959526103	1
Mamdc2	0.0134277357023168	0.956623221518653	26	0.190460589	0.377600617	6
Maml1	-0.0409994596718463	0.826653223618554	3	-0.117585084	0.575171155	2
Maml2	-0.01377702027309	1	31	-0.055010263	0.828902075	2
Maml3	-0.051761954993924	1	104	-0.05651339	0.814447113	35
Mamstr	-0.00684862145320148	0.966623829869342	2	-0.07180451	0.744346375	2
Man1a2	0.0195023979261927	0.939894575277555	11	0.064886098	0.780233764	1
Man1b1	-0.066087758327894	0.722408593512016	6	-0.021285426	0.945628798	1
Man1c1	0.00783085725835278	0.973745153366705	22	0.004228385	0.991519027	6
Man2a1	-0.045544312402801	0.842501209516433	28	-0.055226373	0.819100796	4
Man2a2	-0.0315284122380647	0.895680714582793	7	-0.056548846	0.81869501	2
Man2b2	-0.110356029318426	0.605889893613141	10	-0.03731411	0.891186585	1
Manba	0.00847724213053712	0.974399816352686	7	0.015463512	0.962936199	2
Manbal	-0.0191315843128233	0.957949154107896	5	-0.087032443	0.689986502	1
Manea	-0.00195059140515095	0.993715772222266	7	2.412145423	2.78e-10	4
Maneal	0.0289590076137394	0.907427901681593	1	-0.006916582	0.985868779	1
Manf	0.015168965192124	0.918343743251495	2	0.006457473	0.986944302	1
Maoa	0.00602299741408288	0.982597335318352	2	-0.032030972	0.910508727	1
Map10	-0.0168457649622847	0.941367734388039	12	-0.061079769	0.797148408	2
Map1a	0.0136150312331578	0.949782603782661	7	0.002908892	0.994092053	2
Map1b	-0.0857617960860129	0.638133629108132	47	-0.080818439	0.713353242	10
Map1lc3a	-0.00670381366097279	0.980003788738537	3	-0.108810621	0.595460764	1
Map1lc3b	0.00285554769012397	0.991165061107214	3	0.027861312	0.923747722	1
Map1s	-0.0744317726243188	0.795187748362955	2	-0.021665396	0.944560875	1
Map2	0.0487102869702749	0.824684028308283	20	-0.065353754	0.778820389	1
Map2k3	-0.0161412502077504	1	10	-0.085132506	0.697664024	1
Map2k3os	-0.0008573826414806	0.997329743296185	2	0.021122914	0.946120894	1
Map2k5	-0.000802846439664404	0.997772657438855	19	-0.055942936	0.824700344	1
Map2k6	-0.379680399468042	0.218023139661619	22	-0.155405444	0.477674005	2
Map2k7	0.0139246538805867	0.95261209977552	2	-0.061872198	0.801935969	2
Map3k1	-0.0301930096006688	0.851493046104255	23	-0.123275457	0.527385239	6
Map3k10	0.00550612669000745	0.984002543888479	3	0.011273097	0.973881092	1
Map3k12	0.0222519032893864	0.95780627352021	5	-0.105927799	0.623055076	1
Map3k14	-0.0328239473591744	0.849018426973858	20	-0.016953136	0.957783051	2
Map3k15	-0.00645284474981984	0.988313280686316	5	-0.105451805	0.649919427	2
Map3k2	-0.00251286144723935	0.992852822951824	1	-0.027751508	0.92536574	1
Map3k20	-0.0656580956015108	0.756033297244784	11	-0.066478023	0.778923328	1
Map3k21	-0.00837628292554641	0.972565773768137	12	-0.031612336	0.910647938	6
Map3k3	-0.0144131371091498	0.94270353254097	5	-0.033132865	0.906281086	1
Map3k4	-0.0211560744008812	0.901739851071953	18	-0.053168933	0.830048673	5
Map3k5	-0.00996208532653743	0.969700330771391	35	-0.008219797	0.982272724	5
Map3k7	0.0132470094505838	0.95864325361119	63	0.045190733	0.85993259	4
Map3k7cl	-0.00879150817943524	0.971329215731391	25	0.048120099	0.849543344	7
Map3k8	-0.0115880896756711	0.960434895103219	12	-0.006265086	0.987423089	3
Map3k9	-0.108535344042267	0.633059774304376	16	-0.071257543	0.765879644	1
Map4	0.0177723603753096	0.927603563521073	8	0.005185295	0.989800504	2
Map4k1	0.00662779595930205	0.980646240627304	7	-0.189431393	0.374762172	1
Map4k3	-0.165655041682302	0.477333009259827	24	-0.013589978	0.967523413	5
Map4k4	-0.28636156043261	0.298611716842453	27	-0.06681067	0.768063025	4
Map4k5	-0.0221438378104407	0.924041879689498	7	-0.035097084	0.902838889	1
Map6	-0.00804539891925805	0.972143102818345	5	-0.015966462	0.960974081	1
Map7	-0.0907191537528484	0.674902845131179	17	-0.081091583	0.72277422	1
Map7d1	-0.11629467017977	0.582469410998045	10	-0.147850454	0.470786503	2
Map7d2	-0.0675138879682907	0.768896243663428	3	-0.06897913	0.806534592	1
Map9	-0.0550601235089913	0.750056109247053	26	-0.062336375	0.797632684	8
Mapk13	-0.132514721635077	0.497679271074816	8	-0.226763008	0.281765995	6
Mapk14	-0.0179747792401198	0.938530730331118	7	-0.066107188	0.779341653	1
Mapk15	-0.0686565308331855	0.735880422478623	4	-0.015979877	0.961221425	1
Mapk4	-0.130428173470349	0.567594865453843	11	-0.006916137	0.985971602	3
Mapk8	-0.042716759995505	0.85079241118896	14	-0.055042937	0.82377725	1
Mapk8ip2	-0.0262617079656717	0.896273393691986	3	-0.002289578	0.995409292	1
Mapk8ip3	-0.0386239405662855	1	9	-0.163850939	0.413387793	1
Mapk9	-0.0518854536003772	0.803681386316924	5	-0.073290605	0.750157974	1
Mapkap1	-0.0413154149231623	0.845140441689457	33	-0.170886898	0.375469913	2
Mapkapk2	-0.0627237395057571	0.749077574534567	15	-0.142894073	0.479584412	2
Mapkapk3	-0.0852309074026779	0.699715443865908	12	0.844769831	0.002983808	1
Mapkbp1	-0.0792531071172647	0.702683537325822	9	-0.02590316	0.93275547	1
Mapre2	-0.0231516964933797	0.876370112441376	16	-0.038629677	0.884771106	2
Mapre3	-0.0466270380541517	0.819202332377043	9	-0.054003935	0.828148297	2
Mapt	0.0454485691904918	0.826821126205269	24	-0.004956167	0.990200822	5
Marchf10	-0.484755080179401	0.0906540123402184	34	-0.114357449	0.579969816	16
Marchf11	-0.00295531871594841	0.994051368278516	23	-0.030813846	0.913511895	2
Marchf3	-0.146240006202204	0.473590382373985	30	0.091961277	0.671907395	10
Marchf4	-0.070090092673978	0.736942690961335	32	-0.144553557	0.500756696	13
Marchf5	0.115296103338306	1	2	-0.04718974	0.855518973	1
Marchf8	-0.0548386970724121	0.798660040725167	7	0.016804264	0.957964335	1
Marcks	0.0301457858696935	0.902400641083453	42	0.278958702	0.166134319	12
Mark1	-0.415667581826088	1	14	0.135044581	0.523310488	1
Mark2	-0.101864685772179	0.578100765101853	18	-0.030397037	0.915306143	4
Mark4	-0.0163302911464626	0.952294945858607	9	-0.063181589	0.803765776	2
Mars2	-0.00655019534653919	0.980642382729679	2	-0.037563828	0.888044233	1
Marveld1	-0.0171937158324049	0.93823289909892	2	-0.02680608	0.926512839	2
Marveld2	-0.029727629761998	0.899505077915173	2	-0.12267014	0.568945963	2
Mast2	0.000947382770628225	0.997690185571173	5	-0.088654396	0.684133868	1
Mast3	-0.0332464853547835	0.874687715885166	6	-0.212664264	0.269894334	1
Mast4	-0.0145092069655036	0.949257700965074	84	-0.007676874	0.984303009	8
Mat2a	-0.134290364461428	0.521379802417472	5	-0.000567065	0.998741639	1
Mat2b	-0.0176145265410346	0.928905322762631	21	-0.070155259	0.765746758	1
Matcap1	-0.014008762049959	0.944333182774693	4	-0.07818791	0.726577401	1
Matk	0.19798326738939	0.44596852293028	4	-0.099996681	0.642578193	1
Matn1	0.0236551678953176	0.923016157830676	12	-0.098782891	0.639560956	6
Matn3	-0.0513978552654799	0.77460044756476	2	0.001930459	0.995906825	1
Matn4	-0.00926160185204971	0.972974139513369	6	-0.015771104	0.962060038	1
Matr3	-0.0114171836453951	0.960071580976312	1	-0.050531537	0.843018094	1
Mavs	-0.0148288746859493	0.945722705957937	5	-0.100759653	0.632964943	1
Max	0.0224771775167122	0.889329040465114	24	0.036665021	0.891539533	9
Mb	-0.134495917841969	0.511229546244794	12	0.225467741	0.302029356	1
Mb21d2	0.0535564532772794	0.786536343661462	41	0.054966352	0.830335255	8
Mbd1	-0.0364887298034754	0.833872622177559	3	0.026119067	0.936211869	3
Mbd2	-0.0126134789147466	1	30	-0.034573815	0.903133439	2
Mbd3	-0.0396869830930889	0.79183531874069	4	-0.09218953	0.667336837	1
Mbd5	-0.0169774905611743	0.951241555508815	9	-0.073311479	0.753882145	1
Mbd6	-0.0556563140251511	0.799151522896157	4	-0.084878891	0.703046906	1
Mbip	0.0404700464387508	0.838755228083199	5	0.039367528	0.885193033	2
Mbnl1	-0.0349346697997144	0.871704246313554	24	-0.034204553	0.903133439	1
Mbnl2	-0.0333019427299469	0.866260832029804	38	-0.04802739	0.849025297	1
Mbnl3	-0.0606003485221336	0.848666600906191	20	0.658181268	0.046907024	4
Mboat2	-0.00560289783973902	0.986751235866591	14	0.065327488	0.786733285	1
Mbp	-0.0289138055347489	0.89696413201755	45	-0.011780074	0.972619944	21
Mbtps1	-0.0490523208433514	0.837303886328571	12	0.061384434	0.79704919	1
