gene_name	gene_id	chr	gene_length	promoter_state	body_state	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_group	atac_fold	atac_fdr	atac_concordant	k27ac_fold	k27ac_fdr	k27ac_concordant	k27me3_fold	k27me3_fdr	k27me3_concordant	k119ub_fold	k119ub_fdr	k119ub_concordant	n_marks_tested	n_concordant	mark_combination
C1qtnf4	ENSMUSG00000040794.5	chr2	4666	Active_Promoter	Active	-0.00217190415658143	-0.411906900423492	0.187718399200433	FALSE	Not Significant	0.600043407207716	0.0011320026580374	FALSE	0.653915228505469	1.29405660204044e-05	FALSE	NA	NA	FALSE	0.018337747	0.910949384	FALSE	3	0	none
Hapln2	ENSMUSG00000004894.10	chr3	5834	Unmarked_Promoter	Polycomb	-0.005666245304602	-0.339136044926494	0.187718399200433	FALSE	Not Significant	0.129674442587614	0.557392635101124	FALSE	NA	NA	FALSE	0.468661469585495	0.0321678713688227	TRUE	-0.176677024	0.148941682	FALSE	3	1	K27me3
Dock11	ENSMUSG00000031093.14	chrX	187731	Unmarked_Promoter	Enhancer_Marked	0.00119659041556249	-0.0891131457786798	0.187718399200433	FALSE	Not Significant	0.96967474550398	1.41665163234773e-05	FALSE	1.31379969481101	3.31137111902523e-14	FALSE	NA	NA	FALSE	-0.008639761	0.967164147	FALSE	3	0	none
Nme5	ENSMUSG00000035984.14	chr18	16482	Unmarked_Promoter	Enhancer_Marked	0.00508794879250671	0.187262006418127	0.187778671603103	FALSE	Not Significant	0.0744847426866816	0.768600713053163	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Marchf11	ENSMUSG00000022269.13	chr15	100529	Bivalent_Promoter	Polycomb	0.000477196030476103	-0.0901986472147324	0.187785366393173	FALSE	Not Significant	0.604020141768922	0.000175171254606957	FALSE	1.04488792028585	5.09345455653749e-07	FALSE	-1.10631489841803	1.28991376037796e-07	FALSE	0.291146833	0.006544863	TRUE	4	1	K119ub
Rdh19	ENSMUSG00000054052.5	chr10	11249	Unmarked_Promoter	Unmarked	-0.00101165554909704	-0.254848208435513	0.187790130767263	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Supt4a	ENSMUSG00000020485.14	chr11	6072	Unmarked_Promoter	Enhancer_Marked	-0.00368051652650399	-0.39835190320771	0.187790130767263	FALSE	Not Significant	0.0470150605807749	0.802856551157538	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Mfsd2a	ENSMUSG00000028655.11	chr4	14339	Repressed_Promoter	Polycomb	-0.00157055683598225	-0.222916445738736	0.187810197246903	FALSE	Not Significant	0.249555799272626	0.257187678757026	FALSE	NA	NA	FALSE	-0.0227278811276233	0.928231253598052	FALSE	-0.309234231	0.0018881	FALSE	3	0	none
Raly	ENSMUSG00000027593.15	chr2	76166	Active_Promoter	Active	0.00093317080584026	-0.0983276987654492	0.187831781119229	FALSE	Not Significant	0.073186984987718	0.722465669142269	FALSE	-0.0213528128020321	0.90239060651243	FALSE	NA	NA	FALSE	0.141936113	0.544809028	FALSE	3	0	none
Gm9195	ENSMUSG00000109446.1	chr14	65826	Unmarked_Promoter	Polycomb	0.000147684359798986	-0.13439814507061	0.187895223807486	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Sox30	ENSMUSG00000040489.5	chr11	37685	Repressed_Promoter	Polycomb	0.000796751388024423	-0.178849570420288	0.187967606107716	FALSE	Not Significant	0.0784690369011861	0.750743024523568	FALSE	NA	NA	FALSE	0.280878396400433	0.154383422194924	FALSE	NA	NA	FALSE	2	0	none
Snu13	ENSMUSG00000063480.8	chr15	7074	Unmarked_Promoter	Enhancer_Marked	-0.00183162225454779	-0.477857183282871	0.18800891014219	FALSE	Not Significant	0.199148893868172	0.357297070998324	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Acap1	ENSMUSG00000001588.12	chr11	13973	Unmarked_Promoter	Unmarked	-0.000108566589240109	-0.233874333847575	0.188320557473012	FALSE	Not Significant	0.341972271500841	0.159464577429268	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Leng8	ENSMUSG00000035545.13	chr7	11139	Active_Promoter	Active	-0.000678290868108208	-0.28164477799005	0.188320557473012	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Dennd2a	ENSMUSG00000038456.9	chr6	95490	Unmarked_Promoter	Active	0.000540953683838257	-0.0927177642062101	0.188320557473012	FALSE	Not Significant	0.333230048975499	0.107709515585395	FALSE	-0.829221753937771	0.000170353553504283	TRUE	NA	NA	FALSE	0.179681063	0.239385459	FALSE	3	1	K27ac
Cyb561d2	ENSMUSG00000037190.12	chr9	3187	Unmarked_Promoter	Unmarked	-0.00175226952661002	-0.609368728998956	0.188648327320802	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Mto1	ENSMUSG00000032342.13	chr9	27141	Unmarked_Promoter	Enhancer_Marked	0.000478564152051292	-0.218402547241371	0.188648327320802	FALSE	Not Significant	0.0688339486535602	0.698286956513155	FALSE	0.280591880529533	0.117818960967827	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Ubxn2b	ENSMUSG00000028243.5	chr4	30591	Active_Promoter	Active	0.000164851494452696	-0.190876695758691	0.188648327320802	FALSE	Not Significant	0.0858557301052406	0.633037343365442	FALSE	-0.238567747504475	0.15147574790426	FALSE	NA	NA	FALSE	0.833518312	1.18e-09	TRUE	3	1	K119ub
Gsg1	ENSMUSG00000030206.13	chr6	17026	Repressed_Promoter	Polycomb	-0.000358028291023889	-0.204385401530082	0.188648327320802	FALSE	Not Significant	0.172457224811807	0.406763073753205	FALSE	NA	NA	FALSE	-0.130191601868514	0.486661653085907	FALSE	0.003333895	0.983183124	FALSE	3	0	none
Ep300	ENSMUSG00000055024.12	chr15	66727	Active_Promoter	Active	0.000615147708541212	-0.163074538322877	0.188648327320802	FALSE	Not Significant	0.0700223141414905	0.694530809157414	FALSE	0.130685778772793	0.338219971425017	FALSE	NA	NA	FALSE	-0.627804327	1.26e-05	FALSE	3	0	none
Prss28	ENSMUSG00000024171.5	chr17	3231	Unmarked_Promoter	Unmarked	-0.00441859772550553	-0.495873286378465	0.188726266630993	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Matk	ENSMUSG00000004933.17	chr10	10431	Unmarked_Promoter	Enhancer_Marked	-0.00315773054675066	-0.259023892750202	0.188918964249835	FALSE	Not Significant	0.600912514642278	0.0074788453567973	FALSE	0.793072249076089	0.000313507635872997	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Calu	ENSMUSG00000029767.16	chr6	29042	Active_Promoter	Active	0.000176157966708251	-0.17618479913671	0.189197172523898	FALSE	Not Significant	0.0647926157840409	0.708609199992841	FALSE	-0.124187416493932	0.39939698093955	FALSE	NA	NA	FALSE	1.205800456	1.69e-14	TRUE	3	1	K119ub
Grm2	ENSMUSG00000023192.12	chr9	12988	Repressed_Promoter	Polycomb	-0.00128985508484836	-0.259288758117859	0.189213479133467	FALSE	Not Significant	0.77180107667933	0.0031755535666335	FALSE	NA	NA	FALSE	-1.4819204269976	5.900138808664e-14	FALSE	-0.250470735	0.169495557	FALSE	3	0	none
Sema4a	ENSMUSG00000028064.17	chr3	25224	Unmarked_Promoter	Active	-0.00132764473832377	-0.132409071161195	0.189227367419648	FALSE	Not Significant	0.362792381704213	0.12303350262345	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.091224809	0.539857977	FALSE	2	0	none
Olfr1331	ENSMUSG00000073769.4	chr4	7059	Unmarked_Promoter	Unmarked	0.00552867109434775	0.297738961217438	0.189279682002223	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Inpp5k	ENSMUSG00000006127.9	chr11	17884	Unmarked_Promoter	Active	0.000454781327137936	-0.240874044601719	0.189279682002223	FALSE	Not Significant	0.0181519370689077	0.926730398352724	FALSE	-0.173148190557501	0.205611927681832	FALSE	NA	NA	FALSE	-0.076564815	0.615093574	FALSE	3	0	none
Jpt1	ENSMUSG00000020737.12	chr11	17035	Active_Promoter	Enhancer_Marked	-0.000508221019729131	-0.210303639301048	0.189304772982714	FALSE	Not Significant	0.0893389403263532	0.616911622273191	FALSE	-0.101695098837292	0.558302056672607	FALSE	NA	NA	FALSE	0.329630159	0.01001051	TRUE	3	1	K119ub
Fam43a	ENSMUSG00000046546.3	chr16	3075	Active_Promoter	Active	0.00838003462783582	0.482111767704605	0.189453848495396	FALSE	Not Significant	0.0932747326469022	0.589116848491495	FALSE	-0.139556464496688	0.406432049135525	FALSE	0.556775203459523	0.00359550030906867	TRUE	0.061976721	0.600729759	FALSE	4	1	K27me3
Gm10439	ENSMUSG00000072923.6	chrX	42195	Unmarked_Promoter	Unmarked	-0.000499840252976953	-0.403995595684304	0.189484254521981	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Olfr397	ENSMUSG00000057050.7	chr11	6996	Unmarked_Promoter	Unmarked	0.000793605847399648	-0.533888037357141	0.189520869297077	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Nobox	ENSMUSG00000029736.15	chr6	5881	Unmarked_Promoter	Enhancer_Marked	-0.00255717765097642	-0.312244214317629	0.189543479063144	FALSE	Not Significant	-0.324020361569328	0.0978878012794281	FALSE	-1.77441049514204	3.8069506911825e-18	TRUE	NA	NA	FALSE	0.225089899	0.022251967	TRUE	3	2	K27ac + K119ub
Usp4	ENSMUSG00000032612.14	chr9	44693	Unmarked_Promoter	Enhancer_Marked	0.000258577101971367	-0.158702807891871	0.189649630613446	FALSE	Not Significant	0.110002539345649	0.557917717507156	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Loxl4	ENSMUSG00000025185.14	chr19	18832	Repressed_Promoter	Polycomb	7.69960272570328e-05	-0.212817225462288	0.189670242019963	FALSE	Not Significant	0.149282960605117	0.525230324355045	FALSE	NA	NA	FALSE	-0.0409678955674568	0.872913446972374	FALSE	0.043353562	0.762120809	FALSE	3	0	none
Ecrg4	ENSMUSG00000026051.8	chr1	11977	Unmarked_Promoter	Unmarked	0.000155479836018733	-0.268531322058013	0.189890204746818	FALSE	Not Significant	0.0793554311398595	0.66027661045782	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.676643927	4.96e-05	FALSE	2	0	none
Extl1	ENSMUSG00000028838.11	chr4	27479	Unmarked_Promoter	Polycomb	-0.00171055951727271	-0.180186763109107	0.189933210551065	FALSE	Not Significant	0.747682302654538	0.000770207546636178	FALSE	1.50194536958118	4.56790219674696e-15	FALSE	-0.493000832150344	0.0423485567415992	FALSE	-0.518053044	7.58e-07	FALSE	4	0	none
Ccdc183	ENSMUSG00000026940.3	chr2	9044	Unmarked_Promoter	Enhancer_Marked	-0.00102865110283357	-0.294483956537508	0.189967333296513	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.206300154	0.129985707	FALSE	1	0	none
Cwc15	ENSMUSG00000004096.9	chr9	9961	Active_Promoter	Enhancer_Marked	0.00440961516389975	0.374708117285914	0.189989675285573	FALSE	Not Significant	0.156419156350565	0.46124685758096	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Hcrtr2	ENSMUSG00000032360.16	chr9	97977	Repressed_Promoter	Polycomb	0.000748192423072055	-0.0974955839538056	0.190037206958311	FALSE	Not Significant	0.99017737095053	0.00712579215492842	FALSE	NA	NA	FALSE	-1.07061895795624	9.46743919791008e-08	FALSE	0.081257265	0.546722984	FALSE	3	0	none
Cxcr2	ENSMUSG00000026180.8	chr1	7258	Unmarked_Promoter	Unmarked	-0.00105854671501331	-0.362344127435268	0.190095527146858	FALSE	Not Significant	-0.33565975079779	0.201633789579716	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Pkp4	ENSMUSG00000026991.20	chr2	194359	Active_Promoter	Active	0.00106582004962534	-0.0664759609742193	0.190117200554388	FALSE	Not Significant	0.133360868097876	0.464456278836586	FALSE	-0.017368153903945	0.916959215572972	FALSE	NA	NA	FALSE	0.42163308	0.008123219	TRUE	3	1	K119ub
Lcn9	ENSMUSG00000023210.2	chr2	2385	Unmarked_Promoter	Unmarked	-0.00469606289512154	-0.540974130295568	0.190117200554388	FALSE	Not Significant	-0.0147104302663132	0.953457092119079	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Ik	ENSMUSG00000024474.7	chr18	12984	Active_Promoter	Enhancer_Marked	-0.000568027256876397	-0.287322129414338	0.19031917988844	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Irf8	ENSMUSG00000041515.10	chr8	20337	Repressed_Promoter	Polycomb	-0.000712023569380004	-0.184019406265224	0.190424296728408	FALSE	Not Significant	0.973855906233313	5.23724991917678e-07	FALSE	NA	NA	FALSE	-0.553615231343818	0.00117271671856816	FALSE	-0.461185008	1.36e-07	FALSE	3	0	none
Rabif	ENSMUSG00000042229.9	chr1	14127	Unmarked_Promoter	Active	-0.00145141471519287	-0.274945869525115	0.190428707010318	FALSE	Not Significant	0.0777540961082276	0.658485859476443	FALSE	0.242045757374264	0.109794079913537	FALSE	NA	NA	FALSE	-0.246094262	0.128325823	FALSE	3	0	none
Upk1b	ENSMUSG00000049436.5	chr16	27145	Unmarked_Promoter	Polycomb	-3.67585177643223e-05	-0.234869845304318	0.19080566678839	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	-0.425968441373147	0.0122469837562102	FALSE	NA	NA	FALSE	1	0	none
Slc8b1	ENSMUSG00000032754.14	chr5	22857	Unmarked_Promoter	Enhancer_Marked	-0.000803754794270251	-0.16869265386214	0.19080566678839	FALSE	Not Significant	0.250426997885917	0.159767779749244	FALSE	0.333545421267427	0.0508192815250973	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Fthl17a	ENSMUSG00000035491.5	chrX	20610	Unmarked_Promoter	Unmarked	-0.00104190217530853	-0.271248369685913	0.190910006760152	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Cox4i2	ENSMUSG00000009876.13	chr2	10865	Unmarked_Promoter	Enhancer_Marked	0.00712292067692268	0.18338794875259	0.191006068608526	FALSE	Not Significant	-0.677921078202428	0.00073308896073863	TRUE	-0.441319157929311	0.0121953374323013	TRUE	NA	NA	FALSE	0.085973094	0.574510728	FALSE	3	2	ATAC + K27ac
Gm12790	ENSMUSG00000078626.2	chr4	13597	Unmarked_Promoter	Unmarked	-0.000354919082446724	-0.402569590142546	0.19104902023745	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Acaa2	ENSMUSG00000036880.10	chr18	27012	Active_Promoter	Active	-0.000733693631517304	-0.163741149816296	0.191169061093926	FALSE	Not Significant	0.504185548610315	0.0301407555966479	FALSE	NA	NA	FALSE	0.209737688150386	0.327931473113246	FALSE	0.326065925	0.010993131	TRUE	3	1	K119ub
Cd200r2	ENSMUSG00000090176.1	chr16	48744	Unmarked_Promoter	Unmarked	0.00110194232592495	-0.174799002086098	0.191279989707125	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Gm45194	ENSMUSG00000109156.1	chrX	349202	Unmarked_Promoter	Polycomb	0.00152982278039539	-0.0800116317408183	0.191279989707125	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Tex11	ENSMUSG00000009670.11	chrX	221020	Unmarked_Promoter	Unmarked	0.00110642588188965	-0.0902224032449126	0.191297685303144	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Fam170a	ENSMUSG00000035420.7	chr18	4652	Unmarked_Promoter	Unmarked	0.000702882642301738	-0.492743653210005	0.191322341195354	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Dnajc4	ENSMUSG00000024963.12	chr19	4662	Unmarked_Promoter	Active	0.00609189324385676	0.374805194472511	0.191333349242	FALSE	Not Significant	0.0547560335925733	0.767439835735326	FALSE	-0.260928530362073	0.107161801777231	FALSE	NA	NA	FALSE	0.457250973	0.001916543	TRUE	3	1	K119ub
Sash3	ENSMUSG00000031101.6	chrX	15130	Unmarked_Promoter	Unmarked	-0.00269709110932312	-0.302705744639753	0.191350681538637	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Armc3	ENSMUSG00000037683.14	chr2	110940	Unmarked_Promoter	Enhancer_Marked	0.000479347967132327	-0.111347910176127	0.191350681538637	FALSE	Not Significant	0.0314457272560257	0.891120461018468	FALSE	NA	NA	FALSE	0.151929597952047	0.453030809396268	FALSE	NA	NA	FALSE	2	0	none
Naip2	ENSMUSG00000078945.10	chr13	58030	Unmarked_Promoter	Polycomb	0.000678301866733464	-0.151536249992478	0.191385647058159	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Naa10	ENSMUSG00000031388.14	chrX	5072	Active_Promoter	Active	0.000861735087091954	-0.781053084263594	0.191396298229835	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Sycn	ENSMUSG00000084174.3	chr7	1325	Unmarked_Promoter	Unmarked	-0.0136732767900996	-0.863844761581551	0.191396298229835	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
4933409G03Rik	ENSMUSG00000053896.14	chr2	34051	Unmarked_Promoter	Unmarked	0.000544525655126825	-0.195440135898641	0.191450600004602	FALSE	Not Significant	-0.0655311188793524	0.796324132458149	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Vmn2r76	ENSMUSG00000091239.2	chr7	44285	Unmarked_Promoter	Unmarked	0.000718591624460158	-0.187977011958536	0.191499926827375	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Snap47	ENSMUSG00000009894.15	chr11	44053	Unmarked_Promoter	Enhancer_Marked	0.000275725745811702	-0.155719181386916	0.191499926827375	FALSE	Not Significant	0.0585095390493344	0.800312687195928	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Eef2	ENSMUSG00000034994.10	chr10	5868	Active_Promoter	Enhancer_Marked	-0.000485200658550712	-0.419966328053843	0.191589644210336	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Bin3	ENSMUSG00000022089.9	chr14	38102	Active_Promoter	Active	0.000514430828265491	-0.161545540588079	0.191650715455924	FALSE	Not Significant	0.263451565134949	0.139784212001926	FALSE	NA	NA	FALSE	-0.141945671305617	0.505889634673404	FALSE	NA	NA	FALSE	2	0	none
A530016L24Rik	ENSMUSG00000043122.7	chr12	10480	Repressed_Promoter	Polycomb	-0.00219092991632778	-0.261357424389068	0.191674753894329	FALSE	Not Significant	0.52521094473383	0.00367107528660885	FALSE	NA	NA	FALSE	-0.817005492807726	0.00321622776381636	FALSE	-0.33198392	0.032792762	FALSE	3	0	none
Adamts20	ENSMUSG00000022449.14	chr15	195256	Unmarked_Promoter	Polycomb	0.000821413442250316	-0.0670790547201932	0.191699472649774	FALSE	Not Significant	1.28065218017809	5.69387001175725e-10	FALSE	NA	NA	FALSE	-1.04142534514168	1.33774253991924e-09	FALSE	0.117678509	0.318260458	FALSE	3	0	none
Ccdc175	ENSMUSG00000021086.5	chr12	83730	Unmarked_Promoter	Enhancer_Marked	0.000202364016856398	-0.091625602949563	0.191737557676608	FALSE	Not Significant	0.220112757464269	0.283114230997436	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Il12b	ENSMUSG00000004296.14	chr11	13971	Repressed_Promoter	Polycomb	-0.00340069407440063	-0.172019976220746	0.191737557676608	FALSE	Not Significant	0.270504463909686	0.208304066187041	FALSE	NA	NA	FALSE	0.0502322097317497	0.797240994257764	FALSE	0.102515421	0.424356073	FALSE	3	0	none
Npr3	ENSMUSG00000022206.7	chr15	67392	Repressed_Promoter	Polycomb	0.00133264182897062	-0.130072536713565	0.191737557676608	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	-0.223575030130354	0.200489033772087	FALSE	-0.293904015	0.157062739	FALSE	2	0	none
Bud23	ENSMUSG00000005378.17	chr5	12003	Unmarked_Promoter	Enhancer_Marked	0.000898630824082408	-0.26415653908327	0.191800016958453	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Tmem69	ENSMUSG00000055900.14	chr4	4304	Active_Promoter	Unmarked	-0.00230770016206903	-0.509838559998571	0.191967369814444	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Chodl	ENSMUSG00000022860.15	chr16	20786	Repressed_Promoter	Polycomb	-0.00196237292693167	-0.227955734543641	0.192004173425772	FALSE	Not Significant	0.752593067903789	0.00243909015525774	FALSE	NA	NA	FALSE	-0.271525315548128	0.246814076518493	FALSE	0.275177802	0.010216454	TRUE	3	1	K119ub
Sod2	ENSMUSG00000006818.5	chr17	33218	Active_Promoter	Active	0.00113395133716688	-0.199905151548724	0.192036309154897	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Rgs14	ENSMUSG00000052087.14	chr13	14956	Unmarked_Promoter	Polycomb	-0.00180104280745146	-0.261303604395644	0.19206286482846	FALSE	Not Significant	0.213713776969564	0.269800955631103	FALSE	NA	NA	FALSE	-0.0100716503442322	0.969536324269567	FALSE	-0.219228909	0.114377135	FALSE	3	0	none
H2-M10.5	ENSMUSG00000037246.6	chr17	3325	Unmarked_Promoter	Unmarked	-0.000641162861616137	-0.538363888717305	0.192173622067301	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Rhox2a	ENSMUSG00000051827.11	chrX	4711	Unmarked_Promoter	Unmarked	-0.00373384516950182	-0.619596603461453	0.192173622067301	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Tes3-ps	ENSMUSG00000113255.1	chr13	3272	Unmarked_Promoter	Unmarked	-0.00312559258174064	-0.700172759469905	0.192173622067301	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Fkbp10	ENSMUSG00000001555.10	chr11	9128	Unmarked_Promoter	Unmarked	-0.00322762103136712	-0.237599723451793	0.192240714912736	FALSE	Not Significant	0.0687377879647634	0.737828656827571	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Ric8a	ENSMUSG00000025485.13	chr7	7416	Active_Promoter	Active	0.00309224922669052	0.356078138090628	0.192347391687817	FALSE	Not Significant	-0.022178399421014	0.905968680518377	FALSE	0.282840379478755	0.0550735341075078	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Ube2s	ENSMUSG00000060860.8	chr7	18045	Active_Promoter	Enhancer_Marked	-0.000838015595681094	-0.287997756435117	0.192347391687817	FALSE	Not Significant	0.055878993225377	0.767756026268821	FALSE	0.0835835274143498	0.546380363545357	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Zfp777	ENSMUSG00000071477.10	chr6	24724	Unmarked_Promoter	Active	0.000413286107220169	-0.249096077442473	0.1923615559845	FALSE	Not Significant	0.219771275864544	0.206993748713081	FALSE	-0.293028348711447	0.0816787876230337	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Lrwd1	ENSMUSG00000029703.10	chr5	13303	Unmarked_Promoter	Enhancer_Marked	-0.00105211067565546	-0.305851094756358	0.192426647688689	FALSE	Not Significant	0.0897614746277808	0.62349894536804	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Fbxl22	ENSMUSG00000050503.9	chr9	6235	Unmarked_Promoter	Active	-0.00192205234150414	-0.397697202046182	0.192426647688689	FALSE	Not Significant	0.00212471308989217	0.993248683582045	FALSE	0.0829773977787189	0.516715251485216	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Adap1	ENSMUSG00000056413.16	chr5	53747	Active_Promoter	Active	0.000594166308056275	-0.130607228133264	0.192552396116051	FALSE	Not Significant	0.0911984415633934	0.603438363693455	FALSE	0.0977398074860818	0.514990007872137	FALSE	NA	NA	FALSE	-0.256265318	0.141986728	FALSE	3	0	none
Rasgrp3	ENSMUSG00000071042.12	chr17	93159	Unmarked_Promoter	Enhancer_Marked	0.00286033027500458	0.0998226592445367	0.192566610715949	FALSE	Not Significant	0.22440733690152	0.298516827700878	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Vmn1r88	ENSMUSG00000117853.1	chr7	26297	Unmarked_Promoter	Unmarked	0.000480156694825765	-0.221744311818018	0.192798260423373	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Vps9d1	ENSMUSG00000001062.18	chr8	11993	Unmarked_Promoter	Enhancer_Marked	0.00394242044499669	0.282419592589962	0.192798260423373	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
1700008O03Rik	ENSMUSG00000008028.15	chr7	25778	Active_Promoter	Active	0.000691525087148304	-0.190228586962298	0.192837954358969	FALSE	Not Significant	0.078284894511789	0.696141075910546	FALSE	0.0737889721891657	0.619106568281097	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Katnb1	ENSMUSG00000031787.8	chr8	21964	Active_Promoter	Active	-0.000977049745382156	-0.19451956217894	0.19284346065175	FALSE	Not Significant	0.0135984978939726	0.945416516972741	FALSE	-0.255027542901812	0.0614673558952883	FALSE	NA	NA	FALSE	0.464200322	0.020613104	TRUE	3	1	K119ub
Plekhb1	ENSMUSG00000030701.17	chr7	19523	Unmarked_Promoter	Enhancer_Marked	0.00022278023435875	-0.218632535138828	0.19284346065175	FALSE	Not Significant	0.192899850205611	0.397506456763631	FALSE	0.686139390116486	0.000659812955858617	FALSE	NA	NA	FALSE	0.082177957	0.640243974	FALSE	3	0	none
Olfr968	ENSMUSG00000095903.3	chr9	14478	Unmarked_Promoter	Unmarked	0.00356446664568643	0.331226780113419	0.19284346065175	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
