gene_name	chr	is_neuronal_external	ctrl_top_quartile
Abce1	chr8	FALSE	FALSE
Rasgrp3	chr17	FALSE	FALSE
Rnf13	chr3	FALSE	FALSE
Thada	chr17	FALSE	FALSE
Rngtt	chr4	FALSE	FALSE
Jcad	chr18	FALSE	FALSE
Zfp438	chr18	FALSE	FALSE
Slc4a9	chr18	FALSE	FALSE
E230025N22Rik	chr18	FALSE	FALSE
Gpr151	chr18	TRUE	TRUE
Ythdc2	chr18	FALSE	FALSE
Ccdc112	chr18	FALSE	FALSE
Fem1c	chr18	FALSE	FALSE
Dmxl1	chr18	FALSE	FALSE
Mrps12	chr7	FALSE	FALSE
Adamts19	chr18	FALSE	FALSE
Iigp1c	chr18	FALSE	FALSE
Slc6a7	chr18	FALSE	TRUE
Pcyox1l	chr18	FALSE	FALSE
Malt1	chr18	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Loxhd1	chr18	TRUE	FALSE
Setbp1	chr18	FALSE	FALSE
Scamp2	chr9	FALSE	FALSE
Adnp2	chr18	TRUE	FALSE
Kcng2	chr18	FALSE	TRUE
Scamp3	chr3	FALSE	FALSE
Scn11a	chr9	TRUE	FALSE
Zfp407	chr18	FALSE	FALSE
Dipk1c	chr18	FALSE	TRUE
Septin3	chr15	TRUE	TRUE
Cdc42bpg	chr19	FALSE	FALSE
Sgcb	chr5	FALSE	TRUE
Ccdc85b	chr19	FALSE	FALSE
Peli3	chr19	FALSE	FALSE
Sgcd	chr11	FALSE	FALSE
Sgcg	chr14	FALSE	TRUE
Gm4952	chr19	FALSE	FALSE
Sh3bp2	chr5	FALSE	TRUE
Sh3bp5	chr14	FALSE	FALSE
Sh3yl1	chr12	FALSE	FALSE
Sigirr	chr7	FALSE	TRUE
Slco2a1	chr9	FALSE	FALSE
Dmrt3	chr19	TRUE	TRUE
Kcnv2	chr19	FALSE	FALSE
Slc35a1	chr4	FALSE	FALSE
Brd10	chr19	FALSE	FALSE
Ranbp6	chr19	FALSE	FALSE
Spry1	chr3	FALSE	TRUE
Lipk	chr19	FALSE	FALSE
Slc16a12	chr19	FALSE	FALSE
Spry2	chr14	TRUE	TRUE
Kif20b	chr19	TRUE	FALSE
Spry4	chr18	FALSE	TRUE
Slc35g1	chr19	FALSE	FALSE
Ccnj	chr19	FALSE	FALSE
Sec31b	chr19	FALSE	FALSE
Srp54a	chr12	FALSE	FALSE
Dusp5	chr19	FALSE	TRUE
Vwa2	chr19	FALSE	TRUE
Sra1	chr18	FALSE	FALSE
Sufu	chr19	TRUE	FALSE
St18	chr1	FALSE	FALSE
Mcmdc2	chr1	TRUE	FALSE
Mpdu1	chr11	FALSE	FALSE
Synj2bp	chr12	FALSE	FALSE
Sulf1	chr1	TRUE	FALSE
Slco5a1	chr1	FALSE	FALSE
Taf7	chr18	FALSE	FALSE
Taf10	chr7	FALSE	FALSE
Pik3c2b	chr1	FALSE	FALSE
Plekha6	chr1	FALSE	TRUE
Lax1	chr1	FALSE	FALSE
Mgat4f	chr1	FALSE	FALSE
Klhl12	chr1	FALSE	FALSE
Kcnt2	chr1	FALSE	FALSE
Rgsl1	chr1	FALSE	FALSE
Teddm2	chr1	FALSE	FALSE
Teddm1a	chr1	FALSE	TRUE
Map2k3os	chr11	FALSE	FALSE
Natd1	chr11	FALSE	FALSE
Tor1aip2	chr1	FALSE	FALSE
Tekt2	chr4	TRUE	TRUE
Brinp2	chr1	TRUE	TRUE
Tlk2	chr11	FALSE	FALSE
Zbtb37	chr1	FALSE	FALSE
Tll2	chr19	FALSE	TRUE
Tnfsf18	chr1	TRUE	FALSE
Ntmt2	chr1	FALSE	FALSE
Tlr2	chr3	TRUE	TRUE
Scyl3	chr1	TRUE	FALSE
Gpr161	chr1	TRUE	FALSE
Styxl2	chr1	FALSE	FALSE
Fmo9	chr1	FALSE	FALSE
Lrrc52	chr1	FALSE	TRUE
Adamts4	chr1	FALSE	TRUE
Vsig8	chr1	FALSE	TRUE
Tnfsf13b	chr8	FALSE	FALSE
Tpra1	chr6	FALSE	TRUE
Trex2	chrX	FALSE	FALSE
Pkhd1	chr1	FALSE	FALSE
Gm4956	chr1	FALSE	FALSE
Rbck1	chr2	FALSE	FALSE
AA619741	chr1	FALSE	TRUE
Pgap1	chr1	TRUE	FALSE
Carf	chr1	FALSE	FALSE
Cmklr2	chr1	FALSE	FALSE
Dytn	chr1	TRUE	FALSE
Plekhm3	chr1	FALSE	TRUE
Ubd	chr17	TRUE	FALSE
Ubl3	chr5	FALSE	FALSE
Usp18	chr6	FALSE	FALSE
Uts2	chr4	TRUE	FALSE
Catip	chr1	FALSE	TRUE
Prkag3	chr1	FALSE	TRUE
Cfap65	chr1	TRUE	TRUE
Asic4	chr1	FALSE	TRUE
Vmn1r49	chr6	TRUE	FALSE
Fam124b	chr1	FALSE	FALSE
Vax2	chr6	TRUE	TRUE
Nyap2	chr1	TRUE	FALSE
Best1	chr19	TRUE	FALSE
Ankmy1	chr1	FALSE	TRUE
Neu4	chr1	TRUE	TRUE
Nelfa	chr5	FALSE	FALSE
Wif1	chr10	FALSE	TRUE
Cntnap5b	chr1	FALSE	FALSE
Serpinb13	chr1	FALSE	FALSE
Serpinb10	chr1	FALSE	FALSE
Cdh7	chr1	FALSE	FALSE
Itga8	chr2	TRUE	FALSE
St8sia6	chr2	FALSE	FALSE
Gpr158	chr2	TRUE	FALSE
Pnpla7	chr2	FALSE	TRUE
Noxa1	chr2	FALSE	TRUE
Xrn2	chr2	TRUE	FALSE
Ppp1r26	chr2	FALSE	FALSE
Lrrc8a	chr2	FALSE	FALSE
Fam78a	chr2	FALSE	FALSE
Ralgps1	chr2	FALSE	TRUE
Ldb3	chr14	FALSE	TRUE
Zbtb34	chr2	FALSE	FALSE
Zfp53	chr17	FALSE	FALSE
Zbtb6	chr2	FALSE	FALSE
Crb2	chr2	TRUE	TRUE
Olfml2a	chr2	FALSE	FALSE
Zfp68	chr5	FALSE	FALSE
Zeb2	chr2	TRUE	TRUE
Galnt5	chr2	FALSE	TRUE
Xirp2	chr2	FALSE	FALSE
Cers6	chr2	FALSE	FALSE
Dhrs9	chr2	FALSE	FALSE
Pde11a	chr2	FALSE	FALSE
Rbm45	chr2	TRUE	FALSE
Zfp385b	chr2	FALSE	FALSE
Zfp804a	chr2	TRUE	FALSE
Fsip2	chr2	TRUE	FALSE
Fam171b	chr2	FALSE	FALSE
Ypel4	chr2	FALSE	TRUE
Lrrc55	chr2	FALSE	FALSE
Harbi1	chr2	FALSE	FALSE
Tspan18	chr2	FALSE	TRUE
Lrrc4c	chr2	TRUE	FALSE
Ldlrad3	chr2	FALSE	TRUE
D430041D05Rik	chr2	FALSE	FALSE
Pin1rt1	chr2	TRUE	TRUE
Slc5a12	chr2	FALSE	FALSE
Exd1	chr2	FALSE	FALSE
Wdr76	chr2	FALSE	FALSE
Atp8b4	chr2	FALSE	FALSE
Spdye4c	chr2	FALSE	FALSE
Tgm6	chr2	FALSE	FALSE
Lzts3	chr2	TRUE	TRUE
Fermt1	chr2	FALSE	FALSE
Pak5	chr2	TRUE	FALSE
Dzank1	chr2	TRUE	FALSE
Ralgapa2	chr2	FALSE	TRUE
Snph	chr2	TRUE	TRUE
Tspyl3	chr2	FALSE	TRUE
L3mbtl1	chr2	FALSE	FALSE
Kcnk15	chr2	FALSE	TRUE
Rims4	chr2	TRUE	TRUE
Kcng1	chr2	FALSE	TRUE
Lsm14b	chr2	FALSE	FALSE
Abhd16b	chr2	FALSE	TRUE
Slc10a5	chr3	FALSE	FALSE
Phc3	chr3	FALSE	FALSE
Slc7a14	chr3	FALSE	FALSE
Gm57858	chr3	FALSE	FALSE
Zfp267	chr3	FALSE	FALSE
Bbs12	chr3	FALSE	FALSE
Pabpc4l	chr3	FALSE	FALSE
Frem2	chr3	FALSE	FALSE
Ankub1	chr3	FALSE	FALSE
Igsf10	chr3	TRUE	FALSE
Ppm1l	chr3	FALSE	FALSE
Rxfp4	chr3	FALSE	TRUE
Pglyrp3	chr3	FALSE	FALSE
Zfp697	chr3	FALSE	FALSE
Vtcn1	chr3	FALSE	FALSE
Mab21l3	chr3	FALSE	TRUE
Slc22a15	chr3	FALSE	TRUE
Kcna10	chr3	FALSE	TRUE
Pde5a	chr3	TRUE	FALSE
Lrit3	chr3	TRUE	FALSE
Bank1	chr3	FALSE	FALSE
Dnai3	chr3	TRUE	FALSE
Slc44a5	chr3	FALSE	FALSE
Lrrc7	chr3	TRUE	FALSE
Sdr16c5	chr4	FALSE	FALSE
Sdr16c6	chr4	FALSE	FALSE
Bpnt2	chr4	FALSE	FALSE
Fam110b	chr4	FALSE	FALSE
Gdf6	chr4	TRUE	TRUE
Atp6v0d2	chr4	FALSE	FALSE
Manea	chr4	FALSE	FALSE
Pm20d2	chr4	FALSE	TRUE
Lingo2	chr4	TRUE	FALSE
Rgp1	chr4	FALSE	FALSE
Fam221b	chr4	FALSE	TRUE
Tmem8b	chr4	FALSE	TRUE
Dcaf10	chr4	FALSE	FALSE
Gabbr2	chr4	TRUE	TRUE
Grin3a	chr4	TRUE	FALSE
Zfp462	chr4	FALSE	TRUE
Tmem245	chr4	FALSE	FALSE
D630039A03Rik	chr4	FALSE	TRUE
Msantd5f1	chr4	FALSE	FALSE
Rasef	chr4	FALSE	FALSE
Frmd3	chr4	FALSE	FALSE
Bnc2	chr4	FALSE	FALSE
Ifna15	chr4	FALSE	TRUE
Ifna12	chr4	FALSE	TRUE
Klhl9	chr4	FALSE	TRUE
Dmrta1	chr4	FALSE	TRUE
Cyp2j12	chr4	FALSE	FALSE
Kank4	chr4	FALSE	TRUE
Atg4c	chr4	FALSE	FALSE
Raver2	chr4	FALSE	FALSE
C130073F10Rik	chr4	FALSE	FALSE
Dnai4	chr4	TRUE	FALSE
Slc35d1	chr4	FALSE	FALSE
Fyb2	chr4	FALSE	FALSE
Cimap2	chr4	FALSE	FALSE
Cdcp2	chr4	FALSE	FALSE
Slc1a7	chr4	TRUE	TRUE
Podn	chr4	FALSE	TRUE
Dmrta2	chr4	TRUE	TRUE
Hpdl	chr4	FALSE	TRUE
Dynlt4	chr4	FALSE	FALSE
Cldn19	chr4	TRUE	FALSE
Rims3	chr4	TRUE	TRUE
Dlgap3	chr4	TRUE	FALSE
Azin2	chr4	FALSE	FALSE
Rab42	chr4	FALSE	TRUE
Wasf2	chr4	TRUE	FALSE
Gpatch3	chr4	FALSE	FALSE
Ifnlr1	chr4	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
E2f2	chr4	FALSE	FALSE
Lactbl1	chr4	FALSE	FALSE
Cela3a	chr4	FALSE	FALSE
Klhdc7a	chr4	FALSE	TRUE
Padi6	chr4	FALSE	FALSE
Lrrc38	chr4	FALSE	FALSE
Pramel12	chr4	FALSE	FALSE
Disp3	chr4	TRUE	TRUE
Slc45a1	chr4	FALSE	FALSE
Klhl21	chr4	FALSE	TRUE
Ttc34	chr4	FALSE	TRUE
Ankrd65	chr4	FALSE	FALSE
Rundc3b	chr5	FALSE	TRUE
Lrrd1	chr5	FALSE	FALSE
Gnat3	chr5	TRUE	FALSE
Rsbn1l	chr5	FALSE	FALSE
Napepld	chr5	FALSE	FALSE
Cct8l1	chr5	FALSE	TRUE
Actr3b	chr5	FALSE	FALSE
Gm4961	chr5	FALSE	TRUE
Garem2	chr5	TRUE	TRUE
Cpz	chr5	FALSE	TRUE
Fbxl5	chr5	FALSE	FALSE
Tmem156	chr5	FALSE	FALSE
Kctd8	chr5	TRUE	FALSE
Tecrl	chr5	FALSE	FALSE
Tmprss11f	chr5	FALSE	FALSE
Tmprss11e	chr5	TRUE	FALSE
Ugt2b35	chr5	FALSE	FALSE
Hsd17b13	chr5	FALSE	FALSE
Slc49a3	chr5	FALSE	TRUE
2900026A02Rik	chr5	FALSE	TRUE
Oas1f	chr5	FALSE	FALSE
Hcar1	chr5	FALSE	FALSE
Tmem132d	chr5	FALSE	FALSE
Adgrd1	chr5	TRUE	FALSE
Nyap1	chr5	TRUE	FALSE
A430033K04Rik	chr5	FALSE	FALSE
Elfn1	chr5	TRUE	TRUE
Slc29a4	chr5	FALSE	FALSE
Tmem130	chr5	FALSE	FALSE
Stard13	chr5	FALSE	FALSE
Sspo	chr6	FALSE	TRUE
Lrrc61	chr6	TRUE	FALSE
Zfp775	chr6	FALSE	FALSE
AI854703	chr6	FALSE	TRUE
Gimap8	chr6	FALSE	FALSE
Aoc1l1	chr6	FALSE	FALSE
Aoc1l3	chr6	FALSE	FALSE
Ppm1k	chr6	FALSE	FALSE
Gprin3	chr6	TRUE	FALSE
Qrfprl	chr6	FALSE	FALSE
Lrrtm4	chr6	TRUE	FALSE
Ccdc142	chr6	FALSE	FALSE
H1f10	chr6	FALSE	TRUE
BC048671	chr6	FALSE	FALSE
Uroc1	chr6	FALSE	TRUE
Cfap100	chr6	TRUE	TRUE
Grip2	chr6	TRUE	TRUE
Prickle2	chr6	TRUE	FALSE
Kbtbd8	chr6	FALSE	TRUE
Ssu2	chr6	FALSE	FALSE
Slc6a11	chr6	FALSE	TRUE
Iqsec3	chr6	TRUE	TRUE
Ano2	chr6	FALSE	FALSE
Clec1a	chr6	FALSE	FALSE
Klre1	chr6	FALSE	FALSE
Styk1	chr6	FALSE	FALSE
Ppp1r9a	chr6	TRUE	FALSE
Plxna4	chr6	TRUE	TRUE
Slc23a4	chr6	FALSE	FALSE
Slc13a4	chr6	FALSE	TRUE
Chrm2	chr6	TRUE	FALSE
Parp12	chr6	FALSE	TRUE
Dennd11	chr6	FALSE	TRUE
Leng9	chr7	FALSE	FALSE
Ppp6r1	chr7	FALSE	FALSE
Garin5b	chr7	FALSE	FALSE
Zfp128	chr7	FALSE	FALSE
Zfp324	chr7	FALSE	FALSE
Bicra	chr7	FALSE	FALSE
Ccdc9	chr7	FALSE	FALSE
Fkrp	chr7	TRUE	TRUE
Psg22	chr7	FALSE	FALSE
Meiosin	chr7	FALSE	FALSE
Fbxo46	chr7	FALSE	FALSE
Ggn	chr7	FALSE	TRUE
Zfp568	chr7	FALSE	FALSE
Zfp14	chr7	FALSE	FALSE
Nfkbid	chr7	FALSE	FALSE
Kirrel2	chr7	FALSE	TRUE
Hspb6	chr7	FALSE	TRUE
Lgi4	chr7	TRUE	FALSE
Rgs9bp	chr7	TRUE	TRUE
Tshz3	chr7	TRUE	FALSE
Zfp536	chr7	TRUE	FALSE
Siglecg	chr7	FALSE	FALSE
Shank1	chr7	TRUE	FALSE
Zfp473	chr7	FALSE	FALSE
Ntn5	chr7	TRUE	FALSE
Zdhhc13	chr7	FALSE	FALSE
4933405O20Rik	chr7	FALSE	FALSE
Mctp2	chr7	TRUE	FALSE
Rgma	chr7	TRUE	TRUE
Chd2	chr7	FALSE	FALSE
Gm4971	chr7	FALSE	FALSE
Agbl1	chr7	FALSE	FALSE
Fsd2	chr7	FALSE	FALSE
Nars2	chr7	FALSE	FALSE
Usp35	chr7	FALSE	FALSE
Tsku	chr7	TRUE	TRUE
Ubqln3	chr7	FALSE	FALSE
Or56a4	chr7	TRUE	FALSE
Olfml1	chr7	FALSE	FALSE
Ovch2	chr7	FALSE	FALSE
Nlrp10	chr7	FALSE	FALSE
Cyp2r1	chr7	FALSE	FALSE
Zfp771	chr7	FALSE	FALSE
Ctf2	chr7	TRUE	FALSE
Zfp668	chr7	FALSE	FALSE
Scart1	chr7	FALSE	FALSE
Tnfrsf26	chr7	FALSE	FALSE
Mrgpre	chr7	FALSE	TRUE
Myo16	chr8	TRUE	FALSE
Dlgap2	chr8	TRUE	TRUE
Mcph1	chr8	TRUE	FALSE
Defb14	chr8	FALSE	FALSE
Kat6a	chr8	FALSE	FALSE
Erlin2	chr8	FALSE	FALSE
Ppp1r3b	chr8	FALSE	TRUE
Prag1	chr8	TRUE	TRUE
Lonrf1	chr8	FALSE	TRUE
Sgcz	chr8	FALSE	FALSE
Triml1	chr8	FALSE	FALSE
Wdr17	chr8	FALSE	FALSE
Sgo2b	chr8	FALSE	FALSE
Elmod2	chr8	FALSE	FALSE
Podnl1	chr8	FALSE	TRUE
Nanos3	chr8	FALSE	TRUE
Zfp791	chr8	FALSE	FALSE
Abcc12	chr8	FALSE	FALSE
Tox3	chr8	TRUE	TRUE
Rpgrip1l	chr8	TRUE	FALSE
Ces1a	chr8	FALSE	FALSE
Ccdc113	chr8	FALSE	FALSE
Pskh1	chr8	FALSE	FALSE
Pkd1l3	chr8	TRUE	FALSE
Phlpp2	chr8	FALSE	FALSE
Hydin	chr8	TRUE	FALSE
Mtss2	chr8	FALSE	FALSE
Sprtn	chr8	FALSE	FALSE
Disc1	chr8	TRUE	TRUE
Sipa1l2	chr8	TRUE	TRUE
Cwf19l2	chr9	FALSE	FALSE
Cntn5	chr9	TRUE	FALSE
Kdm4d	chr9	FALSE	FALSE
Hephl1	chr9	FALSE	FALSE
Mtnr1b	chr9	TRUE	FALSE
Olfm2	chr9	TRUE	FALSE
Dpy19l1	chr9	FALSE	FALSE
Glb1l2	chr9	FALSE	FALSE
AW551984	chr9	FALSE	FALSE
Bsx	chr9	TRUE	TRUE
Nxpe4	chr9	FALSE	FALSE
Ankk1	chr9	FALSE	TRUE
Layn	chr9	FALSE	FALSE
Arhgap20	chr9	FALSE	FALSE
Zc3h12c	chr9	FALSE	FALSE
Npat	chr9	FALSE	FALSE
Tnfaip8l3	chr9	FALSE	FALSE
Sh2d7	chr9	FALSE	TRUE
Tmem266	chr9	FALSE	FALSE
Scaper	chr9	FALSE	FALSE
Peak1	chr9	FALSE	FALSE
C2cd4a	chr9	FALSE	TRUE
Klhl31	chr9	FALSE	FALSE
Prss35	chr9	FALSE	FALSE
Mrap2	chr9	FALSE	FALSE
Snx14	chr9	TRUE	FALSE
Atr	chr9	FALSE	FALSE
Zbtb38	chr9	FALSE	FALSE
Slc35g2	chr9	FALSE	FALSE
Col6a6	chr9	FALSE	FALSE
Dclk3	chr9	FALSE	FALSE
Myrip	chr9	FALSE	FALSE
Gask1a	chr9	FALSE	TRUE
Zfp937	chr2	FALSE	FALSE
Retnlg	chr16	TRUE	FALSE
Duxf4	chr10	FALSE	FALSE
Nim1k	chr13	FALSE	TRUE
Apol10a	chr15	FALSE	FALSE
Zdhhc19	chr16	FALSE	FALSE
AA414768	chrX	FALSE	TRUE
Zfp300	chrX	FALSE	FALSE
Sowahd	chrX	FALSE	TRUE
Tmem255a	chrX	FALSE	FALSE
Dcaf12l2	chrX	FALSE	FALSE
Dcaf12l1	chrX	FALSE	FALSE
Gpr101	chrX	FALSE	FALSE
Gm4988	chrX	FALSE	FALSE
Slitrk4	chrX	TRUE	FALSE
Slitrk2	chrX	TRUE	TRUE
Pnma3	chrX	FALSE	FALSE
Pdzd4	chrX	FALSE	FALSE
Dkc1	chrX	FALSE	FALSE
Ppp4r3c2	chrX	FALSE	FALSE
Zc4h2	chrX	TRUE	FALSE
Pgr15l	chrX	FALSE	FALSE
Eda2r	chrX	FALSE	FALSE
Awat2	chrX	FALSE	FALSE
Awat1	chrX	FALSE	FALSE
Gm614	chrX	FALSE	FALSE
Nlgn3	chrX	TRUE	TRUE
Nexmif	chrX	TRUE	FALSE
Cypt2	chrX	FALSE	FALSE
Tbx22	chrX	FALSE	FALSE
Zfp711	chrX	FALSE	FALSE
Hdx	chrX	FALSE	FALSE
4921511C20Rik	chrX	FALSE	FALSE
Gprasp2	chrX	FALSE	FALSE
Nxf3	chrX	FALSE	FALSE
Fam199x	chrX	FALSE	FALSE
Pwwp3b	chrX	FALSE	FALSE
Tbc1d8b	chrX	FALSE	FALSE
Frmpd3	chrX	FALSE	FALSE
Gucy2f	chrX	TRUE	FALSE
Iqsec2	chrX	TRUE	FALSE
Rragb	chrX	FALSE	FALSE
Klf8	chrX	FALSE	FALSE
Klhl34	chrX	FALSE	TRUE
Cnksr2	chrX	TRUE	FALSE
Rbbp7	chrX	TRUE	FALSE
Tceanc	chrX	FALSE	FALSE
Fat2	chr11	FALSE	FALSE
Trappc1	chr11	FALSE	TRUE
Gzmn	chr14	FALSE	TRUE
Polr2h	chr16	FALSE	FALSE
Amdhd2	chr17	FALSE	FALSE
Ssh3	chr19	FALSE	TRUE
Atg9a	chr1	FALSE	FALSE
Spag4	chr2	FALSE	TRUE
Ift52	chr2	TRUE	FALSE
Pcmtd2	chr2	FALSE	FALSE
Map7d1	chr4	FALSE	FALSE
Wasf3	chr5	TRUE	FALSE
Garin1a	chr6	FALSE	FALSE
Ankrd27	chr7	TRUE	FALSE
Ccdc15	chr9	FALSE	FALSE
Vps54	chr11	TRUE	FALSE
Rbm47	chr5	FALSE	FALSE
Chodl	chr16	TRUE	TRUE
Slc36a2	chr11	FALSE	FALSE
Defb11	chr8	FALSE	FALSE
Defb15	chr8	FALSE	FALSE
Defb13	chr8	FALSE	TRUE
Defb10	chr8	FALSE	FALSE
Onecut3	chr10	FALSE	TRUE
Rttn	chr18	FALSE	FALSE
Atxn7	chr14	FALSE	FALSE
Rhbdl3	chr11	FALSE	FALSE
Kcne2	chr16	FALSE	FALSE
Vasn	chr16	FALSE	TRUE
Myo1g	chr11	FALSE	FALSE
Fktn	chr4	TRUE	FALSE
Otoa	chr7	TRUE	FALSE
Zfp277	chr12	FALSE	FALSE
Mllt6	chr11	FALSE	FALSE
Mpst	chr15	TRUE	TRUE
Vwa1	chr4	FALSE	TRUE
Bivm	chr1	FALSE	FALSE
Fcgr4	chr1	TRUE	FALSE
Ovca2	chr11	FALSE	FALSE
Csad	chr15	FALSE	FALSE
Cd207	chr6	FALSE	FALSE
Klhl8	chr5	FALSE	FALSE
Prokr2	chr2	FALSE	FALSE
Lgi2	chr5	TRUE	TRUE
Neto1	chr18	TRUE	FALSE
Prok1	chr3	FALSE	TRUE
Hps5	chr7	FALSE	FALSE
Slc25a28	chr19	FALSE	FALSE
Defb19	chr2	FALSE	FALSE
Naxe	chr3	FALSE	FALSE
Emilin2	chr17	FALSE	FALSE
Rgs13	chr1	FALSE	FALSE
Rhobtb2	chr14	FALSE	FALSE
Oas3	chr5	FALSE	FALSE
Oas2	chr5	FALSE	FALSE
Oas1h	chr5	FALSE	FALSE
Oas1a	chr5	FALSE	FALSE
AY074887	chr9	FALSE	FALSE
Dnajc28	chr16	FALSE	FALSE
Cd300lf	chr11	FALSE	FALSE
Adig	chr2	FALSE	FALSE
Il27	chr7	FALSE	FALSE
Atpaf2	chr11	FALSE	FALSE
Slc5a2	chr7	FALSE	TRUE
Trpv3	chr11	FALSE	FALSE
Ackr4	chr9	FALSE	FALSE
Tox	chr4	TRUE	FALSE
Dusp15	chr2	TRUE	TRUE
Adam34	chr8	FALSE	FALSE
Odf4	chr11	FALSE	FALSE
Usp7	chr16	FALSE	FALSE
Mios	chr6	TRUE	FALSE
Gin1	chr1	FALSE	FALSE
Ap1s3	chr1	FALSE	FALSE
Vmn1r189	chr13	FALSE	FALSE
Vmn1r192	chr13	FALSE	FALSE
Vmn1r85	chr7	FALSE	FALSE
Vmn1r188	chr13	FALSE	FALSE
Cables2	chr2	FALSE	FALSE
Ropn1l	chr15	FALSE	TRUE
Tpcn1	chr5	FALSE	TRUE
Grhl2	chr15	TRUE	TRUE
Tspear	chr10	TRUE	FALSE
Il17f	chr1	FALSE	FALSE
Nod2	chr8	TRUE	TRUE
Acsf3	chr8	FALSE	TRUE
Sdsl	chr5	FALSE	FALSE
Or4k42	chr2	TRUE	FALSE
Or6c204	chr10	FALSE	FALSE
Or6c203	chr10	TRUE	FALSE
Or6c2b	chr10	TRUE	FALSE
Or7a39	chr10	TRUE	FALSE
Or2y7	chr11	FALSE	TRUE
Or7g20	chr9	TRUE	FALSE
Or10ag54	chr2	TRUE	FALSE
Or8k28	chr2	TRUE	FALSE
Or5ac23	chr16	TRUE	FALSE
Or2bd2	chr7	TRUE	FALSE
Or1i2	chr10	TRUE	FALSE
Or8b38	chr9	TRUE	FALSE
Or2w25	chr11	TRUE	FALSE
Or4a67	chr2	TRUE	FALSE
Or2y1c	chr11	TRUE	FALSE
Or2h15	chr17	TRUE	FALSE
Or9s13	chr1	TRUE	FALSE
Or10ab4	chr7	TRUE	FALSE
Or2ab1	chr11	TRUE	FALSE
Or7d11	chr9	TRUE	FALSE
Or5g23	chr2	TRUE	FALSE
Or5m12	chr2	TRUE	FALSE
Or14a256	chr7	TRUE	FALSE
Or14c40	chr7	TRUE	FALSE
Or4q3	chr14	TRUE	FALSE
Or8g30	chr9	TRUE	FALSE
Or56b2j	chr7	TRUE	FALSE
Or9g20	chr2	TRUE	FALSE
Or5m8	chr2	TRUE	FALSE
Or2t44	chr11	TRUE	FALSE
Or5p5	chr7	TRUE	FALSE
Or55b4	chr7	TRUE	FALSE
Or14c43	chr7	TRUE	FALSE
Or2w3b	chr11	TRUE	TRUE
Or2av9	chr11	TRUE	FALSE
Or8k39	chr2	TRUE	FALSE
Or4k41	chr2	TRUE	FALSE
Or10q3	chr19	TRUE	FALSE
Or12j2	chr7	TRUE	FALSE
Or5al1	chr2	TRUE	FALSE
Or55b3	chr7	TRUE	FALSE
Or5al5	chr2	TRUE	FALSE
Or5ak4	chr2	TRUE	FALSE
Or4f14b	chr2	TRUE	FALSE
Or8g18	chr9	TRUE	FALSE
Or5bb10	chr19	TRUE	FALSE
Or2b11	chr11	TRUE	FALSE
Or2y12	chr11	TRUE	FALSE
Or5h25	chr16	TRUE	FALSE
Or8k21	chr2	FALSE	FALSE
Or52ab7	chr7	TRUE	FALSE
Or11n2	chrX	TRUE	FALSE
Or4k37	chr2	TRUE	FALSE
Or4f52	chr2	TRUE	FALSE
Or4a76	chr2	TRUE	FALSE
Or6c6	chr10	TRUE	FALSE
Or8b37	chr9	TRUE	FALSE
Or10g3b	chr14	TRUE	FALSE
Or2f1	chr6	TRUE	FALSE
Or6d12	chr6	TRUE	FALSE
Or6d13	chr6	TRUE	FALSE
Or4f62	chr2	TRUE	FALSE
Or4f14	chr2	TRUE	FALSE
Or2y1	chr11	TRUE	FALSE
Or5h23	chr16	TRUE	FALSE
Or5ac16	chr16	TRUE	FALSE
Or4k1	chr14	TRUE	FALSE
Or5p61	chr7	TRUE	FALSE
Or5p63	chr7	TRUE	FALSE
Or8g32	chr9	TRUE	FALSE
Or2h1b	chr17	TRUE	FALSE
Or6b13	chr7	TRUE	FALSE
Or12j4	chr7	TRUE	FALSE
Or4p20	chr2	TRUE	FALSE
Or2ak4	chr11	TRUE	FALSE
Or5af1	chr11	TRUE	FALSE
Or2b2	chr13	TRUE	TRUE
Or6c6c	chr10	TRUE	FALSE
Or6c5c	chr10	TRUE	FALSE
Or5be3	chr2	TRUE	FALSE
Or8g4	chr9	TRUE	FALSE
Or10d4	chr9	TRUE	FALSE
Or14a258	chr7	TRUE	FALSE
Or14j8	chr17	TRUE	FALSE
Or9q1	chr19	TRUE	FALSE
Or10w1	chr19	TRUE	FALSE
Or5w14	chr2	TRUE	FALSE
Or5w19	chr2	TRUE	FALSE
Or5d14	chr2	TRUE	FALSE
Or10ag59	chr2	TRUE	FALSE
Or11h23	chr14	TRUE	FALSE
Or5b109	chr19	TRUE	FALSE
Or5b111	chr19	TRUE	FALSE
Or5b118	chr19	TRUE	FALSE
Or52ab2	chr7	TRUE	FALSE
Or10a49	chr7	TRUE	FALSE
Or52s1b	chr7	TRUE	FALSE
Or52e8b	chr7	TRUE	FALSE
Or6c66b	chr10	TRUE	FALSE
Or9i1b	chr19	TRUE	FALSE
Or1d2	chr11	TRUE	FALSE
Or5m11b	chr2	TRUE	FALSE
Or4d10	chr19	TRUE	FALSE
Or2aj4	chr16	TRUE	FALSE
Or10ak9	chr4	TRUE	FALSE
Or52l1	chr7	TRUE	FALSE
Or56b1b	chr7	TRUE	FALSE
Or8g52	chr9	TRUE	FALSE
Or5ak20	chr2	TRUE	FALSE
