gene_name	chr	is_neuronal_and_mecp2_up	k27ac_remodeled
Ipo13	chr4	FALSE	FALSE
C330018D20Rik	chr18	FALSE	TRUE
Stk11	chr10	FALSE	FALSE
Glmn	chr5	FALSE	FALSE
Zfp689	chr7	FALSE	FALSE
Ubxn2a	chr12	FALSE	FALSE
Cactin	chr10	FALSE	FALSE
Kcnd3	chr3	FALSE	FALSE
Tmem150a	chr6	FALSE	FALSE
Pkib	chr10	FALSE	FALSE
Ddx23	chr15	FALSE	TRUE
Prrt3	chr6	FALSE	FALSE
Dnajc10	chr2	FALSE	FALSE
Mrpl42	chr10	FALSE	FALSE
Fgf2	chr3	FALSE	FALSE
Utp14a	chrX	FALSE	TRUE
Gab1	chr8	FALSE	FALSE
Mrpl35	chr6	FALSE	FALSE
Armc5	chr7	FALSE	FALSE
Ndrg2	chr14	FALSE	TRUE
Flna	chrX	FALSE	TRUE
Tmem63b	chr17	FALSE	FALSE
Ppp3r1	chr11	FALSE	FALSE
Zfp738	chr13	FALSE	FALSE
Zfp637	chr6	FALSE	FALSE
Appl2	chr10	FALSE	TRUE
Ebpl	chr14	FALSE	FALSE
Stau1	chr2	FALSE	FALSE
H4c4	chr13	FALSE	FALSE
Kcnn2	chr18	FALSE	TRUE
Gpr34	chrX	FALSE	TRUE
Plcl2	chr17	FALSE	FALSE
C8b	chr4	FALSE	FALSE
Meox1	chr11	FALSE	TRUE
Orc3	chr4	FALSE	FALSE
Prmt6	chr3	FALSE	FALSE
Smim20	chr5	FALSE	TRUE
Sugt1	chr14	FALSE	FALSE
Mycn	chr12	FALSE	TRUE
Rab11fip2	chr19	FALSE	FALSE
Tom1	chr8	FALSE	FALSE
Pcmtd2	chr2	FALSE	FALSE
Hpdl	chr4	FALSE	FALSE
Kdm1b	chr13	FALSE	FALSE
Map3k11	chr19	FALSE	FALSE
Ppt2	chr17	FALSE	FALSE
Pkd1	chr17	FALSE	FALSE
Nxn	chr11	FALSE	TRUE
Dlg1	chr16	FALSE	TRUE
Uhrf2	chr19	FALSE	FALSE
Jade1	chr3	FALSE	FALSE
Nfs1	chr2	FALSE	FALSE
Ap1ar	chr3	FALSE	FALSE
Timm10b	chr7	FALSE	FALSE
Adam15	chr3	FALSE	FALSE
Lysmd2	chr9	FALSE	FALSE
Cnfn	chr7	FALSE	FALSE
Kif5b	chr18	FALSE	FALSE
Polr3h	chr15	FALSE	TRUE
Mettl25	chr10	FALSE	FALSE
Ptpn21	chr12	FALSE	TRUE
Zc3h7b	chr15	FALSE	FALSE
Glrx	chr13	FALSE	FALSE
Tmem151b	chr17	FALSE	FALSE
Dcakd	chr11	FALSE	TRUE
Gm9507	chr10	FALSE	TRUE
Ldb1	chr19	FALSE	TRUE
Id2	chr12	FALSE	TRUE
Mcmbp	chr7	FALSE	FALSE
Scrib	chr15	FALSE	FALSE
Pfdn4	chr2	FALSE	FALSE
Kansl2	chr15	FALSE	FALSE
Slc31a2	chr4	FALSE	FALSE
Jup	chr11	FALSE	FALSE
Mapk9	chr11	FALSE	FALSE
Cerk	chr15	FALSE	FALSE
Traf3	chr12	FALSE	TRUE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	FALSE
Sos1	chr17	FALSE	FALSE
Ube2d3	chr3	FALSE	FALSE
Ankdd1a	chr9	FALSE	TRUE
Rbbp4	chr4	FALSE	FALSE
Anks3	chr16	FALSE	TRUE
Cxxc1	chr18	FALSE	FALSE
Git1	chr11	FALSE	FALSE
Fktn	chr4	FALSE	FALSE
Eif3j1	chr2	FALSE	FALSE
Mrnip	chr11	FALSE	FALSE
Prkd1	chr12	TRUE	TRUE
Stx12	chr4	FALSE	FALSE
Utp3	chr5	FALSE	FALSE
Soga3	chr10	FALSE	FALSE
Plch2	chr4	FALSE	TRUE
Slc8a2	chr7	FALSE	FALSE
Slc23a4	chr6	FALSE	FALSE
Luzp2	chr7	FALSE	FALSE
Slc15a4	chr5	FALSE	FALSE
Bmt2	chr6	FALSE	FALSE
Vdac1	chr11	FALSE	FALSE
Lpcat1	chr13	FALSE	FALSE
Sema4g	chr19	FALSE	FALSE
Primpol	chr8	FALSE	TRUE
Mettl21a	chr1	FALSE	FALSE
Nsg2	chr11	FALSE	TRUE
Nfu1	chr6	FALSE	TRUE
Mapk11	chr15	FALSE	FALSE
Zfp524	chr7	FALSE	FALSE
Slc4a3	chr1	FALSE	FALSE
Myh14	chr7	FALSE	TRUE
Ptrh2	chr11	FALSE	FALSE
Tmem218	chr9	FALSE	FALSE
Gak	chr5	FALSE	FALSE
Mfn1	chr3	FALSE	FALSE
Myl6b	chr10	FALSE	FALSE
Fgf13	chrX	FALSE	TRUE
Fam118b	chr9	FALSE	FALSE
Steap2	chr5	FALSE	FALSE
Praf2	chrX	FALSE	FALSE
Hk1	chr10	FALSE	TRUE
Ptchd1	chrX	TRUE	FALSE
Ryr3	chr2	FALSE	TRUE
Cr1l	chr1	FALSE	FALSE
Pygb	chr2	FALSE	FALSE
Tada3	chr6	FALSE	FALSE
Alg10b	chr15	FALSE	FALSE
Cadm3	chr1	FALSE	FALSE
Gnpnat1	chr14	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Vars2	chr17	FALSE	FALSE
Fosb	chr7	FALSE	FALSE
Rbm4b	chr19	FALSE	FALSE
Ak4	chr4	FALSE	FALSE
Ppfia4	chr1	FALSE	FALSE
Wdr3	chr3	FALSE	TRUE
Man2a2	chr7	FALSE	FALSE
Exd1	chr2	FALSE	FALSE
Tle2	chr10	FALSE	TRUE
Ublcp1	chr11	FALSE	FALSE
Ndufaf6	chr4	FALSE	FALSE
Cst6	chr19	FALSE	TRUE
Nat10	chr2	FALSE	FALSE
Galnt11	chr5	FALSE	FALSE
Ankrd17	chr5	FALSE	FALSE
Gnpda1	chr18	FALSE	FALSE
Bag1	chr4	FALSE	FALSE
Pstk	chr7	FALSE	FALSE
Pkd2	chr5	FALSE	FALSE
H2bc14	chr13	FALSE	FALSE
Zfp691	chr4	FALSE	FALSE
B3galnt1	chr3	FALSE	TRUE
Ankrd40	chr11	FALSE	FALSE
Usp1	chr4	FALSE	FALSE
4931414P19Rik	chr14	FALSE	FALSE
Mkks	chr2	FALSE	FALSE
Zfp574	chr7	FALSE	TRUE
2410002F23Rik	chr7	FALSE	FALSE
Coa5	chr1	FALSE	FALSE
Kbtbd8	chr6	FALSE	FALSE
Ugdh	chr5	FALSE	FALSE
Ly6h	chr15	FALSE	TRUE
Eloc	chr1	FALSE	FALSE
Fam43b	chr4	FALSE	TRUE
Hnrnpul2	chr19	FALSE	FALSE
Sf3b2	chr19	FALSE	FALSE
Rbm3	chrX	FALSE	FALSE
Hbegf	chr18	FALSE	TRUE
Dbi	chr1	FALSE	TRUE
Slc41a1	chr1	FALSE	FALSE
C1qtnf4	chr2	FALSE	TRUE
Dock11	chrX	FALSE	TRUE
Marchf11	chr15	FALSE	TRUE
Raly	chr2	FALSE	FALSE
Dennd2a	chr6	FALSE	TRUE
Mto1	chr9	FALSE	FALSE
Ubxn2b	chr4	FALSE	FALSE
Ep300	chr15	FALSE	FALSE
Matk	chr10	FALSE	TRUE
Calu	chr6	FALSE	FALSE
Inpp5k	chr11	FALSE	FALSE
Jpt1	chr11	FALSE	FALSE
Fam43a	chr16	FALSE	FALSE
Nobox	chr6	FALSE	TRUE
Extl1	chr4	FALSE	TRUE
Pkp4	chr2	FALSE	FALSE
Rabif	chr1	FALSE	FALSE
Slc8b1	chr5	FALSE	FALSE
Cox4i2	chr2	FALSE	TRUE
Dnajc4	chr19	FALSE	FALSE
Ric8a	chr7	FALSE	FALSE
Ube2s	chr7	FALSE	FALSE
Zfp777	chr6	FALSE	FALSE
Fbxl22	chr9	FALSE	FALSE
Adap1	chr5	FALSE	FALSE
1700008O03Rik	chr7	FALSE	FALSE
Katnb1	chr8	FALSE	FALSE
Plekhb1	chr7	FALSE	TRUE
Zfp263	chr16	FALSE	TRUE
Dad1	chr14	FALSE	FALSE
Abracl	chr10	FALSE	FALSE
Depdc1a	chr3	FALSE	TRUE
Cybc1	chr11	FALSE	TRUE
Bmf	chr2	FALSE	TRUE
Cnnm3	chr1	FALSE	FALSE
Tpm1	chr9	FALSE	TRUE
Pign	chr1	FALSE	TRUE
Asic1	chr15	FALSE	TRUE
Zswim8	chr14	FALSE	FALSE
Tead4	chr6	FALSE	FALSE
Ssc5d	chr7	FALSE	FALSE
Mon1b	chr8	FALSE	FALSE
Rab1a	chr11	FALSE	FALSE
Lamp5	chr2	FALSE	FALSE
Pigk	chr3	FALSE	FALSE
Ube2b	chr11	FALSE	FALSE
Thyn1	chr9	FALSE	TRUE
Blcap	chr2	FALSE	FALSE
Zfp64	chr2	FALSE	FALSE
Nubp1	chr16	FALSE	FALSE
Mapk8ip1	chr2	FALSE	FALSE
Insig2	chr1	FALSE	FALSE
Mfap3l	chr8	FALSE	FALSE
Celsr2	chr3	FALSE	FALSE
Zfp710	chr7	FALSE	TRUE
Usp6nl	chr2	FALSE	FALSE
Exoc3	chr13	FALSE	FALSE
Lsg1	chr16	FALSE	FALSE
Med11	chr11	FALSE	FALSE
Dand5	chr8	FALSE	FALSE
Tmem143	chr7	FALSE	FALSE
Slc39a5	chr10	FALSE	TRUE
Unc119b	chr5	FALSE	FALSE
G3bp1	chr11	FALSE	FALSE
Fam193b	chr13	FALSE	FALSE
2300009A05Rik	chr9	FALSE	FALSE
Fa2h	chr8	FALSE	TRUE
Atg2a	chr19	FALSE	FALSE
Psme1	chr14	FALSE	TRUE
Ddx39b	chr17	FALSE	FALSE
Abca1	chr4	FALSE	TRUE
Txn1	chr4	FALSE	FALSE
Foxj2	chr6	FALSE	TRUE
Cpn2	chr16	FALSE	TRUE
Comtd1	chr14	FALSE	FALSE
Tada1	chr1	FALSE	FALSE
Cx3cl1	chr8	FALSE	TRUE
Atf7ip	chr6	FALSE	FALSE
Zfp821	chr8	FALSE	FALSE
Tmem18	chr12	FALSE	FALSE
Hsd11b2	chr8	FALSE	TRUE
Plod3	chr5	FALSE	FALSE
Lpar6	chr14	FALSE	FALSE
Prune1	chr3	FALSE	FALSE
St3gal2	chr8	FALSE	FALSE
Prkaa2	chr4	FALSE	FALSE
Stac2	chr11	FALSE	TRUE
Nufip1	chr14	FALSE	FALSE
Dvl3	chr16	FALSE	FALSE
Pdzd4	chrX	FALSE	FALSE
Txnl4a	chr18	FALSE	FALSE
Tuba8	chr6	FALSE	TRUE
Zfp46	chr4	FALSE	FALSE
Habp4	chr13	FALSE	FALSE
Ctdspl	chr9	FALSE	TRUE
Slc25a22	chr7	FALSE	FALSE
Acap3	chr4	FALSE	FALSE
Msrb1	chr17	FALSE	FALSE
Timmdc1	chr16	FALSE	FALSE
Mapk8ip3	chr17	FALSE	FALSE
Smg9	chr7	FALSE	FALSE
Lig3	chr11	FALSE	FALSE
Gys1	chr7	FALSE	FALSE
Grpel1	chr5	FALSE	FALSE
Cul2	chr18	FALSE	FALSE
Bivm	chr1	FALSE	FALSE
Exoc8	chr8	FALSE	FALSE
Ptpdc1	chr13	FALSE	FALSE
Npas1	chr7	FALSE	TRUE
Aig1	chr10	FALSE	TRUE
5530401A14Rik	chr11	FALSE	TRUE
Oard1	chr17	FALSE	FALSE
Cyp11a1	chr9	FALSE	FALSE
Arf4	chr14	FALSE	FALSE
Zfp954	chr7	FALSE	TRUE
Bbs7	chr3	FALSE	FALSE
Srrm2	chr17	FALSE	FALSE
Wdr45	chrX	FALSE	FALSE
Pafah1b2	chr9	FALSE	FALSE
Tspyl2	chrX	FALSE	FALSE
Rad9b	chr5	FALSE	FALSE
Tbc1d22a	chr15	FALSE	FALSE
Lnpep	chr17	FALSE	FALSE
Minpp1	chr19	FALSE	FALSE
Top2b	chr14	FALSE	FALSE
4933405L10Rik	chr8	FALSE	TRUE
Sdcbp2	chr2	FALSE	FALSE
Zfand2b	chr1	FALSE	FALSE
Mff	chr1	FALSE	FALSE
Kcnj12	chr11	FALSE	TRUE
Hes7	chr11	FALSE	FALSE
Ap5z1	chr5	FALSE	FALSE
Mdh2	chr5	FALSE	FALSE
Dstyk	chr1	FALSE	FALSE
Nbr1	chr11	FALSE	TRUE
Vamp4	chr1	FALSE	FALSE
Nek6	chr2	FALSE	FALSE
Coa4	chr7	FALSE	FALSE
Scfd1	chr12	FALSE	FALSE
Trim39	chr17	FALSE	FALSE
Suclg1	chr6	FALSE	FALSE
Acbd5	chr2	FALSE	FALSE
Sarnp	chr10	FALSE	FALSE
Tank	chr2	FALSE	FALSE
Tomm70a	chr16	FALSE	TRUE
Amd2	chr10	FALSE	FALSE
Clvs2	chr10	FALSE	TRUE
Myo1d	chr11	FALSE	FALSE
Abhd14b	chr9	FALSE	TRUE
Napg	chr18	FALSE	FALSE
Rasl11b	chr5	FALSE	FALSE
Chit1	chr1	FALSE	TRUE
Tssk6	chr8	FALSE	FALSE
Slc30a4	chr2	FALSE	FALSE
Fndc3a	chr14	FALSE	FALSE
Cavin2	chr1	FALSE	TRUE
Egln2	chr7	FALSE	FALSE
Zfp267	chr3	FALSE	FALSE
Usp14	chr18	FALSE	FALSE
Usp16	chr16	FALSE	FALSE
Eif4e2	chr1	FALSE	FALSE
Ddx24	chr12	FALSE	FALSE
Ggact	chr14	FALSE	TRUE
Eno4	chr19	FALSE	FALSE
Yif1a	chr19	FALSE	FALSE
Nemf	chr12	FALSE	FALSE
Timm17a	chr1	FALSE	FALSE
Slc22a7	chr17	FALSE	TRUE
Clu	chr14	FALSE	TRUE
Eif2b2	chr12	FALSE	FALSE
Tnfrsf21	chr17	FALSE	FALSE
Tmem70	chr1	FALSE	FALSE
Ubn1	chr16	FALSE	FALSE
Dnmt1	chr9	FALSE	FALSE
Tmem94	chr11	FALSE	FALSE
Zkscan8	chr13	FALSE	FALSE
Ccdc186	chr19	FALSE	FALSE
Crtam	chr9	FALSE	FALSE
Cmpk2	chr12	FALSE	FALSE
Tfdp1	chr8	FALSE	TRUE
Ppm1d	chr11	FALSE	FALSE
Armc9	chr1	FALSE	TRUE
Ubtf	chr11	FALSE	FALSE
Togaram1	chr12	FALSE	FALSE
Gnmt	chr17	FALSE	TRUE
Nat8	chr6	FALSE	TRUE
Ankrd28	chr14	FALSE	FALSE
Mtmr10	chr7	FALSE	TRUE
Abcc3	chr11	FALSE	TRUE
Arl6	chr16	FALSE	FALSE
Dap3	chr3	FALSE	FALSE
Nudt6	chr3	FALSE	FALSE
Necab3	chr2	FALSE	TRUE
Tapt1	chr5	FALSE	FALSE
Ccdc106	chr7	FALSE	FALSE
Scyl1	chr19	FALSE	FALSE
Vdac2	chr14	FALSE	FALSE
Nhlrc1	chr13	FALSE	TRUE
Ndufb6	chr4	FALSE	FALSE
Nap1l2	chrX	FALSE	FALSE
Ankrd2	chr19	FALSE	FALSE
Avl9	chr6	FALSE	FALSE
Thtpa	chr14	FALSE	FALSE
Metap2	chr10	FALSE	FALSE
Zfp687	chr3	FALSE	FALSE
Zfp36	chr7	FALSE	FALSE
Use1	chr8	FALSE	FALSE
Chst14	chr2	FALSE	TRUE
Tmpo	chr10	FALSE	FALSE
Tmem210	chr2	FALSE	FALSE
Trim66	chr7	FALSE	FALSE
Pabpc1l	chr2	FALSE	TRUE
Zfp937	chr2	FALSE	FALSE
Nlrx1	chr9	FALSE	FALSE
Ypel5	chr17	FALSE	FALSE
Avil	chr10	FALSE	TRUE
Tmem127	chr2	FALSE	FALSE
Mxra7	chr11	FALSE	TRUE
Ap2a2	chr7	FALSE	FALSE
Dtx3	chr10	FALSE	TRUE
Rab43	chr6	FALSE	TRUE
Cdr2l	chr11	FALSE	FALSE
Slx1b	chr7	FALSE	FALSE
Top1mt	chr15	FALSE	TRUE
Atoh7	chr10	FALSE	TRUE
Arf1	chr11	FALSE	FALSE
Atxn7l3	chr11	FALSE	FALSE
Erap1	chr13	FALSE	TRUE
Arsb	chr13	FALSE	TRUE
Fdx1	chr9	FALSE	FALSE
Carlr	chr2	FALSE	TRUE
Dpf3	chr12	FALSE	FALSE
Brat1	chr5	FALSE	TRUE
Inhba	chr13	FALSE	FALSE
Zfat	chr15	FALSE	TRUE
Tns3	chr11	FALSE	TRUE
Paf1	chr7	FALSE	FALSE
Tmem216	chr19	FALSE	FALSE
Igfn1	chr1	FALSE	FALSE
Tdrd3	chr14	FALSE	FALSE
Rps20	chr4	FALSE	FALSE
Tmem35a	chrX	FALSE	FALSE
Bbip1	chr19	FALSE	FALSE
Spcs1	chr14	FALSE	FALSE
Neu1	chr17	FALSE	FALSE
Poc5	chr13	FALSE	FALSE
Ube2l6	chr2	FALSE	TRUE
Akap11	chr14	FALSE	TRUE
Elac2	chr11	FALSE	FALSE
Abca7	chr10	FALSE	FALSE
Hsh2d	chr8	FALSE	FALSE
Npas4	chr19	FALSE	FALSE
Txnrd1	chr10	FALSE	FALSE
Cela3a	chr4	FALSE	FALSE
Cyb5d2	chr11	FALSE	FALSE
Tppp	chr13	FALSE	TRUE
Gipc2	chr3	FALSE	FALSE
Eif2s2	chr2	FALSE	FALSE
1700029H14Rik	chr8	FALSE	TRUE
Erlin2	chr8	FALSE	FALSE
Timm8b	chr9	FALSE	FALSE
Piezo2	chr18	FALSE	FALSE
Fdxr	chr11	FALSE	FALSE
Noc3l	chr19	FALSE	FALSE
Tifa	chr3	FALSE	TRUE
Rsrc2	chr5	FALSE	FALSE
Tbc1d4	chr14	FALSE	FALSE
Zbtb45	chr7	FALSE	FALSE
Utrn	chr10	FALSE	TRUE
Patl1	chr19	FALSE	TRUE
Smim10l1	chr6	FALSE	FALSE
Rps26	chr10	FALSE	FALSE
Dusp23	chr1	FALSE	FALSE
Carmil3	chr14	FALSE	FALSE
Trmt2a	chr16	FALSE	FALSE
Dnajb5	chr4	FALSE	FALSE
Lipe	chr7	FALSE	FALSE
Emx1	chr6	FALSE	TRUE
Letm1	chr5	FALSE	FALSE
Fnbp4	chr2	FALSE	FALSE
Psma2	chr13	FALSE	FALSE
Angptl6	chr9	FALSE	FALSE
Gnl1	chr17	FALSE	FALSE
Kcna6	chr6	FALSE	TRUE
Ubqln2	chrX	FALSE	FALSE
Osgin1	chr8	FALSE	TRUE
Med26	chr8	FALSE	FALSE
Lbh	chr17	FALSE	FALSE
Trappc2l	chr8	FALSE	FALSE
Gng10	chr4	FALSE	FALSE
Capn1	chr19	FALSE	FALSE
Plpp1	chr13	FALSE	FALSE
Irf2bp1	chr7	FALSE	FALSE
Gja6	chrX	FALSE	FALSE
Snapin	chr3	FALSE	FALSE
Akt1s1	chr7	FALSE	TRUE
Czib	chr4	FALSE	FALSE
Rabep2	chr7	FALSE	FALSE
Zdhhc13	chr7	FALSE	TRUE
Ttl	chr2	FALSE	FALSE
Sucnr1	chr3	FALSE	FALSE
Slc16a1	chr3	FALSE	TRUE
Ccnyl1	chr1	FALSE	FALSE
Kcns2	chr15	FALSE	TRUE
Zc3h18	chr8	FALSE	TRUE
Alcam	chr16	TRUE	FALSE
Reep6	chr10	FALSE	TRUE
Rab1b	chr19	FALSE	FALSE
Utp18	chr11	FALSE	TRUE
Klhl20	chr1	FALSE	FALSE
Rpl24	chr16	FALSE	FALSE
Cpped1	chr16	FALSE	FALSE
Tbcc	chr17	FALSE	FALSE
Lztr1	chr16	FALSE	FALSE
Prxl2c	chr13	FALSE	FALSE
C87436	chr6	FALSE	FALSE
Naglu	chr11	FALSE	FALSE
Hacd1	chr2	FALSE	FALSE
Lsm1	chr8	FALSE	FALSE
Prpf38b	chr3	FALSE	TRUE
Cdyl	chr13	FALSE	FALSE
Nrbp1	chr5	FALSE	FALSE
Parp1	chr1	FALSE	TRUE
Incenp	chr19	FALSE	TRUE
Ccdc66	chr14	FALSE	FALSE
Twsg1	chr17	FALSE	FALSE
Gprc5c	chr11	FALSE	FALSE
Srxn1	chr2	FALSE	FALSE
Tma16	chr8	FALSE	FALSE
Zfp128	chr7	FALSE	FALSE
Ranbp3	chr17	FALSE	FALSE
Dbndd1	chr8	FALSE	FALSE
Rab39b	chrX	FALSE	FALSE
Nyap1	chr5	FALSE	FALSE
Ppm1g	chr5	FALSE	FALSE
Nudt15	chr14	FALSE	FALSE
Jun	chr4	FALSE	FALSE
Atg101	chr15	FALSE	FALSE
Pgam1	chr19	FALSE	FALSE
Nsg1	chr5	FALSE	FALSE
Apaf1	chr10	FALSE	FALSE
Pnma3	chrX	FALSE	TRUE
Eef2k	chr7	FALSE	FALSE
Grpel2	chr18	FALSE	FALSE
Ccdc97	chr7	FALSE	FALSE
Pnkd	chr1	FALSE	TRUE
Smg5	chr3	FALSE	TRUE
Bfar	chr16	FALSE	FALSE
Chordc1	chr9	FALSE	FALSE
Chic1	chrX	FALSE	FALSE
Angel2	chr1	FALSE	FALSE
Zfp760	chr17	FALSE	FALSE
Rnf114	chr2	FALSE	FALSE
Ifnar1	chr16	FALSE	FALSE
Ascl4	chr10	FALSE	FALSE
Tmbim1	chr1	FALSE	FALSE
D130040H23Rik	chr8	FALSE	FALSE
Spag4	chr2	FALSE	FALSE
Polb	chr8	FALSE	FALSE
Ubxn4	chr1	FALSE	FALSE
Bag2	chr1	FALSE	FALSE
Inca1	chr11	FALSE	FALSE
Rpa3	chr6	FALSE	FALSE
Sdhaf1	chr7	FALSE	FALSE
Gpt2	chr8	FALSE	FALSE
Helq	chr5	FALSE	FALSE
Cpeb4	chr11	FALSE	FALSE
Pfdn2	chr1	FALSE	FALSE
Zranb2	chr3	FALSE	FALSE
Usf2	chr7	FALSE	FALSE
Frmd3	chr4	FALSE	TRUE
Atpaf1	chr4	FALSE	FALSE
Ncapd3	chr9	FALSE	TRUE
Plcxd2	chr16	FALSE	TRUE
Nutf2	chr8	FALSE	FALSE
Rab15	chr12	FALSE	FALSE
Sgk1	chr10	FALSE	FALSE
Pim3	chr15	FALSE	FALSE
Wdtc1	chr4	FALSE	FALSE
Sars2	chr7	FALSE	FALSE
Szrd1	chr4	FALSE	FALSE
Prpsap1	chr11	FALSE	FALSE
Rnaseh2c	chr19	FALSE	FALSE
Snapc1	chr12	FALSE	FALSE
Dhx40	chr11	FALSE	TRUE
Dpysl4	chr7	FALSE	FALSE
Zfp11	chr5	FALSE	FALSE
Aadat	chr8	FALSE	FALSE
2310011J03Rik	chr10	FALSE	TRUE
Ddx27	chr2	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Tmem183a	chr1	FALSE	FALSE
Adam9	chr8	FALSE	FALSE
Slc25a39	chr11	FALSE	FALSE
Hsd11b1	chr1	FALSE	FALSE
Tsn	chr1	FALSE	FALSE
Scamp1	chr13	FALSE	FALSE
Bcl9l	chr9	FALSE	FALSE
Senp1	chr15	FALSE	FALSE
Taf6	chr5	FALSE	FALSE
Ndufa12	chr10	FALSE	FALSE
Sema4f	chr6	FALSE	FALSE
Amer1	chrX	FALSE	FALSE
Fam104a	chr11	FALSE	FALSE
Ajap1	chr4	FALSE	FALSE
Engase	chr11	FALSE	TRUE
Sdhb	chr4	FALSE	FALSE
Tmem222	chr4	FALSE	FALSE
Car2	chr3	FALSE	FALSE
Miga2	chr2	FALSE	FALSE
Gnpat	chr8	FALSE	FALSE
Rab11b	chr17	FALSE	FALSE
Atp1b3	chr9	FALSE	TRUE
Huwe1	chrX	FALSE	FALSE
Hmgxb4	chr8	FALSE	FALSE
Ogt	chrX	FALSE	FALSE
Mtch1	chr17	FALSE	FALSE
Tbccd1	chr16	FALSE	FALSE
Sptssa	chr12	FALSE	FALSE
Ppat	chr5	FALSE	FALSE
Rtn4r	chr16	FALSE	FALSE
Sdhaf3	chr6	FALSE	FALSE
Slc4a1	chr11	FALSE	TRUE
Sft2d3	chr18	FALSE	FALSE
Larp4	chr15	FALSE	FALSE
Rfesd	chr13	FALSE	FALSE
Fam110b	chr4	FALSE	FALSE
Maoa	chrX	FALSE	FALSE
Yif1b	chr7	FALSE	FALSE
Nus1	chr10	FALSE	FALSE
Idua	chr5	FALSE	FALSE
Gpr27	chr6	FALSE	FALSE
Lrrc41	chr4	FALSE	FALSE
Tkt	chr14	FALSE	FALSE
Sidt2	chr9	FALSE	TRUE
Ppp1r3f	chrX	FALSE	TRUE
Ccdc28b	chr4	FALSE	FALSE
Rfc5	chr5	FALSE	FALSE
Ro60	chr1	FALSE	FALSE
Nhlh2	chr3	TRUE	FALSE
Ctnnb1	chr9	FALSE	TRUE
Ankrd7	chr6	FALSE	TRUE
Zfp729b	chr13	FALSE	FALSE
Gpsm1	chr2	FALSE	FALSE
Traf3ip2	chr10	FALSE	TRUE
Pdik1l	chr4	FALSE	FALSE
Hnrnpab	chr11	FALSE	FALSE
Inpp5j	chr11	FALSE	TRUE
Naa35	chr13	FALSE	TRUE
Gng2	chr14	FALSE	TRUE
Lancl1	chr1	FALSE	FALSE
Echdc1	chr10	FALSE	FALSE
Smad9	chr3	FALSE	FALSE
Plagl2	chr2	FALSE	FALSE
Elp5	chr11	FALSE	FALSE
Vamp8	chr6	FALSE	TRUE
Nif3l1	chr1	FALSE	FALSE
Armcx4	chrX	FALSE	FALSE
Spdef	chr17	FALSE	TRUE
Cul4a	chr8	FALSE	TRUE
Cdkn2d	chr9	FALSE	FALSE
Slc12a2	chr18	FALSE	FALSE
Rbm4	chr19	FALSE	TRUE
Nrip2	chr6	FALSE	TRUE
C1galt1c1	chrX	FALSE	FALSE
Dcaf11	chr14	FALSE	FALSE
Srsf11	chr3	FALSE	FALSE
Iffo1	chr6	FALSE	FALSE
Wdr1	chr5	FALSE	FALSE
Uck1	chr2	FALSE	FALSE
Map3k10	chr7	FALSE	TRUE
Klhl24	chr16	FALSE	FALSE
Cyp51	chr5	FALSE	FALSE
E2f6	chr12	FALSE	FALSE
Slc7a4	chr16	FALSE	FALSE
Gpr137	chr19	FALSE	TRUE
Nr2f6	chr8	FALSE	FALSE
Paqr3	chr5	FALSE	FALSE
Tmem106c	chr15	FALSE	FALSE
Scg3	chr9	FALSE	FALSE
Rflnb	chr11	FALSE	TRUE
Zfp82	chr7	FALSE	FALSE
Myl12b	chr17	FALSE	TRUE
Tsga10	chr1	FALSE	FALSE
Ptpa	chr2	FALSE	TRUE
Dcaf10	chr4	FALSE	FALSE
Pdp1	chr4	FALSE	FALSE
Gc	chr5	FALSE	TRUE
Inhbb	chr1	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Hsp90ab1	chr17	FALSE	FALSE
Gm9736	chr10	FALSE	FALSE
Zfp454	chr11	FALSE	FALSE
Inafm2	chr2	FALSE	TRUE
Cyp46a1	chr12	FALSE	FALSE
Map9	chr3	FALSE	FALSE
Pagr1a	chr7	FALSE	FALSE
Fam76a	chr4	FALSE	FALSE
Gdi2	chr13	FALSE	FALSE
Selenoi	chr5	FALSE	FALSE
Strip1	chr3	FALSE	FALSE
Zfp949	chr9	FALSE	FALSE
Ccdc25	chr14	FALSE	FALSE
1110038F14Rik	chr15	FALSE	FALSE
Rin1	chr19	FALSE	FALSE
Sh3glb2	chr2	FALSE	FALSE
Ift172	chr5	FALSE	FALSE
Ccne2	chr4	FALSE	FALSE
Rb1cc1	chr1	FALSE	FALSE
Zfp708	chr13	FALSE	FALSE
Sp1	chr15	FALSE	FALSE
Baz2a	chr10	FALSE	FALSE
Orai3	chr7	FALSE	FALSE
Zc4h2	chrX	FALSE	FALSE
Zbtb49	chr5	FALSE	FALSE
Mtpn	chr6	TRUE	FALSE
Mrpl12	chr11	FALSE	TRUE
Rasd2	chr8	FALSE	TRUE
Pcbp4	chr9	FALSE	TRUE
Ciapin1	chr8	FALSE	FALSE
Pomc	chr12	FALSE	FALSE
Fbxo8	chr8	FALSE	FALSE
Mfsd6l	chr11	FALSE	TRUE
Dnajb1	chr8	FALSE	FALSE
Uck2	chr1	FALSE	FALSE
Mpst	chr15	FALSE	FALSE
