gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Tas2r124	ENSMUSG00000060412.2	chr6	132754729	132755659	+	protein_coding	930	340	7394	99
Tas2r102	ENSMUSG00000056901.1	chr6	132762130	132763174	+	protein_coding	1044	397	8783	116
Tas2r136	ENSMUSG00000053217.3	chr6	132777178	132778162	-	protein_coding	984	366	7345	97
Tas2r117	ENSMUSG00000058349.2	chr6	132802817	132803975	+	protein_coding	1158	381	8226	32
Tas2r123	ENSMUSG00000057381.1	chr6	132847141	132848143	+	protein_coding	1002	379	8059	131
Tas2r116	ENSMUSG00000030194.2	chr6	132855437	132856355	+	protein_coding	918	369	7049	251
Tas2r110	ENSMUSG00000062952.1	chr6	132868007	132869009	+	protein_coding	1002	361	8486	139
Tas2r113	ENSMUSG00000056926.2	chr6	132893010	132893940	+	protein_coding	930	321	5730	82
Tas2r125	ENSMUSG00000059410.5	chr6	132909650	132910587	+	protein_coding	937	357	9049	103
Tas2r129	ENSMUSG00000063762.5	chr6	132951101	132952066	+	protein_coding	965	358	6741	27
Tas2r131	ENSMUSG00000057699.5	chr6	132956883	132957919	-	protein_coding	1036	378	8008	34
Tas2r109	ENSMUSG00000062528.2	chr6	132980014	132980965	-	protein_coding	951	342	7077	63
Tas2r103	ENSMUSG00000030196.3	chr6	133036162	133037101	-	protein_coding	939	357	7706	107
Tas2r140	ENSMUSG00000071147.2	chr6	133054816	133055816	-	protein_coding	1000	364	7420	79
Smim10l1	ENSMUSG00000072704.6	chr6	133104908	133110899	+	protein_coding	5991	2191	40175	474
5530400C23Rik	ENSMUSG00000055594.6	chr6	133292215	133295792	+	protein_coding	3577	1232	24710	140
Kap	ENSMUSG00000032758.4	chr6	133849850	133853762	-	protein_coding	3912	1561	28592	331
Etv6	ENSMUSG00000030199.16	chr6	134035699	134270158	+	protein_coding	234459	100122	1750936	33101
Bcl2l14	ENSMUSG00000030200.13	chr6	134396317	134438736	+	protein_coding	42419	18408	292773	4599
Lrp6	ENSMUSG00000030201.15	chr6	134446475	134566965	-	protein_coding	120490	46767	864754	12939
Mansc1	ENSMUSG00000032718.4	chr6	134609206	134632488	-	protein_coding	23282	10020	162148	3804
Borcs5	ENSMUSG00000042992.15	chr6	134639509	134711187	+	protein_coding	71678	29527	525683	11095
Dusp16	ENSMUSG00000030203.17	chr6	134715467	134792625	-	protein_coding	77158	30514	522842	9540
Crebl2	ENSMUSG00000032652.13	chr6	134830153	134858931	+	protein_coding	28778	12231	233150	3843
Gpr19	ENSMUSG00000032641.18	chr6	134869092	134898578	-	protein_coding	29486	12489	252041	3305
Cdkn1b	ENSMUSG00000003031.14	chr6	134920400	134925513	+	protein_coding	5113	1984	31032	453
Apold1	ENSMUSG00000090698.2	chr6	134981717	134986836	+	protein_coding	5119	2190	32172	989
Ddx47	ENSMUSG00000030204.10	chr6	135011611	135023776	+	protein_coding	12165	5231	96736	1113
Gprc5a	ENSMUSG00000046733.7	chr6	135065650	135084709	+	protein_coding	19059	8616	128379	2114
Gprc5d	ENSMUSG00000030205.15	chr6	135105990	135118283	-	protein_coding	12293	4896	83142	1396
Hebp1	ENSMUSG00000042770.8	chr6	135137521	135198022	-	protein_coding	60501	26528	418370	10022
Fam234b	ENSMUSG00000030207.15	chr6	135197976	135244955	+	protein_coding	46979	20814	329327	4630
Gsg1	ENSMUSG00000030206.13	chr6	135237325	135254351	-	protein_coding	17026	7505	118912	2395
Pbp2	ENSMUSG00000047104.5	chr6	135309126	135310405	-	protein_coding	1279	587	12026	175
Emp1	ENSMUSG00000030208.15	chr6	135362544	135383173	+	protein_coding	20629	8974	148078	3166
Grin2b	ENSMUSG00000030209.14	chr6	135713232	136173511	-	protein_coding	460279	189707	3737117	135429
Eif4a3l1	ENSMUSG00000094973.2	chr6	136327538	136329983	+	protein_coding	2445	1114	15997	310
E330021D16Rik	ENSMUSG00000045291.8	chr6	136400316	136415569	-	protein_coding	15253	5673	77834	1129
Atf7ip	ENSMUSG00000030213.12	chr6	136506166	136610862	+	protein_coding	104696	39823	716165	10321
Plbd1	ENSMUSG00000030214.7	chr6	136612069	136661928	-	protein_coding	49859	21031	348787	6230
Gucy2c	ENSMUSG00000042638.14	chr6	136697283	136781765	-	protein_coding	84482	35850	617562	9393
H4f16	ENSMUSG00000096010.2	chr6	136801552	136804415	-	protein_coding	2863	1060	19197	444
H2aj	ENSMUSG00000060032.6	chr6	136808243	136810074	+	protein_coding	1831	774	12689	174
Wbp11	ENSMUSG00000030216.12	chr6	136813653	136828233	-	protein_coding	14580	6042	114347	1594
BC049715	ENSMUSG00000047515.8	chr6	136827625	136840662	+	protein_coding	13037	5430	95194	1150
Smco3	ENSMUSG00000043298.8	chr6	136829926	136835452	-	protein_coding	5526	2239	42638	509
Art4	ENSMUSG00000030217.2	chr6	136848450	136857733	-	protein_coding	9283	4186	75140	821
Mgp	ENSMUSG00000030218.2	chr6	136872434	136875823	-	protein_coding	3389	1368	21713	316
Erp27	ENSMUSG00000030219.13	chr6	136907310	136922180	-	protein_coding	14870	6283	102254	1632
Arhgdib	ENSMUSG00000030220.13	chr6	136923654	136941899	-	protein_coding	18245	7698	135500	1934
Pde6h	ENSMUSG00000064330.9	chr6	136923831	136968865	+	protein_coding	45034	18777	322845	4612
Rerg	ENSMUSG00000030222.13	chr6	137054824	137170497	-	protein_coding	115673	47397	880149	16235
Ptpro	ENSMUSG00000030223.14	chr6	137252318	137463233	+	protein_coding	210915	84717	1646615	35257
Eps8	ENSMUSG00000015766.14	chr6	137477244	137654876	-	protein_coding	177632	72337	1292382	32607
Strap	ENSMUSG00000030224.10	chr6	137735077	137751932	+	protein_coding	16855	6557	122797	1674
Dera	ENSMUSG00000030225.11	chr6	137754545	137857340	+	protein_coding	102795	43078	797606	10613
Slc15a5	ENSMUSG00000044378.12	chr6	137983585	138079916	-	protein_coding	96331	35041	667091	6163
Mgst1	ENSMUSG00000008540.11	chr6	138140315	138156755	+	protein_coding	16440	6688	124234	1991
Lmo3	ENSMUSG00000030226.12	chr6	138362917	138581968	-	protein_coding	219051	79794	1592119	21447
Igbp1b	ENSMUSG00000046717.5	chr6	138657088	138658544	-	protein_coding	1456	673	11375	213
Rergl	ENSMUSG00000092164.2	chr6	139492972	139501976	-	protein_coding	9004	3212	68329	721
Pik3c2g	ENSMUSG00000030228.18	chr6	139587220	139969284	+	protein_coding	382064	124160	2456365	31698
Plcz1	ENSMUSG00000030230.15	chr6	139989672	140041457	-	protein_coding	51785	19860	394021	4065
Capza3	ENSMUSG00000041791.6	chr6	140041251	140042778	+	protein_coding	1527	631	12550	190
Plekha5	ENSMUSG00000030231.11	chr6	140424053	140597110	+	protein_coding	173057	71111	1218728	22650
Aebp2	ENSMUSG00000030232.18	chr6	140622662	140678472	+	protein_coding	55810	22617	353054	6490
Gm11077	ENSMUSG00000079264.1	chr6	140729283	140756053	+	protein_coding	26770	11026	189218	3283
Pde3a	ENSMUSG00000041741.10	chr6	141249268	141507448	+	protein_coding	258180	96839	1808690	40567
Slco1c1	ENSMUSG00000030235.17	chr6	141524367	141570177	+	protein_coding	45810	17509	334758	4706
Slco1b2	ENSMUSG00000030236.10	chr6	141629517	141686646	+	protein_coding	57129	20862	395287	4758
Gm5724	ENSMUSG00000084927.1	chr6	141708117	141773810	-	protein_coding	65693	22244	405396	4386
Slco1a4	ENSMUSG00000030237.14	chr6	141805439	141856199	-	protein_coding	50760	18782	372082	3960
Slco1a1	ENSMUSG00000041698.11	chr6	141907281	141946962	-	protein_coding	39681	14360	285594	2870
Gm6614	ENSMUSG00000079263.8	chr6	141971844	142011414	-	protein_coding	39570	14805	283676	3428
Slco1a6	ENSMUSG00000079262.3	chr6	142085760	142208521	-	protein_coding	122761	44260	800517	8280
Slco1a5	ENSMUSG00000063975.13	chr6	142234226	142322981	-	protein_coding	88755	33984	639474	6912
Iapp	ENSMUSG00000041681.2	chr6	142298422	142303961	+	protein_coding	5539	1996	44553	428
Pyroxd1	ENSMUSG00000041671.13	chr6	142345653	142363257	+	protein_coding	17604	7215	156197	1613
Recql	ENSMUSG00000030243.16	chr6	142350341	142387087	-	protein_coding	36746	15060	319392	3525
Golt1b	ENSMUSG00000030245.10	chr6	142387220	142403858	+	protein_coding	16638	6245	123737	1039
Spx	ENSMUSG00000071112.12	chr6	142413440	142419730	+	protein_coding	6290	2536	46032	738
Gys2	ENSMUSG00000030244.7	chr6	142422612	142473109	-	protein_coding	50497	20064	381105	3850
Ldhb	ENSMUSG00000030246.12	chr6	142490248	142507957	-	protein_coding	17709	7320	142178	1749
Kcnj8	ENSMUSG00000030247.9	chr6	142564836	142571614	-	protein_coding	6778	2798	47150	937
Abcc9	ENSMUSG00000030249.15	chr6	142587861	142702315	-	protein_coding	114454	45753	879990	11298
Cmas	ENSMUSG00000030282.14	chr6	142756685	142775714	+	protein_coding	19029	8291	151788	1663
Sult6b2	ENSMUSG00000048473.15	chr6	142785203	142804502	-	protein_coding	19299	7906	135130	3691
St8sia1	ENSMUSG00000030283.7	chr6	142821544	142964452	-	protein_coding	142908	56159	901996	16397
C2cd5	ENSMUSG00000030279.15	chr6	143010919	143100141	-	protein_coding	89222	35593	660782	8579
Etnk1	ENSMUSG00000030275.6	chr6	143167220	143232307	+	protein_coding	65087	26478	484366	6573
Sox5	ENSMUSG00000041540.16	chr6	143828424	144781977	-	protein_coding	953553	380601	7333856	167253
Bcat1	ENSMUSG00000030268.17	chr6	144993834	145076184	-	protein_coding	82350	35822	652008	28037
Lrmp	ENSMUSG00000030263.13	chr6	145115652	145174934	+	protein_coding	59282	25166	438875	7313
Casc1	ENSMUSG00000043541.16	chr6	145174833	145211005	-	protein_coding	36172	15568	277704	4095
Etfrf1	ENSMUSG00000040370.13	chr6	145211133	145216939	+	protein_coding	5806	2272	42023	394
Kras	ENSMUSG00000030265.14	chr6	145216698	145250239	-	protein_coding	33541	12052	231046	3032
Lmntd1	ENSMUSG00000054966.13	chr6	145365133	145614319	-	protein_coding	249186	106802	1942014	64988
Tuba3b	ENSMUSG00000067338.6	chr6	145615756	145621479	+	protein_coding	5723	2506	47655	1413
Rassf8	ENSMUSG00000030259.12	chr6	145746747	145821079	+	protein_coding	74332	32050	600657	33617
Bhlhe41	ENSMUSG00000030256.11	chr6	145858242	145865558	-	protein_coding	7316	3010	48028	589
Sspn	ENSMUSG00000030255.13	chr6	145931640	145965223	+	protein_coding	33583	14395	265037	8745
Itpr2	ENSMUSG00000030287.15	chr6	146108298	146502223	-	protein_coding	393925	165785	3027003	61800
Ints13	ENSMUSG00000040250.14	chr6	146549631	146577835	-	protein_coding	28204	10381	203951	2122
Fgfr1op2	ENSMUSG00000040242.14	chr6	146577202	146599198	+	protein_coding	21996	8319	170845	2117
Tm7sf3	ENSMUSG00000040234.16	chr6	146602351	146642824	-	protein_coding	40473	17593	328951	4869
Med21	ENSMUSG00000030291.12	chr6	146642546	146650732	+	protein_coding	8186	3149	62952	831
Stk38l	ENSMUSG00000001630.13	chr6	146724994	146778812	+	protein_coding	53818	21848	408204	6371
Arntl2	ENSMUSG00000040187.15	chr6	146796054	146833529	+	protein_coding	37475	16190	279122	4156
Smco2	ENSMUSG00000030292.10	chr6	146850103	146871406	+	protein_coding	21303	9068	165134	2060
Ppfibp1	ENSMUSG00000016487.15	chr6	146888486	147032025	+	protein_coding	143539	57705	1078125	17605
1700034J05Rik	ENSMUSG00000040163.14	chr6	146950328	146954422	-	protein_coding	4094	1716	31965	459
Rep15	ENSMUSG00000040121.5	chr6	147032583	147034245	+	protein_coding	1662	704	13301	425
Mrps35	ENSMUSG00000040112.9	chr6	147042763	147073991	+	protein_coding	31228	13247	245071	2785
Mansc4	ENSMUSG00000072662.2	chr6	147075059	147087032	-	protein_coding	11973	5321	76554	1194
Klhl42	ENSMUSG00000040102.10	chr6	147091378	147112778	+	protein_coding	21400	9403	152021	1949
Pthlh	ENSMUSG00000048776.8	chr6	147252100	147264183	-	protein_coding	12083	4709	80565	813
Ccdc91	ENSMUSG00000030301.17	chr6	147475827	147632612	+	protein_coding	156785	62805	1156629	16605
Far2	ENSMUSG00000030303.15	chr6	148047258	148182758	+	protein_coding	135500	53285	964802	13871
Ergic2	ENSMUSG00000030304.11	chr6	148179078	148212374	-	protein_coding	33296	12607	252199	2724
Tmtc1	ENSMUSG00000030306.14	chr6	148232429	148444389	-	protein_coding	211960	87388	1627528	28011
Ipo8	ENSMUSG00000040029.15	chr6	148770682	148831467	-	protein_coding	60785	23903	419930	5476
Caprin2	ENSMUSG00000030309.16	chr6	148842491	148896237	-	protein_coding	53746	20076	359261	4838
Sinhcaf	ENSMUSG00000039985.14	chr6	148921034	148946467	-	protein_coding	25433	9915	156582	2558
Dennd5b	ENSMUSG00000030313.15	chr6	148988070	149101680	-	protein_coding	113610	43333	744299	11080
Gm10203	ENSMUSG00000067292.3	chr6	149130169	149130710	+	protein_coding	541	260	3042	25
Etfbkmt	ENSMUSG00000039958.17	chr6	149139848	149151171	+	protein_coding	11323	4551	76891	1093
Amn1	ENSMUSG00000068250.13	chr6	149157146	149188712	-	protein_coding	31566	12141	208917	2505
Resf1	ENSMUSG00000032712.16	chr6	149309413	149335663	+	protein_coding	26250	10047	185498	3117
Bicd1	ENSMUSG00000003452.15	chr6	149408885	149563329	+	protein_coding	154444	54936	886960	14036
AU018091	ENSMUSG00000054753.9	chr7	3154657	3169203	-	protein_coding	14546	6333	101292	1018
Nlrp12	ENSMUSG00000078817.4	chr7	3218783	3249740	-	protein_coding	30957	13081	207711	2417
Myadm	ENSMUSG00000068566.12	chr7	3289079	3300442	+	protein_coding	11363	5211	70309	1327
Prkcg	ENSMUSG00000078816.9	chr7	3289178	3331099	+	protein_coding	41921	18857	267701	4476
Cacng7	ENSMUSG00000069806.5	chr7	3332954	3368221	+	protein_coding	35267	15023	231254	3171
Cacng8	ENSMUSG00000053395.15	chr7	3390682	3415648	+	protein_coding	24966	11079	155627	2732
Cacng6	ENSMUSG00000078815.8	chr7	3424194	3435667	+	protein_coding	11473	5031	80837	742
Tarm1	ENSMUSG00000053338.9	chr7	3486499	3502624	-	protein_coding	16125	6626	116978	1146
Oscar	ENSMUSG00000054594.13	chr7	3609812	3616157	-	protein_coding	6345	2863	47851	810
Ndufa3	ENSMUSG00000035674.13	chr7	3617372	3620327	+	protein_coding	2955	1327	20963	220
Tfpt	ENSMUSG00000006335.16	chr7	3620323	3629929	-	protein_coding	9606	4418	72330	862
Prpf31	ENSMUSG00000008373.16	chr7	3629984	3642486	+	protein_coding	12502	5889	105612	1182
Cnot3	ENSMUSG00000035632.16	chr7	3645267	3661109	+	protein_coding	15842	7576	136724	1704
Leng1	ENSMUSG00000078813.3	chr7	3660097	3665840	-	protein_coding	5743	2632	49121	910
Tmc4	ENSMUSG00000019734.16	chr7	3665789	3677553	-	protein_coding	11764	5416	86353	1880
Mboat7	ENSMUSG00000035596.14	chr7	3677788	3693523	-	protein_coding	15735	7221	120944	1703
Tsen34	ENSMUSG00000035585.16	chr7	3692862	3701024	+	protein_coding	8162	3503	60101	919
Rps9	ENSMUSG00000006333.14	chr7	3703992	3706897	+	protein_coding	2905	1251	20627	120
Pirb	ENSMUSG00000058818.13	chr7	3711408	3720391	-	protein_coding	8983	4243	55642	572
Gm15448	ENSMUSG00000074419.11	chr7	3816780	3825687	-	protein_coding	8907	4044	67111	747
Pira2	ENSMUSG00000089942.9	chr7	3836811	3845051	-	protein_coding	8240	2262	19283	125
Gm14548	ENSMUSG00000074417.9	chr7	3884241	3898120	-	protein_coding	13879	1862	17105	339
Lilra6	ENSMUSG00000030427.17	chr7	3908279	3915503	-	protein_coding	7224	3296	54153	456
Lair1	ENSMUSG00000055541.17	chr7	4003401	4063204	-	protein_coding	59803	20856	359959	3725
Ttyh1	ENSMUSG00000030428.16	chr7	4119407	4136708	+	protein_coding	17301	8364	122296	1615
Leng8	ENSMUSG00000035545.13	chr7	4137038	4148177	+	protein_coding	11139	5488	77889	1027
Leng9	ENSMUSG00000043432.7	chr7	4147914	4150374	-	protein_coding	2460	1203	13723	313
Cdc42ep5	ENSMUSG00000063838.6	chr7	4151259	4164860	-	protein_coding	13601	5661	93388	1253
Lilra5	ENSMUSG00000070873.5	chr7	4237753	4243463	+	protein_coding	5710	2361	40313	436
Ncr1	ENSMUSG00000062524.4	chr7	4337723	4345164	+	protein_coding	7441	3004	54721	472
Gp6	ENSMUSG00000078810.4	chr7	4363964	4397744	-	protein_coding	33780	12966	209344	2519
Rdh13	ENSMUSG00000008435.15	chr7	4424769	4445649	-	protein_coding	20880	9269	157966	1886
Eps8l1	ENSMUSG00000006154.13	chr7	4460673	4480487	+	protein_coding	19814	9309	132419	2468
Ppp1r12c	ENSMUSG00000019254.16	chr7	4481519	4501680	-	protein_coding	20161	9683	151001	1887
Tnnt1	ENSMUSG00000064179.13	chr7	4504569	4516382	-	protein_coding	11813	5420	69098	1063
Tnni3	ENSMUSG00000035458.15	chr7	4518304	4524229	-	protein_coding	5925	2851	37548	807
Dnaaf3	ENSMUSG00000055809.7	chr7	4522932	4532453	-	protein_coding	9521	4401	63137	1486
Syt5	ENSMUSG00000004961.7	chr7	4539764	4547541	-	protein_coding	7777	3582	50677	632
Ptprh	ENSMUSG00000035429.13	chr7	4548611	4604041	-	protein_coding	55430	21504	295085	3765
Tmem86b	ENSMUSG00000045282.7	chr7	4628039	4631422	-	protein_coding	3383	1709	20985	280
Ppp6r1	ENSMUSG00000052296.7	chr7	4631494	4659019	-	protein_coding	27525	12749	195363	2721
Hspbp1	ENSMUSG00000063802.5	chr7	4660520	4685068	-	protein_coding	24548	10655	177341	2385
Brsk1	ENSMUSG00000035390.16	chr7	4690603	4715997	+	protein_coding	25394	11297	178917	2040
Tmem150b	ENSMUSG00000046456.14	chr7	4706831	4725249	-	protein_coding	18418	8323	133448	1689
Kmt5c	ENSMUSG00000059851.15	chr7	4740114	4747514	+	protein_coding	7400	3837	51943	703
Cox6b2	ENSMUSG00000051811.14	chr7	4751791	4753094	-	protein_coding	1303	681	8627	102
Fam71e2	ENSMUSG00000092518.9	chr7	4753225	4771302	-	protein_coding	18077	7633	140814	2204
Il11	ENSMUSG00000004371.15	chr7	4772372	4782859	-	protein_coding	10487	5217	79056	1583
Tmem190	ENSMUSG00000013091.5	chr7	4782936	4784341	+	protein_coding	1405	742	9180	67
Tmem238	ENSMUSG00000030431.8	chr7	4784556	4789656	-	protein_coding	5100	2283	43378	757
Rpl28	ENSMUSG00000030432.12	chr7	4792873	4795066	+	protein_coding	2193	1022	18017	214
Ube2s	ENSMUSG00000060860.8	chr7	4794545	4812590	-	protein_coding	18045	7787	177043	1817
Shisa7	ENSMUSG00000053550.13	chr7	4825551	4844696	-	protein_coding	19145	9185	164967	2889
Isoc2b	ENSMUSG00000052605.12	chr7	4844958	4870258	-	protein_coding	25300	11221	227033	3973
Isoc2a	ENSMUSG00000086784.2	chr7	4877152	4896973	+	protein_coding	19821	8790	176102	2572
Gm36210	ENSMUSG00000110221.1	chr7	4898449	4906516	-	protein_coding	8067	3579	69259	935
Zfp628	ENSMUSG00000074406.5	chr7	4915216	4922002	+	protein_coding	6786	3494	53946	545
Nat14	ENSMUSG00000035285.6	chr7	4922027	4925006	+	protein_coding	2979	1519	18318	294
Ssc5d	ENSMUSG00000035279.8	chr7	4925784	4944826	+	protein_coding	19042	9096	155344	1841
Sbk2	ENSMUSG00000030433.15	chr7	4940511	4964406	-	protein_coding	23895	11064	197236	2494
Sbk3	ENSMUSG00000085272.7	chr7	4965259	4971168	-	protein_coding	5909	2755	44490	957
Zfp579	ENSMUSG00000051550.10	chr7	4983482	4996158	-	protein_coding	12676	5911	100451	1141
Fiz1	ENSMUSG00000061374.14	chr7	5007058	5014697	-	protein_coding	7639	3643	65677	719
Zfp524	ENSMUSG00000051184.7	chr7	5014414	5018488	+	protein_coding	4074	1885	30630	336
Gm44973	ENSMUSG00000109129.1	chr7	5015495	5033097	+	protein_coding	17602	8193	159395	2109
Zfp865	ENSMUSG00000074405.8	chr7	5020375	5036768	+	protein_coding	16393	7721	153569	2220
Ccdc106	ENSMUSG00000035228.15	chr7	5020552	5060785	+	protein_coding	40233	18450	343000	5402
4632433K11Rik	ENSMUSG00000116184.1	chr7	5034117	5035246	+	protein_coding	1129	517	10830	117
Zfp784	ENSMUSG00000043290.6	chr7	5034438	5038446	-	protein_coding	4008	1861	36778	540
Zfp580	ENSMUSG00000055633.6	chr7	5051537	5053723	+	protein_coding	2186	1032	12144	73
U2af2	ENSMUSG00000030435.16	chr7	5062142	5079938	+	protein_coding	17796	7878	120500	1605
Epn1	ENSMUSG00000035203.16	chr7	5080234	5098178	+	protein_coding	17944	8635	116630	1056
Rfpl4	ENSMUSG00000035191.15	chr7	5109786	5116950	-	protein_coding	7164	2858	49462	577
Rasl2-9	ENSMUSG00000083649.5	chr7	5124937	5125950	-	protein_coding	1013	424	10539	214
Vmn1r55	ENSMUSG00000118215.1	chr7	5129290	5149670	-	protein_coding	20380	7841	140341	1828
Vmn1r56	ENSMUSG00000091874.2	chr7	5194915	5196747	-	protein_coding	1832	740	15828	91
Vmn1r57	ENSMUSG00000091652.2	chr7	5218492	5221736	+	protein_coding	3244	1218	23882	233
Nlrp2	ENSMUSG00000035177.8	chr7	5298546	5351035	-	protein_coding	52489	20939	384499	3064
Gm5065	ENSMUSG00000048398.7	chr7	5350536	5360682	+	protein_coding	10146	3479	63803	697
Vmn1r58	ENSMUSG00000078808.5	chr7	5401680	5413396	-	protein_coding	11716	4513	85998	696
Vmn1r59	ENSMUSG00000117744.1	chr7	5450207	5456774	-	protein_coding	6567	2497	49572	750
Vmn2r28	ENSMUSG00000066820.7	chr7	5477254	5493956	-	protein_coding	16702	5584	107483	980
Vmn1r60	ENSMUSG00000118298.1	chr7	5539345	5547317	-	protein_coding	7972	2935	56054	534
Vmn1r61	ENSMUSG00000117863.1	chr7	5601646	5613295	-	protein_coding	11649	4434	82182	1017
Vmn1r62	ENSMUSG00000092579.2	chr7	5673630	5676663	+	protein_coding	3033	0	0	0
Vmn1r63	ENSMUSG00000058631.6	chr7	5802344	5805445	-	protein_coding	3101	0	0	0
Vmn1r64	ENSMUSG00000118388.1	chr7	5883579	5884542	-	protein_coding	963	408	9458	116
Vmn1r65	ENSMUSG00000066850.2	chr7	6007749	6011010	-	protein_coding	3261	1275	28591	228
Nlrp4c	ENSMUSG00000034690.13	chr7	6045160	6105150	+	protein_coding	59990	23019	394500	4845
Zfp787	ENSMUSG00000046792.8	chr7	6131490	6155997	-	protein_coding	24507	11471	169214	1941
Zfp444	ENSMUSG00000044876.15	chr7	6172225	6193811	+	protein_coding	21586	9775	150423	2605
Galp	ENSMUSG00000034660.8	chr7	6197089	6216137	+	protein_coding	19048	8402	126528	1530
Zscan5b	ENSMUSG00000058028.14	chr7	6222277	6239423	+	protein_coding	17146	7442	115812	1403
Epp13	ENSMUSG00000053367.15	chr7	6252709	6282066	+	protein_coding	29357	12740	189264	1778
Zfp667	ENSMUSG00000054893.15	chr7	6286578	6307883	+	protein_coding	21305	8975	138671	1326
Zfp583	ENSMUSG00000030443.16	chr7	6315659	6331285	-	protein_coding	15626	6369	105593	1336
Gm3854	ENSMUSG00000109398.2	chr7	6343758	6355956	+	protein_coding	12198	5148	85608	1137
Zfp78	ENSMUSG00000055150.15	chr7	6363279	6382605	+	protein_coding	19326	7908	127425	1654
Zfp28	ENSMUSG00000062861.8	chr7	6383294	6396915	+	protein_coding	13621	5871	92366	1089
Smim17	ENSMUSG00000093536.7	chr7	6398714	6432093	+	protein_coding	33379	13863	227411	2598
Gm20715	ENSMUSG00000045929.8	chr7	6410276	6441691	+	protein_coding	31415	13140	209043	3102
Olfr1344	ENSMUSG00000090824.2	chr7	6438687	6442161	+	protein_coding	3474	1585	24563	493
Olfr1336	ENSMUSG00000048620.6	chr7	6456167	6466817	+	protein_coding	10650	4079	78105	957
Olfr1346	ENSMUSG00000054938.7	chr7	6467100	6478112	+	protein_coding	11012	4313	85335	1119
Olfr5	ENSMUSG00000096228.5	chr7	6478321	6486941	-	protein_coding	8620	3349	61883	672
Olfr1347	ENSMUSG00000034583.9	chr7	6486943	6499755	-	protein_coding	12812	5091	91064	855
Olfr1348	ENSMUSG00000093877.4	chr7	6499792	6508748	-	protein_coding	8956	3382	59374	579
Olfr1349	ENSMUSG00000048067.8	chr7	6513268	6522950	-	protein_coding	9682	4102	75517	1095
Olfr1350	ENSMUSG00000056696.5	chr7	6564840	6571401	+	protein_coding	6561	2882	51747	460
Zim1	ENSMUSG00000002266.17	chr7	6671268	6696450	-	protein_coding	25182	10400	186310	2270
Peg3	ENSMUSG00000002265.17	chr7	6703891	6730431	-	protein_coding	26540	11203	217299	2854
Usp29	ENSMUSG00000051527.11	chr7	6730577	6967219	+	protein_coding	236642	96853	1636581	32183
Aurkc	ENSMUSG00000070837.5	chr7	6995299	7003091	+	protein_coding	7792	3475	50960	843
Zfp954	ENSMUSG00000062116.10	chr7	7114689	7121488	-	protein_coding	6799	3023	58766	549
Zfp773	ENSMUSG00000063535.7	chr7	7127072	7136755	-	protein_coding	9683	4107	77328	831
Zfp418	ENSMUSG00000034538.8	chr7	7171329	7183562	+	protein_coding	12233	4912	85484	834
Zfp772	ENSMUSG00000066838.7	chr7	7202116	7209998	-	protein_coding	7882	3362	59526	666
Gm45844	ENSMUSG00000110105.1	chr7	7213016	7278289	-	protein_coding	65273	22018	271513	3269
Vmn2r29	ENSMUSG00000095730.3	chr7	7231326	7247328	-	protein_coding	16002	4732	54212	468
Clcn4	ENSMUSG00000000605.9	chr7	7282308	7300851	-	protein_coding	18543	7822	130522	1735
Vmn2r30	ENSMUSG00000070847.13	chr7	7310436	7337609	-	protein_coding	27173	7799	78192	1004
Gm45783	ENSMUSG00000110139.1	chr7	7334148	7374573	-	protein_coding	40425	15011	212513	2221
Vmn2r31	ENSMUSG00000096373.3	chr7	7378250	7399703	-	protein_coding	21453	5866	69246	655
Vmn2r32	ENSMUSG00000096743.3	chr7	7462095	7480018	-	protein_coding	17923	5504	58481	726
Vmn2r33	ENSMUSG00000096691.1	chr7	7550966	7566786	-	protein_coding	15820	3254	28371	278
Vmn2r34	ENSMUSG00000070841.5	chr7	7670803	7689513	-	protein_coding	18710	4218	33298	285
Vmn2r35	ENSMUSG00000096399.1	chr7	7786150	7819867	-	protein_coding	33717	1930	12513	49
Vmn2r36	ENSMUSG00000091651.3	chr7	7875953	7902495	-	protein_coding	26542	2971	16206	146
Vmn2r41	ENSMUSG00000090892.2	chr7	8136949	8161654	-	protein_coding	24705	3268	19810	122
Vmn2r42	ENSMUSG00000070844.11	chr7	8182371	8200320	-	protein_coding	17949	1944	11302	186
Vmn2r43	ENSMUSG00000053720.4	chr7	8244347	8260599	-	protein_coding	16252	2869	24469	405
Vmn2r44	ENSMUSG00000094098.3	chr7	8366163	8383333	-	protein_coding	17170	5325	75544	614
Vmn2r45	ENSMUSG00000090662.3	chr7	8469562	8489075	-	protein_coding	19513	6418	79191	1094
Vmn2r40	ENSMUSG00000090864.11	chr7	8906771	8931435	-	protein_coding	24664	3213	18226	206
Vmn2r39	ENSMUSG00000096658.3	chr7	9013805	9030798	-	protein_coding	16993	2948	26712	229
Vmn2r38	ENSMUSG00000095773.3	chr7	9073774	9097881	-	protein_coding	24107	4391	40004	302
Vmn2r37	ENSMUSG00000066828.5	chr7	9205545	9223653	-	protein_coding	18108	3956	35935	552
Gm10302	ENSMUSG00000096294.1	chr7	9546768	9572288	-	protein_coding	25520	52	52	1
Vmn2r46	ENSMUSG00000090342.2	chr7	9747810	9770571	-	protein_coding	22761	51	51	0
