gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Cdk5r1	ENSMUSG00000048895.13	chr11	80477022	80481184	+	protein_coding	4162	1925	24092	479
Myo1d	ENSMUSG00000035441.14	chr11	80482125	80780025	-	protein_coding	297900	122563	2336563	57073
Tmem98	ENSMUSG00000035413.8	chr11	80810174	80822033	+	protein_coding	11859	5392	88753	2064
Spaca3	ENSMUSG00000053184.15	chr11	80858364	80867814	+	protein_coding	9450	4361	65807	1498
Asic2	ENSMUSG00000020704.13	chr11	80880168	81968457	-	protein_coding	1088289	466199	8486660	220413
5530401A14Rik	ENSMUSG00000020703.3	chr11	81860672	81894582	+	protein_coding	33910	14270	266409	4582
Gm17268	ENSMUSG00000092157.1	chr11	82028223	82038562	-	protein_coding	10339	4562	77285	2029
Ccl2	ENSMUSG00000035385.5	chr11	82035570	82037453	+	protein_coding	1883	798	13565	602
Ccl7	ENSMUSG00000035373.2	chr11	82045711	82047525	+	protein_coding	1814	762	12826	592
Ccl11	ENSMUSG00000020676.2	chr11	82057822	82062955	+	protein_coding	5133	2138	34823	475
Ccl12	ENSMUSG00000035352.3	chr11	82101844	82103400	+	protein_coding	1556	655	12324	70
Ccl8	ENSMUSG00000009185.2	chr11	82115184	82116799	+	protein_coding	1615	758	10976	37
Ccl1	ENSMUSG00000020702.13	chr11	82176656	82305690	-	protein_coding	129034	58801	986988	16707
Tmem132e	ENSMUSG00000020701.12	chr11	82388899	82446332	+	protein_coding	57433	27892	442840	12356
Cct6b	ENSMUSG00000020698.11	chr11	82719249	82764321	-	protein_coding	45072	18164	334841	4723
Zfp830	ENSMUSG00000046010.7	chr11	82764344	82765935	+	protein_coding	1591	657	9664	183
Lig3	ENSMUSG00000020697.16	chr11	82781107	82804274	+	protein_coding	23167	10357	182631	2217
Rffl	ENSMUSG00000020696.18	chr11	82802448	82871210	-	protein_coding	68762	30003	544777	8287
Rad51d	ENSMUSG00000018841.17	chr11	82876433	82890614	-	protein_coding	14181	6472	101677	1887
Fndc8	ENSMUSG00000018844.6	chr11	82892123	82900801	+	protein_coding	8678	3886	65810	911
Nle1	ENSMUSG00000020692.14	chr11	82900767	82908411	-	protein_coding	7644	3629	61676	934
Unc45b	ENSMUSG00000018845.14	chr11	82910549	82943403	+	protein_coding	32854	15040	246845	4569
Slfn5	ENSMUSG00000054404.13	chr11	82951348	82964840	+	protein_coding	13492	5633	98455	1826
Slfn9	ENSMUSG00000069793.12	chr11	82978389	82991830	-	protein_coding	13441	5623	98436	1886
Slfn8	ENSMUSG00000035208.16	chr11	83002157	83020810	-	protein_coding	18653	7853	138400	1750
Slfn2	ENSMUSG00000072620.3	chr11	83065111	83070678	+	protein_coding	5567	2492	40791	537
Slfn1	ENSMUSG00000078763.2	chr11	83116848	83122670	+	protein_coding	5822	2503	44331	563
Slfn4	ENSMUSG00000000204.16	chr11	83175185	83190216	+	protein_coding	15031	6238	117904	1475
Slfn3	ENSMUSG00000018986.10	chr11	83191329	83215154	+	protein_coding	23825	9560	170406	2332
Slfn14	ENSMUSG00000082101.3	chr11	83275109	83286726	-	protein_coding	11617	4879	85377	1869
Pex12	ENSMUSG00000018733.10	chr11	83294641	83302586	-	protein_coding	7945	3204	59344	508
Ap2b1	ENSMUSG00000035152.14	chr11	83299023	83405035	+	protein_coding	106012	42605	831099	12213
Rasl10b	ENSMUSG00000020684.14	chr11	83409136	83421039	+	protein_coding	11903	5780	81309	1357
Gas2l2	ENSMUSG00000020686.12	chr11	83421901	83429455	-	protein_coding	7554	3726	58340	1272
1700020L24Rik	ENSMUSG00000035085.5	chr11	83437676	83441233	+	protein_coding	3557	1621	21791	352
Mmp28	ENSMUSG00000020682.17	chr11	83440767	83463071	-	protein_coding	22304	10368	175346	6494
Taf15	ENSMUSG00000020680.15	chr11	83473085	83506743	+	protein_coding	33658	12103	226144	3334
Heatr9	ENSMUSG00000018925.3	chr11	83511735	83522175	-	protein_coding	10440	4658	77491	886
Ccl5	ENSMUSG00000035042.2	chr11	83525777	83530518	-	protein_coding	4741	2075	36564	828
Ccl9	ENSMUSG00000019122.8	chr11	83572918	83578636	-	protein_coding	5718	2357	44855	528
Ccl6	ENSMUSG00000018927.3	chr11	83587881	83593087	-	protein_coding	5206	2196	36335	489
Rpl9-ps1	ENSMUSG00000081906.2	chr11	83645045	83645621	-	protein_coding	576	243	4699	90
Ccl3	ENSMUSG00000000982.5	chr11	83647843	83649355	-	protein_coding	1512	662	10708	44
Ccl4	ENSMUSG00000018930.3	chr11	83662583	83664683	+	protein_coding	2100	900	15627	218
Wfdc17	ENSMUSG00000069792.5	chr11	83703990	83706268	+	protein_coding	2278	998	18676	225
Wfdc18	ENSMUSG00000000983.13	chr11	83709014	83711348	+	protein_coding	2334	1040	17353	220
Wfdc21	ENSMUSG00000051748.2	chr11	83746939	83752642	+	protein_coding	5703	2247	38154	477
Heatr6	ENSMUSG00000000976.13	chr11	83753695	83783754	+	protein_coding	30059	12923	255324	2557
Hnf1b	ENSMUSG00000020679.11	chr11	83850062	83905819	+	protein_coding	55757	24455	387019	5159
Ddx52	ENSMUSG00000020677.7	chr11	83942061	83963088	+	protein_coding	21027	8411	163260	1632
Synrg	ENSMUSG00000034940.15	chr11	83964427	84044578	+	protein_coding	80151	33687	649947	10627
Dusp14	ENSMUSG00000018648.15	chr11	84048040	84069261	-	protein_coding	21221	9360	176509	4280
Tada2a	ENSMUSG00000018651.14	chr11	84078919	84129600	-	protein_coding	50681	20810	404511	5940
Acaca	ENSMUSG00000020532.18	chr11	84129671	84401651	+	protein_coding	271980	106256	2011050	33286
Gm11437	ENSMUSG00000051452.8	chr11	84148350	84167476	-	protein_coding	19126	8097	140839	2898
Aatf	ENSMUSG00000018697.14	chr11	84422854	84513522	-	protein_coding	90668	35984	683640	12123
Lhx1	ENSMUSG00000018698.15	chr11	84518283	84525535	-	protein_coding	7252	3243	47954	1010
Mrm1	ENSMUSG00000018405.7	chr11	84813060	84819515	-	protein_coding	6455	2998	46531	1135
Dhrs11	ENSMUSG00000034449.7	chr11	84820855	84828994	-	protein_coding	8139	3908	56197	912
Ggnbp2	ENSMUSG00000020530.14	chr11	84832360	84870817	-	protein_coding	38457	14203	265764	3147
Pigw	ENSMUSG00000045140.8	chr11	84876314	84880285	-	protein_coding	3971	1615	30355	340
Myo19	ENSMUSG00000020527.14	chr11	84880147	84911226	+	protein_coding	31079	14620	251863	3775
Znhit3	ENSMUSG00000020526.12	chr11	84910949	84916366	-	protein_coding	5417	2380	41050	786
Car4	ENSMUSG00000000805.18	chr11	84957785	84966044	+	protein_coding	8259	4012	51378	1022
Usp32	ENSMUSG00000000804.14	chr11	84984441	85140161	-	protein_coding	155720	57373	1043592	17258
1700125H20Rik	ENSMUSG00000018479.12	chr11	85170403	85181145	+	protein_coding	10742	4799	77534	1678
Appbp2	ENSMUSG00000018481.9	chr11	85187261	85235130	-	protein_coding	47869	18820	364806	4485
Ppm1d	ENSMUSG00000020525.17	chr11	85311243	85347066	+	protein_coding	35823	14231	266743	3668
Bcas3	ENSMUSG00000059439.15	chr11	85353166	85826058	+	protein_coding	472892	194108	3775027	88512
Tbx2	ENSMUSG00000000093.6	chr11	85832550	85841948	+	protein_coding	9398	4410	55898	1017
Gm11444	ENSMUSG00000069785.4	chr11	85846789	85850333	-	protein_coding	3544	1567	25977	825
Tbx4	ENSMUSG00000000094.12	chr11	85886421	85916097	+	protein_coding	29676	13957	208683	3863
Brip1	ENSMUSG00000034329.16	chr11	86058137	86201193	-	protein_coding	143056	51772	992311	16595
Ints2	ENSMUSG00000018068.13	chr11	86210680	86257575	-	protein_coding	46895	17952	351802	4951
Med13	ENSMUSG00000034297.14	chr11	86267032	86357602	-	protein_coding	90570	32291	655959	8634
Rnft1	ENSMUSG00000020521.7	chr11	86484656	86499025	+	protein_coding	14369	5407	107874	1512
Rps6kb1	ENSMUSG00000020516.15	chr11	86498870	86544805	-	protein_coding	45935	17497	334958	4545
Tubd1	ENSMUSG00000020513.15	chr11	86544990	86567360	+	protein_coding	22370	9607	174969	3078
Vmp1	ENSMUSG00000018171.9	chr11	86583864	86683836	-	protein_coding	99972	38763	761675	11242
Ptrh2	ENSMUSG00000072582.9	chr11	86683984	86692457	+	protein_coding	8473	3328	63210	659
Cltc	ENSMUSG00000047126.17	chr11	86694350	86757565	-	protein_coding	63215	23443	462962	5669
Dhx40	ENSMUSG00000018425.18	chr11	86768845	86807746	-	protein_coding	38901	14879	287684	3774
Ypel2	ENSMUSG00000018427.8	chr11	86936424	86993707	-	protein_coding	57283	25556	451603	9733
Gdpd1	ENSMUSG00000061666.6	chr11	87033866	87074062	-	protein_coding	40196	16646	318359	4587
Smg8	ENSMUSG00000020495.13	chr11	87077731	87086774	-	protein_coding	9043	3780	67653	794
Prr11	ENSMUSG00000020493.8	chr11	87089152	87108708	-	protein_coding	19556	7953	151284	1932
Ska2	ENSMUSG00000020492.11	chr11	87109233	87124635	+	protein_coding	15402	5840	114567	1312
Trim37	ENSMUSG00000018548.15	chr11	87127076	87220683	+	protein_coding	93607	36091	684027	8619
Ppm1e	ENSMUSG00000046442.4	chr11	87226905	87359023	-	protein_coding	132118	54123	1069268	32494
Rad51c	ENSMUSG00000007646.13	chr11	87376644	87404954	-	protein_coding	28310	11292	223525	6332
Tex14	ENSMUSG00000010342.16	chr11	87405064	87555823	+	protein_coding	150759	61999	1166426	25773
Septin4	ENSMUSG00000020486.19	chr11	87566652	87590539	+	protein_coding	23887	11452	179133	3162
Mtmr4	ENSMUSG00000018401.17	chr11	87592161	87616302	+	protein_coding	24141	10902	185419	3133
Hsf5	ENSMUSG00000070345.3	chr11	87617163	87659542	+	protein_coding	42379	16566	331152	5910
Rnf43	ENSMUSG00000034177.15	chr11	87662721	87735539	+	protein_coding	72818	31608	558649	10308
Supt4a	ENSMUSG00000020485.14	chr11	87737551	87743623	+	protein_coding	6072	2537	49271	817
Tspoap1	ENSMUSG00000034156.16	chr11	87760540	87785928	+	protein_coding	25388	12764	177888	2919
Mpo	ENSMUSG00000009350.13	chr11	87793580	87804413	+	protein_coding	10833	5124	82150	1534
Lpo	ENSMUSG00000009356.12	chr11	87806427	87828289	-	protein_coding	21862	9692	165734	3488
Mks1	ENSMUSG00000034121.12	chr11	87853214	87863803	+	protein_coding	10589	4856	89420	1078
Epx	ENSMUSG00000052234.2	chr11	87863999	87875536	-	protein_coding	11537	5523	86924	1492
Olfr462	ENSMUSG00000093839.2	chr11	87884978	87892268	-	protein_coding	7290	3251	59122	677
Olfr463	ENSMUSG00000093920.2	chr11	87892617	87897387	-	protein_coding	4770	2171	35306	320
Olfr464	ENSMUSG00000060787.9	chr11	87913267	87920967	-	protein_coding	7700	3281	55039	896
Dynll2	ENSMUSG00000020483.14	chr11	87979524	87987533	-	protein_coding	8009	3657	57380	942
Srsf1	ENSMUSG00000018379.17	chr11	88047372	88053755	+	protein_coding	6383	2317	39299	510
Vezf1	ENSMUSG00000018377.10	chr11	88068278	88084729	+	protein_coding	16451	6652	120422	1746
Cuedc1	ENSMUSG00000018378.13	chr11	88098057	88194140	+	protein_coding	96083	44892	734339	23074
Mrps23	ENSMUSG00000023723.17	chr11	88204387	88211507	+	protein_coding	7120	3102	57654	981
Ccdc182	ENSMUSG00000034031.5	chr11	88294057	88295261	+	protein_coding	1204	544	9299	444
Msi2	ENSMUSG00000069769.13	chr11	88339381	88718513	-	protein_coding	379132	171201	2990791	85517
Akap1	ENSMUSG00000018428.15	chr11	88830791	88864586	-	protein_coding	33795	16007	259887	4728
Scpep1	ENSMUSG00000000278.10	chr11	88924019	88955465	-	protein_coding	31446	13918	232350	4415
Elobl	ENSMUSG00000057534.13	chr11	88964657	88966931	-	protein_coding	2274	956	20374	400
Coil	ENSMUSG00000033983.14	chr11	88970251	88991613	+	protein_coding	21362	9156	195002	3228
Trim25	ENSMUSG00000000275.16	chr11	88999375	89020293	+	protein_coding	20918	9437	166720	3307
Dgke	ENSMUSG00000000276.11	chr11	89035178	89066850	-	protein_coding	31672	12955	261131	4111
Gm525	ENSMUSG00000072553.10	chr11	89073840	89093040	+	protein_coding	19200	8502	206326	6719
Nog	ENSMUSG00000048616.4	chr11	89300637	89302332	-	protein_coding	1695	735	7185	144
Ankfn1	ENSMUSG00000047773.15	chr11	89390222	89841266	-	protein_coding	451044	182828	3380278	53004
Pctp	ENSMUSG00000020553.8	chr11	89982664	90002894	-	protein_coding	20230	8793	163293	2838
Tmem100	ENSMUSG00000069763.3	chr11	90030347	90036508	+	protein_coding	6161	2533	41190	693
Gm45716	ENSMUSG00000110344.1	chr11	90187682	90251255	+	protein_coding	63573	25896	479767	8143
Mmd	ENSMUSG00000003948.17	chr11	90249455	90278589	+	protein_coding	29134	12223	225239	5272
Hlf	ENSMUSG00000003949.16	chr11	90336535	90390895	-	protein_coding	54360	23666	446270	21542
Stxbp4	ENSMUSG00000020546.14	chr11	90476491	90638084	-	protein_coding	161593	60053	1192961	23257
Cox11	ENSMUSG00000020544.14	chr11	90638172	90644931	+	protein_coding	6759	2566	48208	493
Tom1l1	ENSMUSG00000020541.12	chr11	90643464	90688366	-	protein_coding	44902	17909	342961	5487
Kif2b	ENSMUSG00000046755.5	chr11	91575314	91577558	-	protein_coding	2244	1000	19759	150
Car10	ENSMUSG00000056158.14	chr11	93098027	93601749	+	protein_coding	503722	196847	3719471	77221
Utp18	ENSMUSG00000054079.12	chr11	93859242	93885766	-	protein_coding	26524	10297	195845	2163
Mbtd1	ENSMUSG00000059474.13	chr11	93885851	93946985	+	protein_coding	61134	23259	453104	6747
Nme2	ENSMUSG00000020857.11	chr11	93949813	93956259	-	protein_coding	6446	2847	47778	700
Gm20390	ENSMUSG00000091228.1	chr11	93949818	93968293	-	protein_coding	18475	8166	136932	1927
Nme1	ENSMUSG00000037601.11	chr11	93956978	93968521	-	protein_coding	11543	5074	85735	1040
Spag9	ENSMUSG00000020859.16	chr11	93996090	94126085	+	protein_coding	129995	49173	936559	13394
Tob1	ENSMUSG00000037573.5	chr11	94211453	94215495	+	protein_coding	4042	1634	19550	219
Wfikkn2	ENSMUSG00000044177.4	chr11	94235955	94246005	-	protein_coding	10050	5026	86411	2342
Gm21885	ENSMUSG00000094091.3	chr11	94281872	94286253	+	protein_coding	4381	1909	40351	643
Luc7l3	ENSMUSG00000020863.15	chr11	94287889	94321988	-	protein_coding	34099	13111	251964	3771
Ankrd40	ENSMUSG00000020864.13	chr11	94328000	94341841	+	protein_coding	13841	5808	100166	1798
Abcc3	ENSMUSG00000020865.16	chr11	94343294	94392997	-	protein_coding	49703	23436	387609	13283
Cacna1g	ENSMUSG00000020866.17	chr11	94408390	94474198	-	protein_coding	65808	32636	481299	15860
Spata20	ENSMUSG00000020867.13	chr11	94478903	94486179	-	protein_coding	7276	3648	61693	2536
Epn3	ENSMUSG00000010080.15	chr11	94489598	94499974	-	protein_coding	10376	5252	76764	1873
Mycbpap	ENSMUSG00000039110.15	chr11	94501346	94521742	-	protein_coding	20396	9289	151561	2822
Rsad1	ENSMUSG00000039096.10	chr11	94539797	94549255	-	protein_coding	9458	4300	68265	1391
Acsf2	ENSMUSG00000076435.3	chr11	94557101	94601871	-	protein_coding	44770	20334	320102	7058
Chad	ENSMUSG00000039084.8	chr11	94565046	94569127	+	protein_coding	4081	2054	33458	808
Lrrc59	ENSMUSG00000020869.8	chr11	94629766	94645216	+	protein_coding	15450	7108	126593	1412
Eme1	ENSMUSG00000039055.4	chr11	94644995	94653964	-	protein_coding	8969	3963	74149	706
Mrpl27	ENSMUSG00000024414.13	chr11	94653766	94660089	+	protein_coding	6323	2772	48423	630
Xylt2	ENSMUSG00000020868.15	chr11	94663850	94677515	-	protein_coding	13665	6970	104868	1813
Gm11541	ENSMUSG00000056008.1	chr11	94694497	94704499	-	protein_coding	10002	4289	73256	1398
Cdc34b	ENSMUSG00000020870.7	chr11	94741781	94743033	+	protein_coding	1252	619	11955	110
Tmem92	ENSMUSG00000075610.9	chr11	94777216	94782703	-	protein_coding	5487	2662	38219	459
Col1a1	ENSMUSG00000001506.10	chr11	94936223	94953042	+	protein_coding	16819	8397	113680	2534
Sgca	ENSMUSG00000001508.15	chr11	94962790	94976327	-	protein_coding	13537	6491	108485	2943
Hils1	ENSMUSG00000038994.6	chr11	94967592	94968456	+	protein_coding	864	426	8581	200
Ppp1r9b	ENSMUSG00000038976.12	chr11	94991034	95006899	+	protein_coding	15865	8186	103678	1993
Samd14	ENSMUSG00000047181.12	chr11	95009878	95026087	+	protein_coding	16209	7928	110861	2296
Pdk2	ENSMUSG00000038967.13	chr11	95026257	95041354	-	protein_coding	15097	7393	102013	2512
Itga3	ENSMUSG00000001507.16	chr11	95044473	95076801	-	protein_coding	32328	15020	240057	3177
Dlx3	ENSMUSG00000001510.8	chr11	95120118	95125296	+	protein_coding	5178	2488	35175	1212
Dlx4	ENSMUSG00000020871.8	chr11	95140446	95146263	-	protein_coding	5817	2766	37534	972
Tac4	ENSMUSG00000020872.4	chr11	95261528	95269265	+	protein_coding	7737	3674	60599	1071
Kat7	ENSMUSG00000038909.16	chr11	95274258	95310246	-	protein_coding	35988	14750	292753	3751
Fam117a	ENSMUSG00000038893.12	chr11	95337017	95381872	+	protein_coding	44855	20585	345921	7917
Slc35b1	ENSMUSG00000020873.15	chr11	95384691	95391776	+	protein_coding	7085	3155	53058	861
Spop	ENSMUSG00000057522.15	chr11	95414079	95493406	+	protein_coding	79327	30954	599351	10290
Nxph3	ENSMUSG00000046719.7	chr11	95509844	95514570	-	protein_coding	4726	2414	27261	550
Ngfr	ENSMUSG00000000120.6	chr11	95568817	95587735	-	protein_coding	18918	9117	124931	2987
Phb	ENSMUSG00000038845.11	chr11	95666956	95680773	+	protein_coding	13817	6346	105257	1449
Zfp652	ENSMUSG00000075595.9	chr11	95712672	95835115	+	protein_coding	122443	53068	967397	18972
Phospho1	ENSMUSG00000050860.6	chr11	95824498	95832140	+	protein_coding	7642	3742	56962	1414
Abi3	ENSMUSG00000018381.15	chr11	95830073	95842476	-	protein_coding	12403	6080	92697	2966
Gngt2	ENSMUSG00000038811.13	chr11	95837215	95845734	+	protein_coding	8519	4135	65630	1907
B4galnt2	ENSMUSG00000013418.8	chr11	95865942	95914891	-	protein_coding	48949	21319	358882	4872
Igf2bp1	ENSMUSG00000013415.9	chr11	95957162	96005940	-	protein_coding	48778	21807	368287	7272
Gip	ENSMUSG00000014351.12	chr11	96024544	96030831	+	protein_coding	6287	2945	44711	575
Snf8	ENSMUSG00000006058.10	chr11	96034884	96047430	+	protein_coding	12546	5334	99779	1399
Ube2z	ENSMUSG00000014349.7	chr11	96047431	96065388	-	protein_coding	17957	7604	130605	2083
Atp5g1	ENSMUSG00000006057.15	chr11	96068851	96075670	-	protein_coding	6819	3008	48585	609
Calcoco2	ENSMUSG00000006056.13	chr11	96099325	96111964	-	protein_coding	12639	5272	96941	1464
Ttll6	ENSMUSG00000038756.13	chr11	96133785	96165451	+	protein_coding	31666	14332	234082	4352
Hoxb13	ENSMUSG00000049604.3	chr11	96194315	96197447	+	protein_coding	3132	1536	18183	336
Hoxb9	ENSMUSG00000020875.9	chr11	96271456	96276595	+	protein_coding	5139	2440	27372	392
Hoxb8	ENSMUSG00000056648.5	chr11	96281904	96285315	+	protein_coding	3411	1510	13727	241
Hoxb7	ENSMUSG00000038721.8	chr11	96286622	96290162	+	protein_coding	3540	1640	19550	503
Hoxb6	ENSMUSG00000000690.5	chr11	96292475	96301569	+	protein_coding	9094	4165	49409	420
Hoxb5	ENSMUSG00000038700.4	chr11	96303335	96306121	+	protein_coding	2786	1259	16354	618
Hoxb4	ENSMUSG00000038692.8	chr11	96318266	96321638	+	protein_coding	3372	1546	12223	220
Hoxb3	ENSMUSG00000048763.11	chr11	96323325	96347930	+	protein_coding	24605	11291	131388	1945
Hoxb2	ENSMUSG00000075588.6	chr11	96350524	96354012	+	protein_coding	3488	1552	16711	370
Hoxb1	ENSMUSG00000018973.2	chr11	96365751	96368256	+	protein_coding	2505	1176	11812	231
Skap1	ENSMUSG00000057058.16	chr11	96464592	96759130	+	protein_coding	294538	119953	2227012	43239
Snx11	ENSMUSG00000020876.14	chr11	96767554	96777559	-	protein_coding	10005	4618	76050	1511
Cbx1	ENSMUSG00000018666.13	chr11	96789126	96808640	+	protein_coding	19514	7958	147925	2109
Nfe2l1	ENSMUSG00000038615.17	chr11	96817413	96829968	-	protein_coding	12555	6137	84000	1193
Copz2	ENSMUSG00000018672.15	chr11	96849869	96861203	+	protein_coding	11334	5263	84797	1946
Cdk5rap3	ENSMUSG00000018669.14	chr11	96907425	96916496	-	protein_coding	9071	4379	73048	1839
Prr15l	ENSMUSG00000047040.9	chr11	96928103	96937830	+	protein_coding	9727	4721	66433	832
Pnpo	ENSMUSG00000018659.12	chr11	96937824	96943986	-	protein_coding	6162	2912	47213	506
Sp2	ENSMUSG00000018678.13	chr11	96953340	96982959	-	protein_coding	29619	13783	234522	4321
Sp6	ENSMUSG00000038560.7	chr11	97013393	97024734	+	protein_coding	11341	5251	67492	1730
Scrn2	ENSMUSG00000020877.11	chr11	97029937	97033958	+	protein_coding	4021	1993	30701	341
Lrrc46	ENSMUSG00000020878.6	chr11	97034601	97041407	-	protein_coding	6806	3234	53071	984
Mrpl10	ENSMUSG00000001445.10	chr11	97041559	97049213	+	protein_coding	7654	3458	64870	1032
Osbpl7	ENSMUSG00000038534.19	chr11	97050627	97068904	+	protein_coding	18277	8965	137977	1849
Tbx21	ENSMUSG00000001444.2	chr11	97098070	97115331	-	protein_coding	17261	7722	133241	3113
Tbkbp1	ENSMUSG00000038517.15	chr11	97136170	97151495	-	protein_coding	15325	7850	97479	2135
Kpnb1	ENSMUSG00000001440.5	chr11	97159713	97187881	-	protein_coding	28168	11687	233452	2987
Npepps	ENSMUSG00000001441.13	chr11	97205841	97280638	-	protein_coding	74797	29405	562766	8821
Mrpl45	ENSMUSG00000018882.12	chr11	97315715	97329920	+	protein_coding	14205	5744	108384	1297
Gpr179	ENSMUSG00000070337.4	chr11	97332108	97352077	-	protein_coding	19969	9770	135990	4029
Socs7	ENSMUSG00000038485.6	chr11	97362434	97398542	+	protein_coding	36108	15840	270178	3486
Arhgap23	ENSMUSG00000049807.16	chr11	97415532	97502402	+	protein_coding	86870	42137	678731	19895
4933428G20Rik	ENSMUSG00000047988.1	chr11	97490782	97500340	-	protein_coding	9558	4421	76407	1937
Srcin1	ENSMUSG00000038453.17	chr11	97509339	97576186	-	protein_coding	66847	33642	424353	9025
Epop	ENSMUSG00000043439.5	chr11	97627388	97629702	-	protein_coding	2314	1156	10834	177
Mllt6	ENSMUSG00000038437.11	chr11	97663413	97685463	+	protein_coding	22050	11240	147095	3110
Cisd3	ENSMUSG00000078695.8	chr11	97685825	97688621	+	protein_coding	2796	1371	19272	482
Pcgf2	ENSMUSG00000018537.16	chr11	97688822	97700497	-	protein_coding	11675	5790	74957	1473
Psmb3	ENSMUSG00000069744.7	chr11	97703398	97713500	+	protein_coding	10102	4568	75781	908
Pip4k2b	ENSMUSG00000018547.8	chr11	97715156	97744704	-	protein_coding	29548	13728	227674	3681
Cwc25	ENSMUSG00000018541.10	chr11	97745480	97766556	-	protein_coding	21076	9350	179003	2522
1700001P01Rik	ENSMUSG00000018543.8	chr11	97771480	97775918	-	protein_coding	4438	1920	33600	528
Rpl23	ENSMUSG00000071415.6	chr11	97777526	97782437	-	protein_coding	4911	2082	37191	458
Lasp1	ENSMUSG00000038366.15	chr11	97798999	97838764	+	protein_coding	39765	19282	284690	5441
B230217C12Rik	ENSMUSG00000050538.8	chr11	97840779	97844099	+	protein_coding	3320	1390	21617	324
Fbxo47	ENSMUSG00000070336.3	chr11	97853825	97884154	-	protein_coding	30329	11303	221749	3937
Plxdc1	ENSMUSG00000017417.14	chr11	97923237	97986444	-	protein_coding	63207	29860	510445	16942
Arl5c	ENSMUSG00000038352.15	chr11	97989577	97996181	-	protein_coding	6604	3127	41457	911
Cacnb1	ENSMUSG00000020882.17	chr11	98001507	98023034	-	protein_coding	21527	10645	154986	2856
Rpl19	ENSMUSG00000017404.12	chr11	98026709	98030492	+	protein_coding	3783	1656	27928	388
Stac2	ENSMUSG00000017400.10	chr11	98036622	98053462	-	protein_coding	16840	8203	118061	4047
Fbxl20	ENSMUSG00000020883.18	chr11	98082555	98150403	-	protein_coding	67848	28335	552132	7127
Med1	ENSMUSG00000018160.15	chr11	98152153	98193293	-	protein_coding	41140	16627	322991	3873
Cdk12	ENSMUSG00000003119.14	chr11	98203058	98278504	+	protein_coding	75446	29076	528782	7336
Neurod2	ENSMUSG00000038255.6	chr11	98325414	98329648	-	protein_coding	4234	1969	18580	207
Ppp1r1b	ENSMUSG00000061718.12	chr11	98348403	98357796	+	protein_coding	9393	4808	68602	1943
Stard3	ENSMUSG00000018167.10	chr11	98358367	98381112	+	protein_coding	22745	11255	171992	3878
Tcap	ENSMUSG00000007877.2	chr11	98383810	98384953	+	protein_coding	1143	630	8086	220
Pnmt	ENSMUSG00000038216.7	chr11	98386449	98388181	+	protein_coding	1732	910	10749	255
Pgap3	ENSMUSG00000038208.13	chr11	98388676	98400490	-	protein_coding	11814	6057	80598	1306
Erbb2	ENSMUSG00000062312.5	chr11	98412469	98437716	+	protein_coding	25247	12506	178508	2780
Mien1	ENSMUSG00000002580.7	chr11	98437707	98438991	-	protein_coding	1284	604	8217	87
Grb7	ENSMUSG00000019312.10	chr11	98446393	98455373	+	protein_coding	8980	4615	65843	1059
Ikzf3	ENSMUSG00000018168.8	chr11	98464901	98546031	-	protein_coding	81130	33435	616210	10835
Zpbp2	ENSMUSG00000017195.15	chr11	98551096	98558665	+	protein_coding	7569	2928	62503	1307
Ormdl3	ENSMUSG00000038150.7	chr11	98581255	98587368	-	protein_coding	6113	3129	38951	823
Lrrc3c	ENSMUSG00000086545.4	chr11	98598290	98599586	+	protein_coding	1296	651	7875	285
Gsdma3	ENSMUSG00000064224.10	chr11	98626359	98638226	+	protein_coding	11867	5160	82996	935
Gsdma2	ENSMUSG00000017211.14	chr11	98646758	98657964	+	protein_coding	11206	4974	74746	1103
Gsdma	ENSMUSG00000017204.4	chr11	98664350	98677708	+	protein_coding	13358	6088	94542	1448
Psmd3	ENSMUSG00000017221.14	chr11	98682553	98695979	+	protein_coding	13426	6256	109174	1244
Csf3	ENSMUSG00000038067.2	chr11	98701262	98703629	+	protein_coding	2367	1275	15891	429
Med24	ENSMUSG00000017210.14	chr11	98704590	98729435	-	protein_coding	24845	11839	202870	3646
Thra	ENSMUSG00000058756.13	chr11	98740637	98769006	+	protein_coding	28369	13901	180035	2892
Nr1d1	ENSMUSG00000020889.11	chr11	98767931	98775333	-	protein_coding	7402	3594	49259	793
Msl1	ENSMUSG00000052915.14	chr11	98795515	98807859	+	protein_coding	12344	5433	92064	1486
Casc3	ENSMUSG00000078676.9	chr11	98804904	98833814	+	protein_coding	28910	12102	224789	3423
Rapgefl1	ENSMUSG00000038020.5	chr11	98836784	98853697	+	protein_coding	16913	8101	111223	2799
Wipf2	ENSMUSG00000038013.14	chr11	98863637	98905040	+	protein_coding	41403	18280	313318	5005
Cdc6	ENSMUSG00000017499.15	chr11	98907800	98923940	+	protein_coding	16140	7067	143741	2565
Rara	ENSMUSG00000037992.16	chr11	98927817	98974942	+	protein_coding	47125	24066	299196	9331
Gjd3	ENSMUSG00000047197.1	chr11	98982179	98983016	-	protein_coding	837	378	3378	75
Top2a	ENSMUSG00000020914.17	chr11	98992942	99024189	-	protein_coding	31247	12187	258230	4563
Igfbp4	ENSMUSG00000017493.12	chr11	99041243	99054392	+	protein_coding	13149	6275	97714	2883
