gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Smpdl3a	ENSMUSG00000019872.13	chr10	57794334	57811830	+	protein_coding	17496	2567	114011	2100
AW822073	ENSMUSG00000058537.4	chr10	58222971	58224930	-	protein_coding	1959	308	71184	973
Duxf3	ENSMUSG00000075046.7	chr10	58229978	58232675	-	protein_coding	2697	410	85430	1854
Gm4981	ENSMUSG00000075045.4	chr10	58234847	58236701	-	protein_coding	1854	303	15497	140
Gcc2	ENSMUSG00000038039.13	chr10	58255496	58305599	+	protein_coding	50103	7219	307965	3784
Lims1	ENSMUSG00000019920.18	chr10	58323465	58424691	+	protein_coding	101226	14886	633954	20838
Ranbp2	ENSMUSG00000003226.7	chr10	58446919	58494356	+	protein_coding	47437	6636	278145	3751
Ccdc138	ENSMUSG00000038010.9	chr10	58497947	58576244	+	protein_coding	78297	11445	465727	7867
Edar	ENSMUSG00000003227.4	chr10	58600788	58675654	-	protein_coding	74866	12142	530210	28582
Gm17542	ENSMUSG00000091731.1	chr10	58713605	58718210	-	protein_coding	4605	652	27451	499
Sh3rf3	ENSMUSG00000037990.18	chr10	58813358	59138916	+	protein_coding	325558	49998	2121346	61497
Septin10	ENSMUSG00000019917.10	chr10	59141626	59221847	-	protein_coding	80221	11736	499835	12849
Sowahc	ENSMUSG00000098188.1	chr10	59221952	59226434	+	protein_coding	4482	609	24904	1974
P4ha1	ENSMUSG00000019916.14	chr10	59323295	59373304	+	protein_coding	50009	7358	332332	10127
Pla2g12b	ENSMUSG00000009646.13	chr10	59403659	59421976	+	protein_coding	18317	3005	123585	3467
Oit3	ENSMUSG00000009654.4	chr10	59422957	59441778	-	protein_coding	18821	3025	129608	4662
Mcu	ENSMUSG00000009647.13	chr10	59446983	59616692	-	protein_coding	169709	25668	1146497	44763
Micu1	ENSMUSG00000020111.15	chr10	59702476	59864132	+	protein_coding	161656	24321	1079012	42323
Dnajb12	ENSMUSG00000020109.13	chr10	59879555	59899302	+	protein_coding	19747	3116	124086	1915
Ddit4	ENSMUSG00000020108.4	chr10	59949668	59951834	-	protein_coding	2166	315	8836	120
Anapc16	ENSMUSG00000020107.10	chr10	59987408	60003135	-	protein_coding	15727	2354	98675	1445
Ascc1	ENSMUSG00000044475.14	chr10	60002804	60099988	+	protein_coding	97184	15372	669265	19361
Spock2	ENSMUSG00000058297.16	chr10	60106218	60135198	+	protein_coding	28980	4343	143228	2430
Chst3	ENSMUSG00000057337.13	chr10	60181531	60219260	-	protein_coding	37729	6051	253859	16737
Psap	ENSMUSG00000004207.14	chr10	60277626	60302597	+	protein_coding	24971	4159	166979	2779
Cdh23	ENSMUSG00000012819.15	chr10	60302747	60696490	-	protein_coding	393743	63095	2516706	103948
Vsir	ENSMUSG00000020101.14	chr10	60346850	60372684	+	protein_coding	25834	4176	151472	6864
Gm17455	ENSMUSG00000090439.3	chr10	60399725	60403559	+	protein_coding	3834	596	22227	1161
Slc29a3	ENSMUSG00000020100.15	chr10	60712071	60752794	-	protein_coding	40723	6574	236614	6419
Unc5b	ENSMUSG00000020099.8	chr10	60762592	60831581	-	protein_coding	68989	10928	376684	7214
Pcbd1	ENSMUSG00000020098.7	chr10	61089330	61094324	+	protein_coding	4994	780	31583	1970
Sgpl1	ENSMUSG00000020097.14	chr10	61098641	61147703	-	protein_coding	49062	6997	291659	5967
Tbata	ENSMUSG00000020096.21	chr10	61171953	61188841	+	protein_coding	16888	2595	88099	3885
Adamts14	ENSMUSG00000059901.12	chr10	61197111	61273438	-	protein_coding	76327	12273	517011	37257
Prf1	ENSMUSG00000037202.6	chr10	61297832	61304680	+	protein_coding	6848	1038	47736	2299
Pald1	ENSMUSG00000020092.9	chr10	61319655	61383530	-	protein_coding	63875	10408	432202	23746
Nodal	ENSMUSG00000037171.6	chr10	61417971	61425338	+	protein_coding	7367	1113	34327	1297
Eif4ebp2	ENSMUSG00000020091.15	chr10	61428490	61452661	-	protein_coding	24171	3775	153024	2971
Lrrc20	ENSMUSG00000037151.8	chr10	61475800	61582791	+	protein_coding	106991	17154	697185	22673
Npffr1	ENSMUSG00000020090.7	chr10	61595491	61628565	+	protein_coding	33074	5200	216965	5505
Ppa1	ENSMUSG00000020089.8	chr10	61648551	61674168	+	protein_coding	25617	3913	170358	3310
Sar1a	ENSMUSG00000020088.10	chr10	61680298	61693297	+	protein_coding	12999	2012	90309	940
Tysnd1	ENSMUSG00000020087.5	chr10	61695513	61702773	+	protein_coding	7260	1108	40618	523
Aifm2	ENSMUSG00000020085.15	chr10	61715262	61739260	+	protein_coding	23998	3801	147364	2840
Macroh2a2	ENSMUSG00000020086.6	chr10	61738664	61784147	-	protein_coding	45483	7269	297144	6404
Col13a1	ENSMUSG00000058806.15	chr10	61838235	61979108	-	protein_coding	140873	22348	890903	35227
Fam241b	ENSMUSG00000020083.13	chr10	62107654	62143920	-	protein_coding	36266	5337	204325	6436
Neurog3	ENSMUSG00000044312.4	chr10	62133089	62134763	+	protein_coding	1674	240	7839	109
Tspan15	ENSMUSG00000037031.10	chr10	62185395	62231251	-	protein_coding	45856	7244	289882	16441
Tacr2	ENSMUSG00000020081.5	chr10	62252437	62265990	+	protein_coding	13553	2185	87147	2753
Hk1	ENSMUSG00000037012.18	chr10	62268854	62379908	-	protein_coding	111054	17490	666123	17101
Hkdc1	ENSMUSG00000020080.8	chr10	62383136	62422491	-	protein_coding	39355	6311	250757	7607
Supv3l1	ENSMUSG00000020079.15	chr10	62429208	62449738	-	protein_coding	20530	3141	134856	1753
Vps26a	ENSMUSG00000020078.16	chr10	62455234	62486805	-	protein_coding	31571	4724	201648	2901
Srgn	ENSMUSG00000020077.14	chr10	62493832	62527451	-	protein_coding	33619	5098	195981	3439
Kifbp	ENSMUSG00000036955.16	chr10	62538625	62578457	-	protein_coding	39832	6207	249626	3182
Ddx21	ENSMUSG00000020075.8	chr10	62580250	62602281	-	protein_coding	22031	3378	145184	1852
Ddx50	ENSMUSG00000020076.7	chr10	62615894	62651218	-	protein_coding	35324	4924	203262	2516
Stox1	ENSMUSG00000036923.12	chr10	62659042	62726128	-	protein_coding	67086	10248	424336	7711
Ccar1	ENSMUSG00000020074.7	chr10	62743927	62792286	-	protein_coding	48359	6941	281329	3596
Tet1	ENSMUSG00000047146.17	chr10	62804569	62908996	-	protein_coding	104427	15652	646164	17728
Slc25a16	ENSMUSG00000071253.8	chr10	62920632	62946498	+	protein_coding	25866	3976	165699	2949
Dna2	ENSMUSG00000036875.15	chr10	62947025	62974185	+	protein_coding	27160	4089	185525	5349
Rufy2	ENSMUSG00000020070.18	chr10	62980222	63017210	+	protein_coding	36988	5644	238304	3289
Hnrnph3	ENSMUSG00000020069.16	chr10	63014663	63024217	-	protein_coding	9554	1280	50855	779
Pbld2	ENSMUSG00000020072.15	chr10	63024314	63058813	+	protein_coding	34499	5312	210809	4532
Pbld1	ENSMUSG00000112129.1	chr10	63060161	63077962	+	protein_coding	17801	2793	111631	2899
Atoh7	ENSMUSG00000036816.4	chr10	63099650	63101279	+	protein_coding	1629	208	7095	123
Mypn	ENSMUSG00000020067.8	chr10	63115794	63203952	-	protein_coding	88158	13183	537841	9297
Herc4	ENSMUSG00000020064.9	chr10	63243809	63317878	+	protein_coding	74069	10623	451210	6545
Sirt1	ENSMUSG00000020063.16	chr10	63319004	63381704	-	protein_coding	62700	9293	381144	7808
Dnajc12	ENSMUSG00000036764.12	chr10	63382442	63410576	+	protein_coding	28134	4218	163304	6613
Gm7075	ENSMUSG00000048185.5	chr10	63421364	63421789	-	protein_coding	425	71	3503	127
Ctnna3	ENSMUSG00000060843.11	chr10	63430097	65003667	+	protein_coding	1573570	223145	9342514	395173
Lrrtm3	ENSMUSG00000042846.8	chr10	63928471	64090277	-	protein_coding	161806	23887	986656	21156
Reep3	ENSMUSG00000019873.8	chr10	67009188	67096945	-	protein_coding	87757	13084	558932	26050
Jmjd1c	ENSMUSG00000037876.17	chr10	67096124	67256326	+	protein_coding	160202	23172	961367	13870
Nrbf2	ENSMUSG00000075000.11	chr10	67266688	67285305	-	protein_coding	18617	2639	108513	1242
Egr2	ENSMUSG00000037868.15	chr10	67535474	67542188	+	protein_coding	6714	923	28938	555
Ado	ENSMUSG00000057134.6	chr10	67544510	67549068	-	protein_coding	4558	645	27797	1030
Zfp365	ENSMUSG00000037855.15	chr10	67886102	67912662	-	protein_coding	26560	4183	180000	5459
Rtkn2	ENSMUSG00000037846.18	chr10	67979569	68059740	+	protein_coding	80171	11955	522918	9955
Arid5b	ENSMUSG00000019947.10	chr10	68092519	68278740	-	protein_coding	186221	28233	1174886	31311
Cabcoco1	ENSMUSG00000019945.10	chr10	68430952	68541896	-	protein_coding	110944	16797	707690	18260
Tmem26	ENSMUSG00000060044.8	chr10	68723645	68782650	+	protein_coding	59005	8713	349411	6863
Rhobtb1	ENSMUSG00000019944.14	chr10	69151433	69291791	+	protein_coding	140358	20119	812790	20762
A930033H14Rik	ENSMUSG00000090622.1	chr10	69209761	69213098	-	protein_coding	3337	481	16110	855
Cdk1	ENSMUSG00000019942.13	chr10	69335145	69352938	-	protein_coding	17793	2737	123935	3355
Ank3	ENSMUSG00000069601.14	chr10	69398772	70027438	+	protein_coding	628666	96581	4054458	123256
Ccdc6	ENSMUSG00000048701.13	chr10	70097120	70193200	+	protein_coding	96080	15008	622244	11758
Mrln	ENSMUSG00000019933.7	chr10	70204663	70219711	+	protein_coding	15048	2301	97561	3656
Slc16a9	ENSMUSG00000037762.6	chr10	70245099	70285968	+	protein_coding	40869	6276	255287	7447
Fam13c	ENSMUSG00000043259.15	chr10	70440480	70558736	+	protein_coding	118256	17823	734545	18920
Phyhipl	ENSMUSG00000037747.9	chr10	70557681	70655965	-	protein_coding	98284	14168	606280	12583
Bicc1	ENSMUSG00000014329.14	chr10	70922831	71159700	-	protein_coding	236869	35457	1501919	43016
Tfam	ENSMUSG00000003923.14	chr10	71225463	71238280	-	protein_coding	12817	1935	86443	1078
Ube2d1	ENSMUSG00000019927.6	chr10	71254979	71285262	-	protein_coding	30283	4615	198271	3214
Cisd1	ENSMUSG00000037710.8	chr10	71330479	71344954	-	protein_coding	14475	2238	96822	1704
Ipmk	ENSMUSG00000060733.13	chr10	71347762	71433327	+	protein_coding	85565	13212	572649	11824
Zwint	ENSMUSG00000019923.14	chr10	72654844	72674964	+	protein_coding	20120	3050	134109	1916
Pcdh15	ENSMUSG00000052613.16	chr10	73099341	74649737	+	protein_coding	1550396	218907	9020196	188426
Rsph14	ENSMUSG00000009070.14	chr10	74957476	75032586	-	protein_coding	75110	11693	468696	15965
Gnaz	ENSMUSG00000040009.6	chr10	74967176	75016907	+	protein_coding	49731	7821	306660	10729
Rab36	ENSMUSG00000020175.15	chr10	75037057	75054748	+	protein_coding	17691	2704	114287	5246
Bcr	ENSMUSG00000009681.10	chr10	75060591	75184921	+	protein_coding	124330	19633	811384	27941
Specc1l	ENSMUSG00000033444.14	chr10	75212072	75312743	+	protein_coding	100671	15580	671684	11594
Adora2a	ENSMUSG00000020178.6	chr10	75316876	75334784	+	protein_coding	17908	2656	100433	3018
Gucd1	ENSMUSG00000033416.15	chr10	75351110	75517972	-	protein_coding	166862	25008	1038334	30175
Upb1	ENSMUSG00000033427.14	chr10	75401114	75441679	+	protein_coding	40565	6059	249838	6980
Snrpd3	ENSMUSG00000020180.10	chr10	75517550	75537381	+	protein_coding	19831	3122	138648	1830
Lrrc75b	ENSMUSG00000046807.10	chr10	75550122	75560330	-	protein_coding	10208	1534	58439	1643
Ggt1	ENSMUSG00000006345.10	chr10	75561603	75586200	+	protein_coding	24597	3954	152490	4508
Ggt5	ENSMUSG00000006344.17	chr10	75589339	75617200	+	protein_coding	27861	4183	175574	5150
Susd2	ENSMUSG00000006342.15	chr10	75636705	75644008	-	protein_coding	7303	1175	48663	2314
Cabin1	ENSMUSG00000020196.10	chr10	75646111	75764341	-	protein_coding	118230	19157	821205	30237
Ddt	ENSMUSG00000001666.8	chr10	75771229	75773414	-	protein_coding	2185	314	11587	273
Gm20441	ENSMUSG00000092360.1	chr10	75771450	75780954	-	protein_coding	9504	1493	54080	1040
Gstt3	ENSMUSG00000001665.11	chr10	75774114	75781414	-	protein_coding	7300	1167	41369	801
Gstt1	ENSMUSG00000001663.10	chr10	75783812	75798584	-	protein_coding	14772	2322	87640	2496
Gstt4	ENSMUSG00000009093.7	chr10	75814942	75822543	-	protein_coding	7601	1193	45186	966
Gstt2	ENSMUSG00000033318.7	chr10	75831113	75837424	-	protein_coding	6311	892	32506	943
Mif	ENSMUSG00000033307.7	chr10	75859352	75860240	-	protein_coding	888	131	2927	54
Derl3	ENSMUSG00000009092.5	chr10	75893412	75895941	+	protein_coding	2529	390	14353	198
Smarcb1	ENSMUSG00000000902.13	chr10	75896768	75921617	-	protein_coding	24849	3885	168611	2147
Mmp11	ENSMUSG00000000901.17	chr10	75923221	75936496	-	protein_coding	13275	2001	70808	2069
Chchd10	ENSMUSG00000049422.7	chr10	75933129	75937747	+	protein_coding	4618	679	23335	969
Gm867	ENSMUSG00000050157.6	chr10	75937722	75940672	-	protein_coding	2950	412	14073	276
Vpreb3	ENSMUSG00000000903.3	chr10	75943056	75949657	+	protein_coding	6601	1007	46561	1298
Gm5134	ENSMUSG00000033255.8	chr10	75954513	76009591	+	protein_coding	55078	8129	337799	13824
Zfp280b	ENSMUSG00000049764.8	chr10	76032649	76043234	+	protein_coding	10585	1499	64352	1016
Slc5a4b	ENSMUSG00000020226.9	chr10	76057493	76110961	-	protein_coding	53468	7838	336205	10385
Slc5a4a	ENSMUSG00000020229.4	chr10	76147450	76189265	+	protein_coding	41815	6267	274241	4365
Prmt2	ENSMUSG00000020230.15	chr10	76207221	76237865	-	protein_coding	30644	4812	213518	3118
S100b	ENSMUSG00000033208.7	chr10	76253852	76261159	+	protein_coding	7307	1090	41619	532
Dip2a	ENSMUSG00000020231.15	chr10	76259428	76345291	-	protein_coding	85863	13871	616146	8114
Pcnt	ENSMUSG00000001151.10	chr10	76351262	76442786	-	protein_coding	91524	14510	632069	8100
AC141477.1	ENSMUSG00000117965.1	chr10	76440240	76440444	-	protein_coding	204	24	1080	11
2610028H24Rik	ENSMUSG00000009114.17	chr10	76449080	76461110	+	protein_coding	12030	1926	81902	972
Ybey	ENSMUSG00000033126.5	chr10	76459566	76469114	-	protein_coding	9548	1468	60770	885
Mcm3ap	ENSMUSG00000001150.7	chr10	76468926	76515857	+	protein_coding	46931	7297	308914	3943
Lss	ENSMUSG00000033105.12	chr10	76531587	76557138	+	protein_coding	25551	4192	193998	2490
Spatc1l	ENSMUSG00000009115.5	chr10	76562271	76570201	+	protein_coding	7930	1200	56191	749
Ftcd	ENSMUSG00000001155.13	chr10	76575647	76590338	+	protein_coding	14691	2288	88704	1535
Col6a2	ENSMUSG00000020241.13	chr10	76595761	76623630	-	protein_coding	27869	4282	165680	2639
Col6a1	ENSMUSG00000001119.7	chr10	76708791	76726168	-	protein_coding	17377	2808	102822	1588
Pcbp3	ENSMUSG00000001120.15	chr10	76761856	76961887	-	protein_coding	200031	31200	1324457	42262
Slc19a1	ENSMUSG00000001436.15	chr10	77032240	77061002	+	protein_coding	28762	4674	192431	3933
Col18a1	ENSMUSG00000001435.15	chr10	77052177	77166548	-	protein_coding	114371	18615	757974	31023
Pofut2	ENSMUSG00000020260.9	chr10	77259217	77269575	+	protein_coding	10358	1673	73455	1153
Adarb1	ENSMUSG00000020262.15	chr10	77290725	77418270	-	protein_coding	127545	20250	852964	19234
Fam207a	ENSMUSG00000032977.9	chr10	77486660	77515785	-	protein_coding	29125	4791	205106	5161
Itgb2	ENSMUSG00000000290.13	chr10	77530251	77565708	+	protein_coding	35457	5926	247299	8899
Pttg1ip	ENSMUSG00000009291.13	chr10	77581719	77598732	+	protein_coding	17013	2717	112415	1433
Sumo3	ENSMUSG00000020265.16	chr10	77606096	77618331	+	protein_coding	12235	1953	83315	1094
Gm49325	ENSMUSG00000112241.1	chr10	77606196	77641543	+	protein_coding	35347	5747	248830	4083
Ube2g2	ENSMUSG00000009293.17	chr10	77622274	77645993	+	protein_coding	23719	3985	171931	3020
Tspear	ENSMUSG00000069581.12	chr10	77686568	77887021	+	protein_coding	200453	34321	1372664	23863
Gm19402	ENSMUSG00000095970.1	chr10	77689956	77690757	-	protein_coding	801	187	9320	144
Gm9508	ENSMUSG00000112170.1	chr10	77696540	77697233	-	protein_coding	693	163	6240	70
Gm10272	ENSMUSG00000069584.4	chr10	77706625	77706975	+	protein_coding	350	84	4803	41
Gm10024	ENSMUSG00000094012.1	chr10	77711456	77712009	+	protein_coding	553	119	5705	72
Gm10142	ENSMUSG00000094146.1	chr10	77715806	77716169	+	protein_coding	363	89	5116	100
Krtap12-1	ENSMUSG00000069583.2	chr10	77720598	77721254	+	protein_coding	656	137	7216	110
Gm10100	ENSMUSG00000096421.1	chr10	77726485	77726848	+	protein_coding	363	86	4433	24
Gm18596	ENSMUSG00000112864.1	chr10	77741795	77742638	-	protein_coding	843	199	8858	147
Gm9736	ENSMUSG00000112380.1	chr10	77750520	77751354	-	protein_coding	834	199	9328	138
Gm3233	ENSMUSG00000094120.1	chr10	77758989	77759682	-	protein_coding	693	168	3411	46
Gm3238	ENSMUSG00000095817.1	chr10	77770632	77771325	-	protein_coding	693	167	5041	82
Gm7138	ENSMUSG00000095593.1	chr10	77776251	77776944	-	protein_coding	693	163	3870	56
Gm3250	ENSMUSG00000096481.1	chr10	77781849	77782542	-	protein_coding	693	167	2377	29
Gm7137	ENSMUSG00000095721.1	chr10	77787489	77788200	-	protein_coding	711	174	3634	39
Gm9639	ENSMUSG00000096131.3	chr10	77794398	77795076	-	protein_coding	678	165	4732	59
Gm19668	ENSMUSG00000096380.1	chr10	77798386	77799133	-	protein_coding	747	179	7636	117
Gm9507	ENSMUSG00000094913.3	chr10	77810966	77811843	-	protein_coding	877	197	6453	99
Gm49918	ENSMUSG00000112600.1	chr10	77814681	77836652	+	protein_coding	21971	3897	173001	2752
Krtap10-4	ENSMUSG00000069582.3	chr10	77826114	77827095	-	protein_coding	981	212	7280	76
Krtap10-10	ENSMUSG00000112223.1	chr10	77835946	77837252	+	protein_coding	1306	270	13013	179
Gm36176	ENSMUSG00000112653.1	chr10	77846802	77847303	+	protein_coding	501	120	5682	96
Gm10318	ENSMUSG00000071195.4	chr10	77852858	77853788	+	protein_coding	930	205	9732	135
Gm3285	ENSMUSG00000111915.1	chr10	77861974	77862882	+	protein_coding	908	190	9391	162
Lrrc3	ENSMUSG00000051652.4	chr10	77897574	77902536	-	protein_coding	4962	805	31315	764
Trpm2	ENSMUSG00000009292.18	chr10	77907721	77970563	-	protein_coding	62842	9239	357841	6256
Cfap410	ENSMUSG00000020284.16	chr10	77978523	77986905	+	protein_coding	8382	1372	50270	1022
Pfkl	ENSMUSG00000020277.10	chr10	77986946	78010083	-	protein_coding	23137	3743	140519	2740
Aire	ENSMUSG00000000731.15	chr10	78030021	78043610	-	protein_coding	13589	2084	76863	1826
Dnmt3l	ENSMUSG00000000730.13	chr10	78041946	78063622	+	protein_coding	21676	3270	115570	2537
Icosl	ENSMUSG00000000732.9	chr10	78069301	78083913	+	protein_coding	14612	2313	90083	2295
Gatd3a	ENSMUSG00000053329.7	chr10	78162065	78169782	-	protein_coding	7717	1315	55194	1286
Pwp2	ENSMUSG00000032834.11	chr10	78170908	78185149	-	protein_coding	14241	2406	101380	1468
Trappc10	ENSMUSG00000000374.8	chr10	78186724	78244641	-	protein_coding	57917	9723	426694	5383
Agpat3	ENSMUSG00000001211.15	chr10	78269177	78352489	-	protein_coding	83312	13907	578170	13219
AC160405.1	ENSMUSG00000118646.1	chr10	78288033	78307619	-	protein_coding	19586	3281	134561	3285
Rrp1	ENSMUSG00000061032.9	chr10	78400383	78413043	-	protein_coding	12660	2108	89928	1301
Cstb	ENSMUSG00000005054.7	chr10	78425668	78427622	+	protein_coding	1954	290	9829	221
Pdxk	ENSMUSG00000032788.15	chr10	78436743	78464975	-	protein_coding	28232	4835	188697	3389
Olfr1358	ENSMUSG00000107822.4	chr10	78517427	78520566	+	protein_coding	3139	484	18911	267
Ilvbl	ENSMUSG00000032763.11	chr10	78574345	78584502	+	protein_coding	10157	1580	67619	3642
Syde1	ENSMUSG00000032714.6	chr10	78584502	78591964	-	protein_coding	7462	1069	42828	1464
Olfr1357	ENSMUSG00000071185.5	chr10	78611002	78618074	-	protein_coding	7072	1101	42704	734
Casp14	ENSMUSG00000005355.9	chr10	78711990	78718294	-	protein_coding	6304	966	35534	501
Ccdc105	ENSMUSG00000078442.3	chr10	78746925	78753065	-	protein_coding	6140	875	31004	987
Slc1a6	ENSMUSG00000005357.9	chr10	78780495	78814765	+	protein_coding	34270	4374	172179	2952
Olfr1356	ENSMUSG00000051190.8	chr10	78845051	78852166	-	protein_coding	7115	1103	43559	746
Olfr1355	ENSMUSG00000062873.7	chr10	78875539	78882266	+	protein_coding	6727	1036	43988	485
Olfr1354	ENSMUSG00000094673.4	chr10	78913170	78920399	+	protein_coding	7229	1074	42928	410
Olfr8	ENSMUSG00000094080.3	chr10	78950635	78958378	+	protein_coding	7743	1055	40965	440
Olfr1353	ENSMUSG00000042774.8	chr10	78963308	78971338	+	protein_coding	8030	1205	47256	648
Olfr1352	ENSMUSG00000046493.5	chr10	78981049	78987903	+	protein_coding	6854	990	43043	456
Olfr1351	ENSMUSG00000063216.3	chr10	79012471	79019645	+	protein_coding	7174	1048	45067	354
Olfr57	ENSMUSG00000060205.3	chr10	79028740	79036274	+	protein_coding	7534	1186	46521	674
2610008E11Rik	ENSMUSG00000060301.6	chr10	79064373	79097600	-	protein_coding	33227	4318	168562	2052
Vmn2r80	ENSMUSG00000091888.3	chr10	79148768	79195012	+	protein_coding	46244	6592	265131	3000
Vmn2r81	ENSMUSG00000055515.8	chr10	79247691	79294535	+	protein_coding	46844	6800	275410	3507
Vmn2r82	ENSMUSG00000091468.3	chr10	79356519	79397849	+	protein_coding	41330	5867	244818	2459
Vmn2r83	ENSMUSG00000091381.3	chr10	79468730	79493585	+	protein_coding	24855	3612	146693	1849
Plpp2	ENSMUSG00000052151.12	chr10	79526429	79533796	-	protein_coding	7367	1247	53843	1103
Mier2	ENSMUSG00000042570.14	chr10	79540244	79555199	-	protein_coding	14955	2627	114584	1752
Theg	ENSMUSG00000020317.14	chr10	79576378	79587331	-	protein_coding	10953	1794	71741	1715
C2cd4c	ENSMUSG00000045912.9	chr10	79606853	79614025	-	protein_coding	7172	1186	44417	2326
Shc2	ENSMUSG00000020312.12	chr10	79618050	79637918	-	protein_coding	19868	3316	135228	4007
Odf3l2	ENSMUSG00000035963.8	chr10	79639525	79645738	-	protein_coding	6213	1053	36570	965
Madcam1	ENSMUSG00000020310.9	chr10	79664558	79668537	+	protein_coding	3979	664	26076	632
Tpgs1	ENSMUSG00000020308.7	chr10	79669368	79676127	+	protein_coding	6759	1070	43155	634
Cdc34	ENSMUSG00000020307.15	chr10	79682194	79688398	+	protein_coding	6204	990	37939	616
Gzmm	ENSMUSG00000054206.2	chr10	79689019	79695261	+	protein_coding	6242	1026	40214	1259
Bsg	ENSMUSG00000023175.15	chr10	79704490	79711969	+	protein_coding	7479	1249	45550	713
Hcn2	ENSMUSG00000020331.9	chr10	79716633	79736108	+	protein_coding	19475	3117	128668	3093
Polrmt	ENSMUSG00000020329.12	chr10	79736122	79746581	-	protein_coding	10459	1713	73243	1406
Fgf22	ENSMUSG00000020327.4	chr10	79755075	79758596	+	protein_coding	3521	613	24218	350
Rnf126	ENSMUSG00000035890.9	chr10	79758514	79766952	-	protein_coding	8438	1400	57141	816
Fstl3	ENSMUSG00000020325.10	chr10	79777271	79782630	+	protein_coding	5359	816	25961	502
Prss57	ENSMUSG00000020323.14	chr10	79781473	79790961	-	protein_coding	9488	1486	64174	2300
Palm	ENSMUSG00000035863.14	chr10	79793571	79820896	+	protein_coding	27325	4397	169283	3881
Misp	ENSMUSG00000035852.11	chr10	79820988	79830490	+	protein_coding	9502	1475	54763	998
Ptbp1	ENSMUSG00000006498.16	chr10	79854426	79864771	+	protein_coding	10345	1675	69208	1037
Plppr3	ENSMUSG00000035835.14	chr10	79860474	79874634	-	protein_coding	14160	2315	93514	3089
Prtn3	ENSMUSG00000057729.12	chr10	79874475	79883174	+	protein_coding	8699	1339	55783	2262
Elane	ENSMUSG00000020125.7	chr10	79886246	79888215	+	protein_coding	1969	329	13485	394
Cfd	ENSMUSG00000061780.6	chr10	79890852	79892655	+	protein_coding	1803	311	11928	193
Med16	ENSMUSG00000013833.15	chr10	79894707	79908923	-	protein_coding	14216	2393	99381	3253
R3hdm4	ENSMUSG00000035781.14	chr10	79910051	79921208	-	protein_coding	11157	1742	56839	1274
Gm26602	ENSMUSG00000097854.1	chr10	79910855	79911140	+	protein_coding	285	45	1631	23
Kiss1r	ENSMUSG00000035773.6	chr10	79916970	79922273	+	protein_coding	5303	853	27658	750
Arid3a	ENSMUSG00000019564.12	chr10	79927042	79955018	+	protein_coding	27976	4553	159746	4034
Wdr18	ENSMUSG00000035754.8	chr10	79960151	79970203	+	protein_coding	10052	1698	66203	1165
Grin3b	ENSMUSG00000035745.9	chr10	79970714	79977190	+	protein_coding	6476	1029	47247	1093
Tmem259	ENSMUSG00000013858.14	chr10	79974947	79984330	-	protein_coding	9383	1506	62910	803
Cnn2	ENSMUSG00000004665.10	chr10	79988583	79996062	+	protein_coding	7479	1163	43501	966
Abca7	ENSMUSG00000035722.15	chr10	79996493	80015572	+	protein_coding	19079	3086	120548	2171
Arhgap45	ENSMUSG00000035697.14	chr10	80016652	80031472	+	protein_coding	14820	2416	95377	1661
Polr2e	ENSMUSG00000004667.18	chr10	80035948	80039795	-	protein_coding	3847	634	25993	392
Gpx4	ENSMUSG00000075706.10	chr10	80047165	80056439	+	protein_coding	9274	1412	53202	1327
Sbno2	ENSMUSG00000035673.10	chr10	80056991	80105571	-	protein_coding	48580	8275	333480	6854
Stk11	ENSMUSG00000003068.17	chr10	80115802	80130682	+	protein_coding	14880	2486	100867	1896
Cbarp	ENSMUSG00000035640.18	chr10	80130450	80140835	-	protein_coding	10385	1631	58070	1614
Atp5d	ENSMUSG00000003072.15	chr10	80138631	80145818	+	protein_coding	7187	1118	40798	606
Midn	ENSMUSG00000035621.13	chr10	80148271	80158368	+	protein_coding	10097	1406	41624	953
Cirbp	ENSMUSG00000045193.13	chr10	80165984	80172786	+	protein_coding	6802	976	38205	780
Fam174c	ENSMUSG00000035595.6	chr10	80172943	80175146	+	protein_coding	2203	346	13293	310
Efna2	ENSMUSG00000003070.6	chr10	80179481	80190010	+	protein_coding	10529	1687	62100	1328
Pwwp3a	ENSMUSG00000020156.16	chr10	80226433	80243903	+	protein_coding	17470	2950	132348	3158
Ndufs7	ENSMUSG00000020153.14	chr10	80249120	80256794	+	protein_coding	7674	1310	52357	987
Gamt	ENSMUSG00000020150.13	chr10	80258150	80261012	-	protein_coding	2862	474	16907	294
Dazap1	ENSMUSG00000069565.12	chr10	80261485	80288408	+	protein_coding	26923	4346	171195	2154
Rps15	ENSMUSG00000063457.14	chr10	80292452	80294114	+	protein_coding	1662	234	9468	110
Apc2	ENSMUSG00000020135.13	chr10	80295976	80318263	+	protein_coding	22287	3553	133281	2317
2310011J03Rik	ENSMUSG00000020133.8	chr10	80318253	80320537	-	protein_coding	2284	339	13388	189
Pcsk4	ENSMUSG00000020131.14	chr10	80321282	80329498	-	protein_coding	8216	1358	52517	1390
Reep6	ENSMUSG00000035504.16	chr10	80329952	80336441	+	protein_coding	6489	1041	48074	1937
Adamtsl5	ENSMUSG00000043822.18	chr10	80339109	80348412	-	protein_coding	9303	1391	50364	1756
